semantic_field,concepticon_id1,concepticon_gloss1,concepticon_id2,concepticon_gloss2,evidence
Modern world,1321,bottle,1488,faucet,7
Modern world,1373,tea,1488,faucet,5
Modern world,1898,spectacles,1488,faucet,5
Modern world,219,toilet,1488,faucet,5
Modern world,656,police,1488,faucet,5
Modern world,747,bicycle,1488,faucet,5
Modern world,874,candy,1488,faucet,5
Modern world,1373,tea,1497,postcard,9
Modern world,1321,bottle,1597,airplane,1
Modern world,1051,can,167,mail,7
Modern world,1096,song,167,mail,7
Modern world,1321,bottle,167,mail,8
Modern world,1362,street,167,mail,7
Modern world,1373,tea,167,mail,6
Modern world,1898,spectacles,167,mail,5
Modern world,969,cigarette,167,mail,6
Modern world,1096,song,1677,workshop,10
Modern world,1356,number,1677,workshop,8
Modern world,1362,street,1677,workshop,10
Modern world,1373,tea,1677,workshop,9
Modern world,144,machine,1677,workshop,6
Modern world,216,movie,1677,workshop,5
Modern world,747,bicycle,1677,workshop,7
Modern world,969,cigarette,1677,workshop,9
Modern world,1051,can,1788,television,3
Modern world,1111,car,1788,television,5
Modern world,1321,bottle,1788,television,6
Modern world,1379,telephone,1788,television,3
Modern world,1597,airplane,1788,television,5
Modern world,1898,spectacles,1788,television,4
Modern world,616,hospital,1788,television,5
Modern world,656,police,1788,television,4
Modern world,874,candy,1788,television,4
Modern world,1096,song,1802,screw,4
Modern world,1321,bottle,1802,screw,5
Modern world,1362,street,1802,screw,4
Modern world,1373,tea,1802,screw,3
Modern world,747,bicycle,1802,screw,1
Modern world,969,cigarette,1802,screw,3
Modern world,1373,tea,1804,bomb,6
Modern world,144,machine,1804,bomb,4
Modern world,747,bicycle,1804,bomb,5
Modern world,1096,song,1805,injection,5
Modern world,110,motor,1805,injection,2
Modern world,1321,bottle,1805,injection,6
Modern world,1356,number,1805,injection,2
Modern world,1362,street,1805,injection,5
Modern world,219,toilet,1805,injection,4
Modern world,656,police,1805,injection,4
Modern world,1096,song,1898,spectacles,2
Modern world,1362,street,1898,spectacles,2
Modern world,1096,song,1967,calendar,8
Modern world,1362,street,1967,calendar,8
Modern world,1096,song,216,movie,5
Modern world,1356,number,216,movie,3
Modern world,1362,street,216,movie,5
Modern world,1373,tea,216,movie,4
Modern world,747,bicycle,216,movie,2
Modern world,1321,bottle,219,toilet,2
Modern world,1096,song,240,election,7
Modern world,1321,bottle,240,election,8
Modern world,1362,street,240,election,7
Modern world,1373,tea,240,election,6
Modern world,1802,screw,240,election,2
Modern world,747,bicycle,240,election,4
Modern world,969,cigarette,240,election,6
Modern world,1051,can,395,pill,3
Modern world,1321,bottle,395,pill,5
Modern world,1898,spectacles,395,pill,3
Modern world,1051,can,486,minister,8
Modern world,1096,song,486,minister,9
Modern world,1321,bottle,486,minister,10
Modern world,1362,street,486,minister,9
Modern world,1898,spectacles,486,minister,6
Modern world,969,cigarette,486,minister,8
Modern world,1321,bottle,59,electricity,4
Modern world,219,toilet,59,electricity,2
Modern world,1362,street,591,address,9
Modern world,1373,tea,591,address,9
Modern world,650,petroleum,591,address,6
Modern world,747,bicycle,591,address,7
Modern world,1321,bottle,616,hospital,1
Modern world,1070,bus,638,motorcycle,2
Modern world,110,motor,638,motorcycle,1
Modern world,1111,car,638,motorcycle,3
Modern world,1321,bottle,638,motorcycle,4
Modern world,1597,airplane,638,motorcycle,3
Modern world,219,toilet,638,motorcycle,2
Modern world,616,hospital,638,motorcycle,3
Modern world,656,police,638,motorcycle,2
Modern world,1096,song,642,music,4
Modern world,1362,street,642,music,4
Modern world,1096,song,654,plastic,8
Modern world,1362,street,654,plastic,8
Modern world,1373,tea,654,plastic,7
Modern world,144,machine,654,plastic,2
Modern world,747,bicycle,654,plastic,5
Modern world,969,cigarette,654,plastic,7
Modern world,1321,bottle,656,police,2
Modern world,110,motor,662,battery,4
Modern world,1321,bottle,662,battery,7
Modern world,219,toilet,662,battery,5
Modern world,616,hospital,662,battery,6
Modern world,656,police,662,battery,5
Modern world,874,candy,662,battery,5
Modern world,1362,street,747,bicycle,3
Modern world,1373,tea,747,bicycle,1
Modern world,1096,song,815,government,5
Modern world,110,motor,815,government,2
Modern world,1321,bottle,815,government,6
Modern world,1356,number,815,government,2
Modern world,1362,street,815,government,5
Modern world,1373,tea,815,government,4
Modern world,656,police,815,government,4
Modern world,747,bicycle,815,government,2
Modern world,1096,song,836,screwdriver,6
Modern world,1321,bottle,836,screwdriver,7
Modern world,1362,street,836,screwdriver,6
Modern world,1373,tea,836,screwdriver,5
Modern world,747,bicycle,836,screwdriver,3
Modern world,969,cigarette,836,screwdriver,5
Modern world,1096,song,899,president,8
Modern world,1321,bottle,899,president,9
Modern world,1362,street,899,president,8
Modern world,1373,tea,899,president,7
Modern world,1802,screw,899,president,2
Modern world,656,police,899,president,7
Modern world,747,bicycle,899,president,5
Modern world,969,cigarette,899,president,7
Modern world,1362,street,900,train,6
Modern world,1373,tea,900,train,5
Modern world,1051,can,915,sink,7
Modern world,1096,song,915,sink,9
Modern world,110,motor,915,sink,6
Modern world,1321,bottle,915,sink,10
Modern world,1356,number,915,sink,6
Modern world,1362,street,915,sink,9
Modern world,1898,spectacles,915,sink,7
Modern world,219,toilet,915,sink,8
Modern world,656,police,915,sink,8
Modern world,969,cigarette,915,sink,8
Modern world,110,motor,966,brake,3
Modern world,1362,street,966,brake,5
Modern world,1373,tea,966,brake,5
Modern world,144,machine,966,brake,3
Modern world,747,bicycle,966,brake,3
Motion,1011,bridge,108,rudder,11
Motion,1011,bridge,122,cart,5
Motion,1011,bridge,14,yoke,7
Motion,1011,bridge,142,return home,3
Motion,1011,bridge,16,sled,20
Motion,1011,bridge,1664,raft,10
Motion,1011,bridge,1769,axle,9
Motion,1011,bridge,184,mast,15
Motion,1011,bridge,1844,boat,2
Motion,1011,bridge,1849,row,6
Motion,1011,bridge,1870,anchor,12
Motion,1011,bridge,1922,land,6
Motion,1011,bridge,1970,canoe,10
Motion,1011,bridge,416,outrigger,23
Motion,1011,bridge,610,port,13
Motion,1011,bridge,710,wheel,1
Motion,1011,bridge,740,ship,5
Motion,1011,bridge,786,sailcloth,13
Motion,1047,pursue,108,rudder,12
Motion,1047,pursue,1127,send,1
Motion,1047,pursue,122,cart,5
Motion,1047,pursue,14,yoke,7
Motion,1047,pursue,142,return home,3
Motion,1047,pursue,16,sled,20
Motion,1047,pursue,1664,raft,10
Motion,1047,pursue,1769,axle,9
Motion,1047,pursue,1778,approach,1
Motion,1047,pursue,184,mast,15
Motion,1047,pursue,1844,boat,2
Motion,1047,pursue,1849,row,6
Motion,1047,pursue,1870,anchor,13
Motion,1047,pursue,1922,land,6
Motion,1047,pursue,1970,canoe,10
Motion,1047,pursue,367,ride,6
Motion,1047,pursue,412,carry in hand,9
Motion,1047,pursue,413,carry on shoulder,8
Motion,1047,pursue,414,carry on head,12
Motion,1047,pursue,415,carry under arm,12
Motion,1047,pursue,416,outrigger,23
Motion,1047,pursue,43,lead,1
Motion,1047,pursue,610,port,14
Motion,1047,pursue,667,road,1
Motion,1047,pursue,692,bring,1
Motion,1047,pursue,700,carry,1
Motion,1047,pursue,710,wheel,1
Motion,1047,pursue,740,ship,5
Motion,1047,pursue,741,drive,5
Motion,1047,pursue,786,sailcloth,13
Motion,108,rudder,184,mast,3
Motion,1085,follow,14,yoke,6
Motion,1085,follow,184,mast,15
Motion,1085,follow,1970,canoe,9
Motion,1085,follow,412,carry in hand,8
Motion,1085,follow,413,carry on shoulder,7
Motion,1085,follow,414,carry on head,11
Motion,1085,follow,415,carry under arm,11
Motion,1085,follow,416,outrigger,22
Motion,1085,follow,610,port,12
Motion,1102,climb,108,rudder,12
Motion,1102,climb,1085,follow,1
Motion,1102,climb,1127,send,1
Motion,1102,climb,122,cart,4
Motion,1102,climb,14,yoke,7
Motion,1102,climb,142,return home,3
Motion,1102,climb,16,sled,21
Motion,1102,climb,1664,raft,10
Motion,1102,climb,1769,axle,8
Motion,1102,climb,1778,approach,1
Motion,1102,climb,184,mast,16
Motion,1102,climb,1844,boat,2
Motion,1102,climb,1849,row,6
Motion,1102,climb,1870,anchor,13
Motion,1102,climb,1922,land,6
Motion,1102,climb,1970,canoe,10
Motion,1102,climb,367,ride,6
Motion,1102,climb,412,carry in hand,9
Motion,1102,climb,413,carry on shoulder,8
Motion,1102,climb,414,carry on head,12
Motion,1102,climb,415,carry under arm,12
Motion,1102,climb,416,outrigger,22
Motion,1102,climb,43,lead,1
Motion,1102,climb,485,disappear,1
Motion,1102,climb,610,port,13
Motion,1102,climb,667,road,1
Motion,1102,climb,692,bring,1
Motion,1102,climb,700,carry,1
Motion,1102,climb,710,wheel,1
Motion,1102,climb,740,ship,5
Motion,1102,climb,741,drive,4
Motion,1102,climb,786,sailcloth,14
Motion,1113,wrap,108,rudder,12
Motion,1113,wrap,1085,follow,1
Motion,1113,wrap,1127,send,1
Motion,1113,wrap,1135,kick,1
Motion,1113,wrap,119,dive,4
Motion,1113,wrap,122,cart,5
Motion,1113,wrap,14,yoke,7
Motion,1113,wrap,142,return home,3
Motion,1113,wrap,1443,walk,1
Motion,1113,wrap,1574,float,1
Motion,1113,wrap,16,sled,21
Motion,1113,wrap,1664,raft,10
Motion,1113,wrap,1769,axle,9
Motion,1113,wrap,1778,approach,1
Motion,1113,wrap,184,mast,16
Motion,1113,wrap,1844,boat,2
Motion,1113,wrap,1849,row,6
Motion,1113,wrap,1870,anchor,13
Motion,1113,wrap,1922,land,6
Motion,1113,wrap,1970,canoe,10
Motion,1113,wrap,365,splash,1
Motion,1113,wrap,366,limp,1
Motion,1113,wrap,367,ride,6
Motion,1113,wrap,412,carry in hand,9
Motion,1113,wrap,413,carry on shoulder,8
Motion,1113,wrap,414,carry on head,12
Motion,1113,wrap,415,carry under arm,12
Motion,1113,wrap,416,outrigger,23
Motion,1113,wrap,43,lead,1
Motion,1113,wrap,485,disappear,1
Motion,1113,wrap,610,port,14
Motion,1113,wrap,667,road,1
Motion,1113,wrap,692,bring,1
Motion,1113,wrap,700,carry,1
Motion,1113,wrap,710,wheel,1
Motion,1113,wrap,740,ship,5
Motion,1113,wrap,741,drive,5
Motion,1113,wrap,786,sailcloth,14
Motion,1113,wrap,787,sail,16
Motion,1127,send,108,rudder,11
Motion,1127,send,122,cart,4
Motion,1127,send,14,yoke,6
Motion,1127,send,16,sled,20
Motion,1127,send,1769,axle,8
Motion,1127,send,184,mast,15
Motion,1127,send,1844,boat,1
Motion,1127,send,1849,row,5
Motion,1127,send,1870,anchor,12
Motion,1127,send,1970,canoe,9
Motion,1127,send,367,ride,5
Motion,1127,send,416,outrigger,23
Motion,1127,send,610,port,13
Motion,1127,send,786,sailcloth,13
Motion,1135,kick,108,rudder,11
Motion,1135,kick,1664,raft,9
Motion,1135,kick,184,mast,15
Motion,1135,kick,1849,row,5
Motion,1135,kick,1870,anchor,12
Motion,1135,kick,1922,land,5
Motion,1135,kick,1970,canoe,9
Motion,1135,kick,416,outrigger,23
Motion,1135,kick,610,port,13
Motion,1135,kick,741,drive,4
Motion,1135,kick,786,sailcloth,13
Motion,119,dive,184,mast,10
Motion,119,dive,416,outrigger,18
Motion,119,dive,786,sailcloth,9
Motion,119,dive,787,sail,12
Motion,1324,slip,108,rudder,11
Motion,1324,slip,1085,follow,1
Motion,1324,slip,1127,send,1
Motion,1324,slip,1135,kick,1
Motion,1324,slip,122,cart,5
Motion,1324,slip,14,yoke,7
Motion,1324,slip,142,return home,3
Motion,1324,slip,1443,walk,1
Motion,1324,slip,16,sled,21
Motion,1324,slip,1664,raft,9
Motion,1324,slip,1769,axle,8
Motion,1324,slip,1778,approach,1
Motion,1324,slip,184,mast,15
Motion,1324,slip,1844,boat,1
Motion,1324,slip,1849,row,5
Motion,1324,slip,1870,anchor,12
Motion,1324,slip,1922,land,6
Motion,1324,slip,1970,canoe,9
Motion,1324,slip,366,limp,1
Motion,1324,slip,367,ride,6
Motion,1324,slip,412,carry in hand,9
Motion,1324,slip,413,carry on shoulder,8
Motion,1324,slip,414,carry on head,12
Motion,1324,slip,415,carry under arm,12
Motion,1324,slip,416,outrigger,22
Motion,1324,slip,43,lead,1
Motion,1324,slip,485,disappear,1
Motion,1324,slip,610,port,13
Motion,1324,slip,667,road,1
Motion,1324,slip,692,bring,1
Motion,1324,slip,700,carry,1
Motion,1324,slip,710,wheel,1
Motion,1324,slip,740,ship,4
Motion,1324,slip,741,drive,4
Motion,1324,slip,786,sailcloth,13
Motion,14,yoke,416,outrigger,12
Motion,1443,walk,142,return home,3
Motion,1443,walk,1664,raft,9
Motion,1443,walk,184,mast,15
Motion,1443,walk,1849,row,5
Motion,1443,walk,1870,anchor,12
Motion,1443,walk,1970,canoe,9
Motion,1443,walk,367,ride,5
Motion,1443,walk,412,carry in hand,8
Motion,1443,walk,413,carry on shoulder,7
Motion,1443,walk,414,carry on head,11
Motion,1443,walk,415,carry under arm,11
Motion,1443,walk,416,outrigger,23
Motion,1443,walk,741,drive,4
Motion,1443,walk,786,sailcloth,13
Motion,1574,float,108,rudder,11
Motion,1574,float,122,cart,4
Motion,1574,float,16,sled,20
Motion,1574,float,1664,raft,9
Motion,1574,float,1769,axle,8
Motion,1574,float,184,mast,15
Motion,1574,float,1870,anchor,12
Motion,1574,float,1922,land,5
Motion,1574,float,1970,canoe,9
Motion,1574,float,412,carry in hand,8
Motion,1574,float,414,carry on head,11
Motion,1574,float,415,carry under arm,11
Motion,1574,float,416,outrigger,23
Motion,1574,float,610,port,13
Motion,1574,float,740,ship,4
Motion,1574,float,786,sailcloth,13
Motion,1574,float,787,sail,15
Motion,175,blow,108,rudder,12
Motion,175,blow,1085,follow,1
Motion,175,blow,1127,send,1
Motion,175,blow,1135,kick,1
Motion,175,blow,122,cart,5
Motion,175,blow,14,yoke,7
Motion,175,blow,142,return home,3
Motion,175,blow,1443,walk,1
Motion,175,blow,16,sled,20
Motion,175,blow,1664,raft,10
Motion,175,blow,1769,axle,9
Motion,175,blow,1778,approach,1
Motion,175,blow,184,mast,15
Motion,175,blow,1844,boat,2
Motion,175,blow,1849,row,6
Motion,175,blow,1870,anchor,13
Motion,175,blow,1922,land,6
Motion,175,blow,1970,canoe,10
Motion,175,blow,366,limp,1
Motion,175,blow,367,ride,6
Motion,175,blow,412,carry in hand,9
Motion,175,blow,413,carry on shoulder,8
Motion,175,blow,414,carry on head,12
Motion,175,blow,415,carry under arm,12
Motion,175,blow,416,outrigger,23
Motion,175,blow,43,lead,1
Motion,175,blow,485,disappear,1
Motion,175,blow,610,port,14
Motion,175,blow,667,road,1
Motion,175,blow,692,bring,1
Motion,175,blow,700,carry,1
Motion,175,blow,710,wheel,1
Motion,175,blow,740,ship,5
Motion,175,blow,741,drive,5
Motion,175,blow,786,sailcloth,13
Motion,1769,axle,416,outrigger,12
Motion,1778,approach,108,rudder,9
Motion,1778,approach,14,yoke,6
Motion,1778,approach,16,sled,20
Motion,1778,approach,184,mast,13
Motion,1778,approach,367,ride,5
Motion,1778,approach,412,carry in hand,8
Motion,1778,approach,415,carry under arm,11
Motion,1778,approach,416,outrigger,21
Motion,1778,approach,610,port,11
Motion,1844,boat,108,rudder,10
Motion,1844,boat,16,sled,19
Motion,1844,boat,184,mast,13
Motion,1844,boat,1849,row,4
Motion,1844,boat,1870,anchor,11
Motion,1844,boat,1970,canoe,8
Motion,1844,boat,416,outrigger,21
Motion,1844,boat,610,port,12
Motion,1844,boat,786,sailcloth,11
Motion,1849,row,184,mast,9
Motion,1849,row,1870,anchor,5
Motion,1849,row,786,sailcloth,7
Motion,1970,canoe,416,outrigger,13
Motion,2003,flow,108,rudder,12
Motion,2003,flow,1085,follow,1
Motion,2003,flow,1127,send,1
Motion,2003,flow,1135,kick,1
Motion,2003,flow,119,dive,4
Motion,2003,flow,122,cart,5
Motion,2003,flow,14,yoke,7
Motion,2003,flow,142,return home,3
Motion,2003,flow,1574,float,1
Motion,2003,flow,16,sled,20
Motion,2003,flow,1664,raft,9
Motion,2003,flow,1769,axle,9
Motion,2003,flow,1778,approach,1
Motion,2003,flow,184,mast,14
Motion,2003,flow,1844,boat,2
Motion,2003,flow,1849,row,5
Motion,2003,flow,1870,anchor,12
Motion,2003,flow,1922,land,6
Motion,2003,flow,1970,canoe,9
Motion,2003,flow,365,splash,1
Motion,2003,flow,366,limp,1
Motion,2003,flow,367,ride,5
Motion,2003,flow,412,carry in hand,8
Motion,2003,flow,413,carry on shoulder,7
Motion,2003,flow,414,carry on head,11
Motion,2003,flow,415,carry under arm,11
Motion,2003,flow,416,outrigger,22
Motion,2003,flow,43,lead,1
Motion,2003,flow,485,disappear,1
Motion,2003,flow,610,port,14
Motion,2003,flow,667,road,1
Motion,2003,flow,692,bring,1
Motion,2003,flow,700,carry,1
Motion,2003,flow,710,wheel,1
Motion,2003,flow,740,ship,5
Motion,2003,flow,741,drive,4
Motion,2003,flow,786,sailcloth,12
Motion,2003,flow,787,sail,14
Motion,2253,drip,108,rudder,11
Motion,2253,drip,1085,follow,1
Motion,2253,drip,1135,kick,1
Motion,2253,drip,119,dive,4
Motion,2253,drip,122,cart,4
Motion,2253,drip,14,yoke,6
Motion,2253,drip,142,return home,3
Motion,2253,drip,1574,float,1
Motion,2253,drip,16,sled,20
Motion,2253,drip,1664,raft,9
Motion,2253,drip,1769,axle,8
Motion,2253,drip,1778,approach,1
Motion,2253,drip,184,mast,14
Motion,2253,drip,1844,boat,1
Motion,2253,drip,1849,row,4
Motion,2253,drip,1870,anchor,11
Motion,2253,drip,1922,land,6
Motion,2253,drip,1970,canoe,8
Motion,2253,drip,365,splash,1
Motion,2253,drip,367,ride,4
Motion,2253,drip,412,carry in hand,8
Motion,2253,drip,413,carry on shoulder,7
Motion,2253,drip,414,carry on head,11
Motion,2253,drip,415,carry under arm,11
Motion,2253,drip,416,outrigger,22
Motion,2253,drip,485,disappear,1
Motion,2253,drip,610,port,13
Motion,2253,drip,667,road,1
Motion,2253,drip,692,bring,1
Motion,2253,drip,700,carry,1
Motion,2253,drip,740,ship,5
Motion,2253,drip,741,drive,4
Motion,2253,drip,786,sailcloth,12
Motion,2253,drip,787,sail,14
Motion,296,crouch,108,rudder,12
Motion,296,crouch,1085,follow,1
Motion,296,crouch,1127,send,1
Motion,296,crouch,1135,kick,1
Motion,296,crouch,122,cart,3
Motion,296,crouch,14,yoke,6
Motion,296,crouch,142,return home,3
Motion,296,crouch,1443,walk,1
Motion,296,crouch,16,sled,20
Motion,296,crouch,1664,raft,10
Motion,296,crouch,1769,axle,7
Motion,296,crouch,1778,approach,1
Motion,296,crouch,184,mast,16
Motion,296,crouch,1844,boat,2
Motion,296,crouch,1849,row,6
Motion,296,crouch,1870,anchor,13
Motion,296,crouch,1922,land,6
Motion,296,crouch,1970,canoe,10
Motion,296,crouch,366,limp,1
Motion,296,crouch,367,ride,5
Motion,296,crouch,412,carry in hand,8
Motion,296,crouch,413,carry on shoulder,7
Motion,296,crouch,414,carry on head,11
Motion,296,crouch,415,carry under arm,11
Motion,296,crouch,416,outrigger,21
Motion,296,crouch,43,lead,1
Motion,296,crouch,485,disappear,1
Motion,296,crouch,610,port,13
Motion,296,crouch,667,road,1
Motion,296,crouch,692,bring,1
Motion,296,crouch,700,carry,1
Motion,296,crouch,710,wheel,1
Motion,296,crouch,740,ship,5
Motion,296,crouch,741,drive,4
Motion,296,crouch,786,sailcloth,14
Motion,3456,crawl or creep,108,rudder,12
Motion,3456,crawl or creep,1085,follow,1
Motion,3456,crawl or creep,1127,send,1
Motion,3456,crawl or creep,1135,kick,1
Motion,3456,crawl or creep,122,cart,5
Motion,3456,crawl or creep,14,yoke,7
Motion,3456,crawl or creep,142,return home,3
Motion,3456,crawl or creep,1443,walk,1
Motion,3456,crawl or creep,16,sled,20
Motion,3456,crawl or creep,1664,raft,10
Motion,3456,crawl or creep,1769,axle,9
Motion,3456,crawl or creep,1778,approach,1
Motion,3456,crawl or creep,184,mast,15
Motion,3456,crawl or creep,1844,boat,2
Motion,3456,crawl or creep,1849,row,6
Motion,3456,crawl or creep,1870,anchor,13
Motion,3456,crawl or creep,1922,land,6
Motion,3456,crawl or creep,1970,canoe,10
Motion,3456,crawl or creep,366,limp,1
Motion,3456,crawl or creep,367,ride,6
Motion,3456,crawl or creep,412,carry in hand,9
Motion,3456,crawl or creep,413,carry on shoulder,8
Motion,3456,crawl or creep,414,carry on head,12
Motion,3456,crawl or creep,415,carry under arm,12
Motion,3456,crawl or creep,416,outrigger,23
Motion,3456,crawl or creep,43,lead,1
Motion,3456,crawl or creep,485,disappear,1
Motion,3456,crawl or creep,610,port,14
Motion,3456,crawl or creep,667,road,1
Motion,3456,crawl or creep,692,bring,1
Motion,3456,crawl or creep,700,carry,1
Motion,3456,crawl or creep,710,wheel,1
Motion,3456,crawl or creep,740,ship,5
Motion,3456,crawl or creep,741,drive,5
Motion,3456,crawl or creep,786,sailcloth,13
Motion,365,splash,16,sled,20
Motion,365,splash,1664,raft,9
Motion,365,splash,1922,land,5
Motion,365,splash,416,outrigger,21
Motion,365,splash,786,sailcloth,12
Motion,366,limp,108,rudder,10
Motion,366,limp,122,cart,4
Motion,366,limp,14,yoke,6
Motion,366,limp,16,sled,19
Motion,366,limp,1769,axle,8
Motion,366,limp,184,mast,14
Motion,366,limp,1844,boat,1
Motion,366,limp,1849,row,5
Motion,366,limp,1870,anchor,11
Motion,366,limp,1970,canoe,9
Motion,366,limp,367,ride,5
Motion,366,limp,416,outrigger,23
Motion,366,limp,610,port,12
Motion,366,limp,786,sailcloth,13
Motion,412,carry in hand,415,carry under arm,2
Motion,413,carry on shoulder,414,carry on head,4
Motion,413,carry on shoulder,415,carry under arm,4
Motion,43,lead,108,rudder,10
Motion,43,lead,122,cart,4
Motion,43,lead,14,yoke,6
Motion,43,lead,16,sled,19
Motion,43,lead,1769,axle,7
Motion,43,lead,184,mast,13
Motion,43,lead,1849,row,4
Motion,43,lead,1870,anchor,11
Motion,43,lead,1970,canoe,8
Motion,43,lead,367,ride,5
Motion,43,lead,416,outrigger,21
Motion,43,lead,610,port,12
Motion,43,lead,786,sailcloth,12
Motion,485,disappear,108,rudder,11
Motion,485,disappear,14,yoke,6
Motion,485,disappear,16,sled,20
Motion,485,disappear,1769,axle,8
Motion,485,disappear,184,mast,15
Motion,485,disappear,1870,anchor,12
Motion,485,disappear,416,outrigger,23
Motion,485,disappear,740,ship,4
Motion,485,disappear,786,sailcloth,13
Motion,66,kneel,108,rudder,10
Motion,66,kneel,1085,follow,1
Motion,66,kneel,1135,kick,1
Motion,66,kneel,122,cart,3
Motion,66,kneel,14,yoke,6
Motion,66,kneel,142,return home,3
Motion,66,kneel,1443,walk,1
Motion,66,kneel,16,sled,20
Motion,66,kneel,1664,raft,9
Motion,66,kneel,1769,axle,6
Motion,66,kneel,1778,approach,1
Motion,66,kneel,184,mast,14
Motion,66,kneel,1849,row,4
Motion,66,kneel,1870,anchor,11
Motion,66,kneel,1922,land,6
Motion,66,kneel,1970,canoe,8
Motion,66,kneel,367,ride,5
Motion,66,kneel,412,carry in hand,9
Motion,66,kneel,413,carry on shoulder,8
Motion,66,kneel,414,carry on head,12
Motion,66,kneel,415,carry under arm,12
Motion,66,kneel,416,outrigger,21
Motion,66,kneel,485,disappear,1
Motion,66,kneel,610,port,11
Motion,66,kneel,667,road,1
Motion,66,kneel,692,bring,1
Motion,66,kneel,700,carry,1
Motion,66,kneel,740,ship,4
Motion,66,kneel,741,drive,3
Motion,66,kneel,786,sailcloth,12
Motion,667,road,108,rudder,12
Motion,667,road,16,sled,20
Motion,667,road,1664,raft,10
Motion,667,road,184,mast,15
Motion,667,road,1870,anchor,13
Motion,667,road,1922,land,6
Motion,667,road,416,outrigger,23
Motion,667,road,740,ship,4
Motion,667,road,786,sailcloth,14
Motion,692,bring,108,rudder,11
Motion,692,bring,14,yoke,6
Motion,692,bring,16,sled,20
Motion,692,bring,184,mast,15
Motion,692,bring,367,ride,5
Motion,692,bring,416,outrigger,23
Motion,692,bring,610,port,13
Motion,700,carry,108,rudder,11
Motion,700,carry,122,cart,4
Motion,700,carry,16,sled,20
Motion,700,carry,1664,raft,9
Motion,700,carry,1769,axle,8
Motion,700,carry,184,mast,15
Motion,700,carry,1870,anchor,12
Motion,700,carry,1922,land,5
Motion,700,carry,1970,canoe,9
Motion,700,carry,412,carry in hand,8
Motion,700,carry,414,carry on head,11
Motion,700,carry,415,carry under arm,11
Motion,700,carry,416,outrigger,23
Motion,700,carry,610,port,13
Motion,700,carry,740,ship,4
Motion,700,carry,786,sailcloth,13
Motion,710,wheel,108,rudder,9
Motion,710,wheel,14,yoke,6
Motion,710,wheel,16,sled,19
Motion,710,wheel,1769,axle,7
Motion,710,wheel,184,mast,13
Motion,710,wheel,1849,row,4
Motion,710,wheel,1870,anchor,10
Motion,710,wheel,1970,canoe,8
Motion,710,wheel,416,outrigger,21
Motion,710,wheel,610,port,11
Motion,710,wheel,786,sailcloth,11
Motion,740,ship,108,rudder,7
Motion,740,ship,16,sled,15
Motion,740,ship,184,mast,9
Motion,740,ship,1870,anchor,8
Motion,740,ship,416,outrigger,17
Motion,740,ship,786,sailcloth,8
Motion,765,move,108,rudder,11
Motion,765,move,14,yoke,6
Motion,765,move,16,sled,20
Motion,765,move,1769,axle,8
Motion,765,move,184,mast,15
Motion,765,move,1870,anchor,12
Motion,765,move,416,outrigger,23
Motion,765,move,740,ship,4
Motion,765,move,786,sailcloth,13
Motion,765,move,787,sail,15
Motion,787,sail,416,outrigger,5
Motion,1011,bridge,1085,follow,1
Motion,1047,pursue,1085,follow,1
Motion,1011,bridge,1127,send,1
Motion,1011,bridge,1135,kick,1
Motion,1047,pursue,1135,kick,1
Motion,1102,climb,1135,kick,1
Motion,1011,bridge,119,dive,4
Motion,1047,pursue,119,dive,4
Motion,1102,climb,119,dive,4
Motion,1135,kick,119,dive,3
Motion,1324,slip,119,dive,4
Motion,175,blow,119,dive,4
Motion,296,crouch,119,dive,4
Motion,3456,crawl or creep,119,dive,4
Motion,66,kneel,119,dive,4
Motion,667,road,119,dive,3
Motion,1844,boat,122,cart,4
Motion,710,wheel,122,cart,4
Motion,1844,boat,14,yoke,6
Motion,1011,bridge,1443,walk,1
Motion,1047,pursue,1443,walk,1
Motion,1102,climb,1443,walk,1
Motion,1011,bridge,1574,float,1
Motion,1047,pursue,1574,float,1
Motion,1102,climb,1574,float,1
Motion,1324,slip,1574,float,1
Motion,175,blow,1574,float,1
Motion,296,crouch,1574,float,1
Motion,3456,crawl or creep,1574,float,1
Motion,66,kneel,1574,float,1
Motion,1844,boat,1769,axle,7
Motion,1011,bridge,1778,approach,1
Motion,1011,bridge,365,splash,1
Motion,1047,pursue,365,splash,1
Motion,1102,climb,365,splash,1
Motion,1324,slip,365,splash,1
Motion,175,blow,365,splash,1
Motion,296,crouch,365,splash,1
Motion,3456,crawl or creep,365,splash,1
Motion,66,kneel,365,splash,1
Motion,1011,bridge,366,limp,1
Motion,1047,pursue,366,limp,1
Motion,1102,climb,366,limp,1
Motion,1011,bridge,367,ride,6
Motion,710,wheel,367,ride,5
Motion,1011,bridge,412,carry in hand,9
Motion,142,return home,412,carry in hand,6
Motion,413,carry on shoulder,412,carry in hand,2
Motion,692,bring,412,carry in hand,8
Motion,1011,bridge,413,carry on shoulder,8
Motion,142,return home,413,carry on shoulder,4
Motion,1011,bridge,414,carry on head,12
Motion,142,return home,414,carry on head,8
Motion,667,road,414,carry on head,12
Motion,1011,bridge,415,carry under arm,12
Motion,142,return home,415,carry under arm,8
Motion,667,road,415,carry under arm,12
Motion,692,bring,415,carry under arm,11
Motion,1849,row,416,outrigger,16
Motion,1011,bridge,43,lead,1
Motion,667,road,43,lead,1
Motion,1011,bridge,485,disappear,1
Motion,1047,pursue,485,disappear,1
