semantic_field,concepticon_id1,concepticon_gloss1,concepticon_id2,concepticon_gloss2,evidence
Basic actions and technology,1913,press,1361,tool,3
Basic actions and technology,1913,press,1369,gold,2
Basic actions and technology,1913,press,1399,clay,2
Basic actions and technology,1913,press,1454,wipe,1
Basic actions and technology,1913,press,1501,bore,1
Basic actions and technology,1913,press,161,miss,1
Basic actions and technology,1913,press,1648,anvil,10
Basic actions and technology,1913,press,1825,copper,5
Basic actions and technology,1913,press,1948,saw,2
Basic actions and technology,1913,press,195,mat,6
Basic actions and technology,1913,press,1971,fan,5
Basic actions and technology,1913,press,1979,chisel,7
Basic actions and technology,1913,press,2001,painting,1
Basic actions and technology,1913,press,211,cast,13
Basic actions and technology,1913,press,228,carve,2
Basic actions and technology,1913,press,234,paddle,7
Basic actions and technology,1913,press,245,broom,1
Basic actions and technology,1913,press,2866,drop,2
Basic actions and technology,1913,press,288,forge,10
Basic actions and technology,1913,press,289,mold,4
Basic actions and technology,1913,press,292,rug,7
Basic actions and technology,1913,press,293,netbag,14
Basic actions and technology,1913,press,294,tumpline,30
Basic actions and technology,1913,press,295,whetstone,3
Basic actions and technology,1913,press,3072,misplace,2
Basic actions and technology,1913,press,3137,oar,7
Basic actions and technology,1913,press,3217,tin or tinplate,8
Basic actions and technology,1913,press,3294,braid,1
Basic actions and technology,1913,press,359,potter,9
Basic actions and technology,1913,press,360,fan,2
Basic actions and technology,1913,press,361,peg,7
Basic actions and technology,1913,press,604,glass,1
Basic actions and technology,1913,press,627,lead,4
Basic actions and technology,1913,press,647,paint,1
Basic actions and technology,1913,press,759,silver,2
Basic actions and technology,1913,press,914,sculptor,16
Basic actions and technology,1948,saw,135,boomerang,23
Basic actions and technology,1948,saw,1648,anvil,9
Basic actions and technology,1948,saw,1825,copper,3
Basic actions and technology,1948,saw,1971,fan,4
Basic actions and technology,1948,saw,1979,chisel,5
Basic actions and technology,1948,saw,211,cast,11
Basic actions and technology,1948,saw,234,paddle,5
Basic actions and technology,1948,saw,293,netbag,13
Basic actions and technology,1948,saw,294,tumpline,28
Basic actions and technology,1948,saw,3137,oar,5
Basic actions and technology,1948,saw,627,lead,2
Basic actions and technology,1948,saw,914,sculptor,13
Basic actions and technology,195,mat,135,boomerang,19
Basic actions and technology,195,mat,914,sculptor,9
Basic actions and technology,1971,fan,135,boomerang,20
Basic actions and technology,1971,fan,294,tumpline,24
Basic actions and technology,1979,chisel,135,boomerang,18
Basic actions and technology,2001,painting,135,boomerang,25
Basic actions and technology,2001,painting,234,paddle,7
Basic actions and technology,2001,painting,294,tumpline,30
Basic actions and technology,2001,painting,295,whetstone,3
Basic actions and technology,2001,painting,3072,misplace,1
Basic actions and technology,2001,painting,3137,oar,7
Basic actions and technology,2001,painting,361,peg,6
Basic actions and technology,214,stretch,1001,blacksmith,3
Basic actions and technology,214,stretch,1042,carpenter,4
Basic actions and technology,214,stretch,1069,glue,1
Basic actions and technology,214,stretch,135,boomerang,25
Basic actions and technology,214,stretch,1361,tool,2
Basic actions and technology,214,stretch,1369,gold,2
Basic actions and technology,214,stretch,1399,clay,2
Basic actions and technology,214,stretch,1454,wipe,1
Basic actions and technology,214,stretch,1501,bore,1
Basic actions and technology,214,stretch,161,miss,1
Basic actions and technology,214,stretch,1648,anvil,10
Basic actions and technology,214,stretch,1825,copper,4
Basic actions and technology,214,stretch,1948,saw,2
Basic actions and technology,214,stretch,195,mat,6
Basic actions and technology,214,stretch,1971,fan,5
Basic actions and technology,214,stretch,1979,chisel,6
Basic actions and technology,214,stretch,211,cast,13
Basic actions and technology,214,stretch,228,carve,1
Basic actions and technology,214,stretch,234,paddle,7
Basic actions and technology,214,stretch,2866,drop,2
Basic actions and technology,214,stretch,288,forge,10
Basic actions and technology,214,stretch,289,mold,3
Basic actions and technology,214,stretch,292,rug,7
Basic actions and technology,214,stretch,293,netbag,15
Basic actions and technology,214,stretch,294,tumpline,30
Basic actions and technology,214,stretch,295,whetstone,3
Basic actions and technology,214,stretch,3072,misplace,1
Basic actions and technology,214,stretch,3137,oar,7
Basic actions and technology,214,stretch,3217,tin or tinplate,8
Basic actions and technology,214,stretch,3294,braid,1
Basic actions and technology,214,stretch,359,potter,8
Basic actions and technology,214,stretch,360,fan,2
Basic actions and technology,214,stretch,361,peg,6
Basic actions and technology,214,stretch,627,lead,3
Basic actions and technology,214,stretch,759,silver,2
Basic actions and technology,214,stretch,914,sculptor,15
Basic actions and technology,228,carve,135,boomerang,22
Basic actions and technology,228,carve,294,tumpline,27
Basic actions and technology,228,carve,361,peg,6
Basic actions and technology,228,carve,914,sculptor,12
Basic actions and technology,234,paddle,135,boomerang,16
Basic actions and technology,245,broom,1001,blacksmith,3
Basic actions and technology,245,broom,1042,carpenter,4
Basic actions and technology,245,broom,135,boomerang,24
Basic actions and technology,245,broom,1361,tool,1
Basic actions and technology,245,broom,1648,anvil,10
Basic actions and technology,245,broom,1825,copper,4
Basic actions and technology,245,broom,1971,fan,5
Basic actions and technology,245,broom,1979,chisel,6
Basic actions and technology,245,broom,211,cast,12
Basic actions and technology,245,broom,228,carve,1
Basic actions and technology,245,broom,234,paddle,6
Basic actions and technology,245,broom,288,forge,9
Basic actions and technology,245,broom,289,mold,3
Basic actions and technology,245,broom,292,rug,7
Basic actions and technology,245,broom,293,netbag,14
Basic actions and technology,245,broom,294,tumpline,29
Basic actions and technology,245,broom,295,whetstone,3
Basic actions and technology,245,broom,3072,misplace,1
Basic actions and technology,245,broom,3137,oar,6
Basic actions and technology,245,broom,3217,tin or tinplate,8
Basic actions and technology,245,broom,359,potter,7
Basic actions and technology,245,broom,361,peg,6
Basic actions and technology,245,broom,627,lead,3
Basic actions and technology,245,broom,759,silver,2
Basic actions and technology,245,broom,914,sculptor,14
Basic actions and technology,2866,drop,294,tumpline,28
Basic actions and technology,2866,drop,295,whetstone,2
Basic actions and technology,289,mold,294,tumpline,22
Basic actions and technology,291,pull off,1001,blacksmith,4
Basic actions and technology,291,pull off,135,boomerang,25
Basic actions and technology,291,pull off,1399,clay,1
Basic actions and technology,291,pull off,1648,anvil,10
Basic actions and technology,291,pull off,211,cast,13
Basic actions and technology,291,pull off,2866,drop,1
Basic actions and technology,291,pull off,288,forge,10
Basic actions and technology,291,pull off,289,mold,4
Basic actions and technology,291,pull off,292,rug,8
Basic actions and technology,291,pull off,293,netbag,15
Basic actions and technology,291,pull off,294,tumpline,30
Basic actions and technology,291,pull off,295,whetstone,2
Basic actions and technology,291,pull off,3137,oar,7
Basic actions and technology,291,pull off,3217,tin or tinplate,8
Basic actions and technology,291,pull off,359,potter,8
Basic actions and technology,291,pull off,360,fan,2
Basic actions and technology,291,pull off,361,peg,6
Basic actions and technology,292,rug,135,boomerang,15
Basic actions and technology,295,whetstone,135,boomerang,20
Basic actions and technology,295,whetstone,294,tumpline,24
Basic actions and technology,295,whetstone,361,peg,3
Basic actions and technology,3072,misplace,135,boomerang,24
Basic actions and technology,3072,misplace,294,tumpline,29
Basic actions and technology,3072,misplace,295,whetstone,2
Basic actions and technology,3072,misplace,361,peg,5
Basic actions and technology,3137,oar,135,boomerang,17
Basic actions and technology,3190,broken,1001,blacksmith,4
Basic actions and technology,3190,broken,1002,statue,14
Basic actions and technology,3190,broken,1042,carpenter,5
Basic actions and technology,3190,broken,1069,glue,1
Basic actions and technology,3190,broken,135,boomerang,25
Basic actions and technology,3190,broken,1361,tool,3
Basic actions and technology,3190,broken,1369,gold,2
Basic actions and technology,3190,broken,1399,clay,2
Basic actions and technology,3190,broken,1454,wipe,1
Basic actions and technology,3190,broken,1501,bore,1
Basic actions and technology,3190,broken,161,miss,1
Basic actions and technology,3190,broken,1648,anvil,11
Basic actions and technology,3190,broken,1825,copper,5
Basic actions and technology,3190,broken,1948,saw,2
Basic actions and technology,3190,broken,195,mat,6
Basic actions and technology,3190,broken,1971,fan,6
Basic actions and technology,3190,broken,1979,chisel,7
Basic actions and technology,3190,broken,2001,painting,1
Basic actions and technology,3190,broken,211,cast,14
Basic actions and technology,3190,broken,228,carve,2
Basic actions and technology,3190,broken,234,paddle,8
Basic actions and technology,3190,broken,245,broom,1
Basic actions and technology,3190,broken,2866,drop,2
Basic actions and technology,3190,broken,288,forge,11
Basic actions and technology,3190,broken,289,mold,4
Basic actions and technology,3190,broken,291,pull off,1
Basic actions and technology,3190,broken,292,rug,8
Basic actions and technology,3190,broken,293,netbag,16
Basic actions and technology,3190,broken,294,tumpline,30
Basic actions and technology,3190,broken,295,whetstone,3
Basic actions and technology,3190,broken,3072,misplace,2
Basic actions and technology,3190,broken,3137,oar,8
Basic actions and technology,3190,broken,3217,tin or tinplate,9
Basic actions and technology,3190,broken,3294,braid,1
Basic actions and technology,3190,broken,359,potter,9
Basic actions and technology,3190,broken,360,fan,2
Basic actions and technology,3190,broken,361,peg,7
Basic actions and technology,3190,broken,604,glass,1
Basic actions and technology,3190,broken,627,lead,4
Basic actions and technology,3190,broken,647,paint,1
Basic actions and technology,3190,broken,759,silver,2
Basic actions and technology,3190,broken,914,sculptor,16
Basic actions and technology,3217,tin or tinplate,135,boomerang,15
Basic actions and technology,3294,braid,135,boomerang,25
Basic actions and technology,3294,braid,1454,wipe,1
Basic actions and technology,3294,braid,195,mat,5
Basic actions and technology,3294,braid,228,carve,1
Basic actions and technology,3294,braid,2866,drop,2
Basic actions and technology,3294,braid,294,tumpline,30
Basic actions and technology,3294,braid,361,peg,7
Basic actions and technology,3294,braid,914,sculptor,15
Basic actions and technology,354,pound,1002,statue,13
Basic actions and technology,354,pound,135,boomerang,24
Basic actions and technology,354,pound,1454,wipe,1
Basic actions and technology,354,pound,195,mat,5
Basic actions and technology,354,pound,211,cast,13
Basic actions and technology,354,pound,228,carve,1
Basic actions and technology,354,pound,2866,drop,2
Basic actions and technology,354,pound,288,forge,11
Basic actions and technology,354,pound,289,mold,4
Basic actions and technology,354,pound,290,adze,10
Basic actions and technology,354,pound,294,tumpline,29
Basic actions and technology,354,pound,3217,tin or tinplate,8
Basic actions and technology,354,pound,359,potter,8
Basic actions and technology,354,pound,361,peg,7
Basic actions and technology,354,pound,914,sculptor,14
Basic actions and technology,356,shears,1002,statue,12
Basic actions and technology,356,shears,1042,carpenter,4
Basic actions and technology,356,shears,135,boomerang,25
Basic actions and technology,356,shears,1369,gold,1
Basic actions and technology,356,shears,1648,anvil,10
Basic actions and technology,356,shears,1825,copper,4
Basic actions and technology,356,shears,1948,saw,1
Basic actions and technology,356,shears,1971,fan,5
Basic actions and technology,356,shears,1979,chisel,6
Basic actions and technology,356,shears,211,cast,12
Basic actions and technology,356,shears,234,paddle,7
Basic actions and technology,356,shears,288,forge,9
Basic actions and technology,356,shears,293,netbag,15
Basic actions and technology,356,shears,294,tumpline,29
Basic actions and technology,356,shears,3137,oar,7
Basic actions and technology,356,shears,361,peg,6
Basic actions and technology,356,shears,627,lead,3
Basic actions and technology,356,shears,914,sculptor,14
Basic actions and technology,360,fan,135,boomerang,20
Basic actions and technology,360,fan,234,paddle,6
Basic actions and technology,360,fan,294,tumpline,24
Basic actions and technology,360,fan,3137,oar,5
Basic actions and technology,360,fan,914,sculptor,12
Basic actions and technology,502,nail,1001,blacksmith,4
Basic actions and technology,502,nail,1069,glue,1
Basic actions and technology,502,nail,135,boomerang,26
Basic actions and technology,502,nail,1369,gold,2
Basic actions and technology,502,nail,1399,clay,2
Basic actions and technology,502,nail,1454,wipe,1
Basic actions and technology,502,nail,161,miss,1
Basic actions and technology,502,nail,1648,anvil,11
Basic actions and technology,502,nail,1825,copper,5
Basic actions and technology,502,nail,195,mat,6
Basic actions and technology,502,nail,1971,fan,6
Basic actions and technology,502,nail,1979,chisel,7
Basic actions and technology,502,nail,2001,painting,1
Basic actions and technology,502,nail,211,cast,13
Basic actions and technology,502,nail,228,carve,2
Basic actions and technology,502,nail,234,paddle,8
Basic actions and technology,502,nail,2866,drop,2
Basic actions and technology,502,nail,288,forge,10
Basic actions and technology,502,nail,289,mold,4
Basic actions and technology,502,nail,292,rug,8
Basic actions and technology,502,nail,293,netbag,16
Basic actions and technology,502,nail,294,tumpline,30
Basic actions and technology,502,nail,295,whetstone,3
Basic actions and technology,502,nail,3072,misplace,2
Basic actions and technology,502,nail,3137,oar,8
Basic actions and technology,502,nail,3217,tin or tinplate,9
Basic actions and technology,502,nail,3294,braid,1
Basic actions and technology,502,nail,359,potter,8
Basic actions and technology,502,nail,360,fan,2
Basic actions and technology,502,nail,361,peg,7
Basic actions and technology,502,nail,604,glass,1
Basic actions and technology,502,nail,627,lead,4
Basic actions and technology,502,nail,647,paint,1
Basic actions and technology,502,nail,759,silver,2
Basic actions and technology,502,nail,914,sculptor,15
Basic actions and technology,604,glass,135,boomerang,23
Basic actions and technology,604,glass,1971,fan,5
Basic actions and technology,604,glass,1979,chisel,6
Basic actions and technology,604,glass,228,carve,1
Basic actions and technology,604,glass,234,paddle,6
Basic actions and technology,604,glass,292,rug,6
Basic actions and technology,604,glass,293,netbag,15
Basic actions and technology,604,glass,294,tumpline,30
Basic actions and technology,604,glass,295,whetstone,3
Basic actions and technology,604,glass,3072,misplace,1
Basic actions and technology,604,glass,3137,oar,7
Basic actions and technology,604,glass,361,peg,6
Basic actions and technology,604,glass,914,sculptor,15
Basic actions and technology,621,iron,135,boomerang,24
Basic actions and technology,621,iron,1399,clay,2
Basic actions and technology,621,iron,1454,wipe,1
Basic actions and technology,621,iron,161,miss,1
Basic actions and technology,621,iron,195,mat,5
Basic actions and technology,621,iron,1971,fan,6
Basic actions and technology,621,iron,1979,chisel,6
Basic actions and technology,621,iron,2001,painting,1
Basic actions and technology,621,iron,228,carve,2
Basic actions and technology,621,iron,234,paddle,7
Basic actions and technology,621,iron,2866,drop,2
Basic actions and technology,621,iron,289,mold,4
Basic actions and technology,621,iron,292,rug,8
Basic actions and technology,621,iron,293,netbag,16
Basic actions and technology,621,iron,294,tumpline,29
Basic actions and technology,621,iron,295,whetstone,3
Basic actions and technology,621,iron,3072,misplace,2
Basic actions and technology,621,iron,3137,oar,8
Basic actions and technology,621,iron,3217,tin or tinplate,8
Basic actions and technology,621,iron,3294,braid,1
Basic actions and technology,621,iron,359,potter,8
Basic actions and technology,621,iron,360,fan,2
Basic actions and technology,621,iron,361,peg,7
Basic actions and technology,621,iron,604,glass,1
Basic actions and technology,621,iron,627,lead,4
Basic actions and technology,621,iron,647,paint,1
Basic actions and technology,621,iron,914,sculptor,14
Basic actions and technology,627,lead,135,boomerang,21
Basic actions and technology,627,lead,234,paddle,4
Basic actions and technology,647,paint,135,boomerang,25
Basic actions and technology,647,paint,234,paddle,7
Basic actions and technology,647,paint,294,tumpline,30
Basic actions and technology,647,paint,295,whetstone,3
Basic actions and technology,647,paint,3072,misplace,1
Basic actions and technology,647,paint,3137,oar,7
Basic actions and technology,647,paint,361,peg,6
Basic actions and technology,759,silver,135,boomerang,22
Basic actions and technology,759,silver,1825,copper,2
Basic actions and technology,759,silver,1979,chisel,4
Basic actions and technology,759,silver,292,rug,5
Basic actions and technology,759,silver,293,netbag,13
Basic actions and technology,759,silver,3137,oar,5
Basic actions and technology,759,silver,914,sculptor,12
Basic actions and technology,760,knot,1001,blacksmith,3
Basic actions and technology,760,knot,1002,statue,13
Basic actions and technology,760,knot,1042,carpenter,4
Basic actions and technology,760,knot,1069,glue,1
Basic actions and technology,760,knot,135,boomerang,24
Basic actions and technology,760,knot,1361,tool,2
Basic actions and technology,760,knot,1369,gold,2
Basic actions and technology,760,knot,1399,clay,2
Basic actions and technology,760,knot,1454,wipe,1
Basic actions and technology,760,knot,1501,bore,1
Basic actions and technology,760,knot,155,chop,1
Basic actions and technology,760,knot,161,miss,1
Basic actions and technology,760,knot,1648,anvil,10
Basic actions and technology,760,knot,1825,copper,4
Basic actions and technology,760,knot,1948,saw,2
Basic actions and technology,760,knot,195,mat,6
Basic actions and technology,760,knot,1971,fan,5
Basic actions and technology,760,knot,1979,chisel,6
Basic actions and technology,760,knot,211,cast,13
Basic actions and technology,760,knot,228,carve,1
Basic actions and technology,760,knot,234,paddle,6
Basic actions and technology,760,knot,2866,drop,2
Basic actions and technology,760,knot,288,forge,10
Basic actions and technology,760,knot,289,mold,3
Basic actions and technology,760,knot,290,adze,11
Basic actions and technology,760,knot,291,pull off,1
Basic actions and technology,760,knot,292,rug,7
Basic actions and technology,760,knot,293,netbag,14
Basic actions and technology,760,knot,294,tumpline,30
Basic actions and technology,760,knot,295,whetstone,3
Basic actions and technology,760,knot,3072,misplace,1
Basic actions and technology,760,knot,3137,oar,6
Basic actions and technology,760,knot,3217,tin or tinplate,8
Basic actions and technology,760,knot,3294,braid,1
Basic actions and technology,760,knot,354,pound,1
Basic actions and technology,760,knot,356,shears,1
Basic actions and technology,760,knot,359,potter,8
Basic actions and technology,760,knot,360,fan,2
Basic actions and technology,760,knot,361,peg,6
Basic actions and technology,760,knot,627,lead,3
Basic actions and technology,760,knot,759,silver,2
Basic actions and technology,760,knot,914,sculptor,15
Basic actions and technology,813,do,1001,blacksmith,3
Basic actions and technology,813,do,135,boomerang,23
Basic actions and technology,813,do,1648,anvil,9
Basic actions and technology,813,do,195,mat,5
Basic actions and technology,813,do,288,forge,9
Basic actions and technology,813,do,292,rug,7
Basic actions and technology,813,do,293,netbag,14
Basic actions and technology,813,do,294,tumpline,28
Basic actions and technology,813,do,3217,tin or tinplate,7
Basic actions and technology,1539,basket,1001,blacksmith,4
Basic actions and technology,2001,painting,1001,blacksmith,3
Basic actions and technology,3072,misplace,1001,blacksmith,2
Basic actions and technology,604,glass,1001,blacksmith,3
Basic actions and technology,621,iron,1001,blacksmith,4
Basic actions and technology,647,paint,1001,blacksmith,3
Basic actions and technology,1361,tool,1002,statue,11
Basic actions and technology,1369,gold,1002,statue,10
Basic actions and technology,1481,hammer,1002,statue,12
Basic actions and technology,1501,bore,1002,statue,13
Basic actions and technology,1539,basket,1002,statue,13
Basic actions and technology,1913,press,1002,statue,14
Basic actions and technology,1948,saw,1002,statue,11
Basic actions and technology,2001,painting,1002,statue,13
Basic actions and technology,214,stretch,1002,statue,13
Basic actions and technology,228,carve,1002,statue,10
Basic actions and technology,245,broom,1002,statue,12
Basic actions and technology,3072,misplace,1002,statue,12
Basic actions and technology,3294,braid,1002,statue,13
Basic actions and technology,360,fan,1002,statue,10
Basic actions and technology,502,nail,1002,statue,13
Basic actions and technology,604,glass,1002,statue,12
Basic actions and technology,621,iron,1002,statue,12
Basic actions and technology,627,lead,1002,statue,9
Basic actions and technology,647,paint,1002,statue,13
Basic actions and technology,759,silver,1002,statue,10
Basic actions and technology,1369,gold,1042,carpenter,3
Basic actions and technology,1481,hammer,1042,carpenter,4
Basic actions and technology,1539,basket,1042,carpenter,5
Basic actions and technology,2001,painting,1042,carpenter,4
Basic actions and technology,502,nail,1042,carpenter,5
Basic actions and technology,604,glass,1042,carpenter,4
Basic actions and technology,621,iron,1042,carpenter,5
Basic actions and technology,647,paint,1042,carpenter,4
Basic actions and technology,1539,basket,1069,glue,1
Basic actions and technology,621,iron,1069,glue,1
Basic actions and technology,1454,wipe,135,boomerang,21
Basic actions and technology,361,peg,135,boomerang,14
Basic actions and technology,1481,hammer,1361,tool,1
Basic actions and technology,1539,basket,1361,tool,2
Basic actions and technology,2001,painting,1361,tool,2
Basic actions and technology,502,nail,1361,tool,2
Basic actions and technology,604,glass,1361,tool,2
Basic actions and technology,621,iron,1361,tool,2
Basic actions and technology,647,paint,1361,tool,2
Basic actions and technology,1539,basket,1369,gold,2
Basic actions and technology,621,iron,1369,gold,2
Basic actions and technology,1539,basket,1399,clay,2
Basic actions and technology,1481,hammer,1501,bore,1
Basic actions and technology,1539,basket,1501,bore,1
Basic actions and technology,502,nail,1501,bore,1
Basic actions and technology,621,iron,1501,bore,1
Basic actions and technology,1481,hammer,155,chop,1
Basic actions and technology,1539,basket,155,chop,1
Basic actions and technology,1913,press,155,chop,1
Basic actions and technology,214,stretch,155,chop,1
Basic actions and technology,3190,broken,155,chop,1
Basic actions and technology,502,nail,155,chop,1
Basic actions and technology,621,iron,155,chop,1
Basic actions and technology,1481,hammer,1627,chain,1
Basic actions and technology,1539,basket,1627,chain,1
Basic actions and technology,1913,press,1627,chain,1
Basic actions and technology,214,stretch,1627,chain,1
Basic actions and technology,3190,broken,1627,chain,1
Basic actions and technology,502,nail,1627,chain,1
Basic actions and technology,621,iron,1627,chain,1
Basic actions and technology,760,knot,1627,chain,1
Basic actions and technology,1369,gold,1648,anvil,9
Basic actions and technology,1399,clay,1648,anvil,9
Basic actions and technology,1454,wipe,1648,anvil,7
Basic actions and technology,1539,basket,1648,anvil,11
Basic actions and technology,1979,chisel,1648,anvil,5
Basic actions and technology,2001,painting,1648,anvil,10
Basic actions and technology,604,glass,1648,anvil,9
Basic actions and technology,621,iron,1648,anvil,11
Basic actions and technology,627,lead,1648,anvil,7
Basic actions and technology,647,paint,1648,anvil,10
Basic actions and technology,759,silver,1648,anvil,8
Basic actions and technology,1481,hammer,1767,scrape,1
Basic actions and technology,1539,basket,1767,scrape,1
Basic actions and technology,1913,press,1767,scrape,1
Basic actions and technology,214,stretch,1767,scrape,1
Basic actions and technology,3190,broken,1767,scrape,1
Basic actions and technology,502,nail,1767,scrape,1
Basic actions and technology,621,iron,1767,scrape,1
Basic actions and technology,760,knot,1767,scrape,1
Basic actions and technology,1539,basket,1825,copper,5
Basic actions and technology,2001,painting,1825,copper,4
Basic actions and technology,604,glass,1825,copper,4
Basic actions and technology,621,iron,1825,copper,5
Basic actions and technology,647,paint,1825,copper,4
Basic actions and technology,1481,hammer,1948,saw,2
Basic actions and technology,1539,basket,1948,saw,2
Basic actions and technology,502,nail,1948,saw,2
Basic actions and technology,621,iron,1948,saw,2
Basic actions and technology,1454,wipe,195,mat,3
Basic actions and technology,2001,painting,1971,fan,5
Basic actions and technology,360,fan,1971,fan,2
Basic actions and technology,647,paint,1971,fan,5
Basic actions and technology,1454,wipe,1979,chisel,5
Basic actions and technology,2001,painting,1979,chisel,6
Basic actions and technology,647,paint,1979,chisel,6
Basic actions and technology,1369,gold,211,cast,10
Basic actions and technology,1399,clay,211,cast,12
Basic actions and technology,1454,wipe,211,cast,10
Basic actions and technology,1539,basket,211,cast,13
Basic actions and technology,2001,painting,211,cast,13
Basic actions and technology,228,carve,211,cast,11
Basic actions and technology,3072,misplace,211,cast,12
Basic actions and technology,3294,braid,211,cast,13
Basic actions and technology,604,glass,211,cast,12
Basic actions and technology,621,iron,211,cast,13
Basic actions and technology,627,lead,211,cast,9
Basic actions and technology,647,paint,211,cast,13
Basic actions and technology,759,silver,211,cast,10
Basic actions and technology,2001,painting,228,carve,1
Basic actions and technology,647,paint,228,carve,1
Basic actions and technology,1539,basket,245,broom,1
Basic actions and technology,502,nail,245,broom,1
Basic actions and technology,621,iron,245,broom,1
Basic actions and technology,1369,gold,288,forge,8
Basic actions and technology,1399,clay,288,forge,9
Basic actions and technology,1454,wipe,288,forge,8
Basic actions and technology,1539,basket,288,forge,10
Basic actions and technology,2001,painting,288,forge,10
Basic actions and technology,228,carve,288,forge,9
Basic actions and technology,3294,braid,288,forge,11
Basic actions and technology,604,glass,288,forge,9
Basic actions and technology,621,iron,288,forge,10
Basic actions and technology,647,paint,288,forge,10
Basic actions and technology,1399,clay,289,mold,4
Basic actions and technology,1539,basket,289,mold,4
Basic actions and technology,2001,painting,289,mold,3
Basic actions and technology,228,carve,289,mold,3
Basic actions and technology,3294,braid,289,mold,4
Basic actions and technology,604,glass,289,mold,3
Basic actions and technology,647,paint,289,mold,3
Basic actions and technology,1069,glue,290,adze,9
Basic actions and technology,1454,wipe,290,adze,7
Basic actions and technology,1481,hammer,290,adze,11
Basic actions and technology,1539,basket,290,adze,11
Basic actions and technology,1913,press,290,adze,11
Basic actions and technology,214,stretch,290,adze,11
Basic actions and technology,3190,broken,290,adze,11
Basic actions and technology,3294,braid,290,adze,10
Basic actions and technology,502,nail,290,adze,11
Basic actions and technology,621,iron,290,adze,10
Basic actions and technology,759,silver,290,adze,9
Basic actions and technology,1481,hammer,291,pull off,1
Basic actions and technology,1539,basket,291,pull off,1
Basic actions and technology,1913,press,291,pull off,1
Basic actions and technology,214,stretch,291,pull off,1
Basic actions and technology,502,nail,291,pull off,1
Basic actions and technology,621,iron,291,pull off,1
Basic actions and technology,2001,painting,292,rug,7
Basic actions and technology,647,paint,292,rug,7
Basic actions and technology,1971,fan,293,netbag,11
Basic actions and technology,2001,painting,293,netbag,15
Basic actions and technology,360,fan,293,netbag,12
Basic actions and technology,647,paint,293,netbag,15
Basic actions and technology,1454,wipe,3217,tin or tinplate,6
Basic actions and technology,1539,basket,3217,tin or tinplate,9
Basic actions and technology,2001,painting,3217,tin or tinplate,8
Basic actions and technology,228,carve,3217,tin or tinplate,6
Basic actions and technology,3294,braid,3217,tin or tinplate,8
Basic actions and technology,604,glass,3217,tin or tinplate,7
Basic actions and technology,647,paint,3217,tin or tinplate,8
Basic actions and technology,1539,basket,3294,braid,1
Basic actions and technology,1481,hammer,354,pound,1
Basic actions and technology,1539,basket,354,pound,1
Basic actions and technology,1913,press,354,pound,1
Basic actions and technology,214,stretch,354,pound,1
Basic actions and technology,3190,broken,354,pound,1
Basic actions and technology,502,nail,354,pound,1
Basic actions and technology,621,iron,354,pound,1
Basic actions and technology,1481,hammer,356,shears,1
Basic actions and technology,1539,basket,356,shears,1
Basic actions and technology,1913,press,356,shears,1
Basic actions and technology,214,stretch,356,shears,1
Basic actions and technology,3190,broken,356,shears,1
Basic actions and technology,502,nail,356,shears,1
Basic actions and technology,621,iron,356,shears,1
Basic actions and technology,1539,basket,359,potter,8
Basic actions and technology,2001,painting,359,potter,8
Basic actions and technology,228,carve,359,potter,7
Basic actions and technology,289,mold,359,potter,2
Basic actions and technology,3294,braid,359,potter,8
Basic actions and technology,604,glass,359,potter,8
Basic actions and technology,647,paint,359,potter,8
Basic actions and technology,1539,basket,604,glass,1
Basic actions and technology,1539,basket,627,lead,4
Basic actions and technology,2001,painting,627,lead,3
Basic actions and technology,604,glass,627,lead,2
Basic actions and technology,647,paint,627,lead,3
Basic actions and technology,1539,basket,759,silver,2
Basic actions and technology,2001,painting,759,silver,2
Basic actions and technology,604,glass,759,silver,2
Basic actions and technology,621,iron,759,silver,2
Basic actions and technology,647,paint,759,silver,2
Basic actions and technology,1481,hammer,813,do,2
Basic actions and technology,1539,basket,813,do,2
Basic actions and technology,1913,press,813,do,1
Basic actions and technology,214,stretch,813,do,2
Basic actions and technology,3190,broken,813,do,2
Basic actions and technology,356,shears,813,do,2
Basic actions and technology,502,nail,813,do,2
Basic actions and technology,621,iron,813,do,1
Basic actions and technology,760,knot,813,do,2
Basic actions and technology,1454,wipe,914,sculptor,13
Basic actions and technology,1979,chisel,914,sculptor,9
Basic actions and technology,2001,painting,914,sculptor,15
Basic actions and technology,3072,misplace,914,sculptor,14
Basic actions and technology,647,paint,914,sculptor,15
Clothing and grooming,1021,towel,233,snowshoe,24
Clothing and grooming,1043,braid,233,snowshoe,25
Clothing and grooming,1161,thread,1021,towel,1
Clothing and grooming,1161,thread,1029,jewel,8
Clothing and grooming,1161,thread,1043,braid,2
Clothing and grooming,1161,thread,1151,veil,15
Clothing and grooming,1161,thread,151,razor,4
Clothing and grooming,1161,thread,157,dye,3
Clothing and grooming,1161,thread,1754,bracelet,1
Clothing and grooming,1161,thread,1821,brush,4
Clothing and grooming,1161,thread,1860,bead,1
Clothing and grooming,1161,thread,1926,ointment,1
Clothing and grooming,1161,thread,2012,collar,3
Clothing and grooming,1161,thread,233,snowshoe,26
Clothing and grooming,1161,thread,326,cloak,14
Clothing and grooming,1161,thread,327,poncho,21
Clothing and grooming,1161,thread,328,grass-skirt,29
Clothing and grooming,1161,thread,332,rag,1
