semantic_field,concepticon_id1,concepticon_gloss1,concepticon_id2,concepticon_gloss2,evidence
Spatial relations,479,grow,850,square,42
Spatial relations,711,tall,1048,line,23
Spatial relations,987,remain,81,fathom,112
Spatial relations,1942,near,1019,right,2
Spatial relations,244,left,1019,right,2
Spatial relations,1267,narrow,1046,shut,1
Spatial relations,1202,big,1119,divide,14
Spatial relations,1246,small,1119,divide,14
Spatial relations,1267,narrow,1156,open,1
Spatial relations,1202,big,1406,far,52
Spatial relations,1246,small,1406,far,52
Spatial relations,1265,high,1442,stand,1
Spatial relations,1267,narrow,1442,stand,1
Spatial relations,1942,near,1442,stand,1
Spatial relations,1202,big,1485,below or under,32
Spatial relations,1246,small,1485,below or under,32
Spatial relations,1202,big,1591,up,32
Spatial relations,1246,small,1591,up,32
Spatial relations,1202,big,1606,inside,31
Spatial relations,1246,small,1606,inside,31
Spatial relations,1156,open,1685,after,36
Spatial relations,1202,big,1685,after,37
Spatial relations,1246,small,1685,after,37
Spatial relations,1267,narrow,1685,after,37
Spatial relations,1416,sit,1685,after,37
Spatial relations,1606,inside,1685,after,6
Spatial relations,1686,behind,1685,after,6
Spatial relations,1202,big,1686,behind,31
Spatial relations,1246,small,1686,behind,31
Spatial relations,1942,near,1753,top,2
Spatial relations,1202,big,1816,beside,33
Spatial relations,1246,small,1816,beside,33
Spatial relations,1606,inside,1816,beside,2
Spatial relations,1156,open,1883,in front of,37
Spatial relations,1202,big,1883,in front of,38
Spatial relations,1244,thick,1883,in front of,37
Spatial relations,1246,small,1883,in front of,38
Spatial relations,1267,narrow,1883,in front of,38
Spatial relations,1416,sit,1883,in front of,38
Spatial relations,1606,inside,1883,in front of,7
Spatial relations,2249,thin,1883,in front of,36
Spatial relations,682,side,1883,in front of,36
Spatial relations,1593,deep,372,pointed,5
Spatial relations,1267,narrow,682,side,2
Spatial relations,1267,narrow,7,gather,6
Spatial relations,1593,deep,7,gather,6
Spatial relations,1267,narrow,721,low,5
Spatial relations,1942,near,721,low,5
Spatial relations,1267,narrow,723,place,12
Spatial relations,1416,sit,723,place,12
Spatial relations,1593,deep,723,place,12
Spatial relations,1202,big,742,end,9
Spatial relations,1246,small,742,end,9
Spatial relations,1267,narrow,742,end,9
Spatial relations,1267,narrow,761,cover,3
Spatial relations,244,left,761,cover,3
Spatial relations,1202,big,762,outside,33
Spatial relations,1246,small,762,outside,33
Spatial relations,1202,big,838,remains,9
Spatial relations,1246,small,838,remains,9
Spatial relations,1264,change,850,square,38
Spatial relations,1395,round,850,square,39
Spatial relations,1267,narrow,863,edge,5
Spatial relations,1267,narrow,987,remain,2
Spatial relations,1267,narrow,998,put,3
Spatial relations,1416,sit,998,put,3
Speech and language,1084,call,1045,poet,81
Speech and language,1261,sing,1025,whistle,9
Speech and language,1261,sing,1045,poet,84
Speech and language,1261,sing,128,mumble,56
Speech and language,1261,sing,1675,promise,25
Speech and language,1261,sing,2022,admit,33
Speech and language,1261,sing,298,shriek,25
Speech and language,1261,sing,300,rattle,72
Speech and language,1261,sing,49,refuse,46
Speech and language,1261,sing,526,howl,28
Speech and language,1261,sing,55,whisper,17
Speech and language,1261,sing,724,read,5
Speech and language,1261,sing,755,deny,37
Speech and language,1261,sing,9,announce,29
Speech and language,1275,answer,1045,poet,82
Speech and language,1275,answer,1192,threaten,24
Speech and language,1307,language,1045,poet,80
Speech and language,1309,ask,2022,admit,34
Speech and language,1309,ask,299,scold,24
Speech and language,1309,ask,300,rattle,73
Speech and language,1309,ask,83,forbid,21
Speech and language,1363,voice,1045,poet,79
Speech and language,1405,name,101,boast,32
Speech and language,1405,name,1045,poet,84
Speech and language,1405,name,1192,threaten,26
Speech and language,1405,name,2022,admit,33
Speech and language,1405,name,755,deny,37
Speech and language,1458,say,1045,poet,81
Speech and language,1458,say,300,rattle,69
Speech and language,1599,word,1045,poet,80
Speech and language,1599,word,755,deny,33
Speech and language,1623,speak,1045,poet,85
Speech and language,1623,speak,1115,speech,42
Speech and language,1623,speak,1458,say,4
Speech and language,1623,speak,1599,word,5
Speech and language,1623,speak,1675,promise,26
Speech and language,1623,speak,180,call by name,15
Speech and language,1623,speak,1866,stutter,36
Speech and language,1623,speak,2022,admit,34
Speech and language,1623,speak,299,scold,24
Speech and language,1623,speak,300,rattle,73
Speech and language,1623,speak,49,refuse,47
Speech and language,1623,speak,724,read,6
Speech and language,1623,speak,755,deny,38
Speech and language,1623,speak,794,pen,23
Speech and language,1623,speak,9,announce,30
Speech and language,1672,write,1045,poet,85
Speech and language,1672,write,724,read,6
Speech and language,1672,write,794,pen,23
Speech and language,1672,write,963,book,10
Speech and language,1828,ask,1045,poet,80
Speech and language,724,read,1045,poet,79
Speech and language,1672,write,101,boast,33
Speech and language,1623,speak,1025,whistle,10
Speech and language,1672,write,1115,speech,42
Speech and language,1672,write,1192,threaten,27
Speech and language,1623,speak,1261,sing,1
Speech and language,1275,answer,128,mumble,54
Speech and language,1623,speak,128,mumble,57
Speech and language,1672,write,1307,language,5
Speech and language,1405,name,1363,voice,5
Speech and language,1623,speak,1363,voice,6
Speech and language,1672,write,180,call by name,15
Speech and language,1309,ask,1866,stutter,36
Speech and language,1623,speak,298,shriek,26
Speech and language,1309,ask,48,be silent,5
Speech and language,1084,call,49,refuse,43
Speech and language,1672,write,49,refuse,47
Speech and language,724,read,49,refuse,41
Speech and language,1623,speak,526,howl,29
Speech and language,1623,speak,55,whisper,18
Speech and language,1623,speak,715,shout,1
The body,1123,pregnant,1087,conceive,35
The body,1173,eyebrow,1028,yawn,5
The body,1173,eyebrow,1087,conceive,36
The body,1173,eyebrow,1148,bruise,30
The body,1173,eyebrow,139,gums,17
The body,1173,eyebrow,154,udder,39
The body,1173,eyebrow,1681,waist,19
The body,1173,eyebrow,1744,spleen,46
The body,1173,eyebrow,1808,pus,8
The body,1173,eyebrow,1886,armpit,5
The body,1173,eyebrow,1957,goiter,47
The body,1173,eyebrow,1994,collarbone,45
The body,1173,eyebrow,268,dribble,31
The body,1173,eyebrow,318,footprint,13
The body,1173,eyebrow,32,earwax,33
The body,1173,eyebrow,597,physician,13
The body,1173,eyebrow,655,poison,10
The body,1173,eyebrow,793,boil,10
The body,1173,eyebrow,803,ankle,13
The body,1173,eyebrow,980,heel,11
The body,1201,feather,580,fur,35
The body,1224,liver,1087,conceive,35
The body,1224,liver,1152,beget,35
The body,1224,liver,1159,fart,22
The body,1224,liver,1744,spleen,45
The body,1224,liver,1745,hip,15
The body,1224,liver,1957,goiter,46
The body,1224,liver,793,boil,9
The body,123,forehead,1681,waist,19
The body,123,forehead,172,shoulderblade,22
The body,123,forehead,1744,spleen,46
The body,123,forehead,1957,goiter,47
The body,123,forehead,1994,collarbone,45
The body,123,forehead,32,earwax,33
The body,123,forehead,489,kidney,14
The body,123,forehead,799,wrist,28
The body,1247,ear,154,udder,39
The body,1257,wing,1087,conceive,36
The body,1257,wing,1152,beget,36
The body,1257,wing,1957,goiter,47
The body,1257,wing,268,dribble,31
The body,126,sweat,1152,beget,36
The body,126,sweat,1584,blister,19
The body,126,sweat,1601,weak,3
The body,126,sweat,1903,swelling,9
The body,126,sweat,1920,dream,1
The body,126,sweat,268,dribble,31
The body,126,sweat,580,fur,37
The body,126,sweat,655,poison,10
The body,1303,finger,1159,fart,23
The body,1303,finger,154,udder,39
The body,1303,finger,1744,spleen,46
The body,1303,finger,1957,goiter,47
The body,1303,finger,268,dribble,31
The body,1303,finger,580,fur,37
The body,1303,finger,655,poison,10
The body,1333,neck,102,common cold,13
The body,1333,neck,1087,conceive,36
The body,1333,neck,1109,wound,7
The body,1333,neck,1152,beget,36
The body,1333,neck,1159,fart,23
The body,1333,neck,172,shoulderblade,22
The body,1333,neck,1744,spleen,46
The body,1333,neck,497,scar,18
The body,1333,neck,597,physician,13
The body,1333,neck,796,nipple,14
The body,1346,throat,102,common cold,13
The body,1346,throat,1087,conceive,36
The body,1346,throat,1109,wound,7
The body,1346,throat,1148,bruise,30
The body,1346,throat,1152,beget,36
The body,1346,throat,1159,fart,23
The body,1346,throat,1372,medicine,1
The body,1346,throat,1463,drunk,3
The body,1346,throat,1534,fever,10
The body,1346,throat,154,udder,39
The body,1346,throat,1666,mute,6
The body,1346,throat,1681,waist,19
The body,1346,throat,1744,spleen,46
The body,1346,throat,1745,hip,16
The body,1346,throat,1957,goiter,47
The body,1346,throat,1983,snore,12
The body,1346,throat,1994,collarbone,45
The body,1346,throat,268,dribble,31
The body,1346,throat,590,naked,2
The body,1346,throat,597,physician,13
The body,1346,throat,767,corpse,11
The body,1346,throat,980,heel,11
The body,1371,knee,1148,bruise,30
The body,1371,knee,1744,spleen,46
The body,1371,knee,320,lame,7
The body,1371,knee,497,scar,18
The body,1371,knee,819,stomach,1
The body,1371,knee,980,heel,11
The body,138,bathe,1087,conceive,31
The body,1393,horn,1087,conceive,35
The body,1393,horn,1510,chin,9
The body,1393,horn,154,udder,38
The body,1393,horn,172,shoulderblade,21
The body,1393,horn,1745,hip,15
The body,1393,horn,1957,goiter,46
The body,1393,horn,32,earwax,32
The body,1402,breast,1087,conceive,34
The body,1402,breast,1744,spleen,44
The body,1403,bite,1090,be born,6
The body,1403,bite,1148,bruise,30
The body,1403,bite,1364,healthy,10
The body,1403,bite,1584,blister,19
The body,1403,bite,168,rest,8
The body,1403,bite,268,dribble,31
The body,1403,bite,319,lick,1
The body,1403,bite,580,fur,37
The body,1403,bite,590,naked,2
The body,1403,bite,767,corpse,11
The body,1417,kill,1148,bruise,30
The body,1417,kill,1364,healthy,10
The body,1417,kill,1584,blister,19
The body,1417,kill,1773,grave,5
The body,1417,kill,1957,goiter,47
The body,1417,kill,320,lame,7
The body,1417,kill,323,fat,6
The body,1417,kill,580,fur,37
The body,1417,kill,767,corpse,11
The body,1440,spit,102,common cold,13
The body,1440,spit,1087,conceive,36
The body,1440,spit,1109,wound,7
The body,1440,spit,1123,pregnant,1
The body,1440,spit,1125,bald,6
The body,1440,spit,1148,bruise,30
The body,1440,spit,1152,beget,36
The body,1440,spit,1159,fart,23
The body,1440,spit,1278,vomit,3
The body,1440,spit,138,bathe,5
The body,1440,spit,148,itch,8
The body,1440,spit,1534,fever,10
The body,1440,spit,1584,blister,19
The body,1440,spit,1666,mute,6
The body,1440,spit,1808,pus,8
The body,1440,spit,1957,goiter,47
The body,1440,spit,1983,snore,12
The body,1440,spit,268,dribble,31
The body,1440,spit,320,lame,7
The body,1440,spit,497,scar,18
The body,1440,spit,52,shiver,7
The body,1440,spit,655,poison,10
The body,1440,spit,793,boil,10
The body,1480,body,580,fur,36
The body,1534,fever,1957,goiter,37
The body,1583,brain,102,common cold,12
The body,1583,brain,1087,conceive,35
The body,1583,brain,1109,wound,6
The body,1583,brain,1152,beget,35
The body,1583,brain,1159,fart,22
The body,1583,brain,1744,spleen,45
The body,1583,brain,32,earwax,32
The body,1583,brain,497,scar,17
The body,1621,sneeze,1148,bruise,29
The body,1653,blind,1463,drunk,3
The body,1653,blind,590,naked,2
The body,1730,cheek,154,udder,35
The body,1730,cheek,1994,collarbone,41
The body,1838,navel,1159,fart,23
The body,1838,navel,1463,drunk,3
The body,1838,navel,1757,tired,1
The body,1838,navel,499,cure,1
The body,1847,sick,1125,bald,6
The body,1847,sick,168,rest,8
The body,1847,sick,497,scar,18
The body,1886,armpit,1148,bruise,25
The body,1886,armpit,1744,spleen,41
The body,1886,armpit,1957,goiter,42
The body,1886,armpit,268,dribble,26
The body,1886,armpit,793,boil,5
The body,1920,dream,1152,beget,35
The body,1920,dream,1584,blister,18
The body,1920,dream,1601,weak,2
The body,1991,intestines,102,common cold,10
The body,1991,intestines,1087,conceive,33
The body,1991,intestines,1148,bruise,27
The body,1991,intestines,138,bathe,2
The body,1991,intestines,148,itch,5
The body,1991,intestines,1534,fever,7
The body,1991,intestines,1584,blister,16
The body,1991,intestines,162,hiccough,13
The body,1991,intestines,168,rest,5
The body,1991,intestines,1681,waist,16
The body,1991,intestines,1745,hip,13
The body,1991,intestines,1808,pus,5
The body,1991,intestines,1903,swelling,6
The body,1991,intestines,1957,goiter,44
The body,1991,intestines,1983,snore,9
The body,1991,intestines,268,dribble,28
The body,1991,intestines,3189,stab to death,6
The body,1991,intestines,323,fat,3
The body,1991,intestines,497,scar,15
The body,1991,intestines,52,shiver,4
The body,1991,intestines,793,boil,7
The body,1991,intestines,834,buttocks,2
The body,471,upper leg,1148,bruise,26
The body,471,upper leg,162,hiccough,12
The body,471,upper leg,1744,spleen,42
The body,471,upper leg,1745,hip,12
The body,471,upper leg,497,scar,14
The body,471,upper leg,803,ankle,9
The body,471,upper leg,980,heel,7
The body,478,lip,1148,bruise,30
The body,478,lip,1744,spleen,46
The body,478,lip,320,lame,7
The body,478,lip,497,scar,18
The body,478,lip,799,wrist,28
The body,478,lip,819,stomach,1
The body,478,lip,980,heel,11
The body,478,lip,981,elbow,4
The body,676,shit,1957,goiter,47
The body,676,shit,580,fur,37
The body,676,shit,655,poison,10
The body,678,beard,1159,fart,23
The body,678,beard,1463,drunk,3
The body,678,beard,1757,tired,1
The body,678,beard,499,cure,1
The body,801,rib,1049,molar tooth,24
The body,801,rib,1159,fart,23
The body,801,rib,1178,nostril,13
The body,801,rib,1297,leg,2
The body,801,rib,1604,temples,45
The body,801,rib,1605,skull,14
The body,801,rib,168,rest,8
The body,801,rib,172,shoulderblade,22
The body,801,rib,1744,spleen,46
The body,801,rib,1745,hip,16
The body,801,rib,18,earlobe,48
The body,801,rib,1957,goiter,47
The body,801,rib,1994,collarbone,45
The body,801,rib,32,earwax,33
The body,801,rib,580,fur,37
The body,801,rib,796,nipple,14
The body,801,rib,804,womb,18
The body,801,rib,834,buttocks,5
The body,819,stomach,1148,bruise,29
The body,819,stomach,497,scar,17
The body,834,buttocks,1957,goiter,42
The body,980,heel,1744,spleen,35
The body,996,deaf,1666,mute,6
The body,1653,blind,102,common cold,13
The body,996,deaf,102,common cold,13
The body,126,sweat,1049,molar tooth,24
The body,1303,finger,1049,molar tooth,24
The body,1333,neck,1049,molar tooth,24
The body,1417,kill,1049,molar tooth,24
The body,1621,sneeze,1049,molar tooth,23
The body,1920,dream,1049,molar tooth,23
The body,1991,intestines,1049,molar tooth,21
The body,676,shit,1049,molar tooth,24
The body,834,buttocks,1049,molar tooth,19
The body,1653,blind,1087,conceive,36
The body,1808,pus,1087,conceive,28
The body,996,deaf,1087,conceive,36
The body,1653,blind,1109,wound,7
The body,996,deaf,1109,wound,7
The body,996,deaf,1123,pregnant,1
The body,996,deaf,1125,bald,6
The body,1653,blind,1148,bruise,30
The body,323,fat,1148,bruise,24
The body,590,naked,1148,bruise,28
The body,996,deaf,1148,bruise,30
The body,1372,medicine,1152,beget,35
The body,1417,kill,1152,beget,36
The body,1653,blind,1152,beget,36
The body,996,deaf,1152,beget,36
The body,1123,pregnant,1159,fart,22
The body,1653,blind,1159,fart,23
The body,676,shit,1159,fart,23
The body,996,deaf,1159,fart,23
The body,126,sweat,1178,nostril,13
The body,1346,throat,1178,nostril,13
The body,1653,blind,1178,nostril,13
The body,1920,dream,1178,nostril,12
The body,1991,intestines,1178,nostril,10
The body,1440,spit,1224,liver,1
The body,996,deaf,1224,liver,1
The body,1123,pregnant,1278,vomit,2
The body,1403,bite,1278,vomit,3
The body,996,deaf,1278,vomit,3
The body,1847,sick,1297,leg,2
The body,1653,blind,1372,medicine,1
The body,1123,pregnant,138,bathe,4
The body,996,deaf,138,bathe,5
The body,1440,spit,139,gums,17
The body,1886,armpit,139,gums,12
The body,1991,intestines,139,gums,14
The body,996,deaf,139,gums,17
The body,996,deaf,148,itch,8
The body,1173,eyebrow,1510,chin,10
The body,1346,throat,1510,chin,10
The body,1371,knee,1510,chin,10
The body,1653,blind,1510,chin,10
The body,478,lip,1510,chin,10
The body,1653,blind,1534,fever,10
The body,996,deaf,1534,fever,10
The body,126,sweat,154,udder,39
The body,1403,bite,154,udder,39
The body,1601,weak,154,udder,36
The body,1621,sneeze,154,udder,38
The body,1653,blind,154,udder,39
The body,1920,dream,154,udder,38
The body,676,shit,154,udder,39
The body,126,sweat,1540,eyelash,9
The body,1440,spit,1540,eyelash,9
The body,1991,intestines,1540,eyelash,6
The body,996,deaf,1540,eyelash,9
The body,1333,neck,1583,brain,1
The body,1440,spit,1583,brain,1
The body,996,deaf,1583,brain,1
The body,996,deaf,1584,blister,19
The body,1173,eyebrow,1604,temples,45
The body,1224,liver,1604,temples,44
The body,123,forehead,1604,temples,45
The body,1257,wing,1604,temples,45
The body,126,sweat,1604,temples,45
The body,1303,finger,1604,temples,45
The body,1346,throat,1604,temples,45
The body,1371,knee,1604,temples,45
The body,1372,medicine,1604,temples,44
The body,1417,kill,1604,temples,45
The body,1440,spit,1604,temples,45
The body,1621,sneeze,1604,temples,44
The body,1653,blind,1604,temples,45
The body,1886,armpit,1604,temples,40
The body,1920,dream,1604,temples,44
The body,1991,intestines,1604,temples,42
The body,323,fat,1604,temples,39
The body,478,lip,1604,temples,45
The body,676,shit,1604,temples,45
The body,834,buttocks,1604,temples,40
The body,996,deaf,1604,temples,45
The body,126,sweat,1605,skull,14
The body,1333,neck,1605,skull,14
The body,1346,throat,1605,skull,14
The body,1417,kill,1605,skull,14
The body,1653,blind,1605,skull,14
The body,1920,dream,1605,skull,13
The body,1440,spit,162,hiccough,16
The body,996,deaf,162,hiccough,16
The body,1123,pregnant,1655,blink,21
The body,138,bathe,1655,blink,17
The body,1440,spit,1655,blink,22
The body,1991,intestines,1655,blink,19
The body,996,deaf,1655,blink,22
The body,1653,blind,1666,mute,6
The body,1653,blind,1681,waist,19
The body,126,sweat,17,eyelid,17
The body,1403,bite,17,eyelid,17
The body,1440,spit,17,eyelid,17
The body,1920,dream,17,eyelid,16
The body,1991,intestines,17,eyelid,14
The body,996,deaf,17,eyelid,17
The body,1303,finger,172,shoulderblade,22
The body,1991,intestines,172,shoulderblade,19
The body,676,shit,172,shoulderblade,22
The body,834,buttocks,172,shoulderblade,17
The body,1346,throat,1730,cheek,4
The body,1653,blind,1730,cheek,4
The body,126,sweat,1744,spleen,46
The body,1440,spit,1744,spleen,46
The body,1601,weak,1744,spleen,43
The body,1621,sneeze,1744,spleen,45
The body,1653,blind,1744,spleen,46
The body,1847,sick,1744,spleen,46
The body,1920,dream,1744,spleen,45
The body,1991,intestines,1744,spleen,43
The body,676,shit,1744,spleen,46
The body,819,stomach,1744,spleen,45
The body,834,buttocks,1744,spleen,41
The body,996,deaf,1744,spleen,46
The body,1440,spit,1745,hip,16
The body,1621,sneeze,1745,hip,15
The body,1653,blind,1745,hip,16
The body,996,deaf,1745,hip,16
The body,1224,liver,18,earlobe,47
The body,1257,wing,18,earlobe,48
The body,1303,finger,18,earlobe,48
The body,1346,throat,18,earlobe,48
The body,1372,medicine,18,earlobe,47
The body,1440,spit,18,earlobe,48
The body,1621,sneeze,18,earlobe,47
The body,1653,blind,18,earlobe,48
The body,1991,intestines,18,earlobe,45
The body,471,upper leg,18,earlobe,44
The body,676,shit,18,earlobe,48
The body,834,buttocks,18,earlobe,43
The body,996,deaf,18,earlobe,48
The body,996,deaf,1808,pus,8
The body,1440,spit,1886,armpit,5
The body,996,deaf,1886,armpit,5
The body,1372,medicine,1957,goiter,46
The body,1653,blind,1957,goiter,47
The body,996,deaf,1957,goiter,47
The body,1653,blind,1983,snore,12
The body,996,deaf,1983,snore,12
The body,1224,liver,1994,collarbone,44
The body,1257,wing,1994,collarbone,45
The body,126,sweat,1994,collarbone,45
The body,1402,breast,1994,collarbone,43
The body,1403,bite,1994,collarbone,45
The body,1440,spit,1994,collarbone,45
The body,1621,sneeze,1994,collarbone,44
The body,1653,blind,1994,collarbone,45
The body,1781,thumb,1994,collarbone,40
The body,1886,armpit,1994,collarbone,40
The body,1991,intestines,1994,collarbone,42
The body,471,upper leg,1994,collarbone,41
The body,834,buttocks,1994,collarbone,40
The body,996,deaf,1994,collarbone,45
The body,1991,intestines,208,nasal mucus,5
The body,1601,weak,268,dribble,28
The body,1653,blind,268,dribble,31
The body,1920,dream,268,dribble,30
The body,676,shit,268,dribble,31
The body,996,deaf,268,dribble,31
The body,1440,spit,318,footprint,13
The body,1991,intestines,318,footprint,10
The body,996,deaf,318,footprint,13
The body,1224,liver,32,earwax,32
The body,1303,finger,32,earwax,33
The body,1333,neck,32,earwax,33
The body,1346,throat,32,earwax,33
The body,1440,spit,32,earwax,33
The body,1653,blind,32,earwax,33
The body,1886,armpit,32,earwax,28
The body,1991,intestines,32,earwax,30
The body,676,shit,32,earwax,33
The body,834,buttocks,32,earwax,28
The body,996,deaf,32,earwax,33
The body,996,deaf,320,lame,7
The body,1991,intestines,471,upper leg,1
The body,126,sweat,489,kidney,14
The body,1440,spit,489,kidney,14
The body,1991,intestines,489,kidney,11
The body,996,deaf,489,kidney,14
The body,996,deaf,497,scar,18
The body,996,deaf,52,shiver,7
The body,1224,liver,525,blood vessel,17
The body,126,sweat,525,blood vessel,18
The body,1371,knee,525,blood vessel,18
The body,1403,bite,525,blood vessel,18
The body,1440,spit,525,blood vessel,18
The body,1991,intestines,525,blood vessel,15
The body,478,lip,525,blood vessel,18
The body,801,rib,525,blood vessel,18
The body,996,deaf,525,blood vessel,18
The body,126,sweat,576,dandruff,38
The body,1297,leg,576,dandruff,36
The body,1303,finger,576,dandruff,38
The body,1333,neck,576,dandruff,38
The body,1346,throat,576,dandruff,38
The body,1417,kill,576,dandruff,38
The body,1440,spit,576,dandruff,38
The body,1583,brain,576,dandruff,37
The body,1653,blind,576,dandruff,38
The body,1847,sick,576,dandruff,38
The body,1920,dream,576,dandruff,37
The body,1991,intestines,576,dandruff,35
The body,323,fat,576,dandruff,32
The body,676,shit,576,dandruff,38
The body,801,rib,576,dandruff,38
The body,834,buttocks,576,dandruff,33
The body,996,deaf,576,dandruff,38
The body,1372,medicine,597,physician,12
The body,1653,blind,597,physician,13
The body,996,deaf,655,poison,10
The body,1440,spit,688,lung,7
The body,1991,intestines,688,lung,4
The body,996,deaf,688,lung,7
The body,126,sweat,73,beak,10
The body,1991,intestines,73,beak,7
The body,1653,blind,767,corpse,11
The body,996,deaf,793,boil,10
The body,1621,sneeze,796,nipple,13
The body,1991,intestines,796,nipple,11
The body,834,buttocks,796,nipple,9
The body,1173,eyebrow,798,jaw,7
The body,1371,knee,799,wrist,28
The body,1621,sneeze,799,wrist,27
The body,1991,intestines,799,wrist,25
The body,471,upper leg,799,wrist,24
The body,819,stomach,799,wrist,27
The body,1417,kill,803,ankle,13
The body,1991,intestines,803,ankle,10
The body,1403,bite,804,womb,18
The body,319,lick,804,womb,17
The body,1847,sick,805,spine,10
The body,1991,intestines,805,spine,7
The body,126,sweat,980,heel,11
The body,1653,blind,980,heel,11
The body,1991,intestines,980,heel,8
The body,819,stomach,980,heel,10
The body,1371,knee,981,elbow,4
The house,1227,board,876,arch,70
The house,1464,ladder,876,arch,72
The house,1476,chair,876,arch,82
The house,1567,door,1006,brick,42
The house,1567,door,1012,latch,43
The house,1567,door,1132,beam,34
The house,1567,door,1227,board,16
The house,1567,door,1305,chimney,57
The house,1567,door,1375,window,15
The house,1567,door,1472,key,21
The house,1567,door,1596,lock,37
The house,1567,door,1731,mortar binder,73
The house,1567,door,80,doorpost,49
The house,1567,door,859,stove,41
The house,1567,door,876,arch,86
The house,1567,door,877,mason,58
The house,1567,door,901,adobe,74
The house,1632,floor,876,arch,77
The house,1663,bed,1273,candle,16
The house,1663,bed,876,arch,86
The house,281,post,876,arch,77
The house,363,dwell,1305,chimney,54
The house,363,dwell,1316,tent,51
The house,363,dwell,859,stove,38
The house,363,dwell,876,arch,83
The house,769,roof,1731,mortar binder,67
The house,769,roof,876,arch,80
The house,1663,bed,1316,tent,54
The house,1567,door,1450,room,22
The house,1663,bed,334,cookhouse,49
The house,1476,chair,403,garden-house,74
The house,1567,door,403,garden-house,78
The house,769,roof,403,garden-house,72
The house,769,roof,745,shelf,40
The physical world,10,firewood,660,reef,164
The physical world,11,darkness,27,air,33
The physical world,11,darkness,623,lagoon,136
The physical world,11,darkness,660,reef,167
The physical world,11,darkness,952,weather,53
The physical world,1228,earth,1026,low tide,120
The physical world,1228,earth,613,high tide,119
The physical world,1228,earth,891,tide,125
The physical world,1313,moon,1428,burning,9
The physical world,1313,moon,2007,bolt,18
The physical world,1313,moon,67,embers,13
The physical world,1313,moon,690,bottom,7
The physical world,1313,moon,784,snow,52
The physical world,1388,shade,249,fog,5
The physical world,1388,shade,27,air,35
The physical world,1388,shade,617,ice,23
The physical world,1388,shade,623,lagoon,138
The physical world,1388,shade,67,embers,13
The physical world,1388,shade,737,light,1
The physical world,1388,shade,784,snow,52
The physical world,1388,shade,952,weather,55
The physical world,141,burn,660,reef,168
The physical world,1430,star,1428,burning,9
The physical world,1430,star,27,air,35
The physical world,1430,star,617,ice,23
The physical world,1430,star,660,reef,169
The physical world,1430,star,784,snow,52
The physical world,1430,star,858,storm,17
The physical world,1489,cloud,249,fog,5
The physical world,1489,cloud,617,ice,23
The physical world,1489,cloud,623,lagoon,138
The physical world,1489,cloud,660,reef,169
The physical world,1489,cloud,784,snow,52
The physical world,1489,cloud,952,weather,55
The physical world,1654,lightning,660,reef,167
The physical world,1768,foam,1026,low tide,120
The physical world,1768,foam,613,high tide,119
The physical world,1768,foam,891,tide,125
The physical world,1803,wood,660,reef,168
The physical world,1803,wood,784,snow,51
The physical world,1977,dew,660,reef,161
The physical world,2,dust,1026,low tide,126
The physical world,2,dust,166,mainland,60
The physical world,2,dust,1662,cape,123
The physical world,2,dust,1982,whirlpool,40
The physical world,2,dust,613,high tide,125
The physical world,2,dust,617,ice,21
The physical world,2,dust,784,snow,50
The physical world,2,dust,891,tide,131
The physical world,2,dust,952,weather,53
The physical world,2125,stone or rock,784,snow,47
The physical world,2144,spring or well,660,reef,165
The physical world,2144,spring or well,943,waterfall,39
The physical world,3311,flowing body of water,1982,whirlpool,41
The physical world,3311,flowing body of water,2144,spring or well,3
The physical world,3311,flowing body of water,6,earthquake,31
The physical world,3311,flowing body of water,660,reef,168
The physical world,3311,flowing body of water,784,snow,51
The physical world,3311,flowing body of water,943,waterfall,42
The physical world,3311,flowing body of water,952,weather,54
The physical world,420,forest,784,snow,51
The physical world,420,forest,952,weather,54
The physical world,626,land,613,high tide,124
The physical world,626,land,623,lagoon,135
The physical world,626,land,645,ocean,49
The physical world,626,land,660,reef,166
The physical world,626,land,784,snow,49
The physical world,626,land,891,tide,130
The physical world,630,light,27,air,34
The physical world,630,light,623,lagoon,137
The physical world,630,light,660,reef,168
The physical world,640,mud,420,forest,1
The physical world,640,mud,623,lagoon,138
The physical world,640,mud,652,plain,2
The physical world,640,mud,784,snow,52
The physical world,640,mud,891,tide,133
The physical world,640,mud,943,waterfall,43
The physical world,640,mud,952,weather,55
The physical world,652,plain,784,snow,50
The physical world,652,plain,891,tide,131
The physical world,652,plain,952,weather,53
The physical world,671,sand,1026,low tide,128
The physical world,671,sand,1133,match,17
The physical world,671,sand,1145,swamp,25
The physical world,671,sand,1474,sea,20
The physical world,671,sand,166,mainland,62
The physical world,671,sand,1662,cape,125
The physical world,671,sand,1733,rainbow,10
The physical world,671,sand,259,rough,64
The physical world,671,sand,27,air,35
The physical world,671,sand,6,earthquake,32
The physical world,671,sand,613,high tide,127
The physical world,671,sand,622,island,39
The physical world,671,sand,623,lagoon,138
The physical world,671,sand,624,lake,19
The physical world,671,sand,645,ocean,52
The physical world,671,sand,660,reef,169
The physical world,671,sand,663,bay,125
The physical world,671,sand,891,tide,133
The physical world,671,sand,921,valley,23
The physical world,671,sand,978,wave,41
The physical world,948,water,1188,charcoal,10
The physical world,948,water,1662,cape,125
The physical world,948,water,660,reef,169
The physical world,948,water,663,bay,125
The physical world,948,water,784,snow,52
