semantic_field,concepticon_id1,concepticon_gloss1,concepticon_id2,concepticon_gloss2,evidence
Clothing and grooming,1171,mirror,1029,jewel,69
Clothing and grooming,1171,mirror,1151,veil,63
Clothing and grooming,1171,mirror,1641,silk,53
Clothing and grooming,1381,shoe,1641,silk,52
Clothing and grooming,1382,needle,1641,silk,60
Clothing and grooming,1475,comb,1641,silk,58
Clothing and grooming,809,trousers,1641,silk,53
Clothing and grooming,1161,thread,1787,loom,51
Clothing and grooming,1382,needle,1787,loom,52
Clothing and grooming,1171,mirror,1821,brush,48
Clothing and grooming,1382,needle,1850,cotton,16
Clothing and grooming,1475,comb,1851,pocket,25
Clothing and grooming,1161,thread,277,spindle,36
Clothing and grooming,1382,needle,277,spindle,37
Clothing and grooming,1161,thread,325,felt,91
Clothing and grooming,1171,mirror,325,felt,85
Clothing and grooming,121,spin,325,felt,80
Clothing and grooming,1381,shoe,325,felt,84
Clothing and grooming,1382,needle,325,felt,92
Clothing and grooming,1457,sew,325,felt,90
Clothing and grooming,1475,comb,325,felt,90
Clothing and grooming,629,leather,325,felt,84
Clothing and grooming,772,belt,325,felt,87
Clothing and grooming,1475,comb,326,cloak,56
Clothing and grooming,772,belt,326,cloak,53
Clothing and grooming,1043,braid,328,grass-skirt,103
Clothing and grooming,1171,mirror,328,grass-skirt,116
Clothing and grooming,1475,comb,328,grass-skirt,121
Clothing and grooming,2130,headgear,328,grass-skirt,120
Clothing and grooming,1381,shoe,329,stocking,29
Clothing and grooming,1475,comb,329,stocking,35
Clothing and grooming,2130,headgear,329,stocking,34
Clothing and grooming,1475,comb,332,rag,28
Clothing and grooming,2130,headgear,585,boot,67
Clothing and grooming,1475,comb,867,glove,53
Clothing and grooming,772,belt,875,shoemaker,53
Clothing and grooming,1171,mirror,881,tailor,39
Clothing and grooming,1382,needle,881,tailor,46
Clothing and grooming,1382,needle,964,wool,44
Clothing and grooming,1475,comb,964,wool,42
Clothing and grooming,772,belt,964,wool,39
Cognition,1236,what,1235,who,2
Cognition,1236,what,1238,when,4
Cognition,1236,what,1270,why,4
Cognition,1236,what,727,which,5
Cognition,1237,where,1235,who,2
Cognition,1237,where,1270,why,4
Cognition,1237,where,727,which,5
Cognition,1410,know,488,manner,42
Cognition,1410,know,698,wise,22
Cognition,1518,stupid,1162,intention,41
Cognition,1518,stupid,1764,obscure,41
Cognition,1523,forget,1014,or,41
Cognition,1523,forget,1308,doubt,32
Cognition,1523,forget,1577,and,26
Cognition,1523,forget,1812,try,17
Cognition,1523,forget,1841,suspect,48
Cognition,1523,forget,1902,betray,50
Cognition,1523,forget,488,manner,45
Cognition,1523,forget,686,easy,13
Cognition,1523,forget,989,clear,18
Cognition,1236,what,1014,or,37
Cognition,1237,where,1014,or,37
Cognition,1239,how,1014,or,36
Cognition,1236,what,1157,because,20
Cognition,1237,where,1157,because,20
Cognition,1269,no,1157,because,20
Cognition,1237,where,1238,when,4
Cognition,1269,no,1268,yes,1
Cognition,1269,no,1459,if,21
Cognition,1523,forget,1513,think,21
Cognition,1523,forget,1521,seem,30
Cognition,1523,forget,1562,mind,27
Cognition,1268,yes,1577,and,21
Cognition,1269,no,1577,and,22
Cognition,1518,stupid,1609,idea,39
Cognition,504,learn,1609,idea,40
Cognition,584,difficult,1609,idea,36
Cognition,709,teach,1609,idea,41
Cognition,1239,how,1902,betray,45
Cognition,1269,no,1902,betray,46
Cognition,1523,forget,1932,guess,34
Cognition,1523,forget,673,school,20
Emotions and values,1035,good,381,blame,26
Emotions and values,1413,play,134,fault,32
Emotions and values,1413,play,1687,praise,25
Emotions and values,1413,play,174,proud,26
Emotions and values,1413,play,1776,shame,6
Emotions and values,1413,play,1779,dare,36
Emotions and values,1413,play,1810,danger,32
Emotions and values,1413,play,2018,greedy,31
Emotions and values,1413,play,3,brave,12
Emotions and values,1413,play,381,blame,26
Emotions and values,1427,beautiful,1548,ugly,2
Emotions and values,1651,tear,100,faithful,48
Emotions and values,1651,tear,13,deceit,17
Emotions and values,1651,tear,1528,forgive,30
Emotions and values,1651,tear,1687,praise,24
Emotions and values,1651,tear,1776,shame,5
Emotions and values,1668,grief,100,faithful,46
Emotions and values,1725,correct,2018,greedy,27
Emotions and values,1783,pain,100,faithful,49
Emotions and values,1783,pain,1000,anxiety,12
Emotions and values,1783,pain,13,deceit,18
Emotions and values,1783,pain,1390,wrong,16
Emotions and values,1783,pain,1687,praise,25
Emotions and values,1783,pain,174,proud,26
Emotions and values,1783,pain,1779,dare,36
Emotions and values,1783,pain,1784,want,12
Emotions and values,1783,pain,1875,regret,24
Emotions and values,1783,pain,2018,greedy,31
Emotions and values,1783,pain,3,brave,12
Emotions and values,1783,pain,40,envy,16
Emotions and values,1839,cry,100,faithful,49
Emotions and values,1839,cry,1784,want,12
Emotions and values,781,fear,134,fault,31
Emotions and values,781,fear,1687,praise,24
Emotions and values,781,fear,2018,greedy,30
Emotions and values,82,anger,100,faithful,47
Emotions and values,923,love,100,faithful,48
Emotions and values,923,love,1528,forgive,30
Emotions and values,923,love,1687,praise,24
Emotions and values,923,love,174,proud,25
Emotions and values,923,love,1750,choose,9
Emotions and values,923,love,1779,dare,35
Emotions and values,923,love,1810,danger,31
Emotions and values,923,love,1875,regret,23
Emotions and values,1035,good,100,faithful,49
Emotions and values,1427,beautiful,100,faithful,49
Emotions and values,1548,ugly,100,faithful,47
Emotions and values,1427,beautiful,1141,pity,15
Emotions and values,1427,beautiful,1293,mistake,20
Emotions and values,1427,beautiful,13,deceit,18
Emotions and values,1427,beautiful,134,fault,32
Emotions and values,1413,play,1451,smile,22
Emotions and values,1427,beautiful,1451,smile,22
Emotions and values,781,fear,1451,smile,21
Emotions and values,1035,good,1528,forgive,31
Emotions and values,1427,beautiful,1528,forgive,31
Emotions and values,1548,ugly,1528,forgive,29
Emotions and values,1413,play,1572,surprised,23
Emotions and values,1427,beautiful,1572,surprised,23
Emotions and values,1783,pain,1572,surprised,23
Emotions and values,1651,tear,1668,grief,2
Emotions and values,1427,beautiful,1687,praise,25
Emotions and values,1427,beautiful,174,proud,26
Emotions and values,1548,ugly,174,proud,24
Emotions and values,1035,good,1784,want,12
Emotions and values,1427,beautiful,1810,danger,32
Emotions and values,1548,ugly,1810,danger,30
Emotions and values,601,lie,1875,regret,22
Emotions and values,1427,beautiful,3,brave,12
Emotions and values,1413,play,56,bad luck,42
Emotions and values,1427,beautiful,56,bad luck,42
Emotions and values,1548,ugly,56,bad luck,40
Emotions and values,1783,pain,56,bad luck,42
Emotions and values,923,love,56,bad luck,41
Emotions and values,1413,play,720,good luck,35
Emotions and values,1427,beautiful,720,good luck,35
Emotions and values,1548,ugly,720,good luck,33
Emotions and values,1783,pain,720,good luck,35
Emotions and values,923,love,720,good luck,34
Food and drink,1033,grind,1154,olive,82
Food and drink,1033,grind,1245,butter,72
Food and drink,1033,grind,1385,pepper,40
Food and drink,1033,grind,1524,wine,51
Food and drink,1033,grind,1569,cheese,76
Food and drink,1033,grind,1639,beer,50
Food and drink,1033,grind,191,nut,45
Food and drink,1033,grind,1966,bunch,29
Food and drink,1033,grind,322,fig,78
Food and drink,1033,grind,636,mill,32
Food and drink,1033,grind,920,grape,56
Food and drink,1033,grind,93,draw milk,18
Food and drink,1033,grind,941,mead,82
Food and drink,1100,cook,1143,oven,34
Food and drink,1100,cook,1154,olive,81
Food and drink,1100,cook,1245,butter,71
Food and drink,1100,cook,1524,wine,50
Food and drink,1100,cook,1569,cheese,75
Food and drink,1100,cook,1833,dinner,58
Food and drink,1100,cook,1874,sausage,68
Food and drink,1100,cook,191,nut,44
Food and drink,1100,cook,272,tongs,41
Food and drink,1100,cook,322,fig,77
Food and drink,1100,cook,854,kettle,25
Food and drink,1100,cook,920,grape,55
Food and drink,1100,cook,941,mead,81
Food and drink,1378,spoon,1154,olive,80
Food and drink,1378,spoon,1833,dinner,57
Food and drink,1378,spoon,1874,sausage,67
Food and drink,1378,spoon,322,fig,76
Food and drink,1401,drink,1352,knife,9
Food and drink,1401,drink,183,bake,19
Food and drink,1401,drink,768,lunch,119
Food and drink,1421,suck,1154,olive,82
Food and drink,1421,suck,1245,butter,72
Food and drink,1421,suck,1524,wine,51
Food and drink,1421,suck,1569,cheese,76
Food and drink,1421,suck,191,nut,45
Food and drink,1421,suck,271,saucer,49
Food and drink,1421,suck,273,dough,48
Food and drink,1421,suck,322,fig,78
Food and drink,1421,suck,481,dish,22
Food and drink,1421,suck,593,potato,51
Food and drink,1421,suck,920,grape,56
Food and drink,1421,suck,941,mead,82
Food and drink,1547,soup,1154,olive,81
Food and drink,1547,soup,191,nut,44
Food and drink,1547,soup,924,vegetables,40
Food and drink,1547,soup,941,mead,81
Food and drink,1594,flour,1874,sausage,59
Food and drink,1728,rotten,731,beverage,40
Food and drink,178,ripe,1556,yolk,28
Food and drink,178,ripe,271,saucer,46
Food and drink,178,ripe,272,tongs,39
Food and drink,2146,roast or fry,1154,olive,82
Food and drink,2146,roast or fry,1302,fork,45
Food and drink,2146,roast or fry,1524,wine,51
Food and drink,2146,roast or fry,1569,cheese,76
Food and drink,2146,roast or fry,1639,beer,50
Food and drink,2146,roast or fry,1833,dinner,59
Food and drink,2146,roast or fry,1874,sausage,69
Food and drink,2146,roast or fry,271,saucer,49
Food and drink,2146,roast or fry,273,dough,48
Food and drink,2146,roast or fry,322,fig,78
Food and drink,2146,roast or fry,636,mill,32
Food and drink,2146,roast or fry,920,grape,56
Food and drink,2146,roast or fry,941,mead,82
Food and drink,256,food,1569,cheese,74
Food and drink,256,food,731,beverage,42
Food and drink,321,chew,129,choke,11
Food and drink,321,chew,1556,yolk,29
Food and drink,321,chew,1966,bunch,27
Food and drink,321,chew,224,mortar,18
Food and drink,321,chew,225,pestle,26
Food and drink,321,chew,271,saucer,47
Food and drink,321,chew,272,tongs,40
Food and drink,321,chew,275,peel,4
Food and drink,321,chew,3448,sieve or strain,8
Food and drink,321,chew,731,beverage,42
Food and drink,321,chew,897,swallow,1
Food and drink,3210,knife,1302,fork,43
Food and drink,3210,knife,1322,breakfast,35
Food and drink,3210,knife,1966,bunch,27
Food and drink,3210,knife,272,tongs,40
Food and drink,3210,knife,862,sugar,12
Food and drink,634,meat,1245,butter,72
Food and drink,634,meat,322,fig,78
Food and drink,634,meat,731,beverage,44
Food and drink,634,meat,941,mead,82
Food and drink,635,milk,1245,butter,72
Food and drink,635,milk,1524,wine,51
Food and drink,635,milk,1569,cheese,76
Food and drink,635,milk,941,mead,82
Food and drink,744,egg,1556,yolk,31
Food and drink,792,boil,1154,olive,81
Food and drink,792,boil,1569,cheese,75
Food and drink,792,boil,941,mead,81
Food and drink,832,bean,1154,olive,69
Food and drink,897,swallow,1556,yolk,28
Food and drink,897,swallow,271,saucer,46
Food and drink,897,swallow,272,tongs,39
Food and drink,942,honey,941,mead,79
Food and drink,635,milk,1143,oven,35
Food and drink,942,honey,1154,olive,79
Food and drink,744,egg,129,choke,13
Food and drink,635,milk,1302,fork,45
Food and drink,635,milk,1322,breakfast,37
Food and drink,635,milk,1368,bread,30
Food and drink,635,milk,1385,pepper,40
Food and drink,635,milk,1484,oil,16
Food and drink,321,chew,1728,rotten,2
Food and drink,744,egg,1728,rotten,4
Food and drink,321,chew,178,ripe,1
Food and drink,744,egg,178,ripe,3
Food and drink,1274,salt,1833,dinner,59
Food and drink,1547,soup,1833,dinner,58
Food and drink,634,meat,1833,dinner,59
Food and drink,635,milk,1833,dinner,59
Food and drink,635,milk,1874,sausage,69
Food and drink,635,milk,191,nut,45
Food and drink,321,chew,1958,unripe,6
Food and drink,744,egg,1958,unripe,8
Food and drink,321,chew,1959,raw,3
Food and drink,744,egg,1959,raw,5
Food and drink,744,egg,1966,bunch,29
Food and drink,744,egg,2017,mix,4
Food and drink,744,egg,224,mortar,20
Food and drink,744,egg,225,pestle,28
Food and drink,321,chew,269,cooked,9
Food and drink,744,egg,269,cooked,11
Food and drink,1033,grind,271,saucer,49
Food and drink,744,egg,271,saucer,49
Food and drink,2017,mix,272,tongs,38
Food and drink,634,meat,272,tongs,42
Food and drink,635,milk,272,tongs,42
Food and drink,744,egg,272,tongs,42
Food and drink,1033,grind,273,dough,48
Food and drink,744,egg,275,peel,6
Food and drink,744,egg,321,chew,2
Food and drink,635,milk,322,fig,78
Food and drink,942,honey,322,fig,75
Food and drink,744,egg,3448,sieve or strain,10
Food and drink,1033,grind,481,dish,22
Food and drink,1274,salt,481,dish,22
Food and drink,635,milk,593,potato,51
Food and drink,634,meat,636,mill,32
Food and drink,744,egg,731,beverage,44
Food and drink,635,milk,862,sugar,14
Food and drink,744,egg,897,swallow,3
Food and drink,635,milk,920,grape,56
Kinship,1059,stepson,1058,stepdaughter,5
Kinship,1209,i,1130,we,108
Kinship,1209,i,1131,we,104
Kinship,1209,i,1212,we,23
Kinship,1209,i,1213,you,2
Kinship,1209,i,262,he or she or it,4
Kinship,1209,i,817,they,4
Kinship,1215,thou,1130,we,108
Kinship,1215,thou,1131,we,104
Kinship,1215,thou,1212,we,23
Kinship,1215,thou,1213,you,2
Kinship,1215,thou,262,he or she or it,4
Kinship,1215,thou,817,they,4
Kinship,1217,father,1216,mother,22
Kinship,1217,father,505,parents,20
Kinship,1262,brother,1263,sister,2
Kinship,1289,baby,1063,nephew,19
Kinship,1289,baby,1262,brother,24
Kinship,1289,baby,1263,sister,26
Kinship,1289,baby,1642,niece,20
Kinship,1357,daughter,1262,brother,23
Kinship,1357,daughter,1263,sister,25
Kinship,1357,daughter,1272,aunt,29
Kinship,1357,daughter,1327,uncle,31
Kinship,1357,daughter,490,descendants,26
Kinship,1366,boy,1263,sister,25
Kinship,1383,grandfather,1058,stepdaughter,35
Kinship,1383,grandfather,1059,stepson,30
Kinship,1383,grandfather,1149,orphan,8
Kinship,1383,grandfather,1496,grandmother,1
Kinship,1383,grandfather,2254,father-in-law,24
Kinship,1383,grandfather,2255,father-in-law,7
Kinship,1383,grandfather,2256,mother-in-law,26
Kinship,1383,grandfather,2257,mother-in-law,8
Kinship,1383,grandfather,2264,daughter-in-law,27
Kinship,1383,grandfather,2265,daughter-in-law,12
Kinship,1383,grandfather,2266,son-in-law,23
Kinship,1383,grandfather,2267,son-in-law,5
Kinship,1383,grandfather,236,stepmother,16
Kinship,1383,grandfather,237,stepfather,18
Kinship,1496,grandmother,1149,orphan,7
Kinship,1618,grandson,1058,stepdaughter,31
Kinship,1619,granddaughter,1058,stepdaughter,29
Kinship,1619,granddaughter,1059,stepson,24
Kinship,1620,son,1262,brother,23
Kinship,1620,son,1263,sister,25
Kinship,1620,son,1272,aunt,29
Kinship,1620,son,1327,uncle,31
Kinship,1620,son,490,descendants,26
Kinship,1646,girl,1263,sister,24
Kinship,1756,widow,1981,widower,16
Kinship,2254,father-in-law,2256,mother-in-law,2
Kinship,2261,male,2260,female,1
Kinship,2267,son-in-law,2264,daughter-in-law,22
Kinship,2267,son-in-law,2266,son-in-law,18
Kinship,262,he or she or it,1130,we,104
Kinship,262,he or she or it,1131,we,100
Kinship,683,person,1640,sibling,42
Kinship,683,person,490,descendants,26
Kinship,1209,i,1005,twins,14
Kinship,1215,thou,1005,twins,14
Kinship,817,they,1130,we,104
Kinship,817,they,1131,we,100
Kinship,1209,i,1134,divorce,22
Kinship,1215,thou,1134,divorce,22
Kinship,1209,i,1640,sibling,41
Kinship,1215,thou,1640,sibling,41
Kinship,1383,grandfather,1640,sibling,44
Kinship,1496,grandmother,1640,sibling,43
Kinship,1209,i,1801,child,26
Kinship,1215,thou,1801,child,26
Kinship,1209,i,1981,widower,16
Kinship,1215,thou,1981,widower,16
Kinship,1383,grandfather,203,marry,3
Kinship,1209,i,2264,daughter-in-law,24
Kinship,1215,thou,2264,daughter-in-law,24
Kinship,1209,i,2266,son-in-law,20
Kinship,1215,thou,2266,son-in-law,20
Motion,1088,sink,184,mast,81
Motion,1088,sink,416,outrigger,121
Motion,1088,sink,787,sail,66
Motion,1102,climb,416,outrigger,118
Motion,1113,wrap,119,dive,23
Motion,1113,wrap,1849,row,46
Motion,1113,wrap,1922,land,58
Motion,1113,wrap,365,splash,21
Motion,1113,wrap,366,limp,28
Motion,1127,send,416,outrigger,118
Motion,1135,kick,414,carry on head,30
Motion,1135,kick,416,outrigger,120
Motion,1280,fall,1922,land,58
Motion,1280,fall,416,outrigger,125
Motion,1324,slip,416,outrigger,117
Motion,1439,swim,366,limp,26
Motion,1439,swim,787,sail,68
Motion,1443,walk,108,rudder,76
Motion,1443,walk,122,cart,18
Motion,1443,walk,14,yoke,54
Motion,1443,walk,1664,raft,62
Motion,1443,walk,1769,axle,76
Motion,1443,walk,1849,row,46
Motion,1443,walk,1870,anchor,74
Motion,1443,walk,1922,land,58
Motion,1443,walk,416,outrigger,125
Motion,1443,walk,43,lead,12
Motion,1443,walk,610,port,56
Motion,1443,walk,740,ship,40
Motion,1456,throw,108,rudder,76
Motion,1456,throw,14,yoke,54
Motion,1456,throw,1769,axle,76
Motion,1456,throw,184,mast,85
Motion,1456,throw,1870,anchor,74
Motion,1456,throw,1922,land,58
Motion,1456,throw,2003,flow,7
Motion,1456,throw,416,outrigger,125
Motion,1456,throw,43,lead,12
Motion,1456,throw,710,wheel,14
Motion,1456,throw,740,ship,40
Motion,1456,throw,786,sailcloth,83
Motion,1752,leave,1664,raft,57
Motion,1752,leave,416,outrigger,120
Motion,1778,approach,1769,axle,67
Motion,1778,approach,184,mast,76
Motion,1778,approach,416,outrigger,116
Motion,1844,boat,786,sailcloth,64
Motion,1879,dance,1922,land,56
Motion,1879,dance,416,outrigger,123
Motion,1909,shake,108,rudder,74
Motion,1909,shake,1664,raft,60
Motion,1909,shake,184,mast,83
Motion,1909,shake,1870,anchor,72
Motion,1909,shake,416,outrigger,123
Motion,2252,path,108,rudder,76
Motion,2252,path,122,cart,18
Motion,2252,path,14,yoke,54
Motion,2252,path,1870,anchor,74
Motion,2252,path,740,ship,40
Motion,2253,drip,416,outrigger,119
Motion,296,crouch,416,outrigger,107
Motion,3199,twist,416,outrigger,120
Motion,3456,crawl or creep,415,carry under arm,35
Motion,3456,crawl or creep,416,outrigger,124
Motion,485,disappear,416,outrigger,111
Motion,501,lift,108,rudder,77
Motion,501,lift,1387,arrive,3
Motion,501,lift,1664,raft,63
Motion,501,lift,1769,axle,77
Motion,501,lift,1778,approach,10
Motion,501,lift,184,mast,86
Motion,501,lift,1849,row,47
Motion,501,lift,1870,anchor,75
Motion,501,lift,1922,land,59
Motion,501,lift,1970,canoe,48
Motion,501,lift,415,carry under arm,37
Motion,501,lift,416,outrigger,126
Motion,501,lift,610,port,57
Motion,501,lift,692,bring,2
Motion,501,lift,740,ship,41
Motion,501,lift,741,drive,18
Motion,501,lift,786,sailcloth,84
Motion,692,bring,108,rudder,75
Motion,692,bring,1664,raft,61
Motion,692,bring,1769,axle,75
Motion,692,bring,184,mast,84
Motion,692,bring,1849,row,45
Motion,692,bring,1922,land,57
Motion,692,bring,416,outrigger,124
Motion,692,bring,610,port,55
Motion,692,bring,786,sailcloth,82
Motion,700,carry,1769,axle,75
Motion,700,carry,184,mast,84
Motion,700,carry,1870,anchor,73
Motion,700,carry,416,outrigger,124
Motion,700,carry,610,port,55
Motion,700,carry,740,ship,39
Motion,700,carry,786,sailcloth,82
Motion,702,catch,416,outrigger,117
Motion,710,wheel,416,outrigger,111
Motion,741,drive,184,mast,68
Motion,741,drive,416,outrigger,108
Motion,765,move,1664,raft,55
Motion,956,flee,108,rudder,73
Motion,956,flee,1664,raft,59
Motion,956,flee,1769,axle,73
Motion,956,flee,416,outrigger,122
Motion,956,flee,610,port,53
Motion,501,lift,765,move,8
Motion,1443,walk,787,sail,70
Possession,1468,look for,1867,coin,23
Possession,1468,look for,1914,debt,23
Possession,1468,look for,1934,beggar,21
Possession,1468,look for,633,market,28
Possession,1468,look for,719,find,1
Possession,1468,look for,873,tax,58
Possession,1559,money,1823,borrow,15
Possession,1559,money,1867,coin,22
Possession,1559,money,733,earn,39
Possession,1559,money,752,store,30
Possession,1674,poor,1081,bill,46
Possession,1749,take,1081,bill,48
Possession,1749,take,1823,borrow,14
Possession,1749,take,873,tax,56
Possession,1869,buy,1082,merchant,29
Possession,1869,buy,1571,sell,2
Possession,712,rich,873,tax,52
Possession,718,pay,1081,bill,42
Possession,719,find,1914,debt,22
Possession,719,find,633,market,27
Possession,719,find,873,tax,57
Possession,855,seize,1081,bill,49
Possession,855,seize,1082,merchant,30
Possession,855,seize,1823,borrow,15
Possession,855,seize,1914,debt,22
Possession,855,seize,733,earn,39
Possession,855,seize,738,thing,14
Possession,855,seize,752,store,30
Possession,1869,buy,1081,bill,48
Possession,1869,buy,1914,debt,21
Possession,1468,look for,1997,preserve,11
Possession,1468,look for,2008,rescue,13
Possession,1468,look for,681,destroy,14
Possession,855,seize,684,own,25
Possession,1571,sell,733,earn,36
Possession,1869,buy,733,earn,38
Quantity,1493,one,1483,nine,17
Quantity,1493,one,1498,two,2
Quantity,1493,one,1500,four,9
Quantity,1493,one,1703,six,14
Quantity,1493,one,1704,seven,17
Quantity,1493,one,1705,eight,16
Quantity,1493,one,492,three,3
Quantity,1493,one,493,five,9
Quantity,1498,two,1483,nine,15
Quantity,1498,two,1500,four,7
Quantity,1498,two,1703,six,12
Quantity,1498,two,1704,seven,15
Quantity,1498,two,1705,eight,14
Quantity,1498,two,493,five,7
Quantity,1580,only,1384,second,30
Quantity,1580,only,1859,third,33
Quantity,1703,six,1704,seven,3
Quantity,1705,eight,1483,nine,1
Quantity,492,three,1483,nine,14
Quantity,492,three,1500,four,6
Quantity,492,three,1703,six,11
Quantity,492,three,1704,seven,14
Quantity,492,three,1705,eight,13
Quantity,492,three,493,five,6
Quantity,493,five,1483,nine,8
Quantity,493,five,1703,six,5
Quantity,493,five,1704,seven,8
Quantity,493,five,1705,eight,7
Quantity,1515,ten,1483,nine,34
Quantity,1515,ten,1704,seven,34
Quantity,1705,eight,1704,seven,1
Quantity,1515,ten,1705,eight,33
Quantity,1420,count,1706,eleven,17
Quantity,1420,count,1707,twelve,20
Quantity,1624,empty,2023,crowd,13
Sense perception,1396,sharp,379,blunt,12
Sense perception,1424,yellow,1234,smooth,5
Sense perception,1424,yellow,1923,rough,13
Sense perception,1424,yellow,379,blunt,12
Sense perception,1608,listen,1613,color,34
Sense perception,1608,listen,250,light,24
Sense perception,1608,listen,380,wrinkled,17
Sense perception,1726,wet,380,wrinkled,18
Sense perception,1906,sour,679,bright,9
Sense perception,1906,sour,70,brackish,57
Sense perception,837,blue,1079,feel,18
Sense perception,837,blue,1892,touch,4
Sense perception,887,bitter,1052,light,2
Sense perception,887,bitter,1613,color,35
Sense perception,887,bitter,378,pinch,14
Sense perception,887,bitter,379,blunt,12
Sense perception,887,bitter,679,bright,10
Sense perception,887,bitter,704,clean,14
Sense perception,1726,wet,1039,show,10
Sense perception,1856,soft,1039,show,8
Sense perception,1726,wet,1079,feel,18
Sense perception,1726,wet,1425,green,3
Sense perception,1726,wet,1586,smell,12
Sense perception,1726,wet,1587,smell,9
Sense perception,1856,soft,1587,smell,7
Sense perception,1287,cold,1613,color,35
Sense perception,1726,wet,1811,sound or noise,6
Sense perception,1726,wet,1856,soft,2
Sense perception,1396,sharp,1923,rough,13
Sense perception,1052,light,21,taste,17
Sense perception,1335,white,21,taste,19
Sense perception,1424,yellow,21,taste,19
Sense perception,1726,wet,21,taste,19
Sense perception,887,bitter,21,taste,19
Sense perception,837,blue,250,light,25
Sense perception,1608,listen,375,sniff,28
Sense perception,887,bitter,376,fragrant,7
Sense perception,887,bitter,42,stinking,1
Sense perception,1726,wet,679,bright,10
Sense perception,1424,yellow,70,brackish,58
Sense perception,1608,listen,70,brackish,57
Sense perception,1726,wet,70,brackish,58
Sense perception,1856,soft,70,brackish,56
Sense perception,1892,touch,70,brackish,54
Sense perception,837,blue,70,brackish,58
Sense perception,1335,white,706,dark,21
Sense perception,837,blue,706,dark,21
Sense perception,837,blue,708,shine,7
Social and political relations,1010,boundary,482,noble,55
Social and political relations,1325,friend,2024,plot,75
Social and political relations,1782,guest,2024,plot,59
Social and political relations,1848,quarrel,2024,plot,71
Social and political relations,789,people,384,freeman,79
Social and political relations,930,village,1032,citizen,53
Social and political relations,1325,friend,1032,citizen,58
Social and political relations,1325,friend,1306,queen,57
Social and political relations,1325,friend,383,master,20
Social and political relations,1325,friend,384,freeman,89
Social and political relations,1332,neighbour,384,freeman,74
Social and political relations,1358,enemy,384,freeman,78
Social and political relations,1848,quarrel,384,freeman,85
Social and political relations,1897,help,384,freeman,89
Social and political relations,1998,command,384,freeman,70
Social and political relations,1325,friend,482,noble,83
Social and political relations,1358,enemy,482,noble,72
Social and political relations,1782,guest,482,noble,67
Social and political relations,1848,quarrel,482,noble,79
Social and political relations,1325,friend,812,slave,43
Spatial relations,1046,shut,81,fathom,113
Spatial relations,1156,open,1367,cross,27
Spatial relations,1156,open,742,end,8
Spatial relations,1202,big,1048,line,28
Spatial relations,1202,big,1264,change,4
Spatial relations,1202,big,1367,cross,28
Spatial relations,1202,big,1467,circle,21
Spatial relations,1202,big,1845,ball,24
Spatial relations,1202,big,711,tall,5
Spatial relations,1202,big,850,square,42
Spatial relations,1244,thick,1367,cross,27
Spatial relations,1244,thick,850,square,41
Spatial relations,1246,small,1048,line,28
Spatial relations,1246,small,1264,change,4
Spatial relations,1246,small,1367,cross,28
Spatial relations,1246,small,1467,circle,21
Spatial relations,1246,small,1845,ball,24
Spatial relations,1246,small,711,tall,5
Spatial relations,1246,small,850,square,42
Spatial relations,1265,high,1019,right,2
Spatial relations,1265,high,1048,line,28
Spatial relations,1265,high,1753,top,2
Spatial relations,1265,high,1817,west,12
Spatial relations,1265,high,1845,ball,24
Spatial relations,1265,high,1877,east,12
Spatial relations,1265,high,193,shallow,9
Spatial relations,1265,high,711,tall,5
Spatial relations,1265,high,721,low,5
Spatial relations,1265,high,81,fathom,114
Spatial relations,1265,high,850,square,42
Spatial relations,1267,narrow,1367,cross,28
Spatial relations,1267,narrow,1633,flat,9
Spatial relations,1267,narrow,1667,hole,2
Spatial relations,1267,narrow,81,fathom,114
Spatial relations,1416,sit,1046,shut,1
Spatial relations,1416,sit,1156,open,1
Spatial relations,1416,sit,1367,cross,28
Spatial relations,1416,sit,1442,stand,1
Spatial relations,1416,sit,1633,flat,9
Spatial relations,1416,sit,1667,hole,2
Spatial relations,1416,sit,682,side,2
Spatial relations,1416,sit,7,gather,6
Spatial relations,1416,sit,721,low,5
Spatial relations,1416,sit,742,end,9
Spatial relations,1416,sit,761,cover,3
Spatial relations,1416,sit,81,fathom,114
Spatial relations,1416,sit,863,edge,5
Spatial relations,1416,sit,987,remain,2
Spatial relations,1442,stand,721,low,4
Spatial relations,1442,stand,81,fathom,113
Spatial relations,1593,deep,1048,line,28
Spatial relations,1593,deep,1633,flat,9
Spatial relations,1593,deep,193,shallow,9
Spatial relations,1606,inside,1485,below or under,1
Spatial relations,1606,inside,1591,up,1
Spatial relations,1606,inside,762,outside,2
Spatial relations,1645,short,1243,wide,1
Spatial relations,1686,behind,1485,below or under,1
Spatial relations,1686,behind,1591,up,1
Spatial relations,1686,behind,1816,beside,2
Spatial relations,1686,behind,1883,in front of,7
Spatial relations,1686,behind,762,outside,2
Spatial relations,1942,near,1048,line,28
Spatial relations,1942,near,1817,west,12
Spatial relations,1942,near,1845,ball,24
Spatial relations,1942,near,1877,east,12
Spatial relations,1942,near,193,shallow,9
Spatial relations,1942,near,711,tall,5
Spatial relations,1942,near,81,fathom,114
Spatial relations,1942,near,850,square,42
Spatial relations,479,grow,1048,line,28
Spatial relations,479,grow,1367,cross,28
Spatial relations,479,grow,1395,round,3
Spatial relations,479,grow,1845,ball,24
Spatial relations,479,grow,81,fathom,114
