lemma,zh,ko,id,ms,en,nl,de,da,no,sv,fi,lt,pl,ru,uk,mk,el,ro,it,fr,ca,es,pt
flute,2.371668125546624e-06,3.584262594767903e-07,6.148870418704796e-06,1.533857503570887e-06,3.776587938747274e-06,2.315509707900981e-05,4.800951401813866e-06,7.003550349638176e-06,1.8998288763065183e-06,1.256384677706818e-06,6.281610635118575e-07,1.5100225861628325e-06,1.2854601843398874e-06,4.244306919673493e-06,2.5242838979487096e-06,6.696610934494198e-07,1.0620479221408005e-06,1.6096728645740597e-06,4.571940491862135e-06,5.7544284943997866e-06,9.32658007243417e-06,5.177471408266067e-06,5.351466319179839e-06
jail,na,na,na,na,2.3817102479609247e-05,na,9.014886911702894e-06,na,na,1.7549500260031744e-06,1.005057701618972e-05,9.437641163517703e-06,1.522148091297708e-05,na,4.991197707307675e-06,na,na,na,1.4614237729445778e-05,na,na,na,na
franc,na,3.8599751020577417e-07,na,6.668945667699509e-08,3.9068151090489046e-07,4.850339096696044e-07,4.192970656605997e-07,na,1.3570206259332272e-07,1.794835253866883e-07,3.1408053175592877e-07,na,1.3466725740703582e-06,2.3528223141668274e-06,na,na,6.52770917998736e-06,1.5636822113005151e-06,na,1.348745704418059e-05,1.1368896876616835e-05,na,na
martinique,na,5.514250145796774e-08,2.5999452087546707e-08,na,1.4469685589070016e-07,2.108843085520019e-07,2.0964853283029983e-08,0.0,7.46361344263275e-07,5.982784179556276e-08,6.281610635118575e-08,na,2.0404129910156943e-08,2.3066885433008113e-08,na,1.1161018224156997e-07,1.0361443142837079e-07,1.8396261309417825e-07,4.591905297503455e-07,1.5680405438894547e-05,1.3615445361217765e-07,2.638201991473155e-07,9.02656969500214e-08
oktoberfest,na,na,na,na,2.2717406374839926e-06,4.639454788144042e-07,1.3228822421591921e-05,1.3061283610257692e-06,na,1.1367289941156924e-06,na,na,3.876784682929819e-07,na,na,2.2322036448313995e-07,na,1.057785025291525e-06,6.388737805222198e-07,1.8137167174325975e-07,4.765405876426218e-07,6.265729729748744e-07,1.2250344586074331e-06
arena,5.655516299380411e-06,8.822800233274839e-07,1.4949684950339357e-05,1.180403383182813e-05,1.839097038370799e-05,1.4825166891205734e-05,1.549302657615916e-05,9.142898527180385e-06,2.6835082877829572e-05,3.0213060106759193e-05,1.4824601098879838e-05,1.3590203275465493e-05,6.14164310295724e-06,1.088756992437983e-05,1.617836498230764e-05,1.3728052415713107e-05,5.051203532133076e-06,1.6993546384574715e-05,1.1140361547856208e-05,5.68847515922042e-06,1.0347738474525502e-05,3.7121700521686854e-05,2.0309781813754813e-05
knight,7.353574543114976e-06,na,1.8459610982158163e-06,1.2004102201859114e-06,1.3471277283424185e-05,6.136733378863256e-06,1.404645169963009e-05,4.323735264085305e-06,3.5621791430747217e-06,5.065423938690981e-06,5.02528850809486e-06,3.3975508188663732e-06,6.692554610531477e-06,7.289135796830564e-06,7.286001250897411e-06,4.464407289662799e-06,3.5228906685646065e-06,8.071359649507071e-06,1.8247832356165905e-05,1.4015083725615527e-05,2.791166299049642e-05,2.71734805121735e-05,7.221255756001712e-06
planner,na,na,1.2219742481146953e-06,6.602256211022513e-06,7.6255243054398986e-06,2.5095232717688227e-06,1.1111372240005893e-06,1.6686915784829225e-05,na,2.39311367182251e-07,na,na,1.0202064955078472e-07,1.430146896846503e-06,na,2.4554240093145393e-06,na,9.198130654708912e-08,1.776867702077424e-06,1.4839500415357617e-06,1.7019306701522208e-06,7.03520531059508e-07,2.0632159302862034e-07
revenue,na,na,na,na,1.705975930951355e-05,1.7208159577843356e-05,7.736030861438064e-06,1.3354036518763468e-05,na,1.322195303681937e-05,na,7.738865754084516e-06,8.957413030558898e-06,5.035501090025671e-05,5.771430912128186e-05,1.7857629158651195e-05,3.6446376254929424e-05,2.2512424777400063e-05,1.8407550801296458e-05,2.9580070827946184e-05,na,na,4.629340743579669e-05
promenade,na,1.9299875510288707e-06,5.1998904175093414e-08,4.668261967389656e-07,1.1286354759474613e-06,2.1088430855200193e-08,4.6122677222665966e-07,2.4771399950488726e-07,1.696275782416534e-07,1.0669298453542026e-05,6.281610635118575e-08,na,4.896991178437666e-07,na,na,3.013474920522389e-06,na,8.508270855605744e-07,3.3940169590242926e-07,1.2992807030335336e-05,na,na,1.1605589607859894e-07
pregnancy,3.6459134853077684e-05,9.484510250770451e-06,1.6483652623504613e-05,8.536250454655371e-06,2.436695053199391e-05,1.3749656917590525e-05,1.0356637521816812e-05,1.011123507069949e-05,7.056507254852782e-06,9.034004111129977e-06,1.5327129949689322e-05,3.5863036421367274e-06,4.933718612275949e-05,1.7576966699952183e-05,9.752915060256378e-06,1.0379746948466007e-05,6.165058669988062e-06,na,1.3476243807890575e-05,2.0066302228322468e-05,5.922718732129728e-06,1.8280541299249406e-05,1.9420019943818888e-05
venue,1.7836628328815142e-05,na,na,na,2.88091440078384e-05,na,1.9497313553217887e-06,1.3061283610257692e-06,5.360231472436248e-06,1.6253230354461216e-05,na,na,na,2.5258239549143886e-05,na,na,na,na,na,na,na,na,na
explosion,3.75677844502267e-05,1.2048636568565952e-05,1.5924664403622358e-05,6.869014037730494e-06,1.1373172873009034e-05,6.853740027940062e-06,8.092433367249573e-06,5.021838353599078e-06,3.3247005335364067e-06,4.746342115781313e-06,5.904713997011461e-06,6.417595991192038e-06,1.7119064994621674e-05,3.7276086859741113e-05,5.146096946499983e-05,1.2388730228814268e-05,2.9504209349228583e-05,1.6487649198565728e-05,1.5632442817153065e-05,3.1162950872250996e-06,1.4091985948860387e-05,3.660505263169003e-06,2.9013974019649735e-06
uncomfortable,na,na,na,na,1.9172333405517772e-05,8.076869017541674e-06,na,na,1.794659777796693e-05,1.4697706467776584e-05,na,2.453786702514603e-06,4.754162269066568e-06,na,na,na,na,na,na,2.6381334071746874e-06,6.263104866160172e-06,2.3622900331982543e-05,4.5906554448868025e-06
lea,na,na,2.5999452087546707e-06,1.9339942436328573e-06,1.866589440990032e-06,1.750339760981616e-06,3.8994627106435775e-06,7.476458894147507e-06,2.069456454548172e-06,6.182210318874819e-07,2.1357476159403156e-06,na,1.2446519245195736e-06,na,5.73700885897434e-08,na,3.4451798449933285e-06,na,2.7950727897847117e-06,2.324855065072693e-06,na,1.3674680322469189e-05,1.4700413503289198e-06
herbal,na,na,1.3376718099042781e-05,na,4.471132847022635e-06,na,na,1.8015563600355438e-07,3.392551564833068e-07,na,na,na,1.9587964713750664e-06,na,na,na,na,na,na,na,na,na,na
taker,na,na,na,na,5.353783667955906e-06,na,na,na,na,na,7.537932762142291e-07,na,na,na,na,na,na,na,na,1.5845288776842965e-05,na,5.716104314858503e-07,na
kneading,na,na,na,na,1.0273476768239712e-06,3.542856383673632e-06,na,na,na,na,na,na,na,na,na,na,na,na,1.96852983623409e-05,na,na,na,5.9962212973942785e-06
barbeque,na,na,na,7.33584023446946e-07,1.5771957292086318e-06,2.5285028595385028e-05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
weirdness,na,na,5.6938800071727285e-06,na,2.2283315807167827e-06,na,na,1.9366730870382096e-05,na,na,na,na,na,2.3758891995998356e-06,na,na,na,na,1.6970084795121464e-06,na,na,na,na
jutland,na,na,na,na,1.4469685589070016e-08,1.0544215427600095e-07,8.385941313211993e-08,4.789887972244502e-05,3.392551564833068e-07,3.589670507733766e-07,6.281610635118575e-08,na,0.0,na,na,na,2.5903607857092696e-08,na,1.996480564131937e-08,3.2976667589683593e-08,na,6.595504978682888e-08,1.2895099564288771e-08
kindergarten,2.8628419977012502e-06,na,na,na,7.82809990368688e-06,4.2176861710400385e-08,2.798807913284503e-05,4.256176900583972e-06,3.273812260063911e-05,4.26771938141681e-06,na,na,na,na,na,1.3393221868988396e-06,7.201202984271769e-06,1.943105100807258e-05,na,2.258901729893326e-06,na,na,3.7395788736437434e-06
sustain,na,na,5.8628764457417826e-06,2.0006837003098527e-07,1.4165822191699546e-05,na,1.5723639962272488e-06,na,na,na,na,na,na,na,na,5.357288747595359e-06,na,na,na,na,5.3100236908749284e-06,1.717029796117112e-05,2.3559346903955583e-05
investigator,na,4.1356876093475805e-07,2.0253573176198884e-05,4.4015041406816755e-06,5.8602226635733566e-06,na,5.241213320757496e-06,2.184387086543097e-06,na,4.6665716600538955e-06,na,na,2.632132758410246e-06,1.0933703695245846e-05,2.8971894737820415e-05,na,7.771082357127809e-07,2.1385653772198222e-06,2.655319150295476e-06,6.79319352347482e-06,na,na,5.106459427458353e-06
feathers,4.518799623822561e-06,1.0201362769724032e-06,na,5.661934871876883e-05,7.697872733385249e-06,1.2378908912002512e-05,8.344011606645934e-06,6.823394713634622e-06,na,2.3731710578906563e-06,1.0678738079701578e-06,5.09632622829956e-06,1.02836814747191e-05,6.735530546438369e-06,4.509288963153831e-05,3.906356378454949e-06,na,8.301312915874794e-06,5.8297232472652556e-06,1.018979028521223e-05,1.225390082509599e-05,8.079493598886538e-06,1.164427490655276e-05
tigers,na,na,1.8199616461282696e-07,na,1.3297641056355345e-05,3.880271277356835e-06,1.9497313553217887e-06,1.1484921795226591e-06,5.088827347249602e-07,6.581062597511904e-07,1.256322127023715e-06,1.5100225861628325e-06,1.6527345227227124e-06,1.9376183763726814e-06,1.0900316832051245e-06,na,9.843370985695224e-07,na,1.397536394892356e-07,1.5499033767151289e-06,1.2934673093156878e-06,4.924643717416557e-06,3.868529869286631e-08
external,na,2.550340692431008e-05,1.1335761110170364e-05,na,1.0649688593555532e-05,1.8030608381196165e-05,1.710732027895247e-05,na,1.441834415054054e-05,5.544046673055482e-06,3.580518062017588e-06,na,5.753964634664258e-06,5.7021340790396054e-05,6.924569692782028e-05,6.774738062063297e-05,2.1059633187816364e-05,na,1.1479763243758637e-05,1.4641640409819515e-05,2.1103940309887535e-05,3.1713386439166887e-05,3.2328014607671944e-05
egg,0.00010272550697633898,5.817533903815597e-06,5.60548187007507e-05,0.00010870381438350199,0.00010546953825873134,9.643739430083047e-05,4.052506139609696e-05,4.954279990097746e-06,6.547624520127822e-05,5.238924679898112e-05,5.037851729365097e-05,0.00016629123730118193,0.00012748500367866058,9.056059220998986e-05,6.253339656282031e-05,6.216687150855448e-05,8.131142506341397e-05,2.2121504224574935e-05,0.0001417301552477262,8.471705903789715e-05,4.731367263023174e-05,9.023750061667971e-05,7.436603918725334e-05
integral,na,na,3.3019304151184317e-06,na,4.0949210217068146e-06,7.570746677016869e-06,1.236926343698769e-06,1.1259727250222148e-07,1.0177654694499205e-07,1.794835253866883e-07,na,na,1.7547551722734971e-06,2.260554772434795e-06,1.6637325691025585e-06,4.576017471904369e-06,5.465661257846559e-06,4.806023267085407e-06,2.0443960976711035e-05,na,1.4023908722054298e-05,2.1039660881998415e-05,1.669915393575396e-05
violate,na,na,3.443627428995561e-05,3.3011281055112566e-05,8.95673537963434e-06,6.305440825704857e-06,1.5723639962272488e-05,8.354717619664835e-06,3.4604025961297295e-06,7.418652382649782e-06,na,4.907573405029206e-06,3.4278938249063666e-06,3.5638337993997536e-05,3.1840399167307586e-05,4.687627654145939e-06,7.848793180699086e-06,1.2509457690404121e-05,6.229019360091643e-06,1.183862366469641e-05,6.5354137733845276e-06,1.5400504125224545e-05,9.774485469730888e-06
hindu,1.3752868420329535e-06,4.6871126239272576e-07,1.3220721386517501e-05,2.3541378206979264e-05,3.2701489431298235e-06,5.061223405248046e-07,2.935079459624198e-07,8.557392710168833e-07,7.124358286149443e-07,3.1908182290966803e-07,1.256322127023715e-07,na,8.161651964062777e-08,9.226754173203245e-07,na,7.812712756909898e-07,na,6.208738191928516e-07,1.0581346989899265e-06,1.92913505399649e-06,1.3615445361217766e-06,2.5172844001973025e-06,1.0960834629645456e-06
dice,1.2910856068064462e-06,1.5991325422810643e-06,2.6519441129297642e-06,2.6008888104028084e-06,1.2328172121887653e-05,1.644897606705615e-06,1.5430132016310067e-05,4.931760535597301e-06,8.651006490324324e-06,2.612482425072907e-06,1.005057701618972e-06,1.1325169396221244e-06,na,na,8.662883377051253e-06,na,2.149999452138694e-06,1.2877382916592477e-06,1.1100431936573569e-05,2.4023502339084497e-05,8.237344443536748e-06,6.969250260808252e-06,na
chronicle,1.178817293171103e-06,1.681846294468016e-06,2.0799561670037366e-06,na,1.1344233501830893e-05,2.425169548348022e-06,2.0335907684539087e-06,5.179474535102188e-07,3.0532964083497613e-07,1.8466860500897038e-05,8.166093825654148e-07,3.963809288677436e-06,4.386887930683743e-06,9.249821058636254e-06,1.979268056346147e-05,8.035933121393037e-06,4.9398180183475776e-05,1.8074326736503013e-05,4.0668309091367556e-05,4.341378288181845e-05,4.071018163004112e-05,2.8690446657270565e-05,1.9536075839897487e-05
allen,na,3.6669763469548545e-06,3.990915895438419e-06,1.533857503570887e-06,2.2384603606291314e-05,na,na,3.4454765385679776e-06,3.0532964083497617e-06,3.7292688052567453e-06,3.580518062017588e-06,na,7.87599414532058e-06,na,1.4916223033333284e-06,1.1495848770881708e-05,na,3.7252429151571096e-06,1.0102191654507601e-05,6.15014850547599e-06,5.582332598099284e-06,8.85996168803068e-06,7.169675357744556e-06
reconcile,na,na,2.5219468524920305e-06,na,2.836058375457723e-06,1.328571143877612e-06,1.2578911969817992e-06,na,8.481378912082671e-07,na,6.65850727322569e-06,na,2.0261301000785845e-05,5.766721358252028e-07,2.5242838979487096e-06,na,2.59036078570927e-07,1.8396261309417825e-07,3.6934890436440835e-06,7.172425200756181e-06,1.974239577376576e-06,6.78237761974557e-06,6.138067392601454e-06
intermission,na,na,2.0409569888724167e-06,na,2.1270437815932924e-06,na,na,1.1755155249231924e-05,na,na,na,na,na,na,na,na,2.2354813580670996e-05,na,na,1.5828800443048124e-06,na,na,na
allegation,8.406089983446318e-06,4.990396381946081e-06,7.929832886701746e-07,na,7.220373108945938e-06,6.853740027940062e-06,1.1321020772836192e-05,na,na,na,na,2.265033879244249e-06,2.0220492740965532e-05,9.319021714935278e-06,na,na,na,na,1.3136842111988145e-05,3.462550096916777e-06,na,2.3029304883901084e-05,1.2637197573002995e-06
lend,na,na,na,na,9.73809840144412e-06,4.259863032750438e-06,na,na,na,na,na,na,na,na,4.417496821410242e-06,na,3.6265050999929775e-06,na,na,1.3899665389051634e-05,9.25850284562808e-06,2.1303481081145727e-05,9.168415790209316e-06
probable,na,na,na,na,2.662422148388883e-06,1.7292513301264156e-06,4.276830069738117e-06,2.1821351410930523e-05,3.4502249414352306e-05,2.076026110306028e-05,1.4133623929016795e-05,na,1.8078059100399053e-05,na,5.278048150256392e-06,3.3483054672470992e-06,na,1.1957569851121586e-06,2.7950727897847117e-06,2.0874230584269713e-05,na,3.1042843433000794e-05,1.8401307078240076e-05
allegedly,4.406531310187218e-06,na,na,na,8.03067550193386e-06,na,na,1.3894503426774132e-05,4.647795643821304e-06,na,na,na,1.5445926341988805e-05,3.0978827136529896e-05,na,4.94433107330155e-05,na,na,na,na,4.62925142281404e-06,3.6824902797646127e-06,2.746656207193508e-06
contrast,2.8628419977012502e-06,na,6.39586521353649e-06,na,2.1227028759165715e-05,3.33197207512163e-05,5.0441436998970146e-05,3.179746975462735e-05,1.6216396479902066e-05,1.0230560947041232e-05,na,3.775056465407081e-07,2.1648781834676515e-05,8.350212526748937e-06,1.0842946743461502e-05,3.1250851027639592e-06,4.331083233705899e-05,7.772420403229032e-06,1.828776196744854e-05,1.2613575353053973e-05,2.4031261062549356e-05,1.6862507728832585e-05,1.2843519166031616e-05
union,9.290202953324645e-06,6.617100174956129e-06,3.426727785138656e-05,3.0143634418001778e-05,5.316162485424324e-05,2.3787750004665816e-05,4.077663963549332e-05,1.2183024884740365e-05,8.41352788078601e-06,9.971306965927127e-06,1.9096096330760468e-05,na,1.4242082677289546e-05,6.285726280494711e-05,0.00012747633684640983,8.136382285410452e-05,8.51192554184066e-05,7.634448443408398e-05,6.47258998891574e-05,9.72811693895666e-05,0.00010197968575552106,8.584049729755779e-05,7.060067011448102e-05
honduras,na,1.5715612915520806e-06,5.329887677947075e-07,0.0,1.5771957292086318e-06,5.693876330904051e-07,1.1321020772836192e-06,9.683365435191048e-07,9.159889225049285e-07,1.2364420637749637e-06,5.02528850809486e-07,na,4.4889085802345273e-07,1.5454813240115437e-06,1.9505830120512754e-06,7.812712756909898e-07,4.403613335705758e-07,7.588457790134853e-07,1.4973604230989527e-06,1.7972283836377557e-06,1.7700078969583094e-06,1.066273304887067e-05,1.289509956428877e-06
iron,1.9492585954936453e-05,na,4.414706964465431e-05,7.582591224174341e-05,3.3960352077547326e-05,9.95373936365449e-06,1.301917388876162e-05,5.832538715615073e-06,9.058112678104293e-06,5.444333603396211e-06,2.3116327137236357e-05,1.0570158103139828e-05,1.7180277384352146e-05,1.9007113596798685e-05,3.310254111628194e-05,1.3170001504505256e-05,7.2271065921288625e-06,3.8954083322692245e-05,6.342818752247163e-05,3.320750426281138e-05,3.009013424829126e-05,1.9599642294985983e-05,3.347567846889365e-05
bruges,na,na,2.5999452087546707e-08,na,3.9068151090489046e-07,1.2463262635423313e-05,1.1740317838496792e-06,2.9275290850577585e-07,5.428082503732909e-07,2.39311367182251e-07,0.0,1.3212697628924786e-06,5.713156374843944e-07,1.1533442716504057e-06,6.884410630769208e-07,na,na,5.978784925560793e-07,4.392257241090261e-07,1.8302050512274394e-06,2.723089072243553e-07,na,6.318598786501497e-07
mover,na,na,5.264889047728209e-06,3.0743839528094734e-05,3.993633222583324e-06,na,2.3061338611332983e-07,na,na,5.982784179556276e-08,na,na,na,na,na,na,na,na,1.0182050877072877e-06,na,na,na,na
humble,na,7.719950204115483e-06,na,na,2.3354072540759007e-05,na,1.1740317838496792e-06,na,na,na,na,4.718820581758851e-06,na,na,4.589607087179472e-06,1.0826187677432287e-05,1.3469876085688202e-05,na,1.299708847249891e-05,1.101420697495432e-05,1.9810473000571848e-05,3.0196420294069825e-05,2.6473639405484847e-05
dump,na,na,3.7699205526942724e-07,6.268808927637538e-06,1.9201272776695913e-05,3.753740692225634e-06,na,1.1034532705217706e-05,7.1922093174461045e-06,9.133717180789249e-06,na,na,na,na,9.752915060256377e-07,8.147543303634609e-06,4.9216854928476125e-06,na,9.283634623213507e-06,6.925100193833554e-07,1.2934673093156878e-06,1.2641384542475535e-06,2.630600311114909e-06
expel,na,na,1.0672775081937924e-05,3.66792011723473e-06,2.662422148388883e-06,4.744896942420043e-06,na,9.458170890186605e-07,8.684932005972654e-06,na,na,na,5.101032477539236e-07,4.082838721642436e-06,8.60551328846151e-06,1.8192459705375906e-05,1.3210840007117276e-06,1.471700904753426e-06,9.782754764246491e-06,1.0437115292134857e-05,1.1436974103422922e-05,2.4029623139001323e-05,2.3559346903955583e-05
chekhov,na,1.1028500291593548e-07,1.1699753439396018e-07,2.0006837003098527e-07,9.83938620056761e-07,6.326529256560057e-07,3.5640250581150973e-07,1.351167270026658e-07,na,3.7890966470523084e-07,na,3.775056465407081e-07,5.305073776640805e-07,1.2894388957051535e-05,na,2.0089832803482594e-06,7.771082357127809e-07,1.471700904753426e-06,6.388737805222198e-07,4.946500138452539e-07,4.0846336083653297e-07,1.4290260787146256e-07,5.1580398257155084e-08
wrestling,2.497969978386385e-06,1.8472737988419193e-06,1.5209679471214823e-06,2.400820440371823e-06,1.0562870480021111e-05,8.920406251749681e-06,1.1111372240005893e-06,6.755836350133289e-07,3.731806721316375e-07,1.5355812727527774e-06,2.1357476159403156e-06,9.437641163517704e-07,5.713156374843944e-07,na,na,1.6741527336235496e-06,2.0878307932816713e-05,7.818411056502576e-07,1.357606783609717e-06,4.352920121838234e-06,na,7.694755808463369e-07,7.221255756001712e-07
lever,1.5015886948727146e-06,3.308550087478064e-07,1.6379654815154425e-06,3.334472833849754e-07,2.5466646636763227e-06,6.53741356511206e-07,4.926740521512046e-06,5.179474535102188e-07,na,na,6.281610635118575e-07,na,2.0404129910156945e-06,4.4749757740035736e-06,8.08918249115382e-06,na,5.5692756892749295e-06,6.208738191928516e-07,1.77287474094916e-05,1.8961583864068066e-06,2.3827029382131088e-06,2.9130146989182757e-06,1.805313939000428e-06
kolkhoz,na,na,na,na,1.4469685589070016e-08,2.1088430855200193e-08,4.192970656605997e-08,na,na,na,1.256322127023715e-07,na,2.6525368883204026e-07,5.5360525039219475e-06,2.231696446141018e-05,na,na,2.5294859300449513e-07,na,na,6.807722680608882e-08,na,na
renew,na,na,na,8.402871541301382e-06,1.5062942698221887e-05,9.82720877852329e-06,6.582963930871415e-06,1.1147129977719927e-05,1.2857770430717328e-05,9.971306965927127e-06,na,na,1.8771799517344388e-06,1.6608157511765843e-06,na,na,3.859637570706812e-06,1.1727616584753863e-06,3.392020478460161e-05,2.1764600609191173e-05,3.151975601121913e-05,3.066909815087543e-05,3.6557607264758663e-05
recife,na,na,1.2999726043773353e-08,na,4.340905676721005e-08,4.2176861710400385e-08,6.289455984908995e-08,na,3.392551564833068e-08,0.0,na,na,6.121238973047083e-08,1.1533442716504056e-07,na,na,na,4.599065327354456e-08,1.996480564131937e-08,1.3190667035873437e-07,4.765405876426218e-07,3.187827406363396e-07,2.736340127542077e-05
indication,na,4.962825131217096e-07,1.1465758370608098e-05,na,8.07408455870107e-06,4.871427527551244e-06,2.4361159514880843e-05,3.265320902564423e-06,4.5460190968763115e-06,3.789096647052308e-06,na,na,2.979002966882914e-06,na,na,2.6786443737976793e-06,3.0954811389225775e-05,1.4487055781166537e-06,8.964197732952397e-06,8.771793578855835e-06,1.0756201835362034e-05,1.6983425320108437e-05,2.9761889794378483e-05
redemption,6.834333592551514e-06,na,9.229805491079081e-07,3.4011622905267494e-06,7.538706191905479e-06,4.175509309329638e-06,4.528408309134477e-06,na,na,na,5.653449571606718e-07,1.8875282327035406e-07,2.0404129910156945e-06,5.143915451560809e-06,na,6.696610934494198e-07,6.061444238559691e-06,na,3.553735404154848e-06,2.4732500692262693e-06,2.6550118454374642e-06,3.484625130404126e-06,1.7872607996104235e-05
steak,4.6591350158667405e-06,5.9829614081895e-06,7.5788402835198655e-06,4.268125227327686e-06,2.694255456684837e-05,9.321086437998484e-06,1.1803212398345882e-05,1.8983900143874543e-05,1.5605737198232113e-05,na,6.721323379576876e-06,5.09632622829956e-06,2.0812212508360083e-06,na,5.851749036153827e-06,na,na,2.11557005058305e-06,5.969476886754492e-06,8.376073567779633e-06,1.9061623505704871e-06,6.48557989570484e-07,1.3230372152960279e-05
root,6.846963777835489e-05,1.2407062828042741e-05,3.768620580089895e-05,2.9009913654492862e-05,6.139487595442408e-05,3.840203258731955e-05,2.1468009761822703e-05,1.4615125970788349e-05,8.345676849489348e-06,1.6592254791302738e-05,1.683471650211778e-05,2.831292349055311e-05,1.954715645393035e-05,3.656101341131786e-05,4.170805440474345e-05,4.888525982180765e-05,3.331203970422121e-05,2.2144499551211707e-05,2.840991842759746e-05,2.816207412158979e-05,4.3160961795060316e-05,3.615435979148003e-05,3.419780404449382e-05
excerpt,3.803089124397249e-06,2.4538413148795644e-06,na,2.0006837003098527e-07,8.363478270482469e-06,5.693876330904051e-07,1.1845142104911942e-05,6.75583635013329e-06,6.751177614017806e-06,4.925825641168001e-06,na,na,na,na,1.2908269932692264e-05,1.2388730228814268e-05,1.0957226123550211e-05,na,na,na,na,na,2.1096382887176428e-05
shiite,na,na,1.0594776725675283e-05,na,4.485602532611705e-07,4.850339096696044e-07,1.6981531159254288e-06,6.75583635013329e-08,0.0,4.1879489256893934e-07,na,na,6.121238973047083e-08,1.9376183763726814e-06,na,1.1161018224156997e-06,5.95782980713132e-07,na,8.185570312940941e-07,3.841781774198138e-06,na,2.1985016595609626e-07,na
heather,na,na,6.109871240573477e-07,6.668945667699509e-08,1.0562870480021111e-05,5.272107713800047e-07,8.595589846042293e-07,5.404669080106632e-07,1.696275782416534e-07,5.982784179556276e-07,1.4447704460772723e-06,na,4.4889085802345273e-07,2.3066885433008113e-07,na,4.464407289662799e-07,1.295180392854635e-07,3.449298995515842e-07,9.782754764246492e-07,5.606033490246211e-07,4.0846336083653297e-07,5.935954480814599e-07,1.070293263835968e-06
tablet,na,5.9829614081895e-06,1.5248678649346144e-05,5.868672187575568e-06,1.5873245091209808e-05,1.4740813167784933e-05,1.1195231653138013e-05,6.3054472601244034e-06,3.0872219239980922e-06,na,na,na,na,1.22254492794943e-05,na,4.576017471904369e-06,4.6626494142766855e-07,1.713151834439535e-05,1.63911054315232e-05,3.5449917658909865e-05,1.6610843340685675e-05,1.363071028927797e-05,9.194205989337894e-06
criticise,na,na,na,2.0006837003098527e-07,2.604543406032603e-06,na,na,1.981711996039098e-06,na,1.6891394000280553e-05,na,7.738865754084516e-06,4.448100320414214e-06,na,na,1.0156526583982867e-05,3.4451798449933285e-06,1.8396261309417825e-07,na,na,na,na,1.960055133771893e-06
inconvenient,na,2.6826826959301306e-05,na,na,2.2862103230730626e-06,na,5.681475239701126e-06,na,na,na,na,na,na,na,1.0154505680384581e-05,1.0044916401741297e-06,na,na,1.1699376105813151e-05,na,na,na,5.493312414387016e-06
seminar,7.493909935159155e-06,1.938258926247566e-05,5.4884843356811095e-05,3.908002161271912e-05,1.656778999948517e-05,1.9380267955928975e-05,4.291505467036238e-05,1.3871983972273688e-05,4.030351259021685e-05,4.3813922808283796e-05,1.608092322590355e-05,1.4722720215087617e-05,1.0650955813101924e-05,6.694010152658955e-05,5.6968497969615197e-05,2.4554240093145393e-05,2.3390957894954706e-05,1.2992359549776339e-05,4.392257241090261e-06,1.284441202618176e-05,1.749584728916483e-05,1.9148949454775987e-05,2.2476158540555328e-05
banker,3.845189742010503e-06,2.481412565608548e-07,2.417949044141844e-06,1.2670996768629066e-06,7.046736881877098e-06,6.62176728853286e-06,7.107085262947165e-06,2.2519454500444297e-06,3.0532964083497613e-07,8.176471712060244e-07,2.010115403237944e-06,2.265033879244249e-06,3.958401202570447e-06,6.758597431871377e-06,8.203922668333307e-06,6.585000752252628e-06,3.2431317037080055e-05,6.9675839709420015e-06,1.3316525362760019e-05,1.633993879068822e-05,1.4228140402472565e-05,1.1091440872485057e-05,4.874347635301155e-06
sum,4.322330074960711e-06,na,5.355887130034622e-06,4.734951424066651e-06,3.7158152592731805e-05,7.170066490768065e-06,2.729623897450504e-05,1.0719260342211485e-05,1.9201841856955168e-05,2.5446775377046027e-05,3.3418168578830824e-05,na,1.856775821824282e-05,na,9.494749661602532e-05,3.660813977523495e-05,4.818071061419242e-06,6.434092392968884e-05,2.595424733371518e-05,4.573863794689114e-05,3.744247474334885e-05,4.852093162651045e-05,1.258561717474584e-05
dalian,3.892903775305523e-05,4.6871126239272576e-07,9.099808230641348e-08,6.668945667699509e-08,2.8939371178140033e-08,2.1088430855200193e-08,8.385941313211993e-08,0.0,0.0,0.0,na,na,4.0808259820313886e-08,4.613377086601623e-08,0.0,na,na,4.599065327354456e-08,9.982402820659684e-08,3.2976667589683593e-08,na,3.297752489341444e-08,1.2895099564288771e-08
kris,na,na,na,3.434507018865247e-05,5.773404550038937e-06,5.314284575510448e-06,1.6352585560763389e-06,1.891634178037321e-06,2.747966767514785e-06,na,4.3971274445830026e-07,2.1706574676090716e-05,1.448693223621143e-06,5.4207180767569065e-06,3.442205315384604e-06,5.022458200870649e-06,na,5.978784925560793e-07,2.5554951220888794e-06,9.398350263059824e-07,1.3615445361217765e-07,1.593913703181698e-06,3.391411185407947e-06
crunch,na,2.757125072898387e-07,4.809898636196141e-07,1.0670313068319214e-06,1.0577340165610182e-05,5.482992022352049e-07,3.983322123775697e-07,na,2.7140412518664545e-07,2.592539811141053e-07,2.51264425404743e-07,na,4.2848672811329583e-07,na,na,na,na,6.898597991031684e-08,9.18381059500691e-07,1.4839500415357617e-06,3.4038613403044416e-07,3.187827406363396e-07,3.481676882357968e-07
