concepticon_id,concepticon_gloss,semantic_field,ontological_category,semantic_category,lex_wold_strict,wl_mean,wl_cvar,en,do_mean,do_cvar,ins,cd,aoa_self,conc,sens
1521,seem,Cognition,Action/Process,Verb,0.579112,664.382991,0.372886,622.114311,145.04523,0.71915,7.2e-5,3989.617324,6.67,3.13,4.731617548
1524,wine,Food and drink,Person/Thing,Noun,0.524564,99.749053,0.470438,137.445374,239.42888,1.37711,4.59e-4,2442.598635,7.9,4.79,6.4358559
1526,meal,Food and drink,Person/Thing,Noun,0.628367,36.242876,0.955059,83.488768,192.00832,1.54989,2.07e-4,1584.396322,4.74,4.62,7.451283505
1528,forgive,Emotions and values,Action/Process,Verb,0.785592,64.717659,1.943339,39.168821,109.90613,0.65823,5.2e-5,561.257787,5.44,1.92,3.853112235
1535,sword,Warfare and hunting,Person/Thing,Noun,0.466884,16.830603,0.821786,15.236338,137.52812,0.90763,2.92e-4,278.849006,5.45,4.93,6.179977268
1537,springtime,Time,Person/Thing,Noun,0.49529,109.621145,0.821809,161.710653,197.59594,1.14721,3e-4,3368.733314,5.5,3.89,4.978689378
1539,basket,Basic actions and technology,Person/Thing,Noun,1,13.364608,0.603858,25.654348,660.41203,1.80658,1.22e-4,468.407001,5.67,5,6.032310344
1544,sometimes,Time,Other,Function word,0.844046,267.865498,0.786928,268.900392,335.22412,0.91651,1.09e-4,5092.25749,6.370915,1.77,2.244049034
1545,host,Social and political relations,Person/Thing,Noun,0.503418,24.510879,0.955922,71.406771,95.37435,0.58419,4.6e-5,1066.449125,8.05,3.63,4.486260655
1546,twice,Quantity,Other,Function word,0.809564,26.090284,0.700774,61.553071,163.0599,0.80524,4.1e-5,1227.825571,5.89135,2.93,2.483273901
1547,soup,Food and drink,Person/Thing,Noun,0.900255,42.336091,0.600243,60.178472,172.43206,1.06269,3.81e-4,1063.185998,5.37,4.72,6.449559448
1554,man,Kinship,Person/Thing,Noun,1,881.488693,1.79619,685.403717,3594.70021,0.83834,0.001543,12825.867695,3.11,4.79,6.038932364
1558,similar,Sense perception,Property,Adjective,0.834819,116.799425,0.648811,79.914812,119.49152,0.57991,1.87e-4,1596.855532,7.33,2.46,4.394448363
1559,money,Possession,Person/Thing,Noun,1,341.677116,0.424528,342.694624,766.2463,1.01262,0.004067,6219.816078,5.11,4.54,5.334421579
1560,face,The body,Person/Thing,Noun,1,224.636135,0.863637,338.064397,417.30919,1.20892,8.15e-4,6067.042421,3.75,4.87,6.481296331
1561,army,Warfare and hunting,Person/Thing,Noun,0.622047,52.826401,0.622868,41.758853,168.7513,1.06928,6.06e-4,762.088401,7.15,4.7,4.984906432
1564,lazy,The body,Property,Adjective,1,66.404663,1.553757,42.684899,161.03185,1.7165,4.31e-4,826.757639,6.39,2.67,4.822849938
1567,door,The house,Person/Thing,Noun,1,194.133207,0.386001,223.495235,638.61768,0.96376,7.77e-4,4125.185405,3.05,4.96,5.952426098
1569,cheese,Food and drink,Person/Thing,Noun,0.449241,34.669399,0.572327,104.7444,109.73495,0.70076,6.82e-4,1889.053693,4.33,4.7,6.09975714
1571,sell,Possession,Action/Process,Verb,0.838503,145.054255,0.518034,211.803914,274.10959,1.06294,1.33e-4,1718.184515,7.05,3.35,4.095281817
1572,surprised,Emotions and values,Property,Adjective,0.91705,5.860797,0.994397,1.765274,164.80681,0.98862,1.13e-4,1940.373776,6.63,2.5,5.111968789
1585,sleep,The body,Action/Process,Verb,1,447.839964,0.492167,355.254112,667.15802,0.91802,9.35e-4,5223.672501,2.79,4.44,4.901510777
1594,flour,Food and drink,Person/Thing,Noun,1,42.58384,1.556657,39.154351,179.42746,1.12873,1.3e-4,646.989024,6.89,4.97,5.600357739
1596,lock,The house,Person/Thing,Noun,0.694736,16.163282,1.084005,52.133454,122.29578,1.01467,1.73e-4,522.990211,5.74,4.65,5.373711473
1600,skirt,Clothing and grooming,Person/Thing,Noun,1,16.999117,0.711986,25.538592,137.45279,1.1801,1.66e-4,458.024325,5.67,4.82,4.688376611
1601,weak,The body,Property,Adjective,0.924383,50.584826,0.638519,41.773323,122.93921,0.51583,4.27e-4,694.749333,5.58,2.79,5.545660336
1607,hate,Emotions and values,Action/Process,Verb,0.914384,267.200441,0.399134,387.448655,108.65576,0.72459,4.57e-4,6789.083358,5.53,2.36,4.985993884
1613,color,Sense perception,Person/Thing,Noun,0.664722,188.419983,0.229818,252.014535,170.92445,1.24895,0.001108,4522.990211,3.5,4.08,5.741450584
1624,empty,Quantity,Property,Adjective,0.84378,70.237891,0.572119,50.845672,172.92385,1.13597,5.02e-4,948.383269,4.79,3.43,4.478760162
1626,explain,Cognition,Action/Process,Verb,0.91705,148.179021,0.721036,124.799068,140.23999,0.75285,1.43e-4,1270.839513,6.5,1.97,5.274387941
1634,hundred,Quantity,Number,Function word,0.77675399999999994,67.626084,0.491324,58.789404,255.70804,1.2864,6.1e-5,4022.248591,5.47,3.2,2.885820207
1635,obey,Social and political relations,Action/Process,Verb,0.841402,9.106885,0.737365,9.59325,105.42828,0.52604,6.4e-5,129.635123,5.44,2.67,3.356678269
1639,beer,Food and drink,Person/Thing,Noun,0.749727,105.059818,0.724879,296.016155,155.0817,1.56023,6.85e-4,4703.055473,6.11,4.88,6.645826735
1640,sibling,Kinship,Person/Thing,Noun,0.306812,11.261751,0.52922,14.585213,215.95395,1.21669,1.08e-4,285.968555,7.58,4.37,4.659098161
1642,niece,Kinship,Person/Thing,Noun,0.432564,7.958729,1.029791,15.091644,110.49027,0.71216,2.4e-5,300.207654,7,4.28,4.851181841
1643,cousin,Kinship,Person/Thing,Noun,0.443202,26.472572,0.667334,54.260464,166.04443,1.28951,7.1e-5,1062.296055,4.95,3.7,4.285770314
1644,relatives,Kinship,Person/Thing,Noun,0.930532,29.166894,0.675283,23.614154,386.87301,1.50665,1.25e-4,464.847226,6.47,2.97,4.917827018
1645,short,Spatial relations,Property,Adjective,0.912698,148.913907,0.62544,213.873046,308.91717,0.95907,5.54e-4,4094.037378,4.32,3.61,4.675845528
1647,foal,Animals,Person/Thing,Noun,0.500195,4.421165,1.101102,14.469457,136.53976,1.55826,9e-6,271.432809,8.44,4.96,4.557218314
1651,tear,Emotions and values,Person/Thing,Noun,1,60.001013,0.55581,101.734753,164.63182,0.58168,3.34e-4,1537.822605,4.89,4.56,4.737695056
1653,blind,The body,Property,Adjective,0.933485,31.05747,0.663456,36.766891,130.48632,1.16556,1.54e-4,617.027588,7,4.03,4.050871311
1654,lightning,The physical world,Person/Thing,Noun,1,15.762959,0.526705,14.064312,181.20917,2.38575,1.22e-4,272.026105,4.76,4.59,5.070492228
1656,never,Time,Other,Function word,0.642297,632.030817,0.507694,938.633686,526.98095,1.39376,2.01e-4,17787.896767,5.070761,1.59,2.8533477
1663,bed,The house,Person/Thing,Noun,0.914467,149.78384,0.719791,228.44379,286.3559,0.95997,7.16e-4,4362.503708,2.89,5,6.740063507
1664,raft,Motion,Person/Thing,Noun,0.315211,2.636199,1.612487,1.996785,98.63014,0.6714,1.4e-5,39.454168,7.35,5,4.847083944
1666,mute,The body,Property,Adjective,0.814278,8.057365,1.032082,7.336015,112.38688,1.32412,3.5e-5,86.917829,9.84,3.24,3.817965175
1669,ancestors,Kinship,Person/Thing,Noun,0.925079,8.448525,0.663881,9.188105,230.65443,1.16184,5.3e-5,176.802136,8.61,3.36,3.503862207
1671,tower,Warfare and hunting,Person/Thing,Noun,0.252478,25.735342,0.799719,28.172033,110.54355,1.2251,1.26e-4,502.521507,6.33,4.76,4.389537542
1674,poor,Possession,Property,Adjective,0.847006,84.495715,0.988667,103.890702,502.53853,1.24502,6.97e-4,1998.220113,6.11,2.7,3.318005406
1675,promise,Speech and language,Action/Process,Verb,0.750843,114.862409,0.583152,121.138295,100.29775,0.56306,1.59e-4,1660.634826,5.67,2.09,4.731763042
1682,guilty,Law,Property,Adjective,0.507242,30.752761,1.172925,34.422839,105.1894,0.83792,1.39e-4,667.16108,8.05,2.36,4.332524012
1687,praise,Emotions and values,Person/Thing,Noun,0.592726,33.120565,0.914308,36.998402,104.86617,0.61074,1.15e-4,567.78404,7.95,2.61,4.888686098
1689,smoke,Agriculture and vegetation,Action/Process,Verb,0.914384,67.25119,0.553801,91.562725,281.95505000000003,0.94318,4.63e-4,944.230199,4,4.96,6.291229834
1690,fence,Agriculture and vegetation,Person/Thing,Noun,0.915238,14.449773,0.846888,22.051453,267.87898,1.56665,2.61e-4,384.455651,6.28,4.82,5.253337614
1702,holy,Religion and belief,Property,Adjective,0.457224,53.892919,0.689812,101.02575,193.91905,1.27207,2.54e-4,1900.029665,5.55,1.77,3.623620291
1703,six,Quantity,Number,Function word,0.855131,113.320007,2.196519,87.786197,289.048,1.34996,6.1e-5,7752.002373,5.25193,3.43,3.13162716
1704,seven,Quantity,Number,Function word,0.855131,56.118714,0.639425,49.442135,350.51662,1.08197,8.2e-5,6252.743993,5.3585,3.72,3.136364425
1705,eight,Quantity,Number,Function word,0.855131,37.600126,0.471322,36.318337,273.42087,0.97611,7.2e-5,5642.539306,5.3585,4.04,4.385617803
1706,eleven,Quantity,Number,Function word,0.84638,11.434742,0.775402,8.681674,125.13418,0.5355,3.2e-5,3528.62652,5.78478,3.93,3.981299354
1707,twelve,Quantity,Number,Function word,0.77675399999999994,14.168474,0.539114,15.800647,194.84928,0.9426,8.3e-5,4035.894393,4.484626,3.61,3.161994518
1709,fifteen,Quantity,Number,Function word,0.84638,9.700672,0.6614,10.823154,168.66857,1.02407,1.7e-5,3525.066746,6.10449,3.37,3.630916073
1712,oath,Law,Person/Thing,Noun,0.532981,23.220889,2.430578,3.790998,90.95498,0.45524,4.3e-5,71.195491,11.39,2.79,5.150344617
1726,wet,Sense perception,Property,Adjective,1,39.800385,0.681991,50.845672,184.43193,1.04754,9.87e-4,967.368733,2.47,4.46,6.234871368
1733,rainbow,The physical world,Person/Thing,Noun,1,9.1596,0.851419,20.25724,158.46152,2.12778,1.49e-4,392.465144,4.26,4.57,5.637019814
1747,custom,Social and political relations,Person/Thing,Noun,0.830366,15.788816,1.036339,29.271712,156.95506,0.98359,3.5e-5,550.578463,8.36,2.68,4.069629235
1750,choose,Emotions and values,Action/Process,Verb,0.920883,264.864604,0.562121,265.311967,150.4068,1.03012,2.37e-4,2459.804212,4.74,2.62,4.918558695
1754,bracelet,Clothing and grooming,Person/Thing,Noun,0.915982,9.372786,0.433596,13.630229,162.59227,2.19346,4.2e-5,252.150697,5.68,4.96,5.36331242
1756,widow,Kinship,Person/Thing,Noun,0.82129,5.710754,0.528516,8.247591,102.12451,0.64544,1.7e-5,142.094334,9,4.33,3.638811586
1766,finish,Time,Action/Process,Verb,1,201.645567,0.672201,302.310369,353.54418,0.80605,6.16e-4,4526.253337,6.32,2.89,4.690274681
1767,scrape,Basic actions and technology,Action/Process,Verb,0.922395,4.411995,0.853217,10.374601,127.22236,0.78774,3.5e-5,96.113913,6.21,4.15,5.596439992
1768,foam,The physical world,Person/Thing,Noun,1,8.301514,0.686105,12.458203,96.06846,0.62589,9.7e-5,231.681993,6.15,4.85,4.809464425
1774,stingy,Possession,Property,Adjective,0.899814,1.779906,0.584417,1.099679,91.37536,0.42084,2.8e-5,25.808365,7.78,2,4.297770912
1775,table,The house,Person/Thing,Noun,0.91664,85.264604,0.690653,138.255663,256.68872,1.01345,5.03e-4,2548.20528,4.39,4.9,5.523788681
1776,shame,Emotions and values,Person/Thing,Noun,0.924735,82.940999,1.305185,43.842455,112.22743,0.81407,2.08e-4,824.087808,6.55,2.24,4.19091066
1779,dare,Emotions and values,Action/Process,Verb,0.460085,38.062402,1.556906,30.530555,116.52782,0.78678,1.4e-5,546.722041,6.63,2.28,3.968019492
1782,guest,Social and political relations,Person/Thing,Noun,0.8593,109.614755,0.199257,83.271726,198.7618,2.13126,7e-5,1622.36725,6.21,3.83,4.151406577
1789,age,Time,Person/Thing,Noun,0.465963,122.477309,0.617465,184.73156,214.89062,0.90662,3.47e-4,3221.299318,4.38,2.86,5.623638431
1791,butterfly,Animals,Person/Thing,Noun,1,15.637772,0.66005,27.665602,154.59403,1.89389,1.56e-4,505.487986,3.67,4.93,4.822465967
1793,bat,Animals,Person/Thing,Noun,1,4.864103,1.479631,28.79422,266.68275,2.30158,1.39e-4,417.383566,4.85,5,4.848313765
1807,afternoon,Time,Person/Thing,Noun,0.90035,151.473309,0.75753,112.774949,264.43515,0.90822,6.1e-5,2263.423317,4.65,3.7,4.0442324
1810,danger,Emotions and values,Person/Thing,Noun,0.741662,48.559273,0.544184,28.099686,92.09943,0.44039,5.43e-4,553.84159,4.61,2.68,5.685353625
1817,west,Spatial relations,Person/Thing,Noun,0.777186,53.737404,0.56107,104.469481,269.66366,2.3016200000000002,1.03e-4,2005.63631,5.89,3.44,3.421280985
1820,bear,Animals,Person/Thing,Noun,0.452067,88.730323,0.60188,184.803907,479.07162,2.40833,4.52e-4,1493.325423,3.58,4.88,5.142326837
1833,dinner,Food and drink,Person/Thing,Noun,0.177223,91.998351,0.780418,197.001659,139.47614,1.02913,4.26e-4,3819.044794,3.99,4.5,6.928284564
1840,build,Basic actions and technology,Action/Process,Verb,1,127.061459,0.422688,156.284607,324.6005,1.21656,2.74e-4,1757.342035,4.45,3.71,5.433883907
1843,thousand,Quantity,Number,Function word,0.77675399999999994,141.521552,0.627451,65.474294,219.21536,1.78571,4.4e-5,1728.567191,6.6,3.08,3.362556127
1844,boat,Motion,Person/Thing,Noun,0.821333,28.464424,0.537407,44.754031,283.29498,1.88573,8.84e-4,804.509048,3.84,4.93,4.411237191
1845,ball,Spatial relations,Person/Thing,Noun,0.843515,107.867729,0.424794,140.295857,195.03878,1.67544,0.001035,2662.118066,2.9,5,5.474225174
1848,quarrel,Social and political relations,Person/Thing,Noun,0.924735,9.248687,0.798443,3.848876,111.67331,0.58036,4.6e-5,72.382082,8.32,3.32,5.477882275
1850,cotton,Clothing and grooming,Person/Thing,Noun,0.591646,9.384978,0.504696,17.406757,145.90022,0.99264,1.73e-4,312.963512,6,4.97,5.188990141
1851,pocket,Clothing and grooming,Person/Thing,Noun,1,29.839997,0.459588,39.950171,176.54442,0.98369,7.8e-5,767.428063,4.74,4.68,5.075625432
1857,crocodile,Animals,Person/Thing,Noun,0.730124,5.136405,0.575948,5.454985,151.54239,1.45024,9.6e-5,103.826758,4.78,4.96,5.306982033
1858,fisherman,Warfare and hunting,Person/Thing,Noun,0.546101,9.681522,0.548554,11.546627,110.37537,0.72913,1.2e-5,216.256304,5.16,4.73,4.618931881
1859,third,Quantity,Other,Function word,0.580212,110.610798,0.446249,98.508064,274.08956,0.82238,4.9e-5,3017.798873,4.580539,3.44,3.291298673
1862,donkey,Animals,Person/Thing,Noun,0.709929,8.909405,1.055152,6.93087,172.72173,1.60377,9.9e-5,126.668644,6,5,5.584472353
1867,coin,Possession,Person/Thing,Noun,0.914467,14.742031,0.794427,13.500004,114.4059,0.78295,2.28e-4,241.174726,4.17,4.89,5.599384193
1871,camel,Animals,Person/Thing,Noun,0.504445,3.960985,0.978697,4.152734,279.97652,3.4967,8.3e-5,98.487096,5.11,4.93,4.639654878
1886,armpit,The body,Person/Thing,Noun,1,4.944792,1.566771,1.953377,109.39975,1.08485,2.1e-5,39.454168,6,4.8,5.814848949
1887,cheap,Possession,Property,Adjective,0.914384,96.804975,0.320069,74.517704,89.825,0.42677,3.63e-4,1068.822308,7.11,2.22,3.83878828
1888,pair,Quantity,Person/Thing,Noun,1,103.571274,0.977373,76.065936,126.12586,0.86992,1.08e-4,1271.432809,5.94,3.88,4.105645921
1895,clothes,Clothing and grooming,Person/Thing,Noun,1,55.416747,0.765522,31.745989,495.3149,0.7081,0.001261,2196.974192,3.11,4.76,7.377180434
1897,help,Social and political relations,Action/Process,Verb,1,361.332311,0.531123,788.252618,680.46894,1.11798,9.81e-4,12332.542272,3.65,2.56,5.4820127340000004
1901,shovel,Agriculture and vegetation,Person/Thing,Noun,0.756262,4.759289,0.966162,6.366561,102.22753,0.52632,1.25e-4,80.391575,6.28,4.97,6.064823618
1905,eagle,Animals,Person/Thing,Noun,0.782377,8.828706,0.56421,21.733125,258.95345,3.30632,8.4e-5,420.94334,5.83,5,4.692151062
1906,sour,Sense perception,Property,Adjective,0.900124,23.226082,0.524375,34.842453,156.7304,1.37606,3.32e-4,628.596856,4.89,4.25,5.684968884
1917,tie,Basic actions and technology,Action/Process,Verb,1,25.044478,0.886865,74.228315,222.76561,0.84391,3.09e-4,889.350341,4.74,4.81,5.494638785
1920,dream,The body,Action/Process,Verb,1,235.229256,0.49046,268.278205,164.37757,1.50886,4e-4,4563.63097,4.88,2.6,5.437404422
1923,rough,Sense perception,Property,Adjective,0.826383,9.6029890000000009,1.275151,35.233128,113.43617,1.30057,3.2e-4,686.73984,6.21,3.83,5.109546564
1927,bamboo,Agriculture and vegetation,Person/Thing,Noun,0.566303,3.692152,1.203576,4.847268,469.24368,2.25516,2.3e-5,84.841293,9.28,4.86,5.199523806
1932,guess,Cognition,Action/Process,Verb,0.745477,35.825987,1.850878,285.496859,123.03163,0.9119,1.98e-4,5231.681993,5.44,2.28,4.530933706
1934,beggar,Possession,Person/Thing,Noun,0.752588,4.615248,0.92047,2.025724,98.65076,0.62038,2.3e-5,39.454168,7.63,4.59,5.188278394
1936,deer,Animals,Person/Thing,Noun,0.53629,7.194009,0.616545,11.445341,322.00069,2.51484,3.29e-4,203.797093,5.17,4.86,4.533987308
1939,swear,Law,Action/Process,Verb,0.470485,12.572131,1.223512,56.561108,122.50988,0.93488,1.04e-4,1038.860872,7.21,2.45,5.4517791
1940,guard,Warfare and hunting,Person/Thing,Noun,0.718898,27.86371,1.065068,34.770106,172.13294,1.69087,1.36e-4,671.017502,6.25,4.04,4.295679913
1941,soldier,Warfare and hunting,Person/Thing,Noun,0.899847,29.91866,0.38067,32.107725,151.85841,0.934,3.38e-4,598.338772,6.94,4.72,5.187642197
1942,near,Spatial relations,Property,Adverb,1,341.211338,0.520194,484.032281,757.13277,0.54313,7.17e-4,6638.682883,4.5,3.2,5.265111518
1948,saw,Basic actions and technology,Person/Thing,Noun,0.877743,138.243032,1.25183,331.422916,1599.89577,0.89046,1.28e-4,6520.32038,5.3585,4.46,5.496460669
1970,canoe,Motion,Person/Thing,Noun,0.409818,2.378336,2.314124,2.691319,496.71009,2.2843,4.9e-5,45.980421,6.63,4.86,5.34909445
1973,demon,Religion and belief,Person/Thing,Noun,0.694408,27.39587,1.36277,14.483927,167.70292,3.15211,5.8e-5,270.542866,7.16,3.32,3.060150218
1979,chisel,Basic actions and technology,Person/Thing,Noun,0.57812,1.991985,2.811652,1.461415,89.92111,0.39594,1.4e-5,16.908929,10.53,4.63,5.489197079
1998,command,Social and political relations,Action/Process,Verb,0.920028,107.153165,0.892761,280.447019,395.50991,0.96102,3.65e-4,4404.331059,6.26,2.79,4.25842965
2008,rescue,Possession,Action/Process,Verb,0.741385,109.076801,0.467578,233.855367,130.12166,0.62801,2.4e-4,3026.698309,5.44,3.17,5.427081605
2009,dog,Animals,Person/Thing,Noun,1,116.50145,0.466584,223.032213,2061.57824,2.24239,0.001951,3962.029071,2.8,4.85,6.856526698
2012,collar,Clothing and grooming,Person/Thing,Noun,0.789705,4.549127,0.918719,9.130227,91.08782,0.36751,7.1e-5,164.639573,6.56,4.64,4.753405874
2013,bait,Warfare and hunting,Person/Thing,Noun,0.576513,2.723251,0.998646,5.570741,114.43822,1.64506,2.7e-5,90.774251,7.11,4.45,4.242598057
2017,mix,Food and drink,Action/Process,Verb,1,54.790195,0.751651,171.810334,183.20479,0.95816,2.35e-4,2554.138238,5.11,3.82,5.602711387
2018,greedy,Emotions and values,Property,Adjective,0.444986,4.476734,1.06354,6.077172,108.1865,0.89687,8.8e-5,119.845743,7.53,2.64,4.250146542
2022,admit,Speech and language,Action/Process,Verb,0.714324,97.973768,0.381911,117.260481,96.68027,0.62668,8.2e-5,1683.773361,7.11,2.57,4.959069076
2023,crowd,Quantity,Person/Thing,Noun,0.762646,25.415646,1.004577,66.950178,103.60787,0.62322,2.38e-4,1297.83447,7.14,4.52,5.910068153
2132,sickle or scythe,Agriculture and vegetation,Person/Thing,Noun,0.656223,1.710684,0.563707,0.954984,110.31105,0.58073,2.8e-5,18.095521,11.35,4.88,4.92345784
2253,drip,Motion,Action/Process,Verb,1,13.940129,1.588127,10.345662,124.38455,1.5212,6.8e-5,98.487096,5.89,4.14,5.552746236
3206,elf or fairy,Religion and belief,Person/Thing,Noun,0.184386,26.318631,1.608821,29.416406,155.13206,1.51038,2.62e-4,617.027588,4.32,4.3,3.501224664
3456,crawl or creep,Motion,Action/Process,Verb,1,12.860769,1.575437,43.249207,139.50238,1.13551,1.21e-4,494.808662,3.89,4.27,5.390011359
