concepticon_id,concepticon_gloss,semantic_field,ontological_category,semantic_category,lex_wold_strict,wl_mean,wl_cvar,en,do_mean,do_cvar,ins,cd,aoa_self,conc,sens
882,parrot,Animals,Person/Thing,Noun,0.633586,3.77253,0.656082,3.053055,122.1492,1.91504,4.8e-5,52.210027,5.58,5,5.187882012
887,bitter,Sense perception,Property,Adjective,1,22.531878,0.580908,27.072354,166.18135,1.26112,1.27e-4,505.784634,8.81,2.93,5.244103595
889,flame,The physical world,Person/Thing,Noun,0.931384,15.682278,0.754177,16.610937,102.59958,0.53583,1.72e-4,314.7434,6.25,4.67,5.207092455
890,mule,Animals,Person/Thing,Noun,0.469414,1.663611,0.841766,2.257235,92.96971,0.52038,3.7e-5,52.210027,5.65,5,4.811481103
891,tide,The physical world,Person/Thing,Noun,0.207732,4.954948,1.278218,11.416402,155.15742,1.50129,5.6e-5,217.442895,6.68,4.1,4.853509515
897,swallow,Food and drink,Action/Process,Verb,1,11.824682,0.675465,15.45338,104.63472,0.42041,7.5e-5,187.184812,5.17,3.89,5.897158212
911,temple,Religion and belief,Person/Thing,Noun,0.268222,164.724204,0.661183,193.109375,685.13461,2.14816,0.001245,3241.471373,5.15,4.9,6.258654518
913,crow,Animals,Person/Thing,Noun,0.873304,3.995925,0.632537,10.186498,311.63977,4.26908,8.5e-5,182.141798,5.74,4.93,4.909983747
917,ornament,Clothing and grooming,Person/Thing,Noun,0.749677,9.755263,0.907173,8.189713,97.3114,0.58919,3.7e-5,145.654109,6.1,4.04,5.59506767
921,valley,The physical world,Person/Thing,Noun,0.773148,39.622333,1.810361,37.229913,119.57745,1.15564,7e-5,711.95491,7.94,4.72,4.244919437
924,vegetables,Food and drink,Person/Thing,Noun,0.506933,46.922817,0.292332,43.683291,175.05689,1.65076,5.9e-4,1310.293681,4.17,4.89,6.849642652
925,cassava,Agriculture and vegetation,Person/Thing,Noun,0.109495,1.563122,0.947802,1.143087,116.00256,1.07763,4e-6,20.172056,9.16,4.64,5.764903079
926,rice,Agriculture and vegetation,Person/Thing,Noun,0.776512,53.587443,1.703684,47.966251,406.63585,1.82471,1.65e-4,831.207357,3.72,4.86,6.210567469
932,barley,Agriculture and vegetation,Person/Thing,Noun,0.422011,2.235652,0.780748,6.583603,103.65199,0.61359,2.3e-5,123.702166,9.8,4.59,5.473879478
933,wall,The house,Person/Thing,Noun,0.847009,97.369024,0.46969,134.33444,184.08911,1.09321,4.55e-4,2504.598042,3.79,4.86,4.998556169
937,bird,Animals,Person/Thing,Noun,1,54.98238,0.446944,90.535394,733.98399,1.14798,0.001684,1648.768911,3.52,5,5.497980712
938,mare,Animals,Person/Thing,Noun,0.491736,2.887416,0.806276,2.344052,132.59728,1.60287,1.5e-5,43.013942,8.84,4.75,4.396856156
942,honey,Food and drink,Person/Thing,Noun,0.909055,25.285642,0.590577,43.017696,182.35553,2.59315,2.18e-4,810.442005,5.44,4.88,6.270436665
943,waterfall,The physical world,Person/Thing,Noun,0.829236,6.191975,0.946937,5.729905,112.7691,1.22543,4.8e-5,106.199941,5.47,4.9,4.988966174
946,blood,The body,Person/Thing,Noun,1,93.665791,0.642129,95.353723,357.42104,1.08178,9.75e-4,1704.242065,4.89,4.86,5.695234611
948,water,The physical world,Person/Thing,Noun,1,296.240156,0.616174,291.921298,1806.90196,0.60841,0.003702,4876.297834,2.37,5,6.892788487
951,weapons,Warfare and hunting,Person/Thing,Noun,0.7896,47.493947,0.47209,32.729912,127.17416,0.68475,3e-4,606.051617,6.95,4.76,5.866098599
952,weather,The physical world,Person/Thing,Noun,0.510516,133.475315,0.817156,163.620622,112.66855,0.60228,3.65e-4,3155.4434890000002,5.94,3.83,5.208689466
957,whale,Animals,Person/Thing,Noun,0.284024,5.743261,0.612027,11.73473,106.85166,0.86504,1.46e-4,201.720558,5.47,4.96,5.180201043
960,wind,The physical world,Person/Thing,Noun,1,93.673614,0.511907,73.389087,286.65947,1.63271,5.86e-4,1382.675764,3.89,3.93,5.883339833
964,wool,Clothing and grooming,Person/Thing,Noun,0.493396,14.835861,1.054586,8.971063,106.64543,0.85353,2.29e-4,163.156333,8.06,4.86,5.310065604
965,world,The physical world,Person/Thing,Noun,0.905605,879.768409,0.395088,897.381264,433.68881,0.97088,0.001127,16683.180065,5.32,4.8,7.064036382
970,coconut,Agriculture and vegetation,Person/Thing,Noun,0.360942,10.781971,1.028667,22.254025,710.96111,2.42127,4.6e-5,385.642243,6.5,4.79,6.273697189
977,arrow,Warfare and hunting,Person/Thing,Noun,0.844387,8.689915,0.481957,9.477494,313.30004,1.38076,2.12e-4,175.912192,6.07,4.97,4.949437432
978,wave,The physical world,Person/Thing,Noun,0.866162,57.511859,0.515361,58.63024,121.92951,1.22457,4.07e-4,889.053693,4.26,4.55,5.708306501
979,farmer,Agriculture and vegetation,Person/Thing,Noun,0.49561,21.000738,0.851892,37.866569,149.21777,0.93562,1.13e-4,705.725304,4.74,4.54,4.808002225
996,deaf,The body,Property,Adjective,0.931968,9.099646,0.470832,6.945339,113.62637,0.82814,8e-5,127.855236,6.83,3.27,2.907946069
1001,blacksmith,Basic actions and technology,Person/Thing,Noun,0.642788,13.391542,0.940186,52.263679,118.05299,0.81085,2.8e-5,979.827944,9.84,4.38,4.331129426
1002,statue,Basic actions and technology,Person/Thing,Noun,0.197906,10.535258,0.609635,10.577173,92.32349,0.47628,1.49e-4,198.160783,7.55,4.93,4.842405795
1005,twins,Kinship,Person/Thing,Noun,1,15.216073,0.634327,38.836023,121.70016,1.17179,1.53e-4,730.940374,6.06,4.17,4.122795884
1006,brick,The house,Person/Thing,Noun,0.644976,5.212767,0.646545,13.948557,108.65785,0.66618,1.78e-4,375.259567,6.43,4.83,4.722119573
1007,cow,Animals,Person/Thing,Noun,0.760078,29.059922,0.80993,27.231518,827.71133,1.33872,6.92e-4,499.555028,3.94,4.96,4.965558625
1008,bull,Animals,Person/Thing,Noun,0.640734,12.657708,1.056245,49.03699,264.73285,1.97289,1.46e-4,933.254227,4.53,4.85,5.207771829
1011,bridge,Motion,Person/Thing,Noun,1,40.160306,0.516485,45.737954,187.55344,1.17139,1.8e-4,828.834174,5.58,4.97,4.722555939
1014,or,Cognition,Other,Function word,0.841878,2036.682133,0.620637,3104.147116,2524.08582,0.70457,1.05e-4,51830.910709,4.143602,1.72,2.168675032
1021,towel,Clothing and grooming,Person/Thing,Noun,0.927176,10.097477,0.407479,19.172031,102.70239,0.68083,1.11e-4,351.527737,3.22,4.86,6.48426142
1038,teacher,Cognition,Person/Thing,Noun,1,135.454119,0.771564,148.615795,216.02837,1.27553,6.15e-4,2743.399585,4.55,4.52,5.064921354
1044,pillow,The house,Person/Thing,Noun,0.76903,16.972163,0.642997,24.78618,93.99606,0.41122,2.08e-4,451.201424,3.47,5,6.935973787
1062,law,Law,Person/Thing,Noun,0.627963,261.995098,0.673928,172.533807,524.0816,1.77033,7.92e-4,3011.865915,8.33,2.57,3.834284729
1063,nephew,Kinship,Person/Thing,Noun,0.432564,11.317073,0.800059,16.162384,127.82579,0.89832,2.5e-5,320.379709,6.37,4.48,3.887494674
1067,judgment,Law,Person/Thing,Noun,0.403839,37.099843,0.402358,27.969461,90.95574,0.40346,8.6e-5,525.956689,8.939252,1.68,4.323381754
1068,court,Law,Person/Thing,Noun,0.402154,70.045443,0.601453,102.805493,135.7241,0.8762,4.97e-4,1784.336992,8.39,4.31,4.756091907
1069,glue,Basic actions and technology,Person/Thing,Noun,0.761702,9.62897,0.887686,19.056275,88.40518,0.39272,1.99e-4,304.064076,4.67,4.65,5.158058037
1071,hook,Warfare and hunting,Person/Thing,Noun,0.75114,11.17309,1.381935,48.964643,114.31323,0.48817,8.8e-5,634.529813,6.26,4.79,4.609018378
1077,wheat,Agriculture and vegetation,Person/Thing,Noun,0.588734,8.557459,0.689286,17.971066,116.36243,0.94342,2.17e-4,314.7434,6.53,4.89,6.019550808
1081,bill,Possession,Person/Thing,Noun,0.425694,32.875821,0.90257,128.517719,120.63184,1.7024,2.73e-4,2358.647286,6.4242,4.68,4.377626541
1082,merchant,Possession,Person/Thing,Noun,0.555177,11.174752,0.939412,8.117365,134.61835,1.4589,2.4e-5,162.26639,9.8,4.31,4.433205842
1098,weigh,Possession,Action/Process,Verb,0.667107,19.740623,0.596325,24.540199,105.00692,0.71713,3e-5,183.328389,6.62,3.79,3.324168416
1100,cook,Food and drink,Action/Process,Verb,0.920703,38.111344,1.794333,110.401958,499.21134,0.87784,2.62e-4,1455.651142,4.22,4.32,7.028219476
1103,sacrifice,Religion and belief,Person/Thing,Noun,0.381619,29.399953,0.936158,30.545024,152.85508,1.95633,5.4e-5,460.397508,9.61,2.8,4.018056654
1115,speech,Speech and language,Person/Thing,Noun,0.642526,78.809217,0.836316,55.200979,166.4631,1.24047,3.49e-4,1035.597745,6.22,3.37,5.887319915
1121,secret,Cognition,Property,Adjective,0.825905,84.082134,0.380135,103.456619,112.12859,0.79362,5.09e-4,1983.981015,5.39,2.19,4.311476404
1124,pipe,Agriculture and vegetation,Person/Thing,Noun,0.75403,9.387523,1.023809,17.768493,126.88912,0.85002,2.21e-4,295.461287,8.17,4.88,4.373074698
1125,bald,The body,Property,Adjective,1,11.310807,1.359795,6.916401,144.99115,2.28259,8.6e-5,135.271433,7.26,4.69,5.316503354
1133,match,The physical world,Person/Thing,Noun,1,103.138463,0.819195,84.414813,131.42139,0.88298,1.22e-4,1484.129338,5.72,4.14,3.544789322
1135,kick,Motion,Action/Process,Verb,0.913191,21.807534,1.29711,127.852124,107.68844,0.54088,7.9e-5,1618.21418,4.06,4.33,5.909194699
1136,rabbit,Animals,Person/Thing,Noun,0.735838,15.478505,0.894908,12.168813,293.14224,2.94101,2.3e-4,295.757935,3.94,4.93,4.501536406
1143,oven,Food and drink,Person/Thing,Noun,0.713337,46.238952,0.93721,47.228308,144.40933,1.37378,1.67e-4,824.384456,5.67,4.97,5.104911909
1145,swamp,The physical world,Person/Thing,Noun,0.811384,5.594522,0.997481,7.799037,114.03883,1.10547,8.7e-5,108.57312400000001,7.95,4.96,5.048288068
1149,orphan,Kinship,Person/Thing,Noun,0.788395,8.317869,1.24765,7.900324,126.1059,1.0129,2.5e-5,128.448532,6.94,4.04,3.615204975
1150,thunder,The physical world,Person/Thing,Noun,1,8.790012,0.798092,28.736342,105.15677,0.86208,8.2e-5,558.587956,4.89,4.34,4.428124593
1153,cattle,Animals,Person/Thing,Noun,0.3592,6.298921,1.172068,7.20579,335.55047,1.3734,1.04e-4,119.252447,6.53,4.64,5.95029255
1155,cave,The physical world,Person/Thing,Noun,1,76.477126,2.894599,18.159169,253.64297,1.41233,1.89e-4,272.916049,6.74,4.96,4.500787893
1156,open,Spatial relations,Action/Process,Verb,1,346.023717,0.498621,488.112668,438.43412,0.7747,5.12e-4,6478.196381,5,3.21,4.725517756
1159,fart,The body,Action/Process,Verb,1,15.996438,1.182777,11.662382,121.28827,1.17172,7.6e-5,183.031741,5.78,4.18,6.079942052
1161,thread,Clothing and grooming,Person/Thing,Noun,1,38.184252,0.596214,41.093258,147.98083,1.08938,2.74e-4,681.993474,6.61,4.93,5.816545223
1162,intention,Cognition,Person/Thing,Noun,0.535045,141.702146,0.586165,104.816748,129.70410999999999,0.71302,1.32e-4,2037.080985,8.37,1.7,3.694579019
1169,ox,Animals,Person/Thing,Noun,0.535425,3.074128,0.660028,1.374598,262.88125,2.85776,5.3e-5,37.080985,4.72,4.86,3.704276712
1171,mirror,Clothing and grooming,Person/Thing,Noun,1,35.681372,0.55386,41.889079,126.62501,1.28713,2.21e-4,738.356571,4.89,4.97,5.780473142
1174,yesterday,Time,Other,Function word,1,379.407678,0.408861,207.969508,219.64469,0.95218,6.8e-5,4202.907149,4.580539,3,2.967339632
1175,ghost,Religion and belief,Person/Thing,Noun,0.799534,25.754137,1.049362,41.122197,108.69254,0.60534,4.62e-4,762.088401,5.06,3.19,4.07728782
1185,vulture,Animals,Person/Thing,Noun,0.438111,1.754596,0.907617,2.416399,123.37566,1.58561,2.4e-5,45.387125,8.89,4.73,4.236925805
1188,charcoal,The physical world,Person/Thing,Noun,1,2.844053,1.34091,3.47267,128.00878,1.25307,2.2e-5,60.516167,8,4.85,4.838724035
1208,cat,Animals,Person/Thing,Noun,1,139.121299,1.311154,127.910001,316.49077,1.95604,0.001194,2339.958469,3.68,4.86,6.349945313
1216,mother,Kinship,Person/Thing,Noun,1,267.837702,0.62371,315.984006,2190.31732,0.71879,6.43e-4,5730.940374,2.63,4.6,5.761231245
1217,father,Kinship,Person/Thing,Noun,1,189.061304,0.684797,150.713866,2342.12614,0.55295,3.46e-4,2636.606348,4.11,4.52,5.65556169
1218,rope,Basic actions and technology,Person/Thing,Noun,1,21.796062,0.731449,23.46946,314.43227,0.88702,4.59e-4,419.163453,5.44,4.93,5.16614002
1220,tail,The body,Person/Thing,Noun,1,26.915233,0.759174,21.950167,343.61198,1.65412,2.08e-4,401.067932,3.7,4.96,4.891548431
1222,penis,The body,Person/Thing,Noun,1,8.300775,0.589957,11.329585,107.4375,0.90042,4.44e-4,219.222783,8.53,5,6.148920819
1223,heart,The body,Person/Thing,Noun,1,354.927462,1.140387,357.352184,334.82636,1.06572,6.4e-4,6758.528627,5.17,4.52,4.810590877
1231,new,Time,Property,Adjective,1,1467.618671,0.300601,1826.609803,359.44126,1.06023,6.47e-4,33177.395432,4.72,2.81,5.558039527
1234,smooth,Sense perception,Property,Adjective,1,19.822876,0.737445,41.180075,124.08493,1.09162,4.3e-4,743.399585,5.61,3.81,5.733024216
1242,few,Quantity,Other,Function word,0.914384,547.20145,0.830011,1581.092054,2169.23717,1.11388,5.51e-4,29529.516464,3.95,3.67,4.52619739
1245,butter,Food and drink,Person/Thing,Noun,0.607122,40.918372,0.956029,77.541821,124.94195,0.74779,3.22e-4,1338.178582,5.78,4.9,6.766638915
1247,ear,The body,Person/Thing,Noun,1,69.627181,0.341458,63.651142,290.66981,1.16497,4.33e-4,1208.543459,3.63,5,5.396707067
1248,eye,The body,Person/Thing,Noun,1,386.023971,0.506737,315.043491,552.09109,1.10215,0.001269,6028.774844,3.75,4.9,6.105827573
1256,head,The body,Person/Thing,Noun,1,489.189821,1.140143,475.697874,1280.3826100000001,0.82078,6.58e-4,7745.179472,3.42,4.75,6.217219634
1257,wing,The body,Person/Thing,Noun,1,20.504598,0.504941,38.90837,147.98212,0.90386,2.41e-4,1083.654702,4.79,4.86,4.50424909
1262,brother,Kinship,Person/Thing,Noun,0.407712,152.470756,0.589493,171.000045,1667.1301,1.04122,3.46e-4,3330.169089,3.63,4.43,5.082499671
1263,sister,Kinship,Person/Thing,Noun,0.458721,112.911164,0.441897,177.713873,763.10009,1.00018,2.6e-4,2947.196678,3.68,4,5.270912852
1264,change,Spatial relations,Action/Process,Verb,0.722958,511.35429799999997,0.318122,602.725238,239.02651,1.01696,9.62e-4,7925.541382,4.26,3.07,5.233446794
1269,no,Cognition,Other,Function word,0.731738,1644.434394,0.659948,2114.667757,4217.49315,1.16865,6.46e-4,38833.283892,2.715564,2.45,5.860412077
1270,why,Cognition,Other,Function word,1,796.112507,0.60007,941.860375,1508.43676,0.66,1.99e-4,18059.329576,3.97309,1.86,2.865671085
1272,aunt,Kinship,Person/Thing,Noun,0.295192,42.60056,0.291604,32.25242,219.76916,1.12236,8.9e-5,600.415307,3.8,4.48,4.123174466
1273,candle,The house,Person/Thing,Noun,0.934594,18.370337,0.494384,23.18007,161.13287,2.25399,2.3e-4,425.096411,5.37,4.86,6.032885779
1274,salt,Food and drink,Person/Thing,Noun,1,59.59041,0.842324,67.659182,227.41108,1.10735,3.45e-4,1196.974192,5.05,4.89,5.715969578
1275,answer,Speech and language,Action/Process,Verb,1,274.546834,0.619398,300.284645,257.371,0.90944,3.38e-4,4616.73094,5.43,2.96,5.893838049
1276,autumn,Time,Person/Thing,Noun,0.427464,57.648057,0.787219,13.644698,99.29355,0.58021,1e-4,259.566894,6,3.27,4.849100295
1281,prison,Law,Person/Thing,Noun,0.856422,34.919848,0.497623,55.389082,200.96005,1.67629,6.76e-4,1055.176505,5.74,4.83,5.352116003
1283,today,Time,Other,Function word,1,1568.499958,0.488262,1478.778523,1017.54947,0.97504,1.11e-4,29315.633343,4.772365,2.57,3.759593526
1289,baby,Kinship,Person/Thing,Noun,0.859286,91.023977,0.902936,352.418099,329.59705,1.63139,0.001681,6456.541086,3.84,5,6.634214336
1290,elephant,Animals,Person/Thing,Noun,0.518785,15.280277,0.84444,15.959811,175.17762,1.73951,2.76e-4,285.671907,4.8,5,5.241977205
1302,fork,Food and drink,Person/Thing,Noun,0.750507,4.424778,1.087411,13.557881,102.81193,1.12364,1.75e-4,249.480866,3.63,4.9,6.247655603
1305,chimney,The house,Person/Thing,Noun,0.405311,2.957316,1.045432,2.430869,94.86645,0.56661,4.4e-5,43.607238,6.58,5,4.926455487
1306,queen,Social and political relations,Person/Thing,Noun,0.398815,30.209533,0.459671,56.590047,96.4547,0.52804,3.95e-4,1063.482646,4.42,4.45,4.338439067
1308,doubt,Cognition,Person/Thing,Noun,0.617648,116.347024,0.695098,93.791021,92.52182,0.41589,1.2e-4,1872.441412,8.79,1.79,4.979060139
1309,ask,Speech and language,Action/Process,Verb,1,363.809199,0.726901,609.540353,585.64953,0.67572,2.49e-4,5175.318896,2.89,2.52,5.090093978
1312,fox,Animals,Person/Thing,Noun,0.516917,8.392645,1.073896,39.805477,285.4083,1.64973,1.28e-4,800.05933,5.017476,4.97,4.5154785650000004
1316,tent,The house,Person/Thing,Noun,0.430567,14.815766,0.550512,16.625406,228.41558,2.18902,2.12e-4,303.767428,5.16,4.96,5.505573542
1318,chicken,Animals,Person/Thing,Noun,0.806851,63.762255,1.084517,113.180094,322.7467,1.36002,5.56e-4,2159.003263,3.26,4.8,6.401547033
1322,breakfast,Food and drink,Person/Thing,Noun,0.644956,66.337725,0.561301,97.393916,110.61804,0.54078,3.26e-4,1865.618511,3.47,4.43,7.002864876
1324,slip,Motion,Action/Process,Verb,1,13.872923,0.931127,35.073964,104.48801,0.53282,7.7e-5,411.15396,6.17,4.1,5.516784253
1325,friend,Social and political relations,Person/Thing,Noun,1,537.503611,0.481724,885.921454,829.63096,0.95452,0.00153,16975.971522,3.57,3.07,4.933733037
1327,uncle,Kinship,Person/Thing,Noun,0.198828,38.276436,0.777575,33.294221,488.00027,1.15724,9.8e-5,618.21418,4.47,4.24,5.127973637
1329,tomorrow,Time,Other,Function word,1,514.71876,0.599958,498.342574,424.21034,1.00803,8.7e-5,10009.492732,5.187988,2.04,2.2833486
1331,sheep,Animals,Person/Thing,Noun,0.7414,16.730696,0.536616,15.482319,332.43793,1.83278,3.52e-4,267.873035,4.25,4.9,5.328437721
1332,neighbour,Social and political relations,Person/Thing,Noun,0.738119,92.419483,0.352822,64.967863,209.80652,1.04153,8.4e-5,1224.562444,5.06,4.64,5.347002421
1337,pig,Animals,Person/Thing,Noun,1,26.965717,0.298092,31.008047,587.22664,1.33399,5.35e-4,565.114209,3.84,5,4.927050121
1338,peace,Warfare and hunting,Person/Thing,Noun,0.562489,86.544744,0.628187,103.369802,154.29994,0.93241,4.74e-4,1940.967072,6.32,1.62,3.814522384
1342,summer,Time,Person/Thing,Noun,0.660155,165.054814,0.5698,272.893962,156.24357,1.26046,5.59e-4,5229.30881,4.33,3.64,5.288410754
1343,sun,The physical world,Person/Thing,Noun,1,211.727033,0.513622,140.614185,503.85608,1.07585,9.7e-4,2692.969445,3.4,4.83,5.928948427
1344,ram,Animals,Person/Thing,Noun,0.456349,6.794522,0.161888,6.627011,104.16575,0.76665,3.2e-5,201.720558,8.32,4.55,4.257507715
1348,boar,Animals,Person/Thing,Noun,0.653533,2.3313990000000002,0.677248,1.114148,128.09262,1.27182,1.7e-5,21.951943,9.83,4.8,3.965276949
1350,monkey,Animals,Person/Thing,Noun,0.697344,15.907169,0.629048,24.655955,363.60494,2.09295,3.15e-4,452.981311,4.21,4.9,4.625741619
1357,daughter,Kinship,Person/Thing,Noun,0.916594,98.774207,0.622725,132.236369,719.5141,1.20187,1.03e-4,2504.598042,4.95,4.79,4.666814704
1358,enemy,Social and political relations,Person/Thing,Noun,0.909982,52.550304,0.805639,53.218663,148.99267,1.1284,2.84e-4,1001.483239,7.26,2.96,4.631961965
1360,duck,Animals,Person/Thing,Noun,0.719074,15.398672,0.847514,33.091649,204.93494,2.32315,2.78e-4,570.750519,3.5,4.86,5.535858678
1361,tool,Basic actions and technology,Person/Thing,Noun,0.587263,75.418097,0.466891,101.995204,146.85155,1.1328,8.12e-4,1959.062593,5.37,4.6,6.257104327
1368,bread,Food and drink,Person/Thing,Noun,0.916959,64.59726,0.450699,70.856932,312.24116,1.58622,7.55e-4,1193.414417,3.58,4.92,6.827404578
1369,gold,Basic actions and technology,Person/Thing,Noun,0.799829,64.94407,0.512768,76.948573,306.2646,2.6123,6.4e-4,1400.771284,7.1,4.81,5.074246622
1374,ring,Clothing and grooming,Person/Thing,Noun,1,36.639243,0.578942,77.816741,214.86923,1.54876,5e-4,1317.41323,4.53,4.81,5.451932283
1375,window,The house,Person/Thing,Noun,0.929031,108.239533,0.528891,116.725111,178.04382,0.86486,4.77e-4,2199.050727,4.74,4.86,5.545691485
1378,spoon,Food and drink,Person/Thing,Noun,1,33.119254,1.115027,21.501613,169.87982,1.51271,2.29e-4,404.331059,2.5,4.96,6.035669499
1381,shoe,Clothing and grooming,Person/Thing,Noun,1,60.484817,0.42303,108.260479,248.16209,1.25031,8.32e-4,1925.244735,2.6,4.97,5.939249496
1384,second,Quantity,Other,Function word,0.663402,373.344378,0.585135,309.067605,442.25062,0.99203,1.49e-4,7539.89914,4.68,3.3,2.60369722
1385,pepper,Food and drink,Person/Thing,Noun,0.460847,33.266395,0.740664,55.909982,108.1542,0.75179,1.31e-4,1052.210027,5.47,4.89,6.495100529
1386,lion,Animals,Person/Thing,Noun,0.726088,24.318198,0.560668,28.77975,230.74464,2.19748,3.02e-4,549.68852,4.42,4.96,5.83708195
1388,shade,The physical world,Person/Thing,Noun,1,50.018538,0.487946,81.173655,216.38251,1.59621,2.18e-4,1494.808662,5,4.54,5.008856865
1390,wrong,Emotions and values,Property,Adjective,0.825905,158.905686,0.560425,255.559553,242.60382,0.91488,8.18e-4,4933.550875,4.22,2.1,4.487885018
1391,town,Social and political relations,Person/Thing,Noun,0.792083,392.983716,0.528537,521.884381,404.01535,1.15234,7.35e-4,9663.008009,5.11,4.79,6.299401221
1399,clay,Basic actions and technology,Person/Thing,Noun,0.813318,7.51789,1.200209,15.887464,150.04697,1.49199,1.17e-4,289.824978,5.32,4.93,4.462702163
1403,bite,The body,Action/Process,Verb,1,20.084483,0.64983900000000006,43.466249,231.46189,0.93661,2.42e-4,795.312964,3.58,4.44,5.411996875
1427,beautiful,Emotions and values,Property,Adjective,1,538.771854,1.090526,341.913273,406.15995,1.36373,5.85e-4,6703.352121,5.72,2.16,5.239430664
1430,star,The physical world,Person/Thing,Noun,1,111.15031,0.407443,178.307121,135.59567,1.12601,8.8e-4,3148.917235,3.89,4.69,4.945059227
1440,spit,The body,Action/Process,Verb,1,9.608738,1.424152,10.779746,124.77392999999999,0.84834,9.2e-5,215.959656,5.06,4.71,5.308366693
1441,fly,Motion,Action/Process,Verb,1,61.202109,0.52713,119.864983,263.31156,0.93671,5.61e-4,1450.31148,3.05,4.64,4.1829666659999996
1450,room,The house,Person/Thing,Noun,0.899814,164.688962,0.627693,349.480799,316.491,1.21283,4.82e-4,6402.551172,4.22,4.79,4.734011009
1453,wash,Basic actions and technology,Action/Process,Verb,1,56.130587,0.773532,70.249215,325.23038,1.36585,2.14e-4,764.164936,4,4.35,5.487299686
1457,sew,Clothing and grooming,Action/Process,Verb,1,27.739178,1.084004,67.630243,142.08932,0.94434,1.7e-4,579.353308,6.05,4.32,5.754785327
1463,drunk,The body,Property,Adjective,1,25.996143,0.636158,59.151141,233.07765,0.84913,5.29e-4,1173.242361,9.26,3.48,6.127984519
1464,ladder,The house,Person/Thing,Noun,1,5.747354,0.708656,8.609327,271.39629,2.00509,1.09e-4,161.673094,4.39937,5,5.92474433
1469,week,Time,Person/Thing,Noun,0.916959,659.187178,0.44404,1067.744653,258.11188,1.25407,8.8e-5,20140.314447,5.11,3.48,3.278832703
1472,key,The house,Person/Thing,Noun,1,68.708741,0.688376,118.475915,91.09709,0.4387,2.99e-4,2275.289232,3.58,4.89,5.537070313
1474,sea,The physical world,Person/Thing,Noun,0.756417,113.172424,0.549277,62.001624,608.2714,1.97557,9.67e-4,1156.63008,4.74,4.79,5.701552139
1475,comb,Clothing and grooming,Person/Thing,Noun,1,2.431126,1.095799,5.483924,116.41577,1.00878,3.5e-5,71.492139,5.5,5,6.382479447
1476,chair,The house,Person/Thing,Noun,1,29.999105,0.67391,61.639888,143.02032,1.50217,4.76e-4,1130.821715,3.43,4.58,6.048896535
1481,hammer,Basic actions and technology,Person/Thing,Noun,1,10.002652,1.296817,14.93248,105.48756,0.77676,2.55e-4,237.318303,5.42,4.77,6.423217185
1482,shoulder,The body,Person/Thing,Noun,1,36.479805,0.547235,46.302263,193.23083,0.86697,1.2e-4,902.402848,4.5,4.93,5.362371123
1483,nine,Quantity,Number,Function word,0.855131,28.607094,0.544065,29.344059,165.76421,0.80911,4.3e-5,4582.023139,3.2271,4.04,4.015111744
1484,oil,Food and drink,Person/Thing,Noun,0.917769,70.95949,0.785537,100.200991,196.10237,1.65334,4.95e-4,1772.471077,7.33,4.93,4.16726034
1489,cloud,The physical world,Person/Thing,Noun,1,45.612712,0.298342,52.900335,136.76251,0.93019,3.93e-4,978.344705,3.63,4.54,5.222664614
1493,one,Quantity,Number,Function word,1,2067.528462,1.382185,3199.71788,9207.70076,0.53343,4.77e-4,72619.994067,3.2271,3.97,3.688233785
1498,two,Quantity,Number,Function word,1,972.5832,0.294661,834.786392,3705.60065,1.14628,3.69e-4,35755.562148,4.239515,4.18,4.501236733
1500,four,Quantity,Number,Function word,1,146.125261,0.368088,166.427696,587.83302,0.68497,1.18e-4,14639.572827,4.93222,3.37,3.561435536
1502,goat,Animals,Person/Thing,Noun,0.77377,19.544885,0.922024,20.329587,428.33279,1.48295,1.37e-4,369.623257,5.21,5,5.68661577
1506,measure,Spatial relations,Action/Process,Verb,0.917557,78.017335,0.784281,61.336029,113.67116,0.57436,2.71e-4,847.819638,7.53,3.59,4.18431646
1507,fruit,Food and drink,Person/Thing,Noun,0.838509,71.021707,0.549959,71.609344,1126.36202,2.39999,0.001073,1282.705429,3.63,4.81,7.039247917
1508,king,Social and political relations,Person/Thing,Noun,0.546382,84.331917,0.631224,98.016103,484.00675,2.21535,6.83e-4,2259.566894,5.42,4.1,4.246177145
1509,mosquito,Animals,Person/Thing,Noun,0.933634,14.477295,0.874449,6.149519,155.23693,1.5494,8.1e-5,119.845743,6.1,4.88,5.656929777
1510,chin,The body,Person/Thing,Noun,1,4.508873,0.924872,9.737945,94.14857,0.50652,4.9e-5,188.668051,4.22,4.89,5.292773066
1511,rooster,Animals,Person/Thing,Noun,0.741428,7.640821,0.841623,4.78939,169.07358,1.2021,5.4e-5,84.841293,6.41,4.75,5.413837284
1514,hen,Animals,Person/Thing,Noun,0.594039,5.188423,1.313927,3.530548,166.17631,1.43474,7.5e-5,123.702166,6.39,4.9,5.033577118
1515,ten,Quantity,Number,Function word,0.78973,85.622999,0.675541,83.445359,353.51463,0.76461,1.07e-4,9142.390982,3.578781,3.39,3.578713113
1518,stupid,Cognition,Property,Adjective,0.828221,160.96605,0.686538,125.623827,119.32118,0.68203,8.78e-4,2424.206467,4.4,1.84,4.75131026
