concepticon_id,concepticon_gloss,semantic_field,ontological_category,semantic_category,lex_wold,lex_ids,mand1415,kore1280,indo1316,stan1306,stan1293,stan1295,dani1285,norw1258,finn1318,lith1251,poli1260,russ1263,ukra1253,mace1250,mode1248,roma1327,ital1282,stan1290,stan1289,stan1288,port1283,dutc1256,swed1254
1199,wife,Kinship,Person/Thing,Noun,1,1,54.814428,21.477735,256.313076,390.982476,142.726726,9.475941,78.816681,67.713494,75.564581,72.096203,71.372532,216.086894,118.636647,44.305845,31.990364,50.082982,90.918129,25.292755,12.525568,46.607779,43.520485,6.157713,93.389829
1203,long,Spatial relations,Property,Adjective,1,1,394.422507,4.356203,43.01567,355.371928,808.596675,1007.887945,1212.110485,809.237315,263.313986,535.625716,514.971797,362.259252,126.381302,382.570371,15.723199,305.372819,353.011498,344.106783,332.812501,274.183449,490.15027,869.79803,1181.462101
1207,young,Time,Property,Adjective,0.976504,0.950332,121.501105,9.677388,329.773805,351.23737,277.611005,276.772956,376.428471,248.938686,191.895092,1.887335,154.252814,193.712397,289.133801,350.429103,16.396681,140.568075,263.89017,402.359263,306.19567,218.946636,206.835135,291.078461,235.000159
1208,cat,Animals,Person/Thing,Noun,1,1,119.592564,33.360796,128.397031,153.845569,127.910001,154.256583,84.446444,58.587777,76.192716,53.222851,93.265822,219.546868,62.875128,39.17217,15.723199,936.905883,133.382526,140.297298,237.236974,71.8903,103.159668,78.447575,78.074136
1216,mother,Kinship,Person/Thing,Noun,1,0.92276,86.024691,45.409282,545.567134,630.453407,315.984006,206.290402,410.567353,165.552029,197.548303,46.805912,148.743785,125.366382,364.285642,368.285363,80.55873,382.359882,243.945679,225.029678,270.456958,370.531841,543.548293,315.878017,71.074386
1217,father,Kinship,Person/Thing,Noun,1,0.986984,99.763381999999993,56.713353,235.539718,653.126789,150.713866,143.019626,261.851535,111.476223,111.179808,219.685812,85.900046,120.130289,152.483659,288.266998,169.743203,18.028034,190.780335,214.147527,171.069302,223.640391,382.838425,188.400708,99.910964
1220,tail,The body,Person/Thing,Noun,1,1,27.112513,4.190778,57.159233,49.34795,21.950167,12.809292,15.943489,4.274499,3.64318,8.681742,8.651216,40.36636,27.938127,13.168992,43.284128,23.201896,50.390285,35.152643,65.623083,66.042343,26.666774,12.673923,0.77775
1223,heart,The body,Person/Thing,Noun,1,1,218.892844,17.783234,1317.886258,1829.075105,357.352184,216.038882,147.882613,128.201049,76.255529,284.04394,252.701204,258.39084,323.554492,352.32633,169.30285,299.210174,336.920147,304.452887,159.496766,312.294102,446.758734,213.200264,141.311195
1229,old,Time,Property,Adjective,1,0.989419,405.733421,37.992708,1179.921523,291.352965,638.826534,601.449731,701.851289,655.355347,458.475378,76.24834,218.157552,199.709685,236.125938,360.361647,197.459551,229.213573,291.520976,252.053684,94.145979,317.075796,328.254065,612.924398,605.827378
1232,warm,Sense perception,Property,Adjective,0.974279,0.923513,57.522873,3.832356,98.367959,61.284819,125.392316,188.051312,326.188466,234.079713,125.187208,160.612221,23.750036,267.502104,107.622026,120.529755,64.421081,149.513107,272.894139,231.608432,23.621587,51.763215,133.179132,244.769086,159.997138
1252,house,The house,Person/Thing,Noun,1,1,160.106966,10.587228,19.226406,1384.543435,502.71235,247.087264,266.580536,401.294047,138.063965,134.000796,873.079091,330.865757,213.695121,243.179941,26.032644,516.420389,0.8984,311.460332,777.402079,890.032695,1414.499584,707.69413,267.06739
1262,brother,Kinship,Person/Thing,Noun,0.830116,0.834258,176.610235,103.611463,464.943626,225.733529,171.000045,84.109461,67.467079,72.870032,34.610211,108.144304,131.624987,115.932187,250.869467,233.917006,97.266249,151.950571,169.078972,126.793539,94.554421,208.635764,209.955715,121.635917,85.512617
1265,high,Spatial relations,Property,Adjective,1,0.992985,395.05401,11.552209,451.411045,471.339611,427.442234,402.182427,426.713514,354.410255,98.11461,6.41694,149.151862,285.816899,432.209138,306.681266,60.121162,21.224331,256.403499,288.245078,241.253325,326.946972,337.590015,356.177295,445.750471
1267,narrow,Spatial relations,Property,Adjective,0.974618,0.989205,19.913383,24.317539,40.350753,44.679901,19.432481,17.148938,20.830123,16.080259,13.316452,13.40008,8.40637,26.088202,12.10461,27.342398,13.314208,8.025234,0.279502,12.547449,24.574619,13.245843,6.860118,16.954798,31.309424
1274,salt,Food and drink,Person/Thing,Noun,1,0.994987,46.225992,11.469497,31.940013,33.743328,67.659182,44.780112,74.042642,50.85297,88.629779,255.733913,32.992963,69.153342,52.893128,33.926894,26.680223,135.210254,7.806102,54.015037,53.846326,56.380023,55.100158,47.912067,39.585482
1276,autumn,Time,Person/Thing,Noun,0.761802,0.630691,28.768453,42.211056,0.987969,3.867812,13.644698,81.342151,54.608701,138.005257,140.89057,130.037392,51.601239,133.001391,77.217083,33.815292,22.84656,20.350523,43.302904,40.709135,40.299652,27.349093,26.060711,47.237249,127.750426
1292,bad,Emotions and values,Property,Adjective,1,1,98.191642,129.969249,190.691105,190.122981,671.295996,493.71331,490.374873,755.46683,49.68544,192.696919,366.717703,500.750468,181.167568,124.101007,287.472923,62.54624,901.315298,454.379239,145.813945,1344.139757,685.753896,369.504948,618.391032
1303,finger,The body,Person/Thing,Noun,1,0.996179,34.016941,24.758673,75.787657,116.101056,87.135071,83.836923,131.488744,116.157817,36.368988,25.290291,56.600173,107.512918,105.786256,115.619284,44.423866,89.81824,102.697158,112.168589,424.78012,82.893693,88.382046,61.134279,65.909328
1306,queen,Social and political relations,Person/Thing,Noun,0.733659,0.608839,20.93782,8.381555,47.747524,44.746587,56.590047,23.459244,29.229729,20.660079,14.572721,21.515621,35.563843,36.09906,13.94038,9.262935,22.613431,24.305653,39.649408,35.465917,36.827892,57.490255,42.398624,32.581049,20.779885
1307,language,Speech and language,Person/Thing,Noun,0.976504,0.972231,143.182695,20.430041,397.267718,459.202683,88.654364,91.363168,87.801783,56.620151,83.290636,532.983447,127.238168,263.234803,783.529654,368.508566,135.499267,238.342565,156.002254,146.612243,435.399623,164.929979,118.22098,83.086947,90.298771
1318,chicken,Animals,Person/Thing,Noun,0.936289,0.959845,58.449076,36.476308,194.564985,283.483968,113.180094,21.907873,37.29155,20.626154,13.190825,85.307549,34.360018,52.430136,20.308207,6.026488,18.986993,189.915219,51.109006,40.874016,18.58413,50.828861,54.751994,40.06731,23.811116
1325,friend,Social and political relations,Person/Thing,Noun,1,0.973546,676.36738,188.943416,729.966433,438.263147,885.921454,387.465367,549.690056,367.4373,246.417168,650.564426,296.610207,780.823811,456.8773,327.997176,461.075692,387.947652,750.344087,470.620024,478.898741,845.13973,1303.319251,272.457706,409.435528
1327,uncle,Kinship,Person/Thing,Noun,0.62409,0.762886,47.039929,60.435425,26.831171,103.964128,33.294221,21.928837,21.663328,28.428812,14.572721,18.495884,16.996375,36.168259,51.975243,48.1003,13.702755,10.692648,53.185309,19.538406,17.767245,132.711253,57.176246,21.320026,24.3695
1335,white,Sense perception,Property,Adjective,1,0.997837,165.21512,42.045631,251.490225,188.722566,312.916481,744.888647,194.722241,229.771289,101.066842,3.20847,111.935309,293.152043,125.979728,166.732828,96.333736,176.279219,285.731284,288.98704300000003,189.040768,210.251647,208.937014,260.458601,205.964158
1336,eat,Food and drink,Action/Process,Verb,1,1,946.089168,23.848833,1143.756641,1587.937014,402.902035,531.365502,341.388826,437.152345,280.587685,42.653774,88.124062,79.210332,207.15519,179.343811,88.381475,32.008958,247.798819,243.430405,64.397755,350.085975,437.538839,737.154146,616.177436
1350,monkey,Animals,Person/Thing,Noun,0.895966,0.864103,16.0121,4.88005,39.869767,19.539121,24.655955,21.677264,10.854183,7.225939,17.776207,4.529604,6.712854,20.898241,7.62992,20.534699,11.83773,5.541781,12.298104,9.05197,6.126636,40.11127,23.339875,20.961529,13.800077
1352,knife,Food and drink,Person/Thing,Noun,1,0.962593,69.058321,0.468705,20.799357,16.93835,23.46946,18.511629,24.410652,15.537465,9.610458,3.77467,14.384687,30.170971,18.070863,30.91365,28.985601,1.379696,24.256813,26.216089,10.074913,17.587841,18.323736,20.054743,14.518
1366,boy,Kinship,Person/Thing,Noun,0.976504,0.987723,133.443522,12.462049,135.260818,38.878182,342.998482,105.241648,180.332567,212.028725,87.750391,67.944065,73.086453,212.23479,32.929127,16.517041,100.296915,51.945572,115.314694,94.938517,135.262516,275.271697,303.134686,217.776372,65.251232
1369,gold,Basic actions and technology,Person/Thing,Noun,0.953018,0.844131,84.481018,5.376327,97.704979,123.83668,76.948573,46.415341,45.758713,78.399742,41.017183,51.901717,82.370187,87.8372,67.694025,92.071341,68.021616,108.720082,96.348461,4.88048,0.748811,86.400269,68.846184,31.568822,46.365866
1370,month,Time,Person/Thing,Noun,1,0.985062,483.801179,5.514181,610.136138,817.775558,450.984041,283.942806,287.996154,184.040934,205.148731,27.555093,306.628478,461.468233,437.544345,352.661135,499.80087,609.090001,449.320031,515.319281,721.990057,403.366141,376.726214,381.082291,261.024871
1375,window,The house,Person/Thing,Noun,0.975107,0.862116,41.833541,39.784817,95.703041,35.143743,116.725111,193.523039,122.233413,61.030348,84.735345,118.713381,130.849643,237.261934,262.457766,57.251634,66.907782,86.13905,109.984184,109.662396,72.770825,115.387229,109.078454,111.872146,110.46044500000001
1378,spoon,Food and drink,Person/Thing,Noun,1,0.961931,10.496977,4.769767,22.424307,25.540899,21.501613,10.92249,2.589691,1.628381,2.952232,66.811664,72.719184,80.917253,50.368944,18.52587,9.532351,116.768311,130.028497,37.955621,10.891798,7.892544,41.534662,13.454181,1.515615
1386,lion,Animals,Person/Thing,Noun,0.870584,0.775695,16.896204,5.514181,22.983289,22.806755,28.77975,38.553664,14.704941,10.313077,24.371619,10.946544,13.772573,13.2171,18.300334,59.930073,10.17993,35.067285,40.86724,27.732995,20.285974,48.003814,37.627489,23.766241,14.697481
1387,arrive,Motion,Action/Process,Verb,1,0.985986,65.549973,10.173664,160.857027,221.932403,109.200993,184.361565,53.032367,317.873465,104.772836,37.369236,41.603371,50.538683,74.40606,37.386544,68.410163,0.965788,459.581761,604.074759,611.778676,407.103558,676.043992,98.902991,28.657097
1398,dry,Sense perception,Property,Adjective,1,1,184.118099,2.564094,76.086648,86.425599,82.244395,68.595752,184.746301,57.536115,31.343912,36.425568,10.283521,44.333797,28.454438,38.725764,7.304682,33.825558,72.19147,77.906303,2.450655,50.685959,59.793923,100.547859,41.001385
1401,drink,Food and drink,Action/Process,Verb,1,0.999178,320.691067,23.324986,339.445506,328.363928,290.213902,209.959185,217.218774,212.842916,96.544274,71.341269,88.001639,219.7314,112.727762,58.925658,73.228145,95.176061,71.093425,113.108411,18.58413,110.748436,203.353496,209.994879,264.095986
1405,name,Speech and language,Person/Thing,Noun,1,0.983145,231.803564,85.580091,981.846646,907.068674,500.122318,285.578035,209.742449,251.279483,282.283648,15.098681,248.559231,480.059825,385.167528,713.134384,298.714881,415.978486,349.358003,383.645262,444.385356,363.452735,507.803468,310.142065,187.517523
1408,hear,Sense perception,Action/Process,Verb,1,1,8.532302,2.012676,246.953365,99.762883,667.968021,427.423651,586.283515,642.362227,287.434351,119.468315,72.045858,329.98923,461.294622,313.600566,226.522861,296.358802,238.495383,354.032623,33.288057,168.282661,435.630385,505.41748,378.465123
1410,know,Cognition,Action/Process,Verb,1,0.98424,7.9429,40.225951,938.245994,1392.412433,2597.296501,616.460293,717.299359,1384.021746,841.511802,245.542303,426.256024,1463.545832,1476.877098,1422.362711,471.359234,591.153947,200.163629,460.875553,785.911296,1325.463669,1866.80315,1783.290515,1943.477636
1423,fight,Warfare and hunting,Action/Process,Verb,1,0.966737,503.433894,45.547136,134.55884,22.873442,211.181727,149.854044,489.091287,182.276855,21.419387,47.183379,124.259212,77.341947,212.375661,180.906234,1.605994,149.237168,39.74923,156.818381,269.708147,202.567959,214.120787,129.122178,107.189906
1424,yellow,Sense perception,Property,Adjective,1,0.991859,67.219946,8.712406,71.029804,67.553343,55.027346,63.061131,67.309446,78.365817,26.57009,19.817019,28.096048,57.98916,37.633288,35.266114,30.79882,36.079063,48.074408,65.193973,51.123377,48.267631,54.855154,57.844542,46.764712
1425,green,Sense perception,Property,Adjective,1,0.980505,57.71934,16.101409,85.966342,82.090982,191.966288,240.50442,156.011991,142.517228,148.993506,41.89884,89.001425,132.263263,98.557911,99.325446,93.924745,173.220892,137.43531,129.250267,113.274699,97.447632,116.78964,166.110631,128.38858
1430,star,The physical world,Person/Thing,Noun,1,0.996077,99.258179,26.79892,150.392351,114.433895,178.307121,122.45348,87.779264,38.67404,104.710023,78.135675,100.631598,136.415232,71.652404,172.870917,99.312596,204.677971,167.421922,131.987293,94.622495,128.666049,127.492455,64.044431,55.718809
1432,cut,Basic actions and technology,Action/Process,Verb,1,1,88.143733,9.043257,86.733319,390.048866,285.193001,59.811638,108.496792,41.048761,21.921894,4.340871,9.059292,37.321584,11.473564,6.361293,68.202938,90.04819,142.606104,82.457021,273.656424,56.907658,77.83397,82.644098,40.762078
1442,stand,Spatial relations,Action/Process,Verb,1,0.98219,7.844666,4.521629,20.864355,106.031407,274.615828,824.176279,839.487734,987.612841,28.517307,49.448181,87.675178,129.58755,315.408262,241.171112,46.288891,20.166563,27.131695,33.454368,8.645365,28.569249,13.217333,917.899889,857.220114
1450,room,The house,Person/Thing,Noun,0.983959,0.833837,153.00607,3.143083,374.544421,358.039385,349.480799,99.748957,111.334192,214.437372,58.165256,46.617178,70.250323,137.430158,142.501659,249.652835,73.953433,185.109276,90.259302,262.292798,236.964679,165.6225,180.593895,168.999695,55.698867
1458,say,Speech and language,Action/Process,Verb,1,0.980488,3503.478338,386.599239,1342.273504,3270.768802,2224.1292,957.489355,2082.67451,1065.062694,550.371457,758.519997,575.42829,1887.300351,1731.303369,1002.628999,1230.709454,1453.464241,1892.390787,2092.522086,78.352872,2718.06892,2068.119243,1712.392465,1461.033318
1489,cloud,The physical world,Person/Thing,Noun,1,0.992179,49.762407,36.696875,36.710865,41.478953,52.900335,52.390215,29.995377,24.018614,30.841404,62.093326,25.300726,44.287664,72.053979,37.944553,57.78988,64.523805,56.63916,50.519558,55.071653,58.446594,40.348325,45.486941,23.791174
1506,measure,Spatial relations,Action/Process,Verb,0.975107,0.942025,38.647961,5.541752,36.996856,40.011852,61.336029,57.191079,34.476668,81.622578,28.58012,1.698602,1.305844,67.238823,74.291324,92.517747,238.049753,63.282078,99.223343,165.771423,152.553245,187.849134,132.779388,51.370509,82.062598
1523,forget,Cognition,Action/Process,Verb,1,0.992985,119.746931,14.833147,722.647659,472.073161,300.631912,295.620017,272.142742,227.532266,84.044397,74.361005,42.848004,341.314878,304.68048,148.31856,76.854583,385.464199,170.356697,319.523016,163.989633,216.154566,407.209896,263.706162,283.65939
1529,last,Quantity,Other,Function word,1,0.963884,566.373656,225.309441,346.829278,119.768809,1092.834692,1005.980178,842.43773,795.260381,834.790762,17.552217,470.756737,413.720595,350.287895,543.276711,548.084302,558.409151,748.327677,844.141589,714.161577,529.042258,507.016876,821.126792,462.960683
1535,sword,Warfare and hunting,Person/Thing,Noun,0.737339,0.777952,23.632232,0.137855,55.976269,24.473916,15.236338,9.790408,5.021749,3.901329,9.233577,4.529604,10.038675,15.592948,39.239587,45.868268,13.055177,20.396513,19.704917,11.624115,13.682821,19.082808,15.731849,5.96792,5.185
1561,army,Warfare and hunting,Person/Thing,Noun,0.90861,0.706301,54.968795,35.401043,48.657496,138.841125,41.758853,20.293609,16.056084,15.401767,41.959385,21.138154,50.80549,89.175057,125.750256,83.81282,69.964351,64.293855,52.326837,75.284694,42.273791,46.047166,38.388292,29.565457,12.842846
1571,sell,Possession,Action/Process,Verb,0.977282,0.96886,149.413521,40.722228,321.623057,270.613489,211.803914,127.652669,179.589439,217.52451,129.835403,38.312904,39.460971,239.960713,133.55228,85.82165,48.231626,81.310112,92.954504,175.928097,108.645685,154.575138,149.439675,169.168399,170.107888
1586,smell,Sense perception,Action/Process,Verb,1,0.926627,24.277768,21.422594,155.2802,26.207763,103.16723,77.841084,58.211749,92.987318,19.032476,121.166917,96.183567,154.24563,115.940359,147.314145,59.732615,95.061087,54.942181,41.434612,58.747635,97.07389,102.398866,57.886718,16.352693
1593,deep,Spatial relations,Property,Adjective,1,0.988985,97.742573,96.222461,15.924508,50.614992,137.184923,127.505917,64.944946,88.271799,47.612596,103.803433,41.093276,73.466776,122.078716,177.334982,117.39298,26.490172,82.473165,64.847723,55.139727,78.518718,71.528335,114.423801,55.100597
1594,flour,Food and drink,Person/Thing,Noun,1,0.914785,11.886283,6.920297,20.630362,33.476582,39.154351,16.918329,30.963696,18.726377,30.841404,318.39344,50.887106,63.801916,15.202472,12.38778,14.40214,137.440763,13.416114,49.991939,34.377237,13.905387,28.858917,5.398543,11.446885
1601,weak,The body,Property,Adjective,0.976504,0.97506,30.480527,29.445727,99.199933,154.512433,41.773323,29.392189,47.852985,75.312603,50.564828,17.363483,65.679869,66.869759,33.502806,89.169698,14.661171,48.519326,41.466174,15.779118,31.790435,27.415047,73.527054,30.493331,48.679174
1608,listen,Sense perception,Action/Process,Verb,1,0.983137,369.120302,33.057516,148.455411,588.040844,324.65121,85.178649,137.884154,100.586427,170.664146,7.738074,185.593069,382.419366,417.580345,251.773266,71.389023,197.296595,268.781461,319.242718,302.928131,474.508958,373.270365,205.018097,433.107047
1620,son,Kinship,Person/Thing,Noun,0.976504,0.982188,150.283592,67.245439,55.014299,0.866923,181.128665,83.480527,100.299857,55.331016,124.056566,51.52425,59.538322,166.332472,211.113569,208.248632,47.635854,361.871389,267.264163,134.740806,139.755382,381.97493,418.699304,206.114676,148.271061
1622,shirt,Clothing and grooming,Person/Thing,Noun,1,0.899748,14.271959,4.245919,87.721288,445.131848,94.080411,50.251839,58.41442,16.589127,56.092412,13.96628,31.829946,69.476273,25.700782,49.662723,52.479739,45.506989,74.167951,23.462576,19.401015,91.907462,126.525333,40.130574,60.724328
1627,chain,Basic actions and technology,Person/Thing,Noun,0.968952,0.806208,10.440843,3.087941,17.315465,23.006815,37.967856,25.870158,17.542341,10.177379,15.263669,11.512744,10.589578,35.591597,23.865012,21.762317,21.93995,2.529444,44.301125999999996,66.232724,63.648944,73.198396,24.423052,8.814808,9.652077
1634,hundred,Quantity,Number,Function word,0.896278,0.806499,89.673373,9.12597,74.890685,62.618548,58.789404,43.45935,31.864458,58.38423,75.627395,23.025489,28.708163,129.449151,143.878487,103.343105,57.971202,73.238888,83.03217,71.14618,76.923323,113.210734,39.355414,47.637922,60.04629
1645,short,Spatial relations,Property,Adjective,0.974618,0.978951,78.250192,86.572644,80.53251,98.962646,213.873046,406.668824,293.130498,269.022047,72.235469,171.181298,92.102805,79.971527,72.857128,188.82995,2.90115,186.282018,161.752017,155.16957,121.647768,132.535374,133.101762,269.906051,57.533559
1646,girl,Kinship,Person/Thing,Noun,0.976504,0.983945,350.343624,10.918079,418.275069,50.014814,625.688267,183.858418,345.825079,338.601393,162.686838,396.529115,332.276069,805.158959,448.903173,362.035672,217.042316,821.333308,246.561023,153.240462,233.629066,334.146994,373.438,246.730276,244.333159
1671,tower,Warfare and hunting,Person/Thing,Noun,0.647164,0.524112,11.184613,1.5164,26.103193,30.342321,28.172033,20.62904,14.457231,11.229041,9.10795,15.098681,23.505191,29.502043,27.07761,27.454,25.695904,25.133471,32.062915,1.56637,96.528559,62.173018,45.480519,20.434328,7.458423
1672,write,Speech and language,Action/Process,Verb,1,0.989205,499.28001,27.157342,507.816301,542.827452,716.397294,662.183806,1172.251763,1034.734105,524.303875,360.481014,853.43022,1016.378824,891.381151,667.377718,365.829888,904.483016,719.219502,428.624817,238.530375,467.770617,425.237048,540.613448,1058.67731
1673,arm,The body,Person/Thing,Noun,0.976504,1,41.047671,12.765329,43.873644,37.877886,112.615785,74.968951,60.238464,56.586226,2.072844,124.941587,17.914546,17.115337,64.079852,16.517041,14.065399,2.023555,57.158235,115.070495,75.697996,119.74022,136.106288,51.13854,49.636405
1675,promise,Speech and language,Action/Process,Verb,0.932429,0.817418,41.103804,29.087305,194.902975,257.80969700000003,121.138295,122.767947,131.173477,77.008833,119.031489,5.850739,52.294969,229.742257,163.326177,77.786333,39.346853,117.251205,81.315226,153.949451,28.795191,129.798267,159.239843,113.221782,195.893292
1680,helmet,Warfare and hunting,Person/Thing,Noun,0.628922,0.540115,2.119042,1.433687,26.415183,9.402785,10.446948,7.92457,8.444644,7.022391,7.600428,3.963404,2.387246,5.928088,7.687288,6.138089,11.397377,11.175541,12.258176,25.639006,18.788351,13.388744,7.388811,8.58284,9.612193
1689,smoke,Agriculture and vegetation,Action/Process,Verb,0.986424,0.891941,34.606344,4.907621,73.42173,75.555713,91.562725,71.321133,176.864633,43.830578,22.675656,62.28206,19.812101,133.370455,69.415059,30.020837,48.153916,65.857511,66.90089,57.774325,82.505369,105.944757,73.913902,71.825925,64.254117
1783,pain,Emotions and values,Person/Thing,Noun,1,0.988985,100.633452,6.644588,33.993949,79.15678,124.104534,68.532858,48.415961,37.859849,46.984461,51.52425,123.993962,93.673023,103.950486,114.168462,95.634351,143.672392,108.027668,47.766045,68.141811,173.833824,309.878749,114.297273,42.177982
1789,age,Time,Person/Thing,Noun,0.807544,0.828781,88.662969,77.998092,308.610459,349.570209,184.73156,142.914804,82.622401,74.125242,18.341528,153.251614,54.131312,114.386732,125.348682,48.658309,135.473363,123.298874,101.599113,124.73252599999999,95.099011,134.019349,131.141729,69.906911,78.353329
1841,suspect,Cognition,Action/Process,Verb,0.879349,0.719886,24.376001,2.205672,49.645465,25.474212,37.418016,26.918382,7.36373,28.12349,27.512291,1.509868,6.835277,15.039353,33.158599,6.807699,11.604602,4.507008,2.795024,20.840967,27.433716,19.533496,16.582917,50.105225,82.421559
1843,thousand,Quantity,Number,Function word,0.896278,0.749201,66.251642,7.664712,174.766597,94.094537,65.474294,49.769656,120.139142,312.8187,81.029352,60.205991,161.128899,194.242927,244.042696,122.315381,110.036491,130.841215,271.95581,98.549413,197.82228,298.850396,270.136487,39.540108,83.318963
1844,boat,Motion,Person/Thing,Noun,0.951766,0.874041,28.726353,1.461258,40.76674,35.143743,44.754031,19.748532,22.541571,35.28158,25.313821,3.20847,2.591284,25.51154,14.284587,5.356878,35.280061,37.711704,30.186256,37.642347,60.10911,41.683183,34.996918,45.718909,26.662866
1851,pocket,Clothing and grooming,Person/Thing,Noun,1,0.793345,18.075009,8.960544,51.738401,26.941313,39.950171,21.153152,21.550733,9.634585,13.693332,20.38322,29.401892,50.377218,39.124852,35.935723,39.450465,33.22769,38.13211,54.872418,36.419449,34.043465,36.982741,7.844757,18.426693
1867,coin,Possession,Person/Thing,Noun,0.975837,0.855673,9.612873,4.27349,12.661609,13.737402,13.500004,8.280966,8.422125,6.174276,10.112966,8.681742,9.589791,16.677073,17.497184,48.76991,41.704037,13.176101,37.393425,4.995896,8.645365,14.619893,10.096753,14.00247,6.441366
1874,sausage,Food and drink,Person/Thing,Noun,0.755735,0.547712,5.515123,1.709396,10.113687,4.067872,18.853703,30.817774,22.271342,34.670937,5.150703,19.062085,10.365136,36.698788,16.464564,5.914886,10.309445,0.298934,16.730214,17.394952,16.814213,15.916996,11.02519,15.837131,34.719558
1879,dance,Motion,Action/Process,Verb,1,0.983343,23.12703,8.546981,68.26089,34.410192,146.011292,54.235089,110.028087,80.401293,34.547398,18.307151,71.637782,129.010888,95.861623,39.730179,50.977357,58.430145,74.726956,67.617725,100.681057,138.636157,105.326021,42.23938,59.866809
1892,touch,Sense perception,Action/Process,Verb,1,0.974511,66.714744,16.707969,95.170058,122.369579,147.602933,58.386054,36.143078,34.365616,5.527584,7.549341,12.691171,12.617371,43.656909,104.347519,26.965157,27.731899,68.697691,130.305506,38.25744,71.021901,58.852591,54.765686,2.173712
1895,clothes,Clothing and grooming,Person/Thing,Noun,1,0.992179,16.068233,11.028362,92.492141,97.762291,31.745989,28.59554,141.30705,114.19019,8.605443,64.546862,27.055454,87.952533,75.668151,71.536642,1.191544,3.449241,14.973341,34.526095,7.896554,92.599983,62.695289,66.511734,122.186522
1905,eagle,Animals,Person/Thing,Noun,0.950295,0.723318,6.679894,11.248929,10.334681,4.534677,21.733125,9.014723,13.849217,6.27605,6.030091,2.264802,9.895849,7.611942,10.727782,7.588911,3.522826,6.00168,22.140581,6.232504,8.168848,9.134685,10.638341,4.723725,4.706385
1920,dream,The body,Action/Process,Verb,1,0.981384,215.033661,8.491839,329.344818,267.545914,268.278205,192.202277,160.132978,189.095699,49.559813,125.13032,238.214498,321.154764,282.307031,386.364826,175.804535,259.888825,334.025301,264.831967,144.588618,462.054568,456.030209,145.40215799999999,134.79006
1927,bamboo,Agriculture and vegetation,Person/Thing,Noun,0.829307,0.829391,4.911687,3.143083,18.680422,15.471249,4.847268,1.509442,1.846562,1.390908,1.005015,2.076069,1.142613,4.01357,2.122609,1.674024,0.90661,2.391474,1.776837,4.550717,1.429548,1.879701,3.675063,3.816938,0.658096
1941,soldier,Warfare and hunting,Person/Thing,Noun,0.984621,0.875926,38.142759,11.552209,17.952445,23.807052,32.107725,27.777925,48.798785,33.347878,21.607827,21.893088,34.829306,37.367717,48.188967,59.372065,30.358467,21.707224,24.91564,33.916035,23.349292,36.307899,21.134837,18.515315,21.178731
1961,necklace,Clothing and grooming,Person/Thing,Noun,1,0.931937,4.448585,3.418792,16.093502,4.868109,15.135052,0.859543,6.462968,6.920618,2.324098,1.887335,11.487346,6.620083,4.818897,3.682854,1.346963,7.197417,2.455628,14.377629,2.995244,7.573764,26.047816,16.048012,7.956981
2001,painting,Basic actions and technology,Action/Process,Verb,0.976504,0.841661,78.222125,3.36365,17.913446,22.073205,145.056308,33.040008,73.952566,112.290413,32.411741,13.777547,41.174891,179.780236,109.113589,33.145683,13.806368,68.800864,40.987027,51.673726,118.244082,171.778245,83.97197,88.527666,93.170463
2003,flow,Motion,Action/Process,Verb,1,0.934047,95.932266,7.140865,67.051927,53.482508,43.582005,15.702389,25.581643,8.175828,37.49963,30.763563,30.258852,13.101767,20.136104,18.972276,17.044259,39.551299,25.175178,53.520394,14.363559,32.746361,23.894358,41.353681,22.933654
2009,dog,Animals,Person/Thing,Noun,1,1,111.439163,0.992553,94.936065,59.884404,223.032213,143.103484,188.506983,91.732108,184.985613,48.504513,109.446044,152.354178,101.598405,107.80717,71.518539,55.647758,138.453497,92.119051,63.376649,121.9387,168.936852,172.690105,176.529311
2125,stone or rock,The physical world,Person/Thing,Noun,1,0.979501,58.196475,8.51941,193.473019,247.740047,282.414865,119.979672,85.617435,46.951641,56.343665,72.284936,87.491543,80.617388,71.078726,217.399966,79.626218,105.109876,121.264101,112.910553,238.053859,164.743108,243.186023,87.452175,74.883367
2249,thin,Spatial relations,Property,Adjective,1,0.983351,45.019121,14.91586,44.263632,21.139595,36.376215,37.673156,64.472045,68.358061,15.577736,1.887335,21.46481,37.967445,20.76715,21.873919,7.667326,21.50027,54.862323,40.247468,26.344536,6.925212,41.547556,32.370169,31.768097
3210,knife,Food and drink,Person/Thing,Noun,0.912415,0.973292,69.058321,0.468705,20.799357,16.93835,23.46946,18.511629,24.410652,15.537465,9.610458,3.77467,14.384687,30.170971,18.070863,30.91365,28.985601,1.379696,24.256813,26.216089,10.074913,17.587841,18.323736,20.054743,14.518
