concepticon_id,concepticon_gloss,semantic_field,ontological_category,semantic_category,lex_ids
979,farmer,Agriculture and vegetation,Person/Thing,Noun,0.712611
212,field,Agriculture and vegetation,Person/Thing,Noun,0.942861
586,garden,Agriculture and vegetation,Person/Thing,Noun,0.839836
1541,cultivate,Agriculture and vegetation,Action/Process,Verb,0.928793
1690,fence,Agriculture and vegetation,Person/Thing,Noun,0.918633
2002,ditch,Agriculture and vegetation,Person/Thing,Noun,0.859897
1921,plough,Agriculture and vegetation,Action/Process,Verb,0.733418
1794,furrow,Agriculture and vegetation,Person/Thing,Noun,0.632516
1418,dig,Agriculture and vegetation,Action/Process,Verb,0.985926
1176,spade,Agriculture and vegetation,Person/Thing,Noun,0.724508
1901,shovel,Agriculture and vegetation,Person/Thing,Noun,0.820649
284,hoe,Agriculture and vegetation,Person/Thing,Noun,0.764109
337,pitchfork,Agriculture and vegetation,Person/Thing,Noun,0.614444
338,rake,Agriculture and vegetation,Person/Thing,Noun,0.732197
748,sow seeds,Agriculture and vegetation,Action/Process,Verb,0.905015
714,seed,Agriculture and vegetation,Person/Thing,Noun,0.960091
190,mow,Agriculture and vegetation,Action/Process,Verb,0.839233
2132,sickle or scythe,Agriculture and vegetation,Person/Thing,Noun,0.701651
285,thresh,Agriculture and vegetation,Action/Process,Verb,0.768786
223,threshing-floor,Agriculture and vegetation,Person/Thing,Noun,0.523791
605,grain,Agriculture and vegetation,Person/Thing,Noun,0.803587
1077,wheat,Agriculture and vegetation,Person/Thing,Noun,0.622939
932,barley,Agriculture and vegetation,Person/Thing,Noun,0.417756
23,rye,Agriculture and vegetation,Person/Thing,Noun,0.36555
60,oat,Agriculture and vegetation,Person/Thing,Noun,0.479994
506,maize,Agriculture and vegetation,Person/Thing,Noun,0.929139
926,rice,Agriculture and vegetation,Person/Thing,Noun,0.846112
606,grass,Agriculture and vegetation,Person/Thing,Noun,0.995356
342,hay,Agriculture and vegetation,Person/Thing,Noun,0.678854
653,plant,Agriculture and vegetation,Person/Thing,Noun,0.811081
1486,plant,Agriculture and vegetation,Action/Process,Verb,0.96508
670,root,Agriculture and vegetation,Person/Thing,Noun,1
3223,branch or twig,Agriculture and vegetation,Person/Thing,Noun,0.988985
628,leaf,Agriculture and vegetation,Person/Thing,Noun,0.995995
239,flower,Agriculture and vegetation,Person/Thing,Noun,0.988985
906,tree,Agriculture and vegetation,Person/Thing,Noun,0.975256
644,oak,Agriculture and vegetation,Person/Thing,Noun,0.41655
1950,beech,Agriculture and vegetation,Person/Thing,Noun,0.379629
1855,birch,Agriculture and vegetation,Person/Thing,Noun,0.351804
1740,pine,Agriculture and vegetation,Person/Thing,Noun,0.522991
1915,fir,Agriculture and vegetation,Person/Thing,Noun,0.433608
968,acorn,Agriculture and vegetation,Person/Thing,Noun,0.370669
974,tobacco,Agriculture and vegetation,Person/Thing,Noun,0.911763
1689,smoke,Agriculture and vegetation,Action/Process,Verb,0.891941
1124,pipe,Agriculture and vegetation,Person/Thing,Noun,0.686534
1204,bark,Agriculture and vegetation,Person/Thing,Noun,0.966358
345,sap,Agriculture and vegetation,Person/Thing,Noun,0.855612
970,coconut,Agriculture and vegetation,Person/Thing,Noun,0.56375
346,banyan,Agriculture and vegetation,Person/Thing,Noun,0.380359
411,gourd,Agriculture and vegetation,Person/Thing,Noun,0.868403
864,pumpkin,Agriculture and vegetation,Person/Thing,Noun,0.874669
1927,bamboo,Agriculture and vegetation,Person/Thing,Noun,0.829391
33,nettle,Agriculture and vegetation,Person/Thing,Noun,0.691209
641,mushroom,Agriculture and vegetation,Person/Thing,Noun,0.895486
984,work,Basic actions and technology,Person/Thing,Noun,0.969083
2004,bend,Basic actions and technology,Action/Process,Verb,0.992985
1470,fold,Basic actions and technology,Action/Process,Verb,0.967526
1917,tie,Basic actions and technology,Action/Process,Verb,0.989205
352,untie,Basic actions and technology,Action/Process,Verb,0.966434
1627,chain,Basic actions and technology,Person/Thing,Noun,0.806208
1218,rope,Basic actions and technology,Person/Thing,Noun,0.981524
760,knot,Basic actions and technology,Person/Thing,Noun,0.89389
2133,strike or beat,Basic actions and technology,Action/Process,Verb,0.989205
354,pound,Basic actions and technology,Action/Process,Verb,0.863975
1432,cut,Basic actions and technology,Action/Process,Verb,1
155,chop,Basic actions and technology,Action/Process,Verb,0.931584
3189,stab to death,The body,Action/Process,Verb,0.936769
1352,knife,Food and drink,Person/Thing,Noun,0.962593
356,shears,Basic actions and technology,Person/Thing,Noun,0.949713
677,axe,Basic actions and technology,Person/Thing,Noun,0.989205
290,adze,Basic actions and technology,Person/Thing,Noun,0.567191
680,break,Basic actions and technology,Action/Process,Verb,0.996179
1437,split,Basic actions and technology,Action/Process,Verb,0.961303
1735,tear,Basic actions and technology,Action/Process,Verb,0.995356
291,pull off,Basic actions and technology,Action/Process,Verb,0.91424
1449,rub,Basic actions and technology,Action/Process,Verb,0.970852
214,stretch,Basic actions and technology,Action/Process,Verb,0.93818
1455,pull,Basic actions and technology,Action/Process,Verb,1
1913,press,Basic actions and technology,Action/Process,Verb,0.935384
1414,squeeze,Basic actions and technology,Action/Process,Verb,0.963957
1487,pour,Basic actions and technology,Action/Process,Verb,0.980118
1453,wash,Basic actions and technology,Action/Process,Verb,0.988985
230,sweep,Basic actions and technology,Action/Process,Verb,0.988985
245,broom,Basic actions and technology,Person/Thing,Noun,0.959851
1361,tool,Basic actions and technology,Person/Thing,Noun,0.6994
1042,carpenter,Basic actions and technology,Person/Thing,Noun,0.69355
1840,build,Basic actions and technology,Action/Process,Verb,0.948849
1501,bore,Basic actions and technology,Action/Process,Verb,0.951091
1948,saw,Basic actions and technology,Person/Thing,Noun,0.879418
1481,hammer,Basic actions and technology,Person/Thing,Noun,0.844838
502,nail,Basic actions and technology,Person/Thing,Noun,0.919843
1069,glue,Basic actions and technology,Person/Thing,Noun,0.818346
1001,blacksmith,Basic actions and technology,Person/Thing,Noun,0.624284
288,forge,Basic actions and technology,Action/Process,Verb,0.52992
1648,anvil,Basic actions and technology,Person/Thing,Noun,0.495554
211,cast,Basic actions and technology,Action/Process,Verb,0.497799
1369,gold,Basic actions and technology,Person/Thing,Noun,0.844131
759,silver,Basic actions and technology,Person/Thing,Noun,0.819211
621,iron,Basic actions and technology,Person/Thing,Noun,0.843549
627,lead,Basic actions and technology,Person/Thing,Noun,0.60574
3217,tin or tinplate,Basic actions and technology,Person/Thing,Noun,0.578452
359,potter,Basic actions and technology,Person/Thing,Noun,0.585401
289,mold,Basic actions and technology,Action/Process,Verb,0.677116
1399,clay,Basic actions and technology,Person/Thing,Noun,0.953422
604,glass,Basic actions and technology,Person/Thing,Noun,0.812479
3294,braid,Basic actions and technology,Action/Process,Verb,0.939734
1539,basket,Basic actions and technology,Person/Thing,Noun,0.93907
195,mat,Basic actions and technology,Person/Thing,Noun,0.797745
292,rug,Basic actions and technology,Person/Thing,Noun,0.554021
293,netbag,Basic actions and technology,Person/Thing,Noun,0.665583
1971,fan,Basic actions and technology,Person/Thing,Noun,0.856216
360,fan,Basic actions and technology,Action/Process,Verb,0.868603
228,carve,Basic actions and technology,Action/Process,Verb,0.725765
914,sculptor,Basic actions and technology,Person/Thing,Noun,0.440503
1002,statue,Basic actions and technology,Person/Thing,Noun,0.600666
1979,chisel,Basic actions and technology,Person/Thing,Noun,0.597179
647,paint,Basic actions and technology,Person/Thing,Noun,0.869307
2001,painting,Basic actions and technology,Action/Process,Verb,0.841661
765,move,Motion,Action/Process,Verb,0.952527
1113,wrap,Motion,Action/Process,Verb,0.995108
827,roll,Motion,Action/Process,Verb,0.930983
2866,drop,Basic actions and technology,Action/Process,Verb,0.896043
3199,twist,Motion,Action/Process,Verb,0.964285
568,rise,The physical world,Action/Process,Verb,0.9728
501,lift,Motion,Action/Process,Verb,0.99703
1280,fall,Motion,Action/Process,Verb,0.986259
2253,drip,Motion,Action/Process,Verb,0.951484
1456,throw,Motion,Action/Process,Verb,0.988341
702,catch,Motion,Action/Process,Verb,0.934794
1909,shake,Motion,Action/Process,Verb,0.970704
2003,flow,Motion,Action/Process,Verb,0.934047
1088,sink,Motion,Action/Process,Verb,0.961006
1574,float,Motion,Action/Process,Verb,0.940381
1439,swim,Motion,Action/Process,Verb,0.97985
119,dive,Motion,Action/Process,Verb,0.849052
365,splash,Motion,Action/Process,Verb,0.872004
787,sail,Motion,Action/Process,Verb,0.555494
1441,fly,Motion,Action/Process,Verb,1
175,blow,Motion,Action/Process,Verb,1
3456,crawl or creep,Motion,Action/Process,Verb,0.975488
66,kneel,Motion,Action/Process,Verb,0.959633
296,crouch,Motion,Action/Process,Verb,0.881505
1324,slip,Motion,Action/Process,Verb,0.947028
1829,jump,Motion,Action/Process,Verb,1
1135,kick,Motion,Action/Process,Verb,0.968805
1879,dance,Motion,Action/Process,Verb,0.983343
1443,walk,Motion,Action/Process,Verb,0.98219
366,limp,Motion,Action/Process,Verb,0.837503
1519,run,Motion,Action/Process,Verb,1
695,go,Motion,Action/Process,Verb,1
1102,climb,Motion,Action/Process,Verb,0.963209
1446,come,Motion,Action/Process,Verb,1
1752,leave,Motion,Action/Process,Verb,0.965031
485,disappear,Motion,Action/Process,Verb,0.927022
956,flee,Motion,Action/Process,Verb,0.966264
1085,follow,Motion,Action/Process,Verb,0.978585
1047,pursue,Motion,Action/Process,Verb,0.974949
1387,arrive,Motion,Action/Process,Verb,0.985986
1778,approach,Motion,Action/Process,Verb,0.927305
749,enter,Motion,Action/Process,Verb,0.985674
700,carry,Motion,Action/Process,Verb,0.978778
412,carry in hand,Motion,Action/Process,Verb,0.885665
413,carry on shoulder,Motion,Action/Process,Verb,0.905087
414,carry on head,Motion,Action/Process,Verb,0.756636
415,carry under arm,Motion,Action/Process,Verb,0.747669
692,bring,Motion,Action/Process,Verb,0.980394
1127,send,Motion,Action/Process,Verb,0.940317
43,lead,Motion,Action/Process,Verb,0.908666
741,drive,Motion,Action/Process,Verb,0.876565
367,ride,Motion,Action/Process,Verb,0.884468
1452,push,Motion,Action/Process,Verb,0.974796
667,road,Motion,Person/Thing,Noun,0.977827
2252,path,Motion,Person/Thing,Noun,0.981971
1011,bridge,Motion,Person/Thing,Noun,0.905173
122,cart,Motion,Person/Thing,Noun,0.846593
710,wheel,Motion,Person/Thing,Noun,0.89419
1769,axle,Motion,Person/Thing,Noun,0.491177
14,yoke,Motion,Person/Thing,Noun,0.595997
740,ship,Motion,Person/Thing,Noun,0.710295
1844,boat,Motion,Person/Thing,Noun,0.874041
1970,canoe,Motion,Person/Thing,Noun,0.749377
416,outrigger,Motion,Person/Thing,Noun,0.273254
1664,raft,Motion,Person/Thing,Noun,0.643128
3137,oar,Basic actions and technology,Person/Thing,Noun,0.732906
234,paddle,Basic actions and technology,Person/Thing,Noun,0.650669
1849,row,Motion,Action/Process,Verb,0.764949
108,rudder,Motion,Person/Thing,Noun,0.506931
184,mast,Motion,Person/Thing,Noun,0.444613
786,sailcloth,Motion,Person/Thing,Noun,0.484382
1870,anchor,Motion,Person/Thing,Noun,0.49362
610,port,Motion,Person/Thing,Noun,0.65784
1922,land,Motion,Action/Process,Verb,0.705562
773,have,Possession,Action/Process,Verb,0.932336
684,own,Possession,Action/Process,Verb,0.848145
1749,take,Possession,Action/Process,Verb,0.977327
855,seize,Possession,Action/Process,Verb,0.9873
1448,hold,Possession,Action/Process,Verb,0.904088
694,get,Possession,Action/Process,Verb,0.922762
1477,keep,Possession,Action/Process,Verb,0.808473
738,thing,Possession,Person/Thing,Noun,0.892105
1447,give,Possession,Action/Process,Verb,1
1997,preserve,Possession,Action/Process,Verb,0.91102
2008,rescue,Possession,Action/Process,Verb,0.897053
681,destroy,Possession,Action/Process,Verb,0.917772
1468,look for,Possession,Action/Process,Verb,0.995356
719,find,Possession,Action/Process,Verb,0.984561
3072,misplace,Basic actions and technology,Action/Process,Verb,0.98787
1095,let go or set free,Possession,Action/Process,Verb,0.871509
1559,money,Possession,Person/Thing,Noun,0.990165
1867,coin,Possession,Person/Thing,Noun,0.855673
712,rich,Possession,Property,Adjective,0.950536
1674,poor,Possession,Property,Adjective,0.961504
1934,beggar,Possession,Person/Thing,Noun,0.827693
1774,stingy,Possession,Property,Adjective,0.963066
582,lend,Possession,Action/Process,Verb,0.895551
1823,borrow,Possession,Action/Process,Verb,0.893252
369,owe,Possession,Action/Process,Verb,0.872165
1914,debt,Possession,Person/Thing,Noun,0.847856
718,pay,Possession,Action/Process,Verb,0.94529
1081,bill,Possession,Person/Thing,Noun,0.64405
873,tax,Possession,Person/Thing,Noun,0.570921
1122,wages,Possession,Person/Thing,Noun,0.827341
733,earn,Possession,Action/Process,Verb,0.730736
1869,buy,Possession,Action/Process,Verb,0.97655
1571,sell,Possession,Action/Process,Verb,0.96886
2135,trade or barter,Possession,Action/Process,Verb,0.877489
1082,merchant,Possession,Person/Thing,Noun,0.779288
633,market,Possession,Person/Thing,Noun,0.769853
752,store,Possession,Person/Thing,Noun,0.779546
657,price,Possession,Person/Thing,Noun,0.862185
1426,expensive,Possession,Property,Adjective,0.947256
1887,cheap,Possession,Property,Adjective,0.921021
884,share,Possession,Action/Process,Verb,0.939052
1098,weigh,Possession,Action/Process,Verb,0.868949
1685,after,Spatial relations,Other,Function word,0.845348
1686,behind,Spatial relations,Other,Function word,0.896646
1816,beside,Spatial relations,Other,Function word,0.880988
1882,before,Time,Other,Function word,0.869925
1883,in front of,Spatial relations,Other,Function word,0.842434
1606,inside,Spatial relations,Other,Function word,0.896646
762,outside,Spatial relations,Other,Function word,0.880854
1485,below or under,Spatial relations,Other,Function word,0.895824
1591,up,Spatial relations,Other,Function word,0.892641
723,place,Spatial relations,Person/Thing,Noun,0.900346
998,put,Spatial relations,Action/Process,Verb,0.970643
1416,sit,Spatial relations,Action/Process,Verb,0.989205
1442,stand,Spatial relations,Action/Process,Verb,0.98219
987,remain,Spatial relations,Action/Process,Verb,0.971102
838,remains,Spatial relations,Person/Thing,Noun,0.93963
7,gather,Spatial relations,Action/Process,Verb,0.953479
1743,join,Spatial relations,Action/Process,Verb,0.932422
1359,separate,Spatial relations,Action/Process,Verb,0.972495
1119,divide,Spatial relations,Action/Process,Verb,0.931075
1156,open,Spatial relations,Action/Process,Verb,0.9839
1046,shut,Spatial relations,Action/Process,Verb,0.984561
761,cover,Spatial relations,Action/Process,Verb,0.967969
602,hide,Spatial relations,Action/Process,Verb,1
1265,high,Spatial relations,Property,Adjective,0.992985
721,low,Spatial relations,Property,Adjective,0.944941
1753,top,Spatial relations,Person/Thing,Noun,0.983092
690,bottom,The physical world,Person/Thing,Noun,0.938954
742,end,Spatial relations,Person/Thing,Noun,0.928203
372,pointed,Spatial relations,Property,Adjective,0.968565
863,edge,Spatial relations,Person/Thing,Noun,0.96219
682,side,Spatial relations,Person/Thing,Noun,0.97701
1019,right,Spatial relations,Property,Adjective,0.974956
244,left,Spatial relations,Property,Adjective,0.988985
1942,near,Spatial relations,Property,Adjective,0.992985
1406,far,Spatial relations,Property,Adjective,0.84441600000000006
1877,east,Spatial relations,Person/Thing,Noun,0.903415
1817,west,Spatial relations,Person/Thing,Noun,0.908431
1598,north,Spatial relations,Person/Thing,Noun,0.809009
1595,south,Spatial relations,Person/Thing,Noun,0.810029
479,grow,Spatial relations,Action/Process,Verb,0.993867
1506,measure,Spatial relations,Action/Process,Verb,0.942025
1202,big,Spatial relations,Property,Adjective,0.995953
1246,small,Spatial relations,Property,Adjective,0.995953
1203,long,Spatial relations,Property,Adjective,1
711,tall,Spatial relations,Property,Adjective,0.977106
1645,short,Spatial relations,Property,Adjective,0.978951
1243,wide,Spatial relations,Property,Adjective,0.972951
1267,narrow,Spatial relations,Property,Adjective,0.989205
1244,thick,Spatial relations,Property,Adjective,0.987864
2249,thin,Spatial relations,Property,Adjective,0.983351
1593,deep,Spatial relations,Property,Adjective,0.988985
193,shallow,Spatial relations,Property,Adjective,0.933707
1633,flat,Spatial relations,Property,Adjective,0.922096
1404,straight,Spatial relations,Property,Adjective,1
297,crooked,Spatial relations,Property,Adjective,0.981805
1071,hook,Warfare and hunting,Person/Thing,Noun,0.875631
192,corner,Spatial relations,Person/Thing,Noun,0.91131
1367,cross,Spatial relations,Person/Thing,Noun,0.829399
850,square,Spatial relations,Person/Thing,Noun,0.693999
1395,round,Spatial relations,Property,Adjective,0.964365
1467,circle,Spatial relations,Person/Thing,Noun,0.856026
1845,ball,Spatial relations,Person/Thing,Noun,0.849665
1048,line,Spatial relations,Person/Thing,Noun,0.846402
1667,hole,Spatial relations,Person/Thing,Noun,0.967614
1558,similar,Sense perception,Property,Adjective,0.981805
1264,change,Spatial relations,Action/Process,Verb,0.961679
1493,one,Quantity,Number,Function word,0.897777
1498,two,Quantity,Number,Function word,0.886916
492,three,Quantity,Number,Function word,0.874646
1500,four,Quantity,Number,Function word,0.843976
493,five,Quantity,Number,Function word,0.843272
1703,six,Quantity,Number,Function word,0.799054
1704,seven,Quantity,Number,Function word,0.777101
1705,eight,Quantity,Number,Function word,0.783632
1483,nine,Quantity,Number,Function word,0.777564
1515,ten,Quantity,Number,Function word,0.90828
1706,eleven,Quantity,Number,Function word,0.812625
1707,twelve,Quantity,Number,Function word,0.795674
1709,fifteen,Quantity,Number,Function word,0.783239
1710,twenty,Quantity,Number,Function word,0.857228
1634,hundred,Quantity,Number,Function word,0.806499
1843,thousand,Quantity,Number,Function word,0.749201
1420,count,Quantity,Action/Process,Verb,0.947465
98,all,Quantity,Other,Function word,0.983814
1198,many,Quantity,Other,Function word,1
1992,more,Quantity,Other,Function word,0.942311
1242,few,Quantity,Other,Function word,1
1881,enough,Quantity,Other,Function word,0.982501
1241,some,Quantity,Other,Function word,0.900349
2023,crowd,Quantity,Person/Thing,Noun,0.890027
1429,full,Quantity,Property,Adjective,1
1624,empty,Quantity,Property,Adjective,0.983365
779,part,Quantity,Person/Thing,Noun,0.926228
816,half,Quantity,Person/Thing,Noun,0.939518
1580,only,Quantity,Other,Function word,0.973453
728,first,Quantity,Other,Function word,0.979097
1529,last,Quantity,Other,Function word,0.963884
1384,second,Quantity,Other,Function word,0.777361
1888,pair,Quantity,Person/Thing,Noun,0.89319
1546,twice,Quantity,Other,Function word,0.902382
1859,third,Quantity,Other,Function word,0.740217
892,time,Time,Person/Thing,Noun,0.717737
1789,age,Time,Person/Thing,Noun,0.828781
1231,new,Time,Property,Adjective,0.988985
1207,young,Time,Property,Adjective,0.950332
1229,old,Time,Property,Adjective,0.989419
672,early,Time,Property,Adjective,0.872734
477,late,Time,Other,Function word,0.897653
1376,now,Time,Other,Function word,0.987615
1963,immediately,Time,Other,Function word,0.936103
1631,fast,Time,Property,Adjective,0.983882
701,slow,Time,Property,Adjective,0.99703
754,hurry,Time,Action/Process,Verb,0.978543
425,be late,Time,Property,Adjective,0.903453
1186,last,Time,Action/Process,Verb,0.83447
743,end,Time,Person/Thing,Noun,0.877775
1766,finish,Time,Action/Process,Verb,0.99703
1928,cease,Time,Action/Process,Verb,0.962826
790,ready,Time,Property,Adjective,0.883453
1676,always,Time,Other,Function word,0.932218
1852,often,Time,Other,Function word,0.866704
1544,sometimes,Time,Other,Function word,0.866836
703,soon,Time,Other,Function word,0.899408
418,for a long time,Time,Other,Function word,0.888681
1656,never,Time,Other,Function word,0.857235
204,again,Time,Other,Function word,0.978433
1225,day,Time,Person/Thing,Noun,1
1233,night,Time,Person/Thing,Noun,1
729,dawn,Time,Person/Thing,Noun,0.965362
1339,morning,Time,Person/Thing,Noun,0.974956
12,midday,Time,Person/Thing,Noun,0.897866
1807,afternoon,Time,Person/Thing,Noun,0.9158
1629,evening,Time,Person/Thing,Noun,0.938199
1283,today,Time,Other,Function word,0.995356
1329,tomorrow,Time,Other,Function word,0.992985
1179,day after tomorrow,Time,Other,Function word,0.926249
1174,yesterday,Time,Other,Function word,0.991433
1180,day before yesterday,Time,Other,Function word,0.903139
1353,hour,Time,Person/Thing,Noun,0.782371
1323,clock,Time,Person/Thing,Noun,0.809932
1469,week,Time,Person/Thing,Noun,0.753933
1699,sunday,Time,Person/Thing,Noun,0.73821
1697,monday,Time,Person/Thing,Noun,0.682832
1695,tuesday,Time,Person/Thing,Noun,0.667173
1694,wednesday,Time,Person/Thing,Noun,0.671075
1693,thursday,Time,Person/Thing,Noun,0.671075
1692,friday,Time,Person/Thing,Noun,0.66104
1700,saturday,Time,Person/Thing,Noun,0.689381
1370,month,Time,Person/Thing,Noun,0.985062
1226,year,Time,Person/Thing,Noun,0.968362
1471,winter,Time,Person/Thing,Noun,0.889369
1537,springtime,Time,Person/Thing,Noun,0.68152
1342,summer,Time,Person/Thing,Noun,0.900086
1276,autumn,Time,Person/Thing,Noun,0.630691
691,season,Time,Person/Thing,Noun,0.701258
1587,smell,Sense perception,Action/Process,Verb,0.935573
375,sniff,Sense perception,Action/Process,Verb,0.809045
1586,smell,Sense perception,Action/Process,Verb,0.926627
376,fragrant,Sense perception,Property,Adjective,0.942186
42,stinking,Sense perception,Property,Adjective,0.979815
21,taste,Sense perception,Action/Process,Verb,0.884699
717,sweet,Sense perception,Property,Adjective,1
1091,salty,Sense perception,Property,Adjective,0.979388
887,bitter,Sense perception,Property,Adjective,0.989205
1906,sour,Sense perception,Property,Adjective,0.993284
70,brackish,Sense perception,Property,Adjective,0.646611
1408,hear,Sense perception,Action/Process,Verb,1
1608,listen,Sense perception,Action/Process,Verb,0.983137
1811,sound or noise,Sense perception,Person/Thing,Noun,0.948083
377,loud,Sense perception,Property,Adjective,0.916433
1409,see,Sense perception,Action/Process,Verb,1
1819,look,Sense perception,Action/Process,Verb,1
1039,show,Sense perception,Action/Process,Verb,0.958675
708,shine,Sense perception,Action/Process,Verb,0.968139
679,bright,Sense perception,Property,Adjective,0.924647
1613,color,Sense perception,Person/Thing,Noun,0.728498
250,light,Sense perception,Property,Adjective,0.84352
706,dark,Sense perception,Property,Adjective,0.87588
1335,white,Sense perception,Property,Adjective,0.997837
163,black,Sense perception,Property,Adjective,1
156,red,Sense perception,Property,Adjective,1
837,blue,Sense perception,Property,Adjective,0.9976
1425,green,Sense perception,Property,Adjective,0.980505
1424,yellow,Sense perception,Property,Adjective,0.991859
1892,touch,Sense perception,Action/Process,Verb,0.974511
378,pinch,Sense perception,Action/Process,Verb,0.905363
1079,feel,Sense perception,Action/Process,Verb,0.914345
1884,hard,Sense perception,Property,Adjective,1
1856,soft,Sense perception,Property,Adjective,0.990583
1923,rough,Sense perception,Property,Adjective,0.90859
1234,smooth,Sense perception,Property,Adjective,0.955641
1396,sharp,Sense perception,Property,Adjective,0.99891
379,blunt,Sense perception,Property,Adjective,0.909252
1210,heavy,Sense perception,Property,Adjective,0.994
1052,light,Sense perception,Property,Adjective,0.978185
1726,wet,Sense perception,Property,Adjective,0.99703
1398,dry,Sense perception,Property,Adjective,1
1286,hot,Sense perception,Property,Adjective,1
1232,warm,Sense perception,Property,Adjective,0.923513
1287,cold,Sense perception,Property,Adjective,0.988985
704,clean,Sense perception,Property,Adjective,0.947184
1230,dirty,Sense perception,Property,Adjective,0.995995
380,wrinkled,Sense perception,Property,Adjective,0.880347
811,soul,Religion and belief,Person/Thing,Noun,0.969391
1572,surprised,Emotions and values,Property,Adjective,0.853146
720,good luck,Emotions and values,Person/Thing,Noun,0.739194
56,bad luck,Emotions and values,Person/Thing,Noun,0.713066
1495,happy,Emotions and values,Property,Adjective,1
1355,laugh,Emotions and values,Action/Process,Verb,1
1451,smile,Emotions and values,Action/Process,Verb,0.870551
1413,play,Emotions and values,Action/Process,Verb,0.993932
923,love,Emotions and values,Action/Process,Verb,0.981971
578,kiss,Emotions and values,Action/Process,Verb,0.96764
928,embrace,Emotions and values,Action/Process,Verb,0.928136
1783,pain,Emotions and values,Person/Thing,Noun,0.988985
1668,grief,Emotions and values,Person/Thing,Noun,0.976113
1000,anxiety,Emotions and values,Person/Thing,Noun,0.907803
1875,regret,Emotions and values,Action/Process,Verb,0.829191
1141,pity,Emotions and values,Person/Thing,Noun,0.905589
1839,cry,Emotions and values,Action/Process,Verb,0.998717
1651,tear,Emotions and values,Person/Thing,Noun,0.987133
716,groan,Emotions and values,Action/Process,Verb,0.921876
1607,hate,Emotions and values,Action/Process,Verb,0.942878
82,anger,Emotions and values,Person/Thing,Noun,0.989945
40,envy,Emotions and values,Person/Thing,Noun,0.888577
1776,shame,Emotions and values,Person/Thing,Noun,0.960131
174,proud,Emotions and values,Property,Adjective,0.835085
1779,dare,Emotions and values,Action/Process,Verb,0.713365
3,brave,Emotions and values,Property,Adjective,0.920987
781,fear,Emotions and values,Person/Thing,Noun,0.985626
1810,danger,Emotions and values,Person/Thing,Noun,0.798502
1784,want,Emotions and values,Action/Process,Verb,0.935954
1750,choose,Emotions and values,Action/Process,Verb,0.9332
100,faithful,Emotions and values,Property,Adjective,0.693865
1657,true,Emotions and values,Property,Adjective,0.96463
601,lie,Emotions and values,Action/Process,Verb,0.991525
13,deceit,Emotions and values,Person/Thing,Noun,0.892461
1528,forgive,Emotions and values,Action/Process,Verb,0.824038
1035,good,Emotions and values,Property,Adjective,0.994336
1292,bad,Emotions and values,Property,Adjective,1
1725,correct,Emotions and values,Property,Adjective,0.962313
1390,wrong,Emotions and values,Property,Adjective,0.884782
134,fault,Emotions and values,Person/Thing,Noun,0.769765
1293,mistake,Emotions and values,Person/Thing,Noun,0.861718
381,blame,Emotions and values,Person/Thing,Noun,0.80392
1687,praise,Emotions and values,Person/Thing,Noun,0.817741
1427,beautiful,Emotions and values,Property,Adjective,0.99703
1548,ugly,Emotions and values,Property,Adjective,0.981257
2018,greedy,Emotions and values,Property,Adjective,0.787793
1310,clever,Cognition,Property,Adjective,0.889955
1562,mind,Cognition,Person/Thing,Noun,0.851802
1415,think,Cognition,Action/Process,Verb,0.972636
1513,think,Cognition,Action/Process,Verb,0.863405
1890,believe,Cognition,Action/Process,Verb,0.953827
1536,understand,Cognition,Action/Process,Verb,0.955012
1410,know,Cognition,Action/Process,Verb,0.98424
1932,guess,Cognition,Action/Process,Verb,0.802472
117,imitate,Cognition,Action/Process,Verb,0.877582
1521,seem,Cognition,Action/Process,Verb,0.831384
1609,idea,Cognition,Person/Thing,Noun,0.764906
698,wise,Cognition,Property,Adjective,0.858191
1518,stupid,Cognition,Property,Adjective,0.957296
1899,mad,Cognition,Property,Adjective,0.961427
504,learn,Cognition,Action/Process,Verb,0.977713
1929,study,Cognition,Action/Process,Verb,0.848512
709,teach,Cognition,Action/Process,Verb,0.976381
753,pupil,Cognition,Person/Thing,Noun,0.87096
1038,teacher,Cognition,Person/Thing,Noun,0.926056
673,school,Cognition,Person/Thing,Noun,0.863396
707,remember,Cognition,Action/Process,Verb,0.994951
1523,forget,Cognition,Action/Process,Verb,0.992985
989,clear,Cognition,Property,Adjective,0.859791
1764,obscure,Cognition,Property,Adjective,0.715131
1121,secret,Cognition,Property,Adjective,0.825137
509,certain,Cognition,Property,Adjective,0.864967
1626,explain,Cognition,Action/Process,Verb,0.868248
1162,intention,Cognition,Person/Thing,Noun,0.729298
860,cause,Cognition,Person/Thing,Noun,0.774675
1308,doubt,Cognition,Person/Thing,Noun,0.764311
1841,suspect,Cognition,Action/Process,Verb,0.719886
1902,betray,Cognition,Action/Process,Verb,0.717258
643,need,Cognition,Person/Thing,Noun,0.82671
686,easy,Cognition,Property,Adjective,0.912364
584,difficult,Cognition,Property,Adjective,0.955997
1812,try,Cognition,Action/Process,Verb,0.913816
488,manner,Cognition,Person/Thing,Noun,0.72247
1577,and,Cognition,Other,Function word,0.844753
1157,because,Cognition,Other,Function word,0.866609
1459,if,Cognition,Other,Function word,0.836072
1014,or,Cognition,Other,Function word,0.7566
1268,yes,Cognition,Other,Function word,0.969332
1269,no,Cognition,Other,Function word,0.977153
1239,how,Cognition,Other,Function word,0.975848
