concepticon_id,concepticon_gloss,semantic_field,ontological_category,semantic_category,lex_ids
1236,what,Cognition,Other,Function word,0.978133
1238,when,Cognition,Other,Function word,0.954175
1237,where,Cognition,Other,Function word,0.978133
727,which,Cognition,Other,Function word,0.938527
1235,who,Cognition,Other,Function word,0.963098
1270,why,Cognition,Other,Function word,0.958396
1363,voice,Speech and language,Person/Thing,Noun,0.935819
1261,sing,Speech and language,Action/Process,Verb,0.987536
715,shout,Speech and language,Action/Process,Verb,0.992527
55,whisper,Speech and language,Action/Process,Verb,0.894614
128,mumble,Speech and language,Action/Process,Verb,0.616795
1025,whistle,Speech and language,Action/Process,Verb,0.95621
298,shriek,Speech and language,Action/Process,Verb,0.821516
526,howl,Speech and language,Action/Process,Verb,0.827898
1623,speak,Speech and language,Action/Process,Verb,0.996294
1866,stutter,Speech and language,Action/Process,Verb,0.813038
1458,say,Speech and language,Action/Process,Verb,0.980488
1711,tell,Speech and language,Action/Process,Verb,0.898293
1115,speech,Speech and language,Person/Thing,Noun,0.779026
48,be silent,Speech and language,Action/Process,Verb,0.979133
1307,language,Speech and language,Person/Thing,Noun,0.972231
1599,word,Speech and language,Person/Thing,Noun,0.969913
1405,name,Speech and language,Person/Thing,Noun,0.983145
1309,ask,Speech and language,Action/Process,Verb,0.998875
1275,answer,Speech and language,Action/Process,Verb,0.975182
2022,admit,Speech and language,Action/Process,Verb,0.809365
755,deny,Speech and language,Action/Process,Verb,0.769821
1828,ask,Speech and language,Action/Process,Verb,0.96194
1675,promise,Speech and language,Action/Process,Verb,0.817418
49,refuse,Speech and language,Action/Process,Verb,0.71162
83,forbid,Speech and language,Action/Process,Verb,0.860592
299,scold,Speech and language,Action/Process,Verb,0.869892
1084,call,Speech and language,Action/Process,Verb,0.972536
180,call by name,Speech and language,Action/Process,Verb,0.917082
9,announce,Speech and language,Action/Process,Verb,0.83327
1192,threaten,Speech and language,Action/Process,Verb,0.813431
101,boast,Speech and language,Action/Process,Verb,0.78567
1672,write,Speech and language,Action/Process,Verb,0.989205
724,read,Speech and language,Action/Process,Verb,0.956764
648,paper,Speech and language,Person/Thing,Noun,0.968717
794,pen,Speech and language,Person/Thing,Noun,0.824617
963,book,Speech and language,Person/Thing,Noun,0.919716
1045,poet,Speech and language,Person/Thing,Noun,0.459393
777,flute,Speech and language,Person/Thing,Noun,0.904616
908,drum,Speech and language,Person/Thing,Noun,0.858272
2136,brass instrument,Speech and language,Person/Thing,Noun,0.775862
300,rattle,Speech and language,Person/Thing,Noun,0.703683
1300,country,Social and political relations,Person/Thing,Noun,0.902274
1391,town,Social and political relations,Person/Thing,Noun,0.889242
930,village,Social and political relations,Person/Thing,Noun,0.936056
1010,boundary,Social and political relations,Person/Thing,Noun,0.794313
789,people,Social and political relations,Person/Thing,Noun,0.931517
302,clan,Social and political relations,Person/Thing,Noun,0.76026
301,chieftain,Social and political relations,Person/Thing,Noun,0.928231
1296,walking stick,Modern world,Person/Thing,Noun,0.908032
1846,rule,Social and political relations,Action/Process,Verb,0.793456
1508,king,Social and political relations,Person/Thing,Noun,0.733947
1306,queen,Social and political relations,Person/Thing,Noun,0.608839
482,noble,Social and political relations,Person/Thing,Noun,0.472761
1032,citizen,Social and political relations,Person/Thing,Noun,0.61534199999999994
383,master,Social and political relations,Person/Thing,Noun,0.849161
812,slave,Social and political relations,Person/Thing,Noun,0.729197
255,servant,Social and political relations,Person/Thing,Noun,0.82918
384,freeman,Social and political relations,Person/Thing,Noun,0.428313
1998,command,Social and political relations,Action/Process,Verb,0.880345
1635,obey,Social and political relations,Action/Process,Verb,0.963592
1325,friend,Social and political relations,Person/Thing,Noun,0.973546
1358,enemy,Social and political relations,Person/Thing,Noun,0.92228
1332,neighbour,Social and political relations,Person/Thing,Noun,0.885818
791,stranger,Social and political relations,Person/Thing,Noun,0.912512
1782,guest,Social and political relations,Person/Thing,Noun,0.853735
1545,host,Social and political relations,Person/Thing,Noun,0.731448
1897,help,Social and political relations,Action/Process,Verb,0.983172
1747,custom,Social and political relations,Person/Thing,Noun,0.865791
1848,quarrel,Social and political relations,Person/Thing,Noun,0.949527
2024,plot,Social and political relations,Person/Thing,Noun,0.516509
1831,meet,Social and political relations,Action/Process,Verb,0.974636
1610,prostitute,Social and political relations,Person/Thing,Noun,0.739638
1423,fight,Warfare and hunting,Action/Process,Verb,0.966737
579,battle,Warfare and hunting,Person/Thing,Noun,0.837937
1338,peace,Warfare and hunting,Person/Thing,Noun,0.754163
1561,army,Warfare and hunting,Person/Thing,Noun,0.706301
1941,soldier,Warfare and hunting,Person/Thing,Noun,0.875926
951,weapons,Warfare and hunting,Person/Thing,Noun,0.708188
1763,club,Warfare and hunting,Person/Thing,Noun,0.821965
386,battle-axe,Warfare and hunting,Person/Thing,Noun,0.516102
387,sling,Warfare and hunting,Person/Thing,Noun,0.742668
994,bow,Warfare and hunting,Person/Thing,Noun,0.923641
977,arrow,Warfare and hunting,Person/Thing,Noun,0.932069
945,spear,Warfare and hunting,Person/Thing,Noun,0.834119
1535,sword,Warfare and hunting,Person/Thing,Noun,0.777952
1061,armour,Warfare and hunting,Person/Thing,Noun,0.493657
1680,helmet,Warfare and hunting,Person/Thing,Noun,0.540115
1064,shield,Warfare and hunting,Person/Thing,Noun,0.56904
1938,fortress,Warfare and hunting,Person/Thing,Noun,0.516653
1671,tower,Warfare and hunting,Person/Thing,Noun,0.524112
783,victory,Warfare and hunting,Person/Thing,Noun,0.816055
782,defeat,Warfare and hunting,Person/Thing,Noun,0.775305
722,attack,Warfare and hunting,Person/Thing,Noun,0.723683
1330,defend,Warfare and hunting,Action/Process,Verb,0.808364
421,retreat,Warfare and hunting,Action/Process,Verb,0.772307
1696,surrender,Warfare and hunting,Action/Process,Verb,0.666704
1072,prisoner,Warfare and hunting,Person/Thing,Noun,0.723911
1940,guard,Warfare and hunting,Person/Thing,Noun,0.731353
1022,booty,Warfare and hunting,Person/Thing,Noun,0.572429
65,ambush,Warfare and hunting,Person/Thing,Noun,0.684982
1858,fisherman,Warfare and hunting,Person/Thing,Noun,0.853908
1074,fishhook,Warfare and hunting,Person/Thing,Noun,0.931149
388,fishnet,Warfare and hunting,Person/Thing,Noun,0.849043
1435,hunt,Warfare and hunting,Action/Process,Verb,0.959093
1172,shoot,Warfare and hunting,Action/Process,Verb,0.95251
161,miss,Basic actions and technology,Action/Process,Verb,0.85526
1075,trap,Warfare and hunting,Person/Thing,Noun,0.844388
1170,trap,Warfare and hunting,Action/Process,Verb,0.712189
1062,law,Law,Person/Thing,Noun,0.735753
1068,court,Law,Person/Thing,Noun,0.530253
1818,adjudicate,Law,Action/Process,Verb,0.687561
1067,judgment,Law,Person/Thing,Noun,0.554563
861,judge,Law,Person/Thing,Noun,0.646541
2020,plaintiff,Law,Person/Thing,Noun,0.505627
1034,defendant,Law,Person/Thing,Noun,0.528827
1144,witness,Law,Person/Thing,Noun,0.69246
1939,swear,Law,Action/Process,Verb,0.571086
1712,oath,Law,Person/Thing,Noun,0.495495
1814,accuse,Law,Action/Process,Verb,0.777579
484,condemn,Law,Action/Process,Verb,0.56974
983,convict,Law,Action/Process,Verb,0.525585
988,acquit,Law,Action/Process,Verb,0.552587
1682,guilty,Law,Property,Adjective,0.687698
90,innocent,Law,Property,Adjective,0.694359
390,punishment,Law,Person/Thing,Noun,0.782785
218,fine,Law,Person/Thing,Noun,0.57679
1281,prison,Law,Person/Thing,Noun,0.839857
845,murder,Law,Person/Thing,Noun,0.877032
902,adultery,Law,Person/Thing,Noun,0.678634
953,rape,Law,Person/Thing,Noun,0.647105
1889,arson,Law,Person/Thing,Noun,0.544799
1792,perjury,Law,Person/Thing,Noun,0.486985
713,steal,Law,Action/Process,Verb,0.985592
1160,thief,Law,Person/Thing,Noun,0.981669
661,religion,Religion and belief,Person/Thing,Noun,0.587584
911,temple,Religion and belief,Person/Thing,Noun,0.815817
853,altar,Religion and belief,Person/Thing,Noun,0.578381
1103,sacrifice,Religion and belief,Person/Thing,Noun,0.688065
257,worship,Religion and belief,Action/Process,Verb,0.723285
24,pray,Religion and belief,Action/Process,Verb,0.820591
852,priest,Religion and belief,Person/Thing,Noun,0.752344
1702,holy,Religion and belief,Property,Adjective,0.6367
304,preach,Religion and belief,Action/Process,Verb,0.720092
391,bless,Religion and belief,Action/Process,Verb,0.679946
8,curse,Religion and belief,Action/Process,Verb,0.827182
303,abstain from food,Religion and belief,Action/Process,Verb,0.773071
1565,heaven,Religion and belief,Person/Thing,Noun,0.843754
878,hell,Religion and belief,Person/Thing,Noun,0.700744
1973,demon,Religion and belief,Person/Thing,Noun,0.909862
1945,idol,Religion and belief,Person/Thing,Noun,0.543011
392,magic,Religion and belief,Person/Thing,Noun,0.828947
2137,magician,Religion and belief,Person/Thing,Noun,0.903041
3206,elf or fairy,Religion and belief,Person/Thing,Noun,0.504122
1175,ghost,Religion and belief,Person/Thing,Noun,0.862896
107,omen,Religion and belief,Person/Thing,Noun,0.633508
81,fathom,Spatial relations,Person/Thing,Noun,0.560964
2013,bait,Warfare and hunting,Person/Thing,Noun,0.668071
1916,gill,Animals,Person/Thing,Noun,0.682363
1910,stingray,Animals,Person/Thing,Noun,0.505953
68,tattoo,Clothing and grooming,Person/Thing,Noun,0.510697
768,lunch,Food and drink,Person/Thing,Noun,0.595644
623,lagoon,The physical world,Person/Thing,Noun,0.566066
327,poncho,Clothing and grooming,Person/Thing,Noun,0.39205
410,yam,Agriculture and vegetation,Person/Thing,Noun,0.480628
660,reef,The physical world,Person/Thing,Noun,0.335434
925,cassava,Agriculture and vegetation,Person/Thing,Noun,0.606241
309,opossum,Animals,Person/Thing,Noun,0.451078
