concepticon_id,concepticon_gloss,semantic_field,ontological_category,semantic_category,lex_wold,lex_ids,wl_mean,wl_cvar,en,do_mean,do_cvar,ins,cd,aoa_self,conc,sens
1001,blacksmith,Basic actions and technology,Person/Thing,Noun,0.897584,0.624284,13.391542,0.940186,52.263679,118.05299,0.81085,2.8e-5,979.827944,9.84,4.38,4.331129426
1002,statue,Basic actions and technology,Person/Thing,Noun,0.568812,0.600666,10.535258,0.609635,10.577173,92.32349,0.47628,1.49e-4,198.160783,7.55,4.93,4.842405795
1005,twins,Kinship,Person/Thing,Noun,1,0.885017,15.216073,0.634327,38.836023,121.70016,1.17179,1.53e-4,730.940374,6.06,4.17,4.122795884
1006,brick,The house,Person/Thing,Noun,0.887799,0.704005,5.212767,0.646545,13.948557,108.65785,0.66618,1.78e-4,375.259567,6.43,4.83,4.722119573
1007,cow,Animals,Person/Thing,Noun,0.950871,0.947046,29.059922,0.80993,27.231518,827.71133,1.33872,6.92e-4,499.555028,3.94,4.96,4.965558625
1008,bull,Animals,Person/Thing,Noun,0.845526,0.867157,12.657708,1.056245,49.03699,264.73285,1.97289,1.46e-4,933.254227,4.53,4.85,5.207771829
1010,boundary,Social and political relations,Person/Thing,Noun,0.84308399999999994,0.794313,38.669423,0.683475,13.644698,97.01103,0.50696,8.7e-5,258.083655,8.35,3.04,4.32255374
1011,bridge,Motion,Person/Thing,Noun,1,0.905173,40.160306,0.516485,45.737954,187.55344,1.17139,1.8e-4,828.834174,5.58,4.97,4.722555939
1014,or,Cognition,Other,Function word,0.944854,0.7566,2036.682133,0.620637,3104.147116,2524.08582,0.70457,1.05e-4,51830.910709,4.143602,1.72,2.168675032
1021,towel,Clothing and grooming,Person/Thing,Noun,0.983959,0.743119,10.097477,0.407479,19.172031,102.70239,0.68083,1.11e-4,351.527737,3.22,4.86,6.48426142
1025,whistle,Speech and language,Action/Process,Verb,1,0.95621,7.579588,0.816384,10.909971,183.19479,2.64656,5.1e-5,163.156333,5.42,4.42,6.084539672
1033,grind,Food and drink,Action/Process,Verb,1,0.989927,27.329913,0.89679,68.310307,177.21835,1.06461,1.15e-4,983.091071,7.58,3.97,5.20122247
1035,good,Emotions and values,Property,Adjective,1,0.994336,2755.866601,0.63792,3039.512051,2232.42907,0.61569,0.001709,41846.929694,3.55,1.64,5.133806684
1038,teacher,Cognition,Person/Thing,Noun,1,0.926056,135.454119,0.771564,148.615795,216.02837,1.27553,6.15e-4,2743.399585,4.55,4.52,5.064921354
1039,show,Sense perception,Action/Process,Verb,1,0.958675,324.215358,0.606697,490.340965,341.06775,1.34523,3.76e-4,8411.450608,4.55,3.39,4.828480626
1044,pillow,The house,Person/Thing,Noun,0.934276,0.856539,16.972163,0.642997,24.78618,93.99606,0.41122,2.08e-4,451.201424,3.47,5,6.935973787
1046,shut,Spatial relations,Action/Process,Verb,1,0.984561,28.461215,1.511865,78.10613,115.86773,0.76218,6.8e-5,1407.890834,4.89,3.38,4.82901673
1062,law,Law,Person/Thing,Noun,0.849292,0.735753,261.995098,0.673928,172.533807,524.0816,1.77033,7.92e-4,3011.865915,8.33,2.57,3.834284729
1063,nephew,Kinship,Person/Thing,Noun,0.81321,0.850458,11.317073,0.800059,16.162384,127.82579,0.89832,2.5e-5,320.379709,6.37,4.48,3.887494674
1067,judgment,Law,Person/Thing,Noun,0.77735,0.554563,37.099843,0.402358,27.969461,90.95574,0.40346,8.6e-5,525.956689,8.939252,1.68,4.323381754
1068,court,Law,Person/Thing,Noun,0.730602,0.530253,70.045443,0.601453,102.805493,135.7241,0.8762,4.97e-4,1784.336992,8.39,4.31,4.756091907
1069,glue,Basic actions and technology,Person/Thing,Noun,0.97348,0.818346,9.62897,0.887686,19.056275,88.40518,0.39272,1.99e-4,304.064076,4.67,4.65,5.158058037
1071,hook,Warfare and hunting,Person/Thing,Noun,0.952719,0.875631,11.17309,1.381935,48.964643,114.31323,0.48817,8.8e-5,634.529813,6.26,4.79,4.609018378
1075,trap,Warfare and hunting,Person/Thing,Noun,0.976504,0.844388,17.435387,0.764497,28.866567,198.5904,1.97237,1.15e-4,307.62385,6.44,4.3,4.536970592
1077,wheat,Agriculture and vegetation,Person/Thing,Noun,0.785894,0.622939,8.557459,0.689286,17.971066,116.36243,0.94342,2.17e-4,314.7434,6.53,4.89,6.019550808
1079,feel,Sense perception,Action/Process,Verb,1,0.914345,440.011825,0.655067,1277.566251,343.20492,1.43054,1.73e-4,15884.603975,5.11,2.28,7.029573981
1081,bill,Possession,Person/Thing,Noun,0.70756,0.64405,32.875821,0.90257,128.517719,120.63184,1.7024,2.73e-4,2358.647286,6.4242,4.68,4.377626541
1082,merchant,Possession,Person/Thing,Noun,0.817481,0.779288,11.174752,0.939412,8.117365,134.61835,1.4589,2.4e-5,162.26639,9.8,4.31,4.433205842
1085,follow,Motion,Action/Process,Verb,0.977786,0.978585,425.046433,0.880278,1217.199676,312.79581,1.04118,2.02e-4,14682.883417,5.11,3.26,4.962190801
1095,let go or set free,Possession,Action/Process,Verb,1,0.871509,59.462613,1.105013,183.675289,112.40096,1.04519,9.8e-5,2129.041827,8.53,3.24,4.821759587
1098,weigh,Possession,Action/Process,Verb,0.918973,0.868949,19.740623,0.596325,24.540199,105.00692,0.71713,3e-5,183.328389,6.62,3.79,3.324168416
1100,cook,Food and drink,Action/Process,Verb,0.972422,0.973407,38.111344,1.794333,110.401958,499.21134,0.87784,2.62e-4,1455.651142,4.22,4.32,7.028219476
1102,climb,Motion,Action/Process,Verb,1,0.963209,33.118279,1.134344,38.864962,362.24731,1.54027,1.82e-4,378.226046,5.3,4.11,6.247828786
1103,sacrifice,Religion and belief,Person/Thing,Noun,0.766489,0.688065,29.399953,0.936158,30.545024,152.85508,1.95633,5.4e-5,460.397508,9.61,2.8,4.018056654
1109,wound,The body,Person/Thing,Noun,1,0.948637,56.901172,0.719315,50.266894,218.83191,1.31293,4.07e-4,835.063779,5.84,4.24,5.684605989
1113,wrap,Motion,Action/Process,Verb,1,0.995108,16.180534,1.082842,62.334421,128.23936,1.11339,8.8e-5,689.706319,7,4.11,5.292514435
1115,speech,Speech and language,Person/Thing,Noun,0.875879,0.779026,78.809217,0.836316,55.200979,166.4631,1.24047,3.49e-4,1035.597745,6.22,3.37,5.887319915
1119,divide,Spatial relations,Action/Process,Verb,0.975107,0.931075,51.080412,0.717416,53.5804,181.97372,0.67958,2.37e-4,840.700089,6.25,3.96,4.8609451
1121,secret,Cognition,Property,Adjective,0.942668,0.825137,84.082134,0.380135,103.456619,112.12859,0.79362,5.09e-4,1983.981015,5.39,2.19,4.311476404
1123,pregnant,The body,Property,Adjective,1,0.996803,23.413333,0.621762,37.996795,173.88485,0.84879,9.8e-5,705.725304,6.76,4.59,5.532345091
1124,pipe,Agriculture and vegetation,Person/Thing,Noun,0.910051,0.686534,9.387523,1.023809,17.768493,126.88912,0.85002,2.21e-4,295.461287,8.17,4.88,4.373074698
1125,bald,The body,Property,Adjective,1,0.95268,11.310807,1.359795,6.916401,144.99115,2.28259,8.6e-5,135.271433,7.26,4.69,5.316503354
1127,send,Motion,Action/Process,Verb,0.976504,0.940317,269.746599,0.602737,384.077271,252.28756,0.98222,1.22e-4,3743.399585,5.68,2.7,3.421607169
1133,match,The physical world,Person/Thing,Noun,1,0.89343,103.138463,0.819195,84.414813,131.42139,0.88298,1.22e-4,1484.129338,5.72,4.14,3.544789322
1135,kick,Motion,Action/Process,Verb,0.976504,0.968805,21.807534,1.29711,127.852124,107.68844,0.54088,7.9e-5,1618.21418,4.06,4.33,5.909194699
1136,rabbit,Animals,Person/Thing,Noun,0.899925,0.888736,15.478505,0.894908,12.168813,293.14224,2.94101,2.3e-4,295.757935,3.94,4.93,4.501536406
1141,pity,Emotions and values,Person/Thing,Noun,0.954663,0.905589,25.605837,0.676471,17.33441,157.87904,0.74953,4.5e-5,326.609315,8.72,1.87,4.343411099
1143,oven,Food and drink,Person/Thing,Noun,0.89551,0.728479,46.238952,0.93721,47.228308,144.40933,1.37378,1.67e-4,824.384456,5.67,4.97,5.104911909
1145,swamp,The physical world,Person/Thing,Noun,0.957358,0.878556,5.594522,0.997481,7.799037,114.03883,1.10547,8.7e-5,108.57312400000001,7.95,4.96,5.048288068
1149,orphan,Kinship,Person/Thing,Noun,0.942575,0.920228,8.317869,1.24765,7.900324,126.1059,1.0129,2.5e-5,128.448532,6.94,4.04,3.615204975
1150,thunder,The physical world,Person/Thing,Noun,1,0.987397,8.790012,0.798092,28.736342,105.15677,0.86208,8.2e-5,558.587956,4.89,4.34,4.428124593
1153,cattle,Animals,Person/Thing,Noun,0.795316,0.84273,6.298921,1.172068,7.20579,335.55047,1.3734,1.04e-4,119.252447,6.53,4.64,5.95029255
1155,cave,The physical world,Person/Thing,Noun,1,0.920841,76.477126,2.894599,18.159169,253.64297,1.41233,1.89e-4,272.916049,6.74,4.96,4.500787893
1156,open,Spatial relations,Action/Process,Verb,1,0.9839,346.023717,0.498621,488.112668,438.43412,0.7747,5.12e-4,6478.196381,5,3.21,4.725517756
1159,fart,The body,Action/Process,Verb,1,0.851152,15.996438,1.182777,11.662382,121.28827,1.17172,7.6e-5,183.031741,5.78,4.18,6.079942052
1161,thread,Clothing and grooming,Person/Thing,Noun,1,0.97819,38.184252,0.596214,41.093258,147.98083,1.08938,2.74e-4,681.993474,6.61,4.93,5.816545223
1162,intention,Cognition,Person/Thing,Noun,0.867958,0.729298,141.702146,0.586165,104.816748,129.70410999999999,0.71302,1.32e-4,2037.080985,8.37,1.7,3.694579019
1169,ox,Animals,Person/Thing,Noun,0.859148,0.734976,3.074128,0.660028,1.374598,262.88125,2.85776,5.3e-5,37.080985,4.72,4.86,3.704276712
1171,mirror,Clothing and grooming,Person/Thing,Noun,1,0.939118,35.681372,0.55386,41.889079,126.62501,1.28713,2.21e-4,738.356571,4.89,4.97,5.780473142
1172,shoot,Warfare and hunting,Action/Process,Verb,1,0.95251,52.272388,0.811685,139.297464,307.64637,1.26911,1.59e-4,1825.274399,5.53,3.97,5.869999895
1174,yesterday,Time,Other,Function word,1,0.991433,379.407678,0.408861,207.969508,219.64469,0.95218,6.8e-5,4202.907149,4.580539,3,2.967339632
1175,ghost,Religion and belief,Person/Thing,Noun,0.95755,0.862896,25.754137,1.049362,41.122197,108.69254,0.60534,4.62e-4,762.088401,5.06,3.19,4.07728782
1176,spade,Agriculture and vegetation,Person/Thing,Noun,0.894127,0.724508,1.683495,1.296601,3.805467,106.78749,1.08778,5.1e-5,70.602195,8.11,4.46,3.652093577
1185,vulture,Animals,Person/Thing,Noun,0.713519,0.778943,1.754596,0.907617,2.416399,123.37566,1.58561,2.4e-5,45.387125,8.89,4.73,4.236925805
1188,charcoal,The physical world,Person/Thing,Noun,1,0.947805,2.844053,1.34091,3.47267,128.00878,1.25307,2.2e-5,60.516167,8,4.85,4.838724035
1198,many,Quantity,Other,Function word,1,1,2311.045287,0.383079,2203.987716,1966.84308,0.63366,6.5e-4,41774.84426,4.580539,2.37,4.543065263
1199,wife,Kinship,Person/Thing,Noun,1,1,87.863864,1.029128,142.726726,1389.76636,0.7131,2.88e-4,2725.600712,5.67,4.13,5.470194584
1201,feather,The body,Person/Thing,Noun,1,0.98592900000000006,2.530258,1.216817,8.030549,204.88988,1.31767,3.06e-4,254.52388,4.67,4.9,4.843053509
1202,big,Spatial relations,Property,Adjective,1,0.995953,910.953491,0.421874,972.144949,1793.3455,0.67209,0.001643,14829.42747,2.89,3.66,5.084075034
1203,long,Spatial relations,Property,Adjective,1,1,477.684426,0.727843,808.596675,1180.48971,0.69381,7.36e-4,12427.469594,4.239515,3.18,4.432593944
1205,tongue,The body,Person/Thing,Noun,1,1,22.45948,0.996912,27.665602,211.30828,1.35866,2.14e-4,529.813112,4.47,4.93,5.85644797
1207,young,Time,Property,Adjective,0.976504,0.950332,228.45746,0.497686,277.611005,793.87834,0.74199,6.14e-4,4233.461881,4.61,3.16,4.996223094
1208,cat,Animals,Person/Thing,Noun,1,1,139.121299,1.311154,127.910001,316.49077,1.95604,0.001194,2339.958469,3.68,4.86,6.349945313
1210,heavy,Sense perception,Property,Adjective,1,0.994,67.2796,0.561428,63.289406,172.15264,0.89825,5.21e-4,1225.15574,4.05,3.37,5.484958139
1216,mother,Kinship,Person/Thing,Noun,1,0.92276,267.837702,0.62371,315.984006,2190.31732,0.71879,6.43e-4,5730.940374,2.63,4.6,5.761231245
1217,father,Kinship,Person/Thing,Noun,1,0.986984,189.061304,0.684797,150.713866,2342.12614,0.55295,3.46e-4,2636.606348,4.11,4.52,5.65556169
1218,rope,Basic actions and technology,Person/Thing,Noun,1,0.981524,21.796062,0.731449,23.46946,314.43227,0.88702,4.59e-4,419.163453,5.44,4.93,5.16614002
1219,worm,Animals,Person/Thing,Noun,1,0.943511,7.740146,0.737489,11.257238,168.11678,1.21649,2.27e-4,213.289825,3.89,4.9,4.498787739
1220,tail,The body,Person/Thing,Noun,1,1,26.915233,0.759174,21.950167,343.61198,1.65412,2.08e-4,401.067932,3.7,4.96,4.891548431
1221,nose,The body,Person/Thing,Noun,1,1,55.339095,0.372273,46.953389,230.0492,1.51582,6.12e-4,904.776031,2.95,4.89,5.997966819
1222,penis,The body,Person/Thing,Noun,1,0.954823,8.300775,0.589957,11.329585,107.4375,0.90042,4.44e-4,219.222783,8.53,5,6.148920819
1223,heart,The body,Person/Thing,Noun,1,1,354.927462,1.140387,357.352184,334.82636,1.06572,6.4e-4,6758.528627,5.17,4.52,4.810590877
1224,liver,The body,Person/Thing,Noun,1,0.987133,12.204428,0.680415,9.260453,127.15125,1.20712,3.6e-5,167.309404,8.56,4.68,4.719444205
1225,day,Time,Person/Thing,Noun,0.960791,1,14.935569,1.762794,4.601287,105.05936,0.66715,1.2e-5,93.147434,5.1,4.31,5.860286697
1226,year,Time,Person/Thing,Noun,1,0.968362,1424.495341,0.430567,1560.502017,1307.62396,0.93294,2.84e-4,29881.340848,5.24,3.25,2.669849123
1227,board,The house,Person/Thing,Noun,0.984362,0.882109,4.171926,1.675918,4.500001,128.26386,1.01703,2.8e-5,78.018392,7.84,5,4.796353954
1228,earth,The physical world,Person/Thing,Noun,1,0.969954,234.933484,0.466847,251.985597,1164.31767,0.68752,9.51e-4,4586.472857,4.89,4.87,6.084235652
1229,old,Time,Property,Adjective,1,0.989419,390.871194,0.670294,638.826534,2355.04423,0.97261,0.002018,10369.029961,3.72,2.72,5.2881376
1231,new,Time,Property,Adjective,1,0.988985,1467.618671,0.300601,1826.609803,359.44126,1.06023,6.47e-4,33177.395432,4.72,2.81,5.558039527
1232,warm,Sense perception,Property,Adjective,0.974279,0.923513,140.508264,0.636127,125.392316,164.00231,1.11136,0.001018,1982.794423,4.65,3.56,5.466511449
1233,night,Time,Person/Thing,Noun,1,1,602.707456,0.486237,944.522756,984.85883,0.77339,6.59e-4,18160.189855,3.61,4.52,5.728764833
1234,smooth,Sense perception,Property,Adjective,1,0.955641,19.822876,0.737445,41.180075,124.08493,1.09162,4.3e-4,743.399585,5.61,3.81,5.733024216
1235,who,Cognition,Other,Function word,1,0.963098,2101.754344,1.270664,2161.404103,3509.43645,0.44398,1.07e-4,38317.709878,3.813235,1.74,2.978842379
1241,some,Quantity,Other,Function word,0.958504,0.900349,702.90045,0.982719,2176.814075,2028.41856,0.77314,1.06e-4,39637.496292,4.846964,2.48,3.566791595
1242,few,Quantity,Other,Function word,0.974618,1,547.20145,0.830011,1581.092054,2169.23717,1.11388,5.51e-4,29529.516464,3.95,3.67,4.52619739
1243,wide,Spatial relations,Property,Adjective,1,0.972951,45.160945,0.292468,71.667221,132.11139,0.60189,2.54e-4,1399.288045,5.84,3.06,4.399465516
1244,thick,Spatial relations,Property,Adjective,1,0.987864,46.470834,0.962143,38.358531,130.56805,0.60087,2.18e-4,671.017502,5.61,4,5.339544162
1245,butter,Food and drink,Person/Thing,Noun,0.867523,0.554344,40.918372,0.956029,77.541821,124.94195,0.74779,3.22e-4,1338.178582,5.78,4.9,6.766638915
1246,small,Spatial relations,Property,Adjective,1,0.995953,629.566204,0.553667,325.910053,1309.54564,0.76929,0.001547,5396.321566,3.22,3.22,4.527132436
1247,ear,The body,Person/Thing,Noun,1,0.988289,69.627181,0.341458,63.651142,290.66981,1.16497,4.33e-4,1208.543459,3.63,5,5.396707067
1248,eye,The body,Person/Thing,Noun,1,1,386.023971,0.506737,315.043491,552.09109,1.10215,0.001269,6028.774844,3.75,4.9,6.105827573
1252,house,The house,Person/Thing,Noun,1,1,427.675241,0.949728,502.71235,2695.96849,0.62481,0.001553,9269.652922,3.16,5,5.849844282
1256,head,The body,Person/Thing,Noun,1,1,489.189821,1.140143,475.697874,1280.3826100000001,0.82078,6.58e-4,7745.179472,3.42,4.75,6.217219634
1257,wing,The body,Person/Thing,Noun,1,0.989965,20.504598,0.504941,38.90837,147.98212,0.90386,2.41e-4,1083.654702,4.79,4.86,4.50424909
1258,fingernail,The body,Person/Thing,Noun,1,1,16.674092,1.092832,3.038586,90.48835,0.4401,3.2e-5,61.406111,4,4.93,5.803259614
1261,sing,Speech and language,Action/Process,Verb,1,0.987536,59.349445,1.108933,18.202577,349.41001,2.06543,2.22e-4,1244.141204,3.47,4.34,6.064407459
1262,brother,Kinship,Person/Thing,Noun,0.830116,0.834258,152.470756,0.589493,171.000045,1667.1301,1.04122,3.46e-4,3330.169089,3.63,4.43,5.082499671
1263,sister,Kinship,Person/Thing,Noun,0.836737,0.817176,112.911164,0.441897,177.713873,763.10009,1.00018,2.6e-4,2947.196678,3.68,4,5.270912852
1264,change,Spatial relations,Action/Process,Verb,0.953785,0.961679,511.35429799999997,0.318122,602.725238,239.02651,1.01696,9.62e-4,7925.541382,4.26,3.07,5.233446794
1265,high,Spatial relations,Property,Adjective,1,0.992985,284.878616,0.539504,427.442234,510.09704,1.24279,6.96e-4,6340.551765,4.58,3.46,4.479713426
1267,narrow,Spatial relations,Property,Adjective,0.974618,0.989205,18.718378,0.559556,19.432481,107.24591,0.76431,9.1e-5,295.461287,7.57,3.04,4.493029662
1269,no,Cognition,Other,Function word,0.921348,0.977153,1644.434394,0.659948,2114.667757,4217.49315,1.16865,6.46e-4,38833.283892,2.715564,2.45,5.860412077
1270,why,Cognition,Other,Function word,1,0.958396,796.112507,0.60007,941.860375,1508.43676,0.66,1.99e-4,18059.329576,3.97309,1.86,2.865671085
1272,aunt,Kinship,Person/Thing,Noun,0.633923,0.76985,42.60056,0.291604,32.25242,219.76916,1.12236,8.9e-5,600.415307,3.8,4.48,4.123174466
1273,candle,The house,Person/Thing,Noun,0.974634,0.869262,18.370337,0.494384,23.18007,161.13287,2.25399,2.3e-4,425.096411,5.37,4.86,6.032885779
1274,salt,Food and drink,Person/Thing,Noun,1,0.994987,59.59041,0.842324,67.659182,227.41108,1.10735,3.45e-4,1196.974192,5.05,4.89,5.715969578
1275,answer,Speech and language,Action/Process,Verb,1,0.975182,274.546834,0.619398,300.284645,257.371,0.90944,3.38e-4,4616.73094,5.43,2.96,5.893838049
1276,autumn,Time,Person/Thing,Noun,0.761802,0.630691,57.648057,0.787219,13.644698,99.29355,0.58021,1e-4,259.566894,6,3.27,4.849100295
1277,hand,The body,Person/Thing,Noun,1,1,349.512954,0.518302,371.184985,880.94665,0.68135,9.37e-4,7056.659745,2.74,4.72,5.97988817
1280,fall,Motion,Action/Process,Verb,1,0.986259,213.377163,0.675804,335.286261,547.13269,0.88298,6.33e-4,4144.764165,4.71,4.04,5.601802351
1281,prison,Law,Person/Thing,Noun,0.950213,0.839857,34.919848,0.497623,55.389082,200.96005,1.67629,6.76e-4,1055.176505,5.74,4.83,5.352116003
1283,today,Time,Other,Function word,1,0.995356,1568.499958,0.488262,1478.778523,1017.54947,0.97504,1.11e-4,29315.633343,4.772365,2.57,3.759593526
1286,hot,Sense perception,Property,Adjective,1,1,59.96315,0.96887,262.172094,215.12029,0.85668,0.001391,4762.088401,3.37,4.31,6.384495322
1287,cold,Sense perception,Property,Adjective,1,0.988985,183.876437,0.477639,163.215477,237.99456,0.92486,0.001894,3105.013349,3.95,3.85,6.617555999
1289,baby,Kinship,Person/Thing,Noun,0.953007,0.990499,91.023977,0.902936,352.418099,329.59705,1.63139,0.001681,6456.541086,3.84,5,6.634214336
1290,elephant,Animals,Person/Thing,Noun,0.761512,0.581304,15.280277,0.84444,15.959811,175.17762,1.73951,2.76e-4,285.671907,4.8,5,5.241977205
1292,bad,Emotions and values,Property,Adjective,1,1,404.533147,0.788144,671.295996,640.87697,0.77819,0.001794,9361.910412,2.79,1.68,4.915414491
1293,mistake,Emotions and values,Person/Thing,Noun,0.976082,0.861718,136.501959,0.505268,111.67527,143.24311,0.61833,5.64e-4,2012.755859,5.78,2.68,4.750480561
1297,leg,The body,Person/Thing,Noun,0.951122,0.982157,106.350177,0.708955,91.765297,635.79036,1.48444,6.34e-4,1749.62919,3,4.83,5.604098647
1300,country,Social and political relations,Person/Thing,Noun,0.845755,0.902274,754.349613,0.725307,635.122353,317.20167,1.00343,0.00118,11172.05577,6.39,4.17,4.010839509
1301,foot,The body,Person/Thing,Noun,1,1,114.45974,0.607489,148.760489,573.51628,0.94613,6.59e-4,2779.590626,3.44,4.9,5.689749252
1302,fork,Food and drink,Person/Thing,Noun,0.944212,0.716174,4.424778,1.087411,13.557881,102.81193,1.12364,1.75e-4,249.480866,3.63,4.9,6.247655603
1303,finger,The body,Person/Thing,Noun,1,0.996179,95.159483,0.825568,87.135071,186.42756,1.04695,5.27e-4,1698.012459,3.43,5,6.135020297
1304,child,Kinship,Person/Thing,Noun,1,1,675.665308,0.373187,1022.990622,4924.11303,0.91946,0.002994,17500.148324,4.28,4.78,5.437756674
1305,chimney,The house,Person/Thing,Noun,0.722784,0.607811,2.957316,1.045432,2.430869,94.86645,0.56661,4.4e-5,43.607238,6.58,5,4.926455487
1306,queen,Social and political relations,Person/Thing,Noun,0.733659,0.608839,30.209533,0.459671,56.590047,96.4547,0.52804,3.95e-4,1063.482646,4.42,4.45,4.338439067
1307,language,Speech and language,Person/Thing,Noun,0.976504,0.972231,220.508718,0.860119,88.654364,1065.15085,2.09952,6.11e-4,1586.472857,6.79,2.35,6.161194603
1308,doubt,Cognition,Person/Thing,Noun,0.876995,0.764311,116.347024,0.695098,93.791021,92.52182,0.41589,1.2e-4,1872.441412,8.79,1.79,4.979060139
1309,ask,Speech and language,Action/Process,Verb,1,0.998875,363.809199,0.726901,609.540353,585.64953,0.67572,2.49e-4,5175.318896,2.89,2.52,5.090093978
1310,clever,Cognition,Property,Adjective,0.974618,0.889955,33.706313,2.373469,21.241163,125.56115,0.69111,2.96e-4,417.976861,7.5,1.79,4.510624442
1312,fox,Animals,Person/Thing,Noun,0.784124,0.799267,8.392645,1.073896,39.805477,285.4083,1.64973,1.28e-4,800.05933,5.017476,4.97,4.5154785650000004
1313,moon,The physical world,Person/Thing,Noun,1,0.989965,42.510661,0.618486,62.536994,219.2928,1.30545,4.29e-4,1108.573124,4.83,4.9,5.246605218
1316,tent,The house,Person/Thing,Noun,0.80957,0.674887,14.815766,0.550512,16.625406,228.41558,2.18902,2.12e-4,303.767428,5.16,4.96,5.505573542
1318,chicken,Animals,Person/Thing,Noun,0.936289,0.959845,63.762255,1.084517,113.180094,322.7467,1.36002,5.56e-4,2159.003263,3.26,4.8,6.401547033
1322,breakfast,Food and drink,Person/Thing,Noun,0.889818,0.687993,66.337725,0.561301,97.393916,110.61804,0.54078,3.26e-4,1865.618511,3.47,4.43,7.002864876
1323,clock,Time,Person/Thing,Noun,0.986038,0.809932,35.266598,1.379523,42.742776,98.32331,0.56971,2.97e-4,804.2124,4.42,5,5.064729917
1324,slip,Motion,Action/Process,Verb,1,0.947028,13.872923,0.931127,35.073964,104.48801,0.53282,7.7e-5,411.15396,6.17,4.1,5.516784253
1325,friend,Social and political relations,Person/Thing,Noun,1,0.973546,537.503611,0.481724,885.921454,829.63096,0.95452,0.00153,16975.971522,3.57,3.07,4.933733037
1327,uncle,Kinship,Person/Thing,Noun,0.62409,0.762886,38.276436,0.777575,33.294221,488.00027,1.15724,9.8e-5,618.21418,4.47,4.24,5.127973637
1329,tomorrow,Time,Other,Function word,1,0.992985,514.71876,0.599958,498.342574,424.21034,1.00803,8.7e-5,10009.492732,5.187988,2.04,2.2833486
1331,sheep,Animals,Person/Thing,Noun,0.923544,0.854118,16.730696,0.536616,15.482319,332.43793,1.83278,3.52e-4,267.873035,4.25,4.9,5.328437721
1332,neighbour,Social and political relations,Person/Thing,Noun,0.936486,0.885818,92.419483,0.352822,64.967863,209.80652,1.04153,8.4e-5,1224.562444,5.06,4.64,5.347002421
1333,neck,The body,Person/Thing,Noun,1,0.993932,41.070112,0.437673,40.065927,311.9236,0.95265,1.69e-4,778.404034,3,5,5.578241937
1335,white,Sense perception,Property,Adjective,1,0.997837,211.036126,0.669223,312.916481,682.97181,1.55707,0.001758,5614.357757,4.06,3.89,4.930268697
1336,eat,Food and drink,Action/Process,Verb,1,1,396.021262,0.994275,402.902035,2109.38636,0.78608,6.39e-4,4395.431623,2.78,4.44,6.71596393
1337,pig,Animals,Person/Thing,Noun,1,0.975599,26.965717,0.298092,31.008047,587.22664,1.33399,5.35e-4,565.114209,3.84,5,4.927050121
1338,peace,Warfare and hunting,Person/Thing,Noun,0.884618,0.754163,86.544744,0.628187,103.369802,154.29994,0.93241,4.74e-4,1940.967072,6.32,1.62,3.814522384
1342,summer,Time,Person/Thing,Noun,0.919692,0.900086,165.054814,0.5698,272.893962,156.24357,1.26046,5.59e-4,5229.30881,4.33,3.64,5.288410754
1343,sun,The physical world,Person/Thing,Noun,1,1,211.727033,0.513622,140.614185,503.85608,1.07585,9.7e-4,2692.969445,3.4,4.83,5.928948427
1344,ram,Animals,Person/Thing,Noun,0.68537,0.714446,6.794522,0.161888,6.627011,104.16575,0.76665,3.2e-5,201.720558,8.32,4.55,4.257507715
1346,throat,The body,Person/Thing,Noun,1,0.996077,35.350536,0.478413,24.728302,136.07758,0.66046,1.14e-4,487.985761,5.09,4.97,5.914023937
1348,boar,Animals,Person/Thing,Noun,0.843848,0.85131,2.3313990000000002,0.677248,1.114148,128.09262,1.27182,1.7e-5,21.951943,9.83,4.8,3.965276949
1350,monkey,Animals,Person/Thing,Noun,0.895966,0.864103,15.907169,0.629048,24.655955,363.60494,2.09295,3.15e-4,452.981311,4.21,4.9,4.625741619
1352,knife,Food and drink,Person/Thing,Noun,1,0.962593,19.892029,0.686446,23.46946,300.82189,0.88429,5.18e-4,443.488579,4.15,4.9,5.614572835
1353,hour,Time,Person/Thing,Noun,0.896278,0.782371,875.237228,0.339171,535.225221,182.12267,0.86492,1.15e-4,10346.781371,5.85,3.1,3.519906969
1355,laugh,Emotions and values,Action/Process,Verb,1,1,110.515004,0.604312,160.842486,158.12648,0.70896,4.2e-4,1982.794423,3.79,4.21,6.306735481
1357,daughter,Kinship,Person/Thing,Noun,0.976504,0.982188,98.774207,0.622725,132.236369,719.5141,1.20187,1.03e-4,2504.598042,4.95,4.79,4.666814704
1358,enemy,Social and political relations,Person/Thing,Noun,0.975107,0.92228,52.550304,0.805639,53.218663,148.99267,1.1284,2.84e-4,1001.483239,7.26,2.96,4.631961965
1360,duck,Animals,Person/Thing,Noun,0.938826,0.940747,15.398672,0.847514,33.091649,204.93494,2.32315,2.78e-4,570.750519,3.5,4.86,5.535858678
1361,tool,Basic actions and technology,Person/Thing,Noun,0.842442,0.6994,75.418097,0.466891,101.995204,146.85155,1.1328,8.12e-4,1959.062593,5.37,4.6,6.257104327
1363,voice,Speech and language,Person/Thing,Noun,1,0.935819,181.777109,0.638776,174.284612,203.33503,0.85123,2.5e-4,3293.384752,4.83,4.13,6.221213531
