concepticon_id,concepticon_gloss,semantic_field,ontological_category,semantic_category,lex_wold,lex_ids,wl_mean,wl_cvar,en,do_mean,do_cvar,ins,cd,aoa_self,conc,sens
645,ocean,The physical world,Person/Thing,Noun,0.722529,0.694864,21.520834,0.665663,35.102903,130.55583,1.19735,8.86e-4,658.261643,4.74,4.86,6.539262436
646,ash,The physical world,Person/Thing,Noun,1,1,13.637467,2.448982,9.390678,172.71606,1.14068,1.18e-4,276.179175,6.626683,4.96,4.930783751
648,paper,Speech and language,Person/Thing,Noun,1,0.968717,96.4874,0.789556,243.072411,169.94417,0.7733,0.001606,4339.068526,4,4.93,5.946199843
649,pasture,Animals,Person/Thing,Noun,0.867235,0.749424,4.350738,0.750347,4.934085,109.96529,1.05874,2.8e-5,96.707209,6.33,4.78,4.634147154
653,plant,Agriculture and vegetation,Person/Thing,Noun,0.76907,0.811081,60.49945,0.503872,98.045042,672.99474,3.6424,8.34e-4,1324.236132,3.95,4.76,6.020980021
655,poison,The body,Person/Thing,Noun,0.976504,0.916742,18.060457,0.733946,17.262062,160.46761,1.8197,2.44e-4,200.830614,5.58,4.27,4.223900373
657,price,Possession,Person/Thing,Noun,0.885229,0.862185,179.465264,0.514249,152.73959,131.85792,1.07779,1.8e-4,2660.338179,7.35,3.63,4.793106725
658,rain,The physical world,Person/Thing,Noun,1,1,184.983184,0.351983,169.78461,441.30809,1.44292,7.76e-4,2599.228716,3.6,4.97,6.463353079
660,reef,The physical world,Person/Thing,Noun,0.460214,0.335434,2.048917,1.086221,2.66238,190.21413,2.26489,3.8e-5,69.118956,9.72,4.7,4.955146224
661,religion,Religion and belief,Person/Thing,Noun,0.714107,0.587584,98.730463,1.4013,44.956603,160.13863,1.8124,0.001143,796.202907,7.06,1.71,3.717517985
663,bay,The physical world,Person/Thing,Noun,0.5534,0.480127,20.039608,0.642424,55.98233,126.336,0.99264,6.9e-5,1082.171462,8.67,4.81,4.983585455
665,bee,Animals,Person/Thing,Noun,1,0.964211,10.226056,0.670159,24.815119,160.99532,1.3893,4.61e-4,455.354494,5,4.88,5.163787213
667,road,Motion,Person/Thing,Noun,0.974618,0.977827,306.450338,0.835246,162.622229,669.06184,1.22125,7.53e-4,3052.210027,4.55,4.75,4.793477374
670,root,Agriculture and vegetation,Person/Thing,Noun,1,1,31.593782,0.4742,61.408376,189.77149,1.43271,1.27e-4,848.412934,5.94,4.34,4.170289026
671,sand,The physical world,Person/Thing,Noun,1,0.995995,29.214411,0.545031,29.459815,136.33306,1.04495,5.19e-4,510.234352,4.63,5,5.619874412
672,early,Time,Property,Function word,0.975191,0.872734,194.542703,0.801454,366.78627,280.6699,0.63794,8.6e-5,5374.369623,5.305215,2.25,3.88104855
673,school,Cognition,Person/Thing,Noun,1,0.863396,342.653055,0.373986,627.46801,880.07962,1.49945,0.001727,11371.99644,3.89,4.79,4.938618984
674,mouth,The body,Person/Thing,Noun,1,1,117.810544,0.467522,83.532176,430.16416,1.03457,4.16e-4,1644.319193,3.58,4.74,5.576554281
676,shit,The body,Action/Process,Verb,1,0.996179,0.741145,0.22947,0.491962,97.9929,0.4998,9e-6,5.043014,13.2,4.21,5.26740347
677,axe,Basic actions and technology,Person/Thing,Noun,1,0.989205,4.971216,0.704266,4.196143,228.38234,0.96584,1.23e-4,133.194898,6.11,5,5.494296383
678,beard,The body,Person/Thing,Noun,1,0.988985,12.807943,0.608972,17.233123,97.29898,0.53584,2.97e-4,333.728864,4.84,4.96,5.300888364
679,bright,Sense perception,Property,Adjective,0.9776,0.924647,47.17267,0.9766,73.881048,110.95387,0.64409,6.04e-4,1220.706022,6.58,3.92,5.505672612
680,break,Basic actions and technology,Action/Process,Verb,1,0.996179,91.343742,0.793213,344.286264,301.5968,0.93295,4.61e-4,4342.331652,5.3,3.71,4.491483396
681,destroy,Possession,Action/Process,Verb,0.975191,0.917772,72.096609,0.473731,99.173659,153.84291,0.96525,4.2e-4,964.105607,6.7,3.08,5.086815806
682,side,Spatial relations,Person/Thing,Noun,1,0.97701,218.44406,0.703945,312.091722,1305.66902,1.2162,1.54e-4,5754.968852,4.72,3.68,4.620009477
684,own,Possession,Action/Process,Verb,0.847363,0.848145,443.70103,0.888376,599.860286,631.73281,1.30458,1.44e-4,10534.559478,5.209302,1.96,3.661612478
686,easy,Cognition,Property,Adjective,0.973897,0.912364,256.34185,0.489589,303.554742,165.91746,1.0895,5.04e-4,4245.327796,5.43,2.07,3.565408714
690,bottom,The physical world,Person/Thing,Noun,1,0.938954,75.135209,1.04909,88.23475,190.69748,0.85012,1.8e-4,1692.672797,5.28,4.25,4.23678288
691,season,Time,Person/Thing,Noun,0.800673,0.701258,112.601499,0.479062,286.061168,236.40998,1.64946,7.9e-5,5181.548502,6.05,3.32,4.336283804
692,bring,Motion,Action/Process,Verb,0.991453,0.980394,178.725039,0.792825,470.054786,916.32253,0.75862,4.5e-5,4895.876594,4.42,2.55,4.687261268
694,get,Possession,Action/Process,Verb,0.952801,0.922762,678.14377,1.412882,3593.648852,2523.96256,0.69274,3.44e-4,54841.590033,3.17,3,4.551187848
695,go,Motion,Action/Process,Verb,1,1,2115.548894,0.99553,4838.861397,8076.96245,0.60738,0.001706,42955.20617,3.37,3.67,7.002287415
698,wise,Cognition,Property,Adjective,0.950039,0.858191,24.83646,0.988458,40.818339,118.98184,1.24463,2.25e-4,703.945417,6.79,1.97,4.520399213
700,carry,Motion,Action/Process,Verb,0.98504,0.978778,102.786314,1.174463,116.696172,520.48435,1.06435,2.03e-4,1304.657372,5.16,4.04,5.503883485
701,slow,Time,Property,Adverb,1,0.99703,115.782353,0.508014,152.623834,281.9161,1.13526,5.21e-4,2751.11243,4.15,3.28,5.690812025
702,catch,Motion,Action/Process,Verb,1,0.934794,54.081893,1.220605,79.42285,156.51195,0.74826,1.63e-4,1082.171462,5.37,3.52,5.341961388
703,soon,Time,Other,Function word,0.945541,0.899408,309.312008,0.669431,442.620695,232.67991,0.91933,1.33e-4,8491.248888,4.82565,1.79,3.343847785
704,clean,Sense perception,Property,Adjective,0.959658,0.947184,52.356663,0.802255,132.091674,278.88548,0.93004,0.001076,2050.726787,3.89,3.07,6.526684452
706,dark,Sense perception,Property,Adjective,0.934744,0.87588,71.97524,0.512799,152.855346,261.54687,0.86334,0.001029,2577.276772,3.74,4.29,5.339449095
707,remember,Cognition,Action/Process,Verb,1,0.994951,236.958522,0.86343,419.845769,375.92688,1.16158,1.8e-4,6987.540789,5.63,2.41,4.847185907
708,shine,Sense perception,Action/Process,Verb,1,0.968139,22.119539,0.793872,49.58683,109.96601,0.60171,2.27e-4,654.108573,5.79,3.85,5.19325432
709,teach,Cognition,Action/Process,Verb,1,0.976381,110.549016,0.8907,193.297478,247.4256,1.02083,1.76e-4,1463.957283,4.67,3.15,5.516679717
710,wheel,Motion,Person/Thing,Noun,0.974634,0.89419,29.431572,0.688194,36.868177,101.23175,0.55261,4.15e-4,670.720854,4.4,4.86,4.655456478
711,tall,Spatial relations,Property,Adjective,1,0.977106,11.843877,1.250054,42.786185,139.87478,0.90692,3.95e-4,691.486206,4.95,3.36,5.085787976
712,rich,Possession,Property,Adjective,0.824682,0.950536,93.06207,1.115604,87.366582,227.12907,1.89843,7.7e-4,1520.3203799999999,6.32,2.79,4.394311712
713,steal,Law,Action/Process,Verb,1,0.985592,41.71508,0.555032,58.094871,190.45361,0.69667,3.12e-4,606.051617,6.17,3.84,4.523479154
714,seed,Agriculture and vegetation,Person/Thing,Noun,1,0.960091,21.347515,0.779043,53.392297,313.26728,2.24463,2.4e-4,927.32127,4.72,4.71,5.040899137
715,shout,Speech and language,Action/Process,Verb,1,0.992527,48.093677,0.804095,100.316747,180.2833,1.00597,1.7e-4,1720.854346,4.72,4.17,5.557899232
717,sweet,Sense perception,Property,Adjective,1,1,117.803622,0.858874,243.506495,264.85875,1.20198,0.001134,4548.798576,4.53,4,5.246889105
718,pay,Possession,Action/Process,Verb,0.98504,0.94529,184.221081,0.508621,314.348957,285.60897,1.13782,2.67e-4,3475.52655,5.5,3.54,4.218444486
719,find,Possession,Action/Process,Verb,1,0.984561,601.559766,0.632236,1143.24628,739.1409,1.28713,2.8e-4,12885.197270999999,5.78,2.63,4.107739654
720,good luck,Emotions and values,Person/Thing,Noun,0.923137,0.739194,147.209267,0.690262,171.65117,104.78627,0.43066,1.56e-4,3439.928805,6.53,1.33,4.152173848
721,low,Spatial relations,Property,Adjective,0.991453,0.944941,95.474095,0.479094,173.300689,135.76142,0.737,1.99e-4,2148.917235,4.7,3.34,3.341986196
722,attack,Warfare and hunting,Person/Thing,Noun,0.861684,0.723683,72.55451,0.447358,98.3489,105.64348,0.48895,2.06e-4,1590.625927,6.58,3.71,6.146850232
723,place,Spatial relations,Person/Thing,Noun,0.974618,0.900346,684.672315,0.317408,732.125594,2621.6798,0.69102,7.16e-4,13226.935627,4.95,3.48,4.821954345
724,read,Speech and language,Action/Process,Verb,0.976504,0.956764,496.43981,0.496799,767.460008,172.80272,1.04121,2.55e-4,9129.931771,4.11,3.56,5.8153259
728,first,Quantity,Other,Function word,1,0.979097,909.791674,0.37476,1191.444042,1399.11656,0.69384,3.8e-4,22490.358944,4.388713,2.76,3.529953167
730,snake,Animals,Person/Thing,Noun,1,0.988389,14.992921,0.434054,20.445343,772.72164,1.46098,5e-4,354.494215,5.1,5,4.951397422
733,earn,Possession,Action/Process,Verb,0.897172,0.730736,59.586012,1.001365,59.614164,113.55073,0.57263,6.2e-5,510.827648,7.57,2.39,4.24982333
735,owl,Animals,Person/Thing,Noun,0.976504,0.923888,9.078329,1.477919,13.485534,135.30941,1.18518,1.14e-4,250.37081,6.21,4.93,5.815083801
736,yard,The house,Person/Thing,Noun,0.917689,0.845026,16.454003,1.242259,65.344069,260.08446,1.36102,1.19e-4,1236.725007,3.94,4.82,5.554379105
738,thing,Possession,Person/Thing,Noun,1,0.892105,614.841034,0.748635,1525.920014,2813.79181,0.92052,4.44e-4,28827.350934,4.58,3.17,5.03934787
740,ship,Motion,Person/Thing,Noun,0.866959,0.710295,39.229011,0.747433,53.594869,181.77046,2.50922,8.5e-4,841.293385,5.33,4.87,4.857786662
741,drive,Motion,Action/Process,Verb,0.872525,0.876565,128.83236,1.37788,295.784643,210.69432,1.0007,3.2e-4,3053.09997,5.26,3.86,7.032432316
742,end,Spatial relations,Person/Thing,Noun,1,0.928203,526.601019,0.499035,642.443898,573.32691,0.78053,7.49e-4,10063.185998,4.28,3.14,3.392155556
744,egg,Food and drink,Person/Thing,Noun,1,0.993066,75.678648,0.532917,105.482343,294.71046,1.31982,7.6e-4,1869.771581,3.89,4.97,5.917642527
748,sow seeds,Agriculture and vegetation,Action/Process,Verb,0.939063,0.905015,8.846453,1.168182,5.266882,131.66452,0.99866,4.5e-5,50.133492,9.67,4.04,3.914921372
749,enter,Motion,Action/Process,Verb,1,0.985674,198.930016,1.49215,115.755657,283.64834,1.36609,1.63e-4,1191.041234,5.67,3.12,4.757825478
752,store,Possession,Person/Thing,Noun,0.959658,0.779546,163.635359,0.564956,349.784658,205.71887,0.9768,8.51e-4,6422.42658,4.76,4.5,4.901024996
753,pupil,Cognition,Person/Thing,Noun,0.966439,0.87096,184.909604,0.445058,268.972739,135.97003,0.7514,4.08e-4,4902.996144,5.94,4.92,5.288395343
754,hurry,Time,Action/Process,Verb,0.951122,0.978543,31.08211,0.907938,89.464654,154.05535,0.94206,2.6e-4,1369.029961,4.44,2.9,5.599923705
755,deny,Speech and language,Action/Process,Verb,0.90334,0.769821,64.409526,0.513272,88.842467,153.68724,1.64155,2.15e-4,886.087214,7.8,3.04,5.019088786
757,button,Clothing and grooming,Person/Thing,Noun,0.983943,0.821905,36.567246,0.510087,68.107735,90.62595,0.39919,2.12e-4,1277.662415,4.78,4.96,5.826725073
758,heron,Animals,Person/Thing,Noun,0.774625,0.74683600000000006,0.893343,1.082585,1.475885,107.51813,1.20637,6e-6,28.774844,10.35,4.38,3.479851943
759,silver,Basic actions and technology,Person/Thing,Noun,0.952326,0.819211,33.353542,1.345695,39.97911,123.93805,0.90594,3.29e-4,728.567191,6.21,4.52,4.797850397
760,knot,Basic actions and technology,Person/Thing,Noun,1,0.89389,6.834864,1.003439,6.598072,97.54136,0.61605,1.15e-4,171.462474,6.05,4.87,5.805248782
761,cover,Spatial relations,Action/Process,Verb,1,0.967969,70.359728,0.821588,250.56759,225.34096,0.79685,2.79e-4,3235.241768,5.42,4.23,4.518061038
762,outside,Spatial relations,Other,Function word,1,0.880854,228.252016,0.521704,229.152793,431.38323,1.11083,2.94e-4,4359.240581,3.578781,4.25,6.636216419
763,skin,The body,Person/Thing,Noun,1,1,75.336345,0.557305,78.959828,425.12314,1.55446,6.6e-4,1428.359537,4.48,4.79,7.196450297
765,move,Motion,Action/Process,Verb,0.974618,0.952527,127.240621,0.940573,469.866683,625.04212,2.31482,4.96e-4,4795.312964,4.62,3.25,7.002287415
767,corpse,The body,Person/Thing,Noun,1,0.951274,12.082212,0.420214,4.210612,104.08766,0.46879,7.1e-5,82.171462,10,4.89,5.575718787
769,roof,The house,Person/Thing,Noun,1,0.962664,35.049346,1.047109,27.9984,205.6261,1.12047,1.6e-4,533.372886,5,4.79,4.368986953
770,earring,Clothing and grooming,Person/Thing,Noun,1,0.882559,6.235941,0.791397,9.217044,172.95954,2.869,7.6e-5,208.543459,7.17,4.96,5.83488982
772,belt,Clothing and grooming,Person/Thing,Noun,1,0.96446,14.212092,0.772498,26.811904,163.83977,1.75981,1.75e-4,507.267873,4.62,4.9,5.376374192
777,flute,Speech and language,Person/Thing,Noun,0.803498,0.904616,4.213656,1.131636,3.790998,109.80005,0.51365,1.01e-4,70.602195,8.47,5,6.054203466
779,part,Quantity,Person/Thing,Noun,0.953503,0.926228,680.926221,0.44834,773.652936,785.07557,0.81229,7.06e-4,14645.802433,4.89,4.14,5.302861251
781,fear,Emotions and values,Person/Thing,Noun,0.975346,0.985626,211.158256,0.465057,133.234762,172.39973,1.01913,7.88e-4,2324.236132,4.79,2.57,5.732314912
783,victory,Warfare and hunting,Person/Thing,Noun,0.938993,0.816055,80.903085,0.580742,45.245993,107.84822,0.8851,1.47e-4,894.096707,7.53,2.55,4.56352276
784,snow,The physical world,Person/Thing,Noun,0.750411,0.660601,154.301325,0.802787,109.649546,160.98443,1.19721,7.45e-4,1738.653219,4.11,4.85,5.860981552
788,soap,Clothing and grooming,Person/Thing,Noun,1,0.894943,11.162704,0.9328,19.663992,111.41526,0.5672,3.05e-4,342.035004,3.17,4.93,6.258148444
790,ready,Time,Property,Adjective,0.958511,0.883453,234.312401,0.593902,363.443825,378.97218,0.6802,1.64e-4,7188.668051,5.53,2.07,3.92161238
792,boil,Food and drink,Action/Process,Verb,1,0.983894,32.313339,0.755522,35.001617,199.97955,1.68229,5.8e-5,382.379116,6.6,4.2,4.598446925
794,pen,Speech and language,Person/Thing,Noun,0.946607,0.824617,16.231931,1.036193,45.245993,91.09337,0.4146,3.52e-4,797.686147,5.11,4.92,6.243717036
798,jaw,The body,Person/Thing,Noun,1,0.941048,5.57195,0.714045,10.40354,102.01912,0.71659,4.1e-5,201.127262,5.33,4.87,5.736616632
799,wrist,The body,Person/Thing,Noun,0.976163,0.893927,6.146999,0.46024,11.705791,95.14901,0.57088,5.5e-5,225.749036,5.94,4.93,6.590839994
801,rib,The body,Person/Thing,Noun,1,0.99027,5.348337,0.662475,14.281354,98.76304,0.52905,4.5e-5,260.753486,6.3,4.9,5.183550609
803,ankle,The body,Person/Thing,Noun,1,0.929423,5.278887,0.696049,14.498396,98.73653,0.63453,6.3e-5,279.145654,4.89,4.81,6.183931588
806,blanket,The house,Person/Thing,Noun,0.98504,0.933131,15.897505,0.731696,23.339234,139.25658,1.01719,2.77e-4,438.148917,3.61,5,5.725146319
809,trousers,Clothing and grooming,Person/Thing,Noun,1,0.936231,42.654644,0.427562,63.072364,208.55678,0.96411,5.58e-4,1176.20884,5.94,4.93,5.725453886
811,soul,Religion and belief,Person/Thing,Noun,1,0.969391,258.085095,0.664447,205.147964,356.43617,1.5394,3e-4,3808.958766,6.17,1.86,3.850361206
812,slave,Social and political relations,Person/Thing,Noun,0.749611,0.729197,18.421052,0.539172,19.287786,112.52059,0.73696,1.56e-4,340.255117,7.84,4.38,4.52345063
816,half,Quantity,Person/Thing,Noun,0.975883,0.939518,193.217519,0.404918,235.504885,332.66789,0.97828,1.06e-4,4420.350044,5.454413,3.27,3.588540678
820,lamb,Animals,Person/Thing,Noun,0.760012,0.720515,7.520632,0.726227,14.614152,98.02076,0.54168,1.15e-4,297.537823,4.15,4.97,5.557446919
827,roll,Motion,Action/Process,Verb,1,0.930983,25.628237,1.105693,122.599711,127.16255,0.67785,1.8e-4,1962.325719,4.47,4.16,4.765282666
832,bean,Food and drink,Person/Thing,Noun,0.841123,0.901408,18.778874,0.770035,50.585222,163.5256,1.48429,2.06e-4,883.714031,3.42,5,5.562288502
834,buttocks,The body,Person/Thing,Noun,1,0.967423,130.316241,0.842533,252.274986,111.1009,0.67104,2.66e-4,1238.504895,3.73,4.75,5.245418873
837,blue,Sense perception,Property,Adjective,1,0.9976,91.773145,0.473037,176.078824,123.23587,0.91244,0.001106,3293.978048,3.53,3.76,5.030265016
843,spider,Animals,Person/Thing,Noun,1,0.986095,8.746488,0.526656,17.160776,119.69013,1.47992,2.05e-4,304.657372,3.43,4.97,4.735519991
850,square,Spatial relations,Person/Thing,Noun,0.832601,0.693999,57.155879,1.184769,65.112557,121.12789,0.88176,3.56e-4,1176.802136,4.11,4.33,4.051926586
851,stable,Animals,Person/Thing,Noun,0.900048,0.732555,14.421358,1.359891,14.440518,92.78572,0.44852,3.2e-5,193.711065,7.75,4.37,4.285724244
852,priest,Religion and belief,Person/Thing,Noun,0.797104,0.752344,34.678509,0.900891,17.551452,129.57713,0.77741,2.76e-4,317.116583,7.1,4.77,5.078567189
854,kettle,Food and drink,Person/Thing,Noun,0.881094,0.779819,5.597906,0.874529,5.657558,99.00611,0.52632,3.7e-5,113.616138,8.06,4.75,4.868354971
855,seize,Possession,Action/Process,Verb,1,0.9873,18.444998,1.129759,22.572353,90.57512,0.41272,3.6e-5,287.155147,10.15,3.97,5.363260869
858,storm,The physical world,Person/Thing,Noun,0.953399,0.884158,31.762961,0.38933,58.760466,100.43324,0.66834,2.28e-4,1091.070899,4.94,4.7,5.535003243
859,stove,The house,Person/Thing,Noun,0.772466,0.706858,10.756344,0.953935,9.520903,183.33933,1.67407,9.7e-5,179.768615,4.32,4.96,4.742293076
860,cause,Cognition,Person/Thing,Noun,0.811274,0.774675,159.126321,0.790245,288.622262,144.64215,1.09583,1.14e-4,4629.190151,5.84,2.43,3.623467379
861,judge,Law,Person/Thing,Noun,0.754225,0.646541,55.849477,0.613822,100.446972,111.64658,0.94384,3.64e-4,1469.593592,8.85,3.75,4.791744662
862,sugar,Food and drink,Person/Thing,Noun,1,0.913342,76.36451,1.04097,96.033787,282.36541,2.83959,4.8e-4,1678.730347,3.95,4.87,6.017283032
863,edge,Spatial relations,Person/Thing,Noun,1,0.96219,37.716173,0.67742,70.191337,178.23479,0.86912,2.26e-4,1315.633343,6.17,4.24,4.920685563
864,pumpkin,Agriculture and vegetation,Person/Thing,Noun,0.841123,0.874669,10.87012,0.842456,24.004829,179.61422,1.55206,7.4e-5,413.230495,4.78,4.9,6.627921513
873,tax,Possession,Person/Thing,Noun,0.769058,0.570921,36.301631,0.589073,66.487156,110.20384,1.25504,2.28e-4,1620.884011,8.94,3.89,3.370045772
878,hell,Religion and belief,Person/Thing,Noun,0.873908,0.700744,53.523319,0.785278,190.707445,105.38974,0.49901,2.53e-4,3858.498962,5.11,2.41,3.335652292
879,cough,The body,Action/Process,Verb,1,1,16.194251,0.755144,25.610939,114.49431,1.03873,1.28e-4,291.901513,4.32,4.36,6.342003705
882,parrot,Animals,Person/Thing,Noun,0.855315,0.90288,3.77253,0.656082,3.053055,122.1492,1.91504,4.8e-5,52.210027,5.58,5,5.187882012
884,share,Possession,Action/Process,Verb,1,0.939052,103.550628,0.956311,387.347368,179.52792,1.41119,1.83e-4,4784.930288,4.84,2.96,4.822279281
887,bitter,Sense perception,Property,Adjective,1,0.989205,22.531878,0.580908,27.072354,166.18135,1.26112,1.27e-4,505.784634,8.81,2.93,5.244103595
889,flame,The physical world,Person/Thing,Noun,0.972422,0.916348,15.682278,0.754177,16.610937,102.59958,0.53583,1.72e-4,314.7434,6.25,4.67,5.207092455
890,mule,Animals,Person/Thing,Noun,0.736456,0.676992,1.663611,0.841766,2.257235,92.96971,0.52038,3.7e-5,52.210027,5.65,5,4.811481103
891,tide,The physical world,Person/Thing,Noun,0.437705,0.361161,4.954948,1.278218,11.416402,155.15742,1.50129,5.6e-5,217.442895,6.68,4.1,4.853509515
892,time,Time,Person/Thing,Noun,0.976504,0.717737,1741.176977,0.36777,2764.592364,3087.22046,0.60667,0.001728,51191.337882,5.16,3.07,3.661951342
897,swallow,Food and drink,Action/Process,Verb,1,0.978437,11.824682,0.675465,15.45338,104.63472,0.42041,7.5e-5,187.184812,5.17,3.89,5.897158212
906,tree,Agriculture and vegetation,Person/Thing,Noun,1,0.975256,85.609625,0.471916,135.853733,2297.67193,0.98158,0.001902,2388.905369,3.57,5,5.637037923
908,drum,Speech and language,Person/Thing,Noun,0.863095,0.858272,17.37991,0.808076,29.922837,283.74978,1.59819,1.69e-4,517.650549,4.63,4.96,6.470984863
911,temple,Religion and belief,Person/Thing,Noun,0.649034,0.815817,164.724204,0.661183,193.109375,685.13461,2.14816,0.001245,3241.471373,5.15,4.9,6.258654518
913,crow,Animals,Person/Thing,Noun,0.964583,0.719523,3.995925,0.632537,10.186498,311.63977,4.26908,8.5e-5,182.141798,5.74,4.93,4.909983747
917,ornament,Clothing and grooming,Person/Thing,Noun,0.926803,0.681298,9.755263,0.907173,8.189713,97.3114,0.58919,3.7e-5,145.654109,6.1,4.04,5.59506767
921,valley,The physical world,Person/Thing,Noun,0.900058,0.825744,39.622333,1.810361,37.229913,119.57745,1.15564,7e-5,711.95491,7.94,4.72,4.244919437
923,love,Emotions and values,Action/Process,Verb,1,0.981971,877.443055,0.706761,2603.952451,246.08516,1.15025,0.002182,42690.89291,5.17,2.07,6.63538846
924,vegetables,Food and drink,Person/Thing,Noun,0.882188,0.671975,46.922817,0.292332,43.683291,175.05689,1.65076,5.9e-4,1310.293681,4.17,4.89,6.849642652
925,cassava,Agriculture and vegetation,Person/Thing,Noun,0.594456,0.606241,1.563122,0.947802,1.143087,116.00256,1.07763,4e-6,20.172056,9.16,4.64,5.764903079
926,rice,Agriculture and vegetation,Person/Thing,Noun,0.937725,0.846112,53.587443,1.703684,47.966251,406.63585,1.82471,1.65e-4,831.207357,3.72,4.86,6.210567469
930,village,Social and political relations,Person/Thing,Noun,1,0.936056,125.564238,0.964512,43.278146,1726.89634,1.24263,7.1e-5,785.820231,7.84,4.89,5.025115068
932,barley,Agriculture and vegetation,Person/Thing,Noun,0.637837,0.417756,2.235652,0.780748,6.583603,103.65199,0.61359,2.3e-5,123.702166,9.8,4.59,5.473879478
933,wall,The house,Person/Thing,Noun,0.940093,0.919659,97.369024,0.46969,134.33444,184.08911,1.09321,4.55e-4,2504.598042,3.79,4.86,4.998556169
937,bird,Animals,Person/Thing,Noun,1,0.974006,54.98238,0.446944,90.535394,733.98399,1.14798,0.001684,1648.768911,3.52,5,5.497980712
938,mare,Animals,Person/Thing,Noun,0.708535,0.808028,2.887416,0.806276,2.344052,132.59728,1.60287,1.5e-5,43.013942,8.84,4.75,4.396856156
942,honey,Food and drink,Person/Thing,Noun,0.972422,0.984829,25.285642,0.590577,43.017696,182.35553,2.59315,2.18e-4,810.442005,5.44,4.88,6.270436665
943,waterfall,The physical world,Person/Thing,Noun,0.92447,0.715604,6.191975,0.946937,5.729905,112.7691,1.22543,4.8e-5,106.199941,5.47,4.9,4.988966174
945,spear,Warfare and hunting,Person/Thing,Noun,0.951122,0.834119,11.098973,1.38549,11.47428,277.92105,1.66073,9.1e-5,214.773064,7.22,5,4.805165777
946,blood,The body,Person/Thing,Noun,1,1,93.665791,0.642129,95.353723,357.42104,1.08178,9.75e-4,1704.242065,4.89,4.86,5.695234611
948,water,The physical world,Person/Thing,Noun,1,0.999149,296.240156,0.616174,291.921298,1806.90196,0.60841,0.003702,4876.297834,2.37,5,6.892788487
951,weapons,Warfare and hunting,Person/Thing,Noun,0.940913,0.708188,47.493947,0.47209,32.729912,127.17416,0.68475,3e-4,606.051617,6.95,4.76,5.866098599
952,weather,The physical world,Person/Thing,Noun,0.750273,0.617217,133.475315,0.817156,163.620622,112.66855,0.60228,3.65e-4,3155.4434890000002,5.94,3.83,5.208689466
956,flee,Motion,Action/Process,Verb,1,0.966264,21.854761,1.057095,10.056273,95.42478,0.48409,5e-5,80.391575,8.33,3.67,5.371352092
957,whale,Animals,Person/Thing,Noun,0.513898,0.432587,5.743261,0.612027,11.73473,106.85166,0.86504,1.46e-4,201.720558,5.47,4.96,5.180201043
960,wind,The physical world,Person/Thing,Noun,1,1,93.673614,0.511907,73.389087,286.65947,1.63271,5.86e-4,1382.675764,3.89,3.93,5.883339833
962,woman,Kinship,Person/Thing,Noun,1,1,491.497028,0.315834,480.111058,2750.06334,0.92933,0.001709,8488.282409,4.95,4.46,7.271076118
963,book,Speech and language,Person/Thing,Noun,1,0.919716,504.034895,0.304632,850.992184,192.55962,1.02324,0.001963,13814.298428,3.68,4.9,6.016503594
964,wool,Clothing and grooming,Person/Thing,Noun,0.828049,0.731078,14.835861,1.054586,8.971063,106.64543,0.85353,2.29e-4,163.156333,8.06,4.86,5.310065604
965,world,The physical world,Person/Thing,Noun,0.892038,0.915112,879.768409,0.395088,897.381264,433.68881,0.97088,0.001127,16683.180065,5.32,4.8,7.064036382
970,coconut,Agriculture and vegetation,Person/Thing,Noun,0.687253,0.56375,10.781971,1.028667,22.254025,710.96111,2.42127,4.6e-5,385.642243,6.5,4.79,6.273697189
974,tobacco,Agriculture and vegetation,Person/Thing,Noun,0.986424,0.911763,10.850711,0.825002,7.770098,194.82441,1.57531,6.1e-5,137.941264,7.39,4.88,6.024017758
977,arrow,Warfare and hunting,Person/Thing,Noun,0.945153,0.932069,8.689915,0.481957,9.477494,313.30004,1.38076,2.12e-4,175.912192,6.07,4.97,4.949437432
978,wave,The physical world,Person/Thing,Noun,0.959583,0.799177,57.511859,0.515361,58.63024,121.92951,1.22457,4.07e-4,889.053693,4.26,4.55,5.708306501
979,farmer,Agriculture and vegetation,Person/Thing,Noun,0.730431,0.712611,21.000738,0.851892,37.866569,149.21777,0.93562,1.13e-4,705.725304,4.74,4.54,4.808002225
984,work,Basic actions and technology,Person/Thing,Noun,1,0.969083,1063.119024,0.633507,1832.773792,1542.36133,0.90369,0.002132,24650.252151,5.86,3.48,6.307229861
987,remain,Spatial relations,Action/Process,Verb,1,0.971102,204.845018,1.101548,123.511286,115.15171,0.53085,2.5e-5,870.958173,8.17,1.96,2.480484211
989,clear,Cognition,Property,Adjective,0.891739,0.859791,200.915494,0.761809,140.411612,196.97922,0.67455,4.39e-4,2557.698012,5.8,3.55,4.568369689
996,deaf,The body,Property,Adjective,0.974618,0.997928,9.099646,0.470832,6.945339,113.62637,0.82814,8e-5,127.855236,6.83,3.27,2.907946069
998,put,Spatial relations,Action/Process,Verb,1,0.970643,594.527012,0.635527,1189.418318,3490.8235,0.59932,2.67e-4,19096.113913,3.72,3.86,5.27107505
1000,anxiety,Emotions and values,Person/Thing,Noun,0.98418,0.907803,54.802425,0.647687,130.500034,150.00142,0.73432,4.04e-4,2572.530406,6.61,2.55,5.398386066
