concepticon_id,concepticon_gloss,semantic_field,ontological_category,semantic_category,lex_wold,lex_ids,wl_mean,wl_cvar,en,do_mean,do_cvar,ins,cd,aoa_self,conc,sens,tax,freq_subtitleus,cd_subtitleus,freq_german,freq_spanish,freq_bbc,freq_cbeebies,freq_cbbc,freq_bnc,cd_bbc,cd_cbeebies,cd_cbbc,known_percentage,prevalence,valence_warriner,arousal_warriner,dominance_warriner,perceptual_max,perceptual_aggregated,action_max,action_aggregated,sensor_max,valence_mohammad,arousal_mohammad,dominance_mohammad
724,read,Speech and language,Action/Process,Verb,0.976504,0.956764,496.43981,0.496799,767.460008,172.80272,1.04121,2.55e-4,9129.931771,4.11,3.56,5.8153259,2,241.231993,5210.213515,79.410393,73.965105,137.887817,95.917423,152.721932,239.202172,3005.000328,580.808081,2016.973637,0.994751,2.319025,6.73,3.7,6.11,4.5,4.54217,4.6,4.686818,4.6,0.74,0.283,0.611
728,first,Quantity,Other,Function word,1,0.979097,909.791674,0.37476,1191.444042,1399.11656,0.69384,3.8e-4,22490.358944,4.388713,2.76,3.529953167,0,840.576731,8652.872551,39.882364,310.042875,1485.448349,816.751388,1482.702974,1250.706414,8624.800751,4343.434343,7276.995305,0.994987,2.327761,7.33,4.9,6.38,3.1875,3.359237,1.421053,1.824961,3.1875,0.625,0.5,0.788
730,snake,Animals,Person/Thing,Noun,1,0.988389,14.992921,0.434054,20.445343,772.72164,1.46098,5e-4,354.494215,5.1,5,4.951397422,11,22.372243,580.013207,29.52791,17.860277,22.676406,65.825682,139.719632,7.955142,318.798175,220.05772,671.722644,0.993363,2.271089,4.03,7.24,3.65,4.4,4.728902,2.3,2.5008,4.4,0.276,0.75,0.549
733,earn,Possession,Action/Process,Verb,0.897172,0.730736,59.586012,1.001365,59.614164,113.55073,0.57263,6.2e-5,510.827648,7.57,2.39,4.24982333,1,15.372339,686.770856,42.362708,116.464392,22.631787,8.035863,24.829251,20.894102,731.488962,68.542569,476.706392,0.992908,2.256449,7,4.35,6.75,1.5625,1.80196,2.761905,4.13897,2.761905,0.865,0.769,0.817
735,owl,Animals,Person/Thing,Noun,0.976504,0.923888,9.078329,1.477919,13.485534,135.30941,1.18518,1.14e-4,250.37081,6.21,4.93,5.815083801,11,5.627374,151.882016,4.645725,0.769218,11.724902,80.016674,26.739194,12.138177,185.164967,218.253968,234.741784,0.99284,2.254311,6.3,3.57,5.02,4.647059,5.460149,3.222222,3.234954,4.647059,0.52,0.27,0.321
738,thing,Possession,Person/Thing,Noun,1,0.892105,614.841034,0.748635,1525.920014,2813.79181,0.92052,4.44e-4,28827.350934,4.58,3.17,5.03934787,2,1088.671375,8869.689632,176.340679,610.109955,870.582614,683.561241,846.985993,371.015192,7831.735703,3786.075036,6659.443843,1,2.575829,5.55,3.43,5.41,3.6,4.825807,2,2.498079,3.6,0.449,0.222,0.26
740,ship,Motion,Person/Thing,Noun,0.866959,0.710295,39.229011,0.747433,53.594869,181.77046,2.50922,8.5e-4,841.293385,5.33,4.87,4.857786662,10,98.900607,1281.09179,146.615916,84.998574,58.307216,90.104246,62.734262,49.838176,988.929406,303.030303,646.442759,1,2.575829,6.14,3.94,5.84,3.944444,4.000336,2.75,3.699157,3.944444,0.646,0.5,0.439
744,egg,Food and drink,Person/Thing,Noun,1,0.993066,75.678648,0.532917,105.482343,294.71046,1.31982,7.6e-4,1869.771581,3.89,4.97,5.917642527,6,26.058467,800.132071,21.063243,19.18237,62.600563,201.238514,137.662771,26.520653,861.410136,476.190476,1002.166847,0.99537,2.342273,5.95,3.28,5.74,4.0625,5.547021,2.857143,3.318604,4.0625,0.684,0.241,0.293
748,sow seeds,Agriculture and vegetation,Action/Process,Verb,0.939063,0.905015,8.846453,1.168182,5.266882,131.66452,0.99866,4.5e-5,50.133492,9.67,4.04,3.914921372,2,1.94115,89.14814,0.944893,1.081713,4.17932,10.258548,0.881512,3.456009,98.478066,37.878788,19.862766,0.970075,1.816773,5.11,3.71,5.74,1.8,1.9702,3.444444,3.74098,3.444444,0.667,0.43,0.446
749,enter,Motion,Action/Process,Verb,1,0.985674,198.930016,1.49215,115.755657,283.64834,1.36609,1.63e-4,1191.041234,5.67,3.12,4.757825478,0,29.744691,1167.730575,2.559086,239.202717,26.434323,15.900749,39.374197,55.696533,947.878682,115.440115,682.55688,1,2.575829,6.09,4.3,6.79,3.722222,3.807216,2.55,3.744846,3.722222,0.708,0.47,0.5
755,deny,Speech and language,Action/Process,Verb,0.90334,0.769821,64.409526,0.513272,88.842467,153.68724,1.64155,2.15e-4,886.087214,7.8,3.04,5.019088786,2,21.411472,851.860004,5.354394,8.29313,13.073389,1.196831,5.582909,23.875963,480.162456,7.215007,128.205128,0.997199,2.419398,3.81,5.63,4.29,3.3125,3.640969,2.826087,3.560746,3.3125,0.316,0.667,0.321
757,button,Clothing and grooming,Person/Thing,Noun,0.983943,0.821905,36.567246,0.510087,68.107735,90.62595,0.39919,2.12e-4,1277.662415,4.78,4.96,5.826725073,9,28.274123,991.635483,22.3231,22.259242,28.823923,98.48206,56.343301,17.859558,798.742276,551.948052,742.145179,0.997462,2.431767,5.48,4.1,6.53,3.875,4.805501,4.230769,4.428481,4.230769,0.52,0.22,0.343
759,silver,Basic actions and technology,Person/Thing,Noun,0.952326,0.819211,33.353542,1.345695,39.97911,123.93805,0.90594,3.29e-4,728.567191,6.21,4.52,4.797850397,6,31.764271,970.724191,7.441033,35.143641,103.020488,36.930772,63.542314,53.325795,1152.258882,221.861472,595.88299,0.992105,2.231749,7.48,4,7.05,4.333333,4.541303,2.5,2.560459,4.333333,0.684,0.451,0.615
760,knot,Basic actions and technology,Person/Thing,Noun,1,0.89389,6.834864,1.003439,6.598072,97.54136,0.61605,1.15e-4,171.462474,6.05,4.87,5.805248782,9,3.705832,167.290337,8.582779,5.841248,5.517892,14.020015,11.753492,7.375629,160.054152,59.52381,144.456482,0.997613,2.43906,4.57,3.84,6.04,4.058824,5.07758,3.904762,4.015212,4.058824,0.541,0.221,0.408
761,cover,Spatial relations,Action/Process,Verb,1,0.967969,70.359728,0.821588,250.56759,225.34096,0.79685,2.79e-4,3235.241768,5.42,4.23,4.518061038,0,94.292827,3062.953995,2.480344,17.403554,72.912527,68.390319,84.331303,117.156592,2114.112278,468.975469,1399.422174,0.997608,2.438782,5.59,3.76,5.78,3.212121,3.701128,3,3.462936,3.212121,0.365,0.24,0.471
767,corpse,The body,Person/Thing,Noun,1,0.951274,12.082212,0.420214,4.210612,104.08766,0.46879,7.1e-5,82.171462,10,4.89,5.575718787,6,10.117509,413.823465,4.252019,36.826305,2.587906,0.170976,5.068693,8.755925,84.503352,1.803752,45.142651,0.997573,2.437094,2.45,4.89,3.23,4.722222,5.0261,2.75,3.592726,4.722222,0.094,0.657,0.232
769,roof,The house,Person/Thing,Noun,1,0.962664,35.049346,1.047109,27.9984,205.6261,1.12047,1.6e-4,533.372886,5,4.79,4.368986953,7,35.666179,1264.582875,48.465143,41.46565,52.476991,59.328602,33.423992,43.779624,1144.834815,340.909091,529.071867,0.990499,2.186044,4.48,3.4,7.05,4.105263,4.12497,2.1,2.363779,4.105263,0.602,0.226,0.342
770,earring,Clothing and grooming,Person/Thing,Noun,1,0.882559,6.235941,0.791397,9.217044,172.95954,2.869,7.6e-5,208.543459,7.17,4.96,5.83488982,8,2.725453,105.657055,1.929157,10.408479,1.179927,0.85487899999999994,4.260641,0.62166,37.993755,9.018759,57.782593,0.981221,1.984653,6.45,3.59,5.71,4.409091,4.90678,4.1,4.318118,4.409091,0.583,0.52,0.5
772,belt,Clothing and grooming,Person/Thing,Noun,1,0.96446,14.212092,0.772498,26.811904,163.83977,1.75981,1.75e-4,507.267873,4.62,4.9,5.376374192,8,24.372215,923.398635,8.66152,22.884231,20.990796,29.920765,28.502217,22.64318,613.358954,135.281385,397.255327,1,2.575829,4.44,3.45,5.75,4,4.631225,3.05,3.827561,4,0.541,0.322,0.445
777,flute,Speech and language,Person/Thing,Noun,0.803498,0.904616,4.213656,1.131636,3.790998,109.80005,0.51365,1.01e-4,70.602195,8.47,5,6.054203466,10,2.137226,79.242791,5.511877,3.533595,3.004351,6.668056,2.717995,4.140889,75.5508,39.68254,50.559769,0.997567,2.436809,6.29,3.72,5.84,4.210526,5.424384,3.058824,3.96427,4.210526,0.635,0.33,0.363
779,part,Quantity,Person/Thing,Noun,0.953503,0.926228,680.926221,0.44834,773.652936,785.07557,0.81229,7.06e-4,14645.802433,4.89,4.14,5.302861251,3,261.525832,6168.831169,186.340798,37.451295,468.212748,171.830677,321.384538,531.761748,6583.400659,1305.916306,4080.89563,0.992462,2.242569,4.77,3.36,5.21,3.5,3.699957,2.095238,2.601712,3.5,0.663,0.278,0.36
783,victory,Warfare and hunting,Person/Thing,Noun,0.938993,0.816055,80.903085,0.580742,45.245993,107.84822,0.8851,1.47e-4,894.096707,7.53,2.55,4.56352276,6,21.470294,701.078582,36.614609,41.754107,52.675298,6.8390319999999996,61.338535,59.37381,1224.534358,46.897547,928.1329,1,2.575829,7.59,5.9,6.95,3.52381,4.187746,2.473684,2.784838,3.52381,0.938,0.735,0.931
784,snow,The physical world,Person/Thing,Noun,0.750411,0.660601,154.301325,0.802787,109.649546,160.98443,1.19721,7.45e-4,1738.653219,4.11,4.85,5.860981552,9,31.37212,851.860004,23.701069,35.215755,61.564409,269.79981,67.21528,37.267998,909.011507,573.593074,534.488985,0.995086,2.331448,6.78,4.57,5.62,4.095238,4.975125,3,4.276081,4.095238,0.667,0.363,0.309
788,soap,Clothing and grooming,Person/Thing,Noun,1,0.894943,11.162704,0.9328,19.663992,111.41526,0.5672,3.05e-4,342.035004,3.17,4.93,6.258148444,9,15.215478,567.90667,7.834739,9.78349,12.696606,45.479562,18.585209,14.2455,363.124222,299.422799,234.741784,0.997732,2.444886,7.1,2.62,5.32,3.952381,5.382892,3.75,4.466828,3.952381,0.531,0.163,0.311
790,ready,Time,Property,Adjective,0.958511,0.883453,234.312401,0.593902,363.443825,378.97218,0.6802,1.64e-4,7188.668051,5.53,2.07,3.92161238,0,387.818222,7042.70306,316.224232,257.639908,329.526746,1739.336795,808.34639,109.917939,5193.571631,5312.049062,5514.626219,0.994764,2.319527,6.64,3.9,6.06,2.210526,2.646234,2.75,3.469954,2.75,0.77,0.388,0.648
794,pen,Speech and language,Person/Thing,Noun,0.946607,0.824617,16.231931,1.036193,45.245993,91.09337,0.4146,3.52e-4,797.686147,5.11,4.92,6.243717036,8,24.744759,899.18556,15.787589,8.341206,23.672898,92.326931,42.826785,23.117327,596.76398,315.656566,585.048754,1,2.575829,5.63,2.75,6.17,4.315789,5.373793,4.238095,4.451707,4.315789,0.622,0.194,0.25
798,jaw,The body,Person/Thing,Noun,1,0.941048,5.57195,0.714045,10.40354,102.01912,0.71659,4.1e-5,201.127262,5.33,4.87,5.736616632,9,7.156765,312.568787,5.78747,5.600868,7.614989,2.05171,22.478553,11.5692,229.27266,16.233766,306.970025,1,2.575829,4.41,4.09,5.84,3.7,4.393089,4.578947,4.702696,4.578947,0.5,0.51,0.42
799,wrist,The body,Person/Thing,Noun,0.976163,0.893927,6.146999,0.46024,11.705791,95.14901,0.57088,5.5e-5,225.749036,5.94,4.93,6.590839994,8,10.352799,408.320493,4.685095,29.807192,6.965533,2.393661,11.239276,11.137199,221.848593,16.233766,193.210545,0.995157,2.33414,5.06,3.27,5.26,4.411765,5.464606,4.941176,4.974767,4.941176,0.706,0.34,0.265
801,rib,The body,Person/Thing,Noun,1,0.99027,5.348337,0.662475,14.281354,98.76304,0.52905,4.5e-5,260.753486,6.3,4.9,5.183550609,9,5.921488,236.627779,1.732304,3.124948,3.296854,1.880734,2.056861,5.025964,93.892613,12.626263,34.308415,0.997717,2.444121,6.1,2.29,5,3.529412,4.731857,3.142857,3.218169,3.529412,0.49,0.349,0.351
803,ankle,The body,Person/Thing,Noun,1,0.929423,5.278887,0.696049,14.498396,98.73653,0.63453,6.3e-5,279.145654,4.89,4.81,6.183931588,8,8.039106,315.87057,9.448931,9.254652,8.76517,7.522935,11.826951,10.26266,235.168242,37.878788,204.044782,0.995037,2.329619,5.4,3.11,5.58,4.090909,4.915147,4.894737,4.901213,4.894737,0.5,0.274,0.234
806,blanket,The house,Person/Thing,Noun,0.98504,0.933131,15.897505,0.731696,23.339234,139.25658,1.01719,2.77e-4,438.148917,3.61,5,5.725146319,8,12.999822,529.385868,21.811283,8.605625,8.408217,40.350288,8.888578,12.001201,273.598707,182.178932,151.679307,0.997717,2.444121,7.05,2.23,6.75,4.157895,4.809949,3.4,4.242756,4.157895,0.74,0.132,0.391
809,trousers,Clothing and grooming,Person/Thing,Noun,1,0.936231,42.654644,0.427562,63.072364,208.55678,0.96411,5.58e-4,1176.20884,5.94,4.93,5.725453886,8,5.1764,204.710544,40.276069,63.74893,17.535297,41.034192,27.620705,23.970793,501.779593,165.945166,440.592272,0.995062,2.330537,5.15,2.89,5.91,3.95,4.604536,4.444444,4.533602,4.444444,0.625,0.314,0.442
811,soul,Religion and belief,Person/Thing,Noun,1,0.969391,258.085095,0.664447,205.147964,356.43617,1.5394,3e-4,3808.958766,6.17,1.86,3.850361206,5,76.979339,2247.413603,76.654455,81.224599,33.598164,5.471226,23.139687,31.894325,867.087364,34.271284,388.226797,0.992248,2.236045,6.61,4.3,6.56,2.444444,2.452596,2.526316,2.71447,2.526316,0.77,0.22,0.51
812,slave,Social and political relations,Person/Thing,Noun,0.749611,0.729197,18.421052,0.539172,19.287786,112.52059,0.73696,1.56e-4,340.255117,7.84,4.38,4.52345063,4,18.450728,549.196566,10.157601,10.264251,7.362147,0.170976,8.962037,9.535634,186.693452,1.803752,149.873601,0.997608,2.438782,2.06,4.53,2.61,2.833333,3.11561,2.7,3.964557,2.833333,0.171,0.795,0.151
832,bean,Food and drink,Person/Thing,Noun,0.841123,0.901408,18.778874,0.770035,50.585222,163.5256,1.48429,2.06e-4,883.714031,3.42,5,5.562288502,8,6.862651,243.231345,1.929157,1.225941,24.62973,108.398656,44.44289,13.950475,462.257353,324.675325,503.791983,0.997619,2.439336,6,2.95,5.6,3.777778,4.528521,3.705882,4.294879,3.777778,0.667,0.269,0.264
834,buttocks,The body,Person/Thing,Noun,1,0.967423,130.316241,0.842533,252.274986,111.1009,0.67104,2.66e-4,1238.504895,3.73,4.75,5.245418873,5,1.843112,81.44398,178.387948,78.051575,1.189842,0.170976,0.293837,2.844885,40.832369,1.803752,7.222824,0.997382,2.427978,6.85,5.35,6.29,4.470588,5.288833,2.95,3.314195,4.470588,0.458,0.677,0.365
837,blue,Sense perception,Property,Adjective,1,0.9976,91.773145,0.473037,176.078824,123.23587,0.91244,0.001106,3293.978048,3.53,3.76,5.030265016,0,102.410363,2738.27867,17.165558,67.498867,145.081403,525.408628,318.886921,110.392087,2547.765137,1580.08658,2208.378476,0.994962,2.326821,6.53,3.69,5.79,4.45,4.452423,3.388889,3.391748,4.45,0.646,0.137,0.291
843,spider,Animals,Person/Thing,Noun,1,0.986095,8.746488,0.526656,17.160776,119.69013,1.47992,2.05e-4,304.657372,3.43,4.97,4.735519991,10,10.117509,255.337882,5.984323,15.192053,17.455974,129.599655,80.437959,7.080603,282.987969,362.554113,566.991694,0.997596,2.438224,3.35,6.91,3.74,4.289474,4.365916,2.789474,2.842839,4.289474,0.229,0.569,0.43
850,square,Spatial relations,Person/Thing,Noun,0.832601,0.693999,57.155879,1.184769,65.112557,121.12789,0.88176,3.56e-4,1176.802136,4.11,4.33,4.051926586,4,31.783879,1180.937706,0.472447,5.57683,601.405647,566.784771,569.677049,512.627261,7235.845143,2745.310245,5561.574576,1,2.575829,5.11,3.33,5.3,3.722222,3.820274,2,2.20837,3.722222,0.509,0.34,0.291
851,stable,Animals,Person/Thing,Noun,0.900048,0.732555,14.421358,1.359891,14.440518,92.78572,0.44852,3.2e-5,193.711065,7.75,4.37,4.285724244,9,8.980269,369.799692,5.78747,5.624906,15.185359,26.501249,22.478553,9.040413,348.931153,73.953824,185.987721,0.995349,2.341444,4.32,2.9,5.26,3.333333,3.554217,2.05,2.781947,3.333333,0.37,0.245,0.292
852,priest,Religion and belief,Person/Thing,Noun,0.797104,0.752344,34.678509,0.900891,17.551452,129.57713,0.77741,2.76e-4,317.116583,7.1,4.77,5.078567189,6,26.215327,575.61083,26.457007,16.58626,10.797816,0.85487899999999994,4.260641,22.369228,230.146079,5.411255,43.336945,0.990099,2.175349,4.5,3.76,5.82,4,4.501321,3.190476,3.413681,4,0.561,0.324,0.648
854,kettle,Food and drink,Person/Thing,Noun,0.881094,0.779819,5.597906,0.874529,5.657558,99.00611,0.52632,3.7e-5,113.616138,8.06,4.75,4.868354971,9,2.823491,132.071319,3.070903,3.124948,10.440864,23.423684,11.312736,9.756903,317.26969,73.953824,214.879018,0.997555,2.436234,5.67,3.1,5.68,3.882353,4.443717,2.6,3.023368,3.882353,0.357,0.497,0.333
855,seize,Possession,Action/Process,Verb,1,0.9873,18.444998,1.129759,22.572353,90.57512,0.41272,3.6e-5,287.155147,10.15,3.97,5.363260869,1,4.843071,211.31411,8.504038,0.336533,5.919464,1.025855,4.921775,6.195528,196.737778,7.215007,104.73095000000001,0.983827,2.033307,3.79,4.06,5.18,3.222222,3.940826,3.904762,4.531798,3.904762,0.656,0.644,0.673
858,storm,The physical world,Person/Thing,Noun,0.953399,0.884158,31.762961,0.38933,58.760466,100.43324,0.66834,2.28e-4,1091.070899,4.94,4.7,5.535003243,7,30.88193,910.191503,21.968765,34.759032,29.012314,60.867384,33.056695,24.992844,740.223159,183.982684,530.877573,1,2.575829,5.74,5.86,3.72,4.210526,5.278047,2.631579,2.824659,4.210526,0.188,0.94,0.543
859,stove,The house,Person/Thing,Noun,0.772466,0.706858,10.756344,0.953935,9.520903,183.33933,1.67407,9.7e-5,179.768615,4.32,4.96,4.742293076,11,7.607739,311.468193,9.645784,3.365328,4.640384,2.393661,2.497617,6.490553,150.664891,18.037518,50.559769,0.99005,2.174049,5.63,3.82,6.08,3.411765,3.692187,3.421053,3.833097,3.421053,0.466,0.391,0.405
861,judge,Law,Person/Thing,Noun,0.754225,0.646541,55.849477,0.613822,100.446972,111.64658,0.94384,3.64e-4,1469.593592,8.85,3.75,4.791744662,5,79.685184,1785.163989,34.409858,60.383602,48.495977,10.600499,42.018733,71.543597,1281.524991,61.327561,628.385699,1,2.575829,3.89,4.5,3.78,3.307692,4.014682,3.315789,3.565175,3.315789,0.51,0.604,0.857
862,sugar,Food and drink,Person/Thing,Noun,1,0.913342,76.36451,1.04097,96.033787,282.36541,2.83959,4.8e-4,1678.730347,3.95,4.87,6.017283032,9,37.783797,1262.381686,21.456948,28.412985,68.911683,84.63302,60.603941,39.765175,900.495666,272.366522,691.58541,0.992857,2.254848,6.56,5.29,6.32,4.638889,5.298824,4,4.103428,4.638889,0.896,0.382,0.402
864,pumpkin,Agriculture and vegetation,Person/Thing,Noun,0.841123,0.874669,10.87012,0.842456,24.004829,179.61422,1.55206,7.4e-5,413.230495,4.78,4.9,6.627921513,7,10.862596,303.764033,3.700831,7.355646,6.187178,65.483731,11.606573,1.348686,98.259711,137.085137,157.096425,0.997462,2.431767,7,3.43,5.35,4.333333,5.788989,3.428571,4.597184,4.333333,0.539,0.177,0.355
882,parrot,Animals,Person/Thing,Noun,0.855315,0.90288,3.77253,0.656082,3.053055,122.1492,1.91504,4.8e-5,52.210027,5.58,5,5.187882012,10,3.294073,105.657055,3.858314,4.08647,6.925872,56.934941,22.478553,4.214645,134.506627,158.730159,222.101842,0.997455,2.431459,6.79,4.65,4.25,3.9,4.808658,2.789474,3.052261,3.9,0.588,0.333,0.292
887,bitter,Sense perception,Property,Adjective,1,0.989205,22.531878,0.580908,27.072354,166.18135,1.26112,1.27e-4,505.784634,8.81,2.93,5.244103595,0,11.15671,502.971605,5.03943,3.846089,15.358877,26.330273,6.097124,26.425824,538.463218,257.936508,135.427952,0.997305,2.424324,3.63,4.64,4.58,4.25,4.534774,3.619048,3.707514,4.25,0.218,0.627,0.411
889,flame,The physical world,Person/Thing,Noun,0.972422,0.916348,15.682278,0.754177,16.610937,102.59958,0.53583,1.72e-4,314.7434,6.25,4.67,5.207092455,8,9.0587,356.59256,5.944953,262.615786,11.090319,4.958298,11.97387,11.105589,257.658799,27.056277,158.902131,0.997555,2.436234,5.9,6.6,4.64,4.65,4.957166,2.2,2.685577,4.65,0.448,0.574,0.615
892,time,Time,Person/Thing,Noun,0.976504,0.717737,1741.176977,0.36777,2764.592364,3087.22046,0.60667,0.001728,51191.337882,5.16,3.07,3.661951342,3,1958.620253,9144.8382130000009,1060.563791,1296.973431,2237.745794,3140.654437,2837.14597,1632.985244,9346.682097,7431.457431,8049.837486,0.997691,2.442826,5.6,3.41,4.36,2.333333,2.771244,2.857143,3.030205,2.857143,0.604,0.288,0.609
897,swallow,Food and drink,Action/Process,Verb,1,0.978437,11.824682,0.675465,15.45338,104.63472,0.42041,7.5e-5,187.184812,5.17,3.89,5.897158212,1,12.744924,524.983491,7.20481,5.023954,7.674481,11.113427,18.144453,8.629485,251.544861,64.935065,288.912965,0.99403,2.293471,5.57,3.78,5.72,4.1,4.53738,4.8,4.815512,4.8,0.466,0.608,0.436
906,tree,Agriculture and vegetation,Person/Thing,Noun,1,0.975256,85.609625,0.471916,135.853733,2297.67193,0.98158,0.001902,2388.905369,3.57,5,5.637037923,9,65.018718,1786.264583,40.118587,52.571233,89.451331,573.965755,139.94001,67.550221,1541.148984,1746.031746,1440.953413,0.995169,2.334583,7.59,2.67,5.62,4.75,5.170487,2.95,3.445303,4.75,0.67,0.118,0.442
908,drum,Speech and language,Person/Thing,Noun,0.863095,0.858272,17.37991,0.808076,29.922837,283.74978,1.59819,1.69e-4,517.650549,4.63,4.96,6.470984863,9,8.49008,298.261061,2.480344,4.687421,21.501437,334.599637,22.037797,10.3891,360.722318,523.088023,299.747201,1,2.575829,6.05,4.67,5.65,4.6,5.317158,4.421053,4.941124,4.6,0.615,0.679,0.339
913,crow,Animals,Person/Thing,Noun,0.964583,0.719523,3.995925,0.632537,10.186498,311.63977,4.26908,8.5e-5,182.141798,5.74,4.93,4.909983747,13,4.470527,146.379045,1.614192,4.014356,4.417288,15.558798,6.390961,3.592985,121.842042,64.935065,72.228241,1,2.575829,4.32,3.55,5.4,4.166667,4.78682,2,2.055616,4.166667,0.224,0.439,0.363
921,valley,The physical world,Person/Thing,Noun,0.900058,0.825744,39.622333,1.810361,37.229913,119.57745,1.15564,7e-5,711.95491,7.94,4.72,4.244919437,5,25.019265,661.457187,0.078741,15.648776,29.765881,46.505417,7.786688,49.479931,644.365351,153.318903,122.78801,0.984,2.036701,6.22,2.7,5.12,4.078947,4.083461,2,2.032821,4.078947,0.729,0.306,0.386
923,love,Emotions and values,Action/Process,Verb,1,0.981971,877.443055,0.706761,2603.952451,246.08516,1.15025,0.002182,42690.89291,5.17,2.07,6.63538846,1,1114.98474,8120.1849,124.332187,50.576074,751.623201,1372.764684,855.139978,247.188924,6322.248182,4893.578644,5662.694113,0.997647,2.4407,8,5.36,5.92,4.388889,5.201644,3.666667,5.329819,4.388889,1,0.519,0.673
924,vegetables,Food and drink,Person/Thing,Noun,0.882188,0.671975,46.922817,0.292332,43.683291,175.05689,1.65076,5.9e-4,1310.293681,4.17,4.89,6.849642652,6,5.725412,263.042043,11.456829,0.384609,15.254766,51.463715,14.030731,10.32588,401.117977,248.917749,238.353196,0.992771,2.252143,6.79,3.75,5.17,4.176471,5.595797,3,3.622065,4.176471,0.551,0.12,0.289
930,village,Social and political relations,Person/Thing,Noun,1,0.936056,125.564238,0.964512,43.278146,1726.89634,1.24263,7.1e-5,785.820231,7.84,4.89,5.025115068,7,33.587776,852.960599,50.512412,145.983127,83.169957,35.39199,27.473787,119.49572,1413.193004,182.178932,368.36403,0.997549,2.435945,5.95,3.4,5.6,4.375,4.558908,2.65,3.179504,4.375,0.684,0.367,0.336
937,bird,Animals,Person/Thing,Noun,1,0.974006,54.98238,0.446944,90.535394,733.98399,1.14798,0.001684,1648.768911,3.52,5,5.497980712,9,45.469966,1317.411402,39.213065,23.14865,71.137679,364.17845,114.96384,41.682838,1235.670459,1168.831169,1068.97797,0.995204,2.335901,6.75,3.83,5.88,4.12,4.980493,3.375,3.493844,4.12,0.729,0.357,0.364
942,honey,Food and drink,Person/Thing,Noun,0.972422,0.984829,25.285642,0.590577,43.017696,182.35553,2.59315,2.18e-4,810.442005,5.44,4.88,6.270436665,9,300.505691,4607.087827,6.692993,25.336113,39.552332,135.583808,62.220047,15.594186,647.42232,431.096681,599.494402,0.99759,2.437943,7.27,4.38,6.39,4.507004,5.604269,4,4.131571,4.507004,0.92,0.431,0.51
945,spear,Warfare and hunting,Person/Thing,Noun,0.951122,0.834119,11.098973,1.38549,11.47428,277.92105,1.66073,9.1e-5,214.773064,7.22,5,4.805165777,9,4.568565,119.964781,7.16544,14.494949,2.627568,0.341952,5.509449,3.592985,72.712186,3.607504,79.451065,0.992405,2.240816,4.43,4.7,5,3.789474,4.371134,2.7,3.015879,3.789474,0.51,0.601,0.5
946,blood,The body,Person/Thing,Noun,1,1,93.665791,0.642129,95.353723,357.42104,1.08178,9.75e-4,1704.242065,4.89,4.86,5.695234611,6,186.134707,3881.79617,164.214551,230.50094000000001,94.651932,28.211007,126.93771,107.167883,1769.111514,48.701299,1132.177681,1,2.575829,3.48,5.76,3.94,4.157895,4.787072,3.142857,4.217689,4.157895,0.219,0.684,0.585
951,weapons,Warfare and hunting,Person/Thing,Noun,0.940913,0.708188,47.493947,0.47209,32.729912,127.17416,0.68475,3e-4,606.051617,6.95,4.76,5.866098599,8,46.666028,1357.032798,173.191036,210.621466,19.538197,0.85487899999999994,39.447656,20.894102,553.966417,9.018759,498.374865,0.997312,2.424664,3.95,6.27,4.88,3.9375,5.095802,3.9,4.112144,3.9375,0.054,0.84,0.831
952,weather,The physical world,Person/Thing,Noun,0.750273,0.617217,133.475315,0.817156,163.620622,112.66855,0.60228,3.65e-4,3155.4434890000002,5.94,3.83,5.208689466,7,34.254433,1135.813339,24.330998,19.038142,132.692173,103.953285,76.471155,61.375767,2275.03985,436.507937,931.744312,0.997333,2.425674,6.05,4.21,4.37,4,4.710753,3.045455,3.32551,4,0.755,0.404,0.567
957,whale,Animals,Person/Thing,Noun,0.513898,0.432587,5.743261,0.612027,11.73473,106.85166,0.86504,1.46e-4,201.720558,5.47,4.96,5.180201043,13,11.274355,255.337882,5.984323,6.466238,13.936025,47.531272,29.236811,6.195528,214.206171,135.281385,261.827375,1,2.575829,5.81,4.2,5.57,4.647059,4.941954,2.47619,2.635753,4.647059,0.582,0.398,0.509
960,wind,The physical world,Person/Thing,Noun,1,1,93.673614,0.511907,73.389087,286.65947,1.63271,5.86e-4,1382.675764,3.89,3.93,5.883339833,8,59.391344,2001.98107,50.984858,38.388779,99.32702,204.487055,110.997037,80.720987,1993.143656,739.53824,1115.926327,0.994987,2.327761,5.67,3.7,4.5,3.6875,4.314669,3.526316,4.977507,3.6875,0.531,0.404,0.578
963,book,Speech and language,Person/Thing,Noun,1,0.919716,504.034895,0.304632,850.992184,192.55962,1.02324,0.001963,13814.298428,3.68,4.9,6.016503594,9,176.997578,3571.428571,119.647092,159.756935,161.882964,228.765618,163.74083099999999,261.5714,2698.648383,952.380952,1617.912604,0.997442,2.430838,7.05,3.13,6.41,4.5,4.895359,4.090909,4.648885,4.5,0.802,0.21,0.606
