concepticon_id,glottocode,lex,concepticon_gloss,semantic_field,language,area,family
617,mapu1245,1,ice,The physical world,Mapudungun,South America,Araucanian
617,kett1243,1,ice,The physical world,Ket,Eurasia,Yeniseian
617,chew1245,1,ice,The physical world,Chewong,Eurasia,Austroasiatic
617,guri1247,1,ice,The physical world,Gurindji,Australia,Pama-Nyungan
952,swah1253,1,weather,The physical world,Swahili,Africa,Atlantic-Congo
952,iraq1241,1,weather,The physical world,Iraqw,Africa,Afro-Asiatic
952,gaww1239,0,weather,The physical world,Ale-Gawwada,Africa,Afro-Asiatic
952,haus1257,1,weather,The physical world,Hausa,Africa,Afro-Asiatic
952,cent2050,1,weather,The physical world,Central Kanuri,Africa,Saharan
952,tari1263,1,weather,The physical world,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
952,sese1246,1,weather,The physical world,Seselwa Creole French,Africa,Indo-European
952,roma1327,1,weather,The physical world,Romanian,Eurasia,Indo-European
952,west2376,1,weather,The physical world,West Slovakian Romani,Eurasia,Indo-European
952,lowe1385,1,weather,The physical world,Lower Sorbian,Eurasia,Indo-European
952,oldh1241,1,weather,The physical world,Old High German (ca. 750-1050),Eurasia,Indo-European
952,dutc1256,1,weather,The physical world,Dutch,Eurasia,Indo-European
952,stan1293,1,weather,The physical world,English,Eurasia,Indo-European
952,kild1236,1,weather,The physical world,Kildin Saami,Eurasia,Uralic
952,bezh1248,1,weather,The physical world,Bezhta,Eurasia,Nakh-Daghestanian
952,arch1244,1,weather,The physical world,Archi,Eurasia,Nakh-Daghestanian
952,mana1288,1,weather,The physical world,Manange,Eurasia,Sino-Tibetan
952,yaku1245,1,weather,The physical world,Sakha,Eurasia,Turkic
952,oroq1238,0,weather,The physical world,Oroqen,Eurasia,Tungusic
952,nucl1643,1,weather,The physical world,Japanese,Eurasia,Japonic
952,mand1415,1,weather,The physical world,Mandarin Chinese,Eurasia,Sino-Tibetan
952,thai1261,1,weather,The physical world,Thai,Eurasia,Tai-Kadai
952,viet1252,1,weather,The physical world,Vietnamese,Eurasia,Austroasiatic
952,hmon1333,1,weather,The physical world,Hmong Daw,Eurasia,Hmong-Mien
952,indo1316,1,weather,The physical world,Standard Indonesian,Papunesia,Austronesian
952,plat1254,1,weather,The physical world,Plateau Malagasy,Africa,Austronesian
952,taki1248,1,weather,The physical world,Takia,Papunesia,Austronesian
952,hawa1245,1,weather,The physical world,Hawaiian,Papunesia,Austronesian
952,yaqu1251,1,weather,The physical world,Yaqui,North America,Uto-Aztecan
952,kekc1242,1,weather,The physical world,Q'eqchi',North America,Mayan
952,mezq1235,1,weather,The physical world,Mezquital Otomi,North America,Otomanguean
952,sara1340,1,weather,The physical world,Saramaccan,South America,Indo-European
952,imba1240,0,weather,The physical world,Imbabura Highland Quichua,South America,Quechuan
952,gali1262,0,weather,The physical world,Galibi Carib,South America,Cariban
952,hupd1244,0,weather,The physical world,Hup,South America,Naduhup
952,wich1264,1,weather,The physical world,Güisnay,South America,Mataguayan
952,mapu1245,1,weather,The physical world,Mapudungun,South America,Araucanian
952,kett1243,1,weather,The physical world,Ket,Eurasia,Yeniseian
952,chew1245,0,weather,The physical world,Chewong,Eurasia,Austroasiatic
952,guri1247,0,weather,The physical world,Gurindji,Australia,Pama-Nyungan
221,swah1253,1,fire,The physical world,Swahili,Africa,Atlantic-Congo
221,iraq1241,1,fire,The physical world,Iraqw,Africa,Afro-Asiatic
221,gaww1239,1,fire,The physical world,Ale-Gawwada,Africa,Afro-Asiatic
221,haus1257,1,fire,The physical world,Hausa,Africa,Afro-Asiatic
221,cent2050,1,fire,The physical world,Central Kanuri,Africa,Saharan
221,tari1263,1,fire,The physical world,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
221,sese1246,1,fire,The physical world,Seselwa Creole French,Africa,Indo-European
221,roma1327,1,fire,The physical world,Romanian,Eurasia,Indo-European
221,west2376,1,fire,The physical world,West Slovakian Romani,Eurasia,Indo-European
221,lowe1385,1,fire,The physical world,Lower Sorbian,Eurasia,Indo-European
221,oldh1241,1,fire,The physical world,Old High German (ca. 750-1050),Eurasia,Indo-European
221,dutc1256,1,fire,The physical world,Dutch,Eurasia,Indo-European
221,stan1293,1,fire,The physical world,English,Eurasia,Indo-European
221,kild1236,1,fire,The physical world,Kildin Saami,Eurasia,Uralic
221,bezh1248,1,fire,The physical world,Bezhta,Eurasia,Nakh-Daghestanian
221,arch1244,1,fire,The physical world,Archi,Eurasia,Nakh-Daghestanian
221,mana1288,1,fire,The physical world,Manange,Eurasia,Sino-Tibetan
221,yaku1245,1,fire,The physical world,Sakha,Eurasia,Turkic
221,oroq1238,1,fire,The physical world,Oroqen,Eurasia,Tungusic
221,nucl1643,1,fire,The physical world,Japanese,Eurasia,Japonic
221,mand1415,1,fire,The physical world,Mandarin Chinese,Eurasia,Sino-Tibetan
221,thai1261,1,fire,The physical world,Thai,Eurasia,Tai-Kadai
221,viet1252,1,fire,The physical world,Vietnamese,Eurasia,Austroasiatic
221,hmon1333,1,fire,The physical world,Hmong Daw,Eurasia,Hmong-Mien
221,indo1316,1,fire,The physical world,Standard Indonesian,Papunesia,Austronesian
221,plat1254,1,fire,The physical world,Plateau Malagasy,Africa,Austronesian
221,taki1248,1,fire,The physical world,Takia,Papunesia,Austronesian
221,hawa1245,1,fire,The physical world,Hawaiian,Papunesia,Austronesian
221,yaqu1251,1,fire,The physical world,Yaqui,North America,Uto-Aztecan
221,tzot1259,1,fire,The physical world,Tzotzil,North America,Mayan
221,kekc1242,1,fire,The physical world,Q'eqchi',North America,Mayan
221,mezq1235,1,fire,The physical world,Mezquital Otomi,North America,Otomanguean
221,sara1340,1,fire,The physical world,Saramaccan,South America,Indo-European
221,imba1240,1,fire,The physical world,Imbabura Highland Quichua,South America,Quechuan
221,gali1262,1,fire,The physical world,Galibi Carib,South America,Cariban
221,hupd1244,1,fire,The physical world,Hup,South America,Naduhup
221,wich1264,1,fire,The physical world,Güisnay,South America,Mataguayan
221,mapu1245,1,fire,The physical world,Mapudungun,South America,Araucanian
221,kett1243,1,fire,The physical world,Ket,Eurasia,Yeniseian
221,chew1245,1,fire,The physical world,Chewong,Eurasia,Austroasiatic
221,guri1247,1,fire,The physical world,Gurindji,Australia,Pama-Nyungan
889,swah1253,1,flame,The physical world,Swahili,Africa,Atlantic-Congo
889,iraq1241,1,flame,The physical world,Iraqw,Africa,Afro-Asiatic
889,gaww1239,1,flame,The physical world,Ale-Gawwada,Africa,Afro-Asiatic
889,haus1257,1,flame,The physical world,Hausa,Africa,Afro-Asiatic
889,cent2050,1,flame,The physical world,Central Kanuri,Africa,Saharan
889,tari1263,1,flame,The physical world,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
889,sese1246,1,flame,The physical world,Seselwa Creole French,Africa,Indo-European
889,roma1327,1,flame,The physical world,Romanian,Eurasia,Indo-European
889,west2376,1,flame,The physical world,West Slovakian Romani,Eurasia,Indo-European
889,lowe1385,1,flame,The physical world,Lower Sorbian,Eurasia,Indo-European
889,oldh1241,1,flame,The physical world,Old High German (ca. 750-1050),Eurasia,Indo-European
889,dutc1256,1,flame,The physical world,Dutch,Eurasia,Indo-European
889,stan1293,1,flame,The physical world,English,Eurasia,Indo-European
889,kild1236,1,flame,The physical world,Kildin Saami,Eurasia,Uralic
889,bezh1248,1,flame,The physical world,Bezhta,Eurasia,Nakh-Daghestanian
889,arch1244,1,flame,The physical world,Archi,Eurasia,Nakh-Daghestanian
889,mana1288,1,flame,The physical world,Manange,Eurasia,Sino-Tibetan
889,yaku1245,1,flame,The physical world,Sakha,Eurasia,Turkic
889,oroq1238,0,flame,The physical world,Oroqen,Eurasia,Tungusic
889,nucl1643,1,flame,The physical world,Japanese,Eurasia,Japonic
889,mand1415,1,flame,The physical world,Mandarin Chinese,Eurasia,Sino-Tibetan
889,thai1261,1,flame,The physical world,Thai,Eurasia,Tai-Kadai
889,viet1252,1,flame,The physical world,Vietnamese,Eurasia,Austroasiatic
889,hmon1333,1,flame,The physical world,Hmong Daw,Eurasia,Hmong-Mien
889,indo1316,1,flame,The physical world,Standard Indonesian,Papunesia,Austronesian
889,plat1254,1,flame,The physical world,Plateau Malagasy,Africa,Austronesian
889,taki1248,1,flame,The physical world,Takia,Papunesia,Austronesian
889,hawa1245,1,flame,The physical world,Hawaiian,Papunesia,Austronesian
889,yaqu1251,1,flame,The physical world,Yaqui,North America,Uto-Aztecan
889,tzot1259,1,flame,The physical world,Tzotzil,North America,Mayan
889,kekc1242,1,flame,The physical world,Q'eqchi',North America,Mayan
889,mezq1235,1,flame,The physical world,Mezquital Otomi,North America,Otomanguean
889,sara1340,1,flame,The physical world,Saramaccan,South America,Indo-European
889,imba1240,1,flame,The physical world,Imbabura Highland Quichua,South America,Quechuan
889,gali1262,1,flame,The physical world,Galibi Carib,South America,Cariban
889,hupd1244,1,flame,The physical world,Hup,South America,Naduhup
889,wich1264,1,flame,The physical world,Güisnay,South America,Mataguayan
889,mapu1245,1,flame,The physical world,Mapudungun,South America,Araucanian
889,kett1243,1,flame,The physical world,Ket,Eurasia,Yeniseian
889,chew1245,1,flame,The physical world,Chewong,Eurasia,Austroasiatic
889,guri1247,1,flame,The physical world,Gurindji,Australia,Pama-Nyungan
778,swah1253,1,smoke,The physical world,Swahili,Africa,Atlantic-Congo
778,iraq1241,1,smoke,The physical world,Iraqw,Africa,Afro-Asiatic
778,gaww1239,1,smoke,The physical world,Ale-Gawwada,Africa,Afro-Asiatic
778,haus1257,1,smoke,The physical world,Hausa,Africa,Afro-Asiatic
778,cent2050,1,smoke,The physical world,Central Kanuri,Africa,Saharan
778,tari1263,1,smoke,The physical world,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
778,sese1246,1,smoke,The physical world,Seselwa Creole French,Africa,Indo-European
778,roma1327,1,smoke,The physical world,Romanian,Eurasia,Indo-European
778,west2376,1,smoke,The physical world,West Slovakian Romani,Eurasia,Indo-European
778,lowe1385,1,smoke,The physical world,Lower Sorbian,Eurasia,Indo-European
778,oldh1241,1,smoke,The physical world,Old High German (ca. 750-1050),Eurasia,Indo-European
778,dutc1256,1,smoke,The physical world,Dutch,Eurasia,Indo-European
778,stan1293,1,smoke,The physical world,English,Eurasia,Indo-European
778,kild1236,1,smoke,The physical world,Kildin Saami,Eurasia,Uralic
778,bezh1248,1,smoke,The physical world,Bezhta,Eurasia,Nakh-Daghestanian
778,arch1244,1,smoke,The physical world,Archi,Eurasia,Nakh-Daghestanian
778,mana1288,1,smoke,The physical world,Manange,Eurasia,Sino-Tibetan
778,yaku1245,1,smoke,The physical world,Sakha,Eurasia,Turkic
778,oroq1238,1,smoke,The physical world,Oroqen,Eurasia,Tungusic
778,nucl1643,1,smoke,The physical world,Japanese,Eurasia,Japonic
778,mand1415,1,smoke,The physical world,Mandarin Chinese,Eurasia,Sino-Tibetan
778,thai1261,1,smoke,The physical world,Thai,Eurasia,Tai-Kadai
778,viet1252,1,smoke,The physical world,Vietnamese,Eurasia,Austroasiatic
778,hmon1333,1,smoke,The physical world,Hmong Daw,Eurasia,Hmong-Mien
778,indo1316,1,smoke,The physical world,Standard Indonesian,Papunesia,Austronesian
778,plat1254,1,smoke,The physical world,Plateau Malagasy,Africa,Austronesian
778,taki1248,1,smoke,The physical world,Takia,Papunesia,Austronesian
778,hawa1245,1,smoke,The physical world,Hawaiian,Papunesia,Austronesian
778,yaqu1251,1,smoke,The physical world,Yaqui,North America,Uto-Aztecan
778,tzot1259,1,smoke,The physical world,Tzotzil,North America,Mayan
778,kekc1242,1,smoke,The physical world,Q'eqchi',North America,Mayan
778,mezq1235,1,smoke,The physical world,Mezquital Otomi,North America,Otomanguean
778,sara1340,1,smoke,The physical world,Saramaccan,South America,Indo-European
778,imba1240,1,smoke,The physical world,Imbabura Highland Quichua,South America,Quechuan
778,gali1262,1,smoke,The physical world,Galibi Carib,South America,Cariban
778,hupd1244,1,smoke,The physical world,Hup,South America,Naduhup
778,wich1264,1,smoke,The physical world,Güisnay,South America,Mataguayan
778,mapu1245,1,smoke,The physical world,Mapudungun,South America,Araucanian
778,kett1243,1,smoke,The physical world,Ket,Eurasia,Yeniseian
778,chew1245,1,smoke,The physical world,Chewong,Eurasia,Austroasiatic
778,guri1247,1,smoke,The physical world,Gurindji,Australia,Pama-Nyungan
646,swah1253,1,ash,The physical world,Swahili,Africa,Atlantic-Congo
646,iraq1241,1,ash,The physical world,Iraqw,Africa,Afro-Asiatic
646,gaww1239,1,ash,The physical world,Ale-Gawwada,Africa,Afro-Asiatic
646,haus1257,1,ash,The physical world,Hausa,Africa,Afro-Asiatic
646,cent2050,1,ash,The physical world,Central Kanuri,Africa,Saharan
646,tari1263,1,ash,The physical world,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
646,sese1246,1,ash,The physical world,Seselwa Creole French,Africa,Indo-European
646,roma1327,1,ash,The physical world,Romanian,Eurasia,Indo-European
646,west2376,1,ash,The physical world,West Slovakian Romani,Eurasia,Indo-European
646,lowe1385,1,ash,The physical world,Lower Sorbian,Eurasia,Indo-European
646,oldh1241,1,ash,The physical world,Old High German (ca. 750-1050),Eurasia,Indo-European
646,dutc1256,1,ash,The physical world,Dutch,Eurasia,Indo-European
646,stan1293,1,ash,The physical world,English,Eurasia,Indo-European
646,kild1236,1,ash,The physical world,Kildin Saami,Eurasia,Uralic
646,bezh1248,1,ash,The physical world,Bezhta,Eurasia,Nakh-Daghestanian
646,arch1244,1,ash,The physical world,Archi,Eurasia,Nakh-Daghestanian
646,mana1288,1,ash,The physical world,Manange,Eurasia,Sino-Tibetan
646,yaku1245,1,ash,The physical world,Sakha,Eurasia,Turkic
646,oroq1238,1,ash,The physical world,Oroqen,Eurasia,Tungusic
646,nucl1643,1,ash,The physical world,Japanese,Eurasia,Japonic
646,mand1415,1,ash,The physical world,Mandarin Chinese,Eurasia,Sino-Tibetan
646,thai1261,1,ash,The physical world,Thai,Eurasia,Tai-Kadai
646,viet1252,1,ash,The physical world,Vietnamese,Eurasia,Austroasiatic
646,hmon1333,1,ash,The physical world,Hmong Daw,Eurasia,Hmong-Mien
646,indo1316,1,ash,The physical world,Standard Indonesian,Papunesia,Austronesian
646,plat1254,1,ash,The physical world,Plateau Malagasy,Africa,Austronesian
646,taki1248,1,ash,The physical world,Takia,Papunesia,Austronesian
646,hawa1245,1,ash,The physical world,Hawaiian,Papunesia,Austronesian
646,yaqu1251,1,ash,The physical world,Yaqui,North America,Uto-Aztecan
646,tzot1259,1,ash,The physical world,Tzotzil,North America,Mayan
646,kekc1242,1,ash,The physical world,Q'eqchi',North America,Mayan
646,mezq1235,1,ash,The physical world,Mezquital Otomi,North America,Otomanguean
646,sara1340,1,ash,The physical world,Saramaccan,South America,Indo-European
646,imba1240,1,ash,The physical world,Imbabura Highland Quichua,South America,Quechuan
646,gali1262,1,ash,The physical world,Galibi Carib,South America,Cariban
646,hupd1244,1,ash,The physical world,Hup,South America,Naduhup
646,wich1264,1,ash,The physical world,Güisnay,South America,Mataguayan
646,mapu1245,1,ash,The physical world,Mapudungun,South America,Araucanian
646,kett1243,1,ash,The physical world,Ket,Eurasia,Yeniseian
646,chew1245,1,ash,The physical world,Chewong,Eurasia,Austroasiatic
646,guri1247,1,ash,The physical world,Gurindji,Australia,Pama-Nyungan
67,swah1253,1,embers,The physical world,Swahili,Africa,Atlantic-Congo
67,iraq1241,1,embers,The physical world,Iraqw,Africa,Afro-Asiatic
67,gaww1239,1,embers,The physical world,Ale-Gawwada,Africa,Afro-Asiatic
67,haus1257,1,embers,The physical world,Hausa,Africa,Afro-Asiatic
67,cent2050,1,embers,The physical world,Central Kanuri,Africa,Saharan
67,tari1263,1,embers,The physical world,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
67,sese1246,1,embers,The physical world,Seselwa Creole French,Africa,Indo-European
67,roma1327,1,embers,The physical world,Romanian,Eurasia,Indo-European
67,west2376,1,embers,The physical world,West Slovakian Romani,Eurasia,Indo-European
67,lowe1385,1,embers,The physical world,Lower Sorbian,Eurasia,Indo-European
67,oldh1241,1,embers,The physical world,Old High German (ca. 750-1050),Eurasia,Indo-European
67,dutc1256,1,embers,The physical world,Dutch,Eurasia,Indo-European
67,stan1293,1,embers,The physical world,English,Eurasia,Indo-European
67,kild1236,1,embers,The physical world,Kildin Saami,Eurasia,Uralic
67,bezh1248,1,embers,The physical world,Bezhta,Eurasia,Nakh-Daghestanian
67,arch1244,1,embers,The physical world,Archi,Eurasia,Nakh-Daghestanian
67,mana1288,1,embers,The physical world,Manange,Eurasia,Sino-Tibetan
67,yaku1245,1,embers,The physical world,Sakha,Eurasia,Turkic
67,oroq1238,1,embers,The physical world,Oroqen,Eurasia,Tungusic
67,nucl1643,1,embers,The physical world,Japanese,Eurasia,Japonic
67,mand1415,1,embers,The physical world,Mandarin Chinese,Eurasia,Sino-Tibetan
67,thai1261,1,embers,The physical world,Thai,Eurasia,Tai-Kadai
67,viet1252,1,embers,The physical world,Vietnamese,Eurasia,Austroasiatic
67,hmon1333,1,embers,The physical world,Hmong Daw,Eurasia,Hmong-Mien
67,indo1316,1,embers,The physical world,Standard Indonesian,Papunesia,Austronesian
67,plat1254,1,embers,The physical world,Plateau Malagasy,Africa,Austronesian
67,taki1248,1,embers,The physical world,Takia,Papunesia,Austronesian
67,yaqu1251,1,embers,The physical world,Yaqui,North America,Uto-Aztecan
67,kekc1242,1,embers,The physical world,Q'eqchi',North America,Mayan
67,mezq1235,1,embers,The physical world,Mezquital Otomi,North America,Otomanguean
67,sara1340,1,embers,The physical world,Saramaccan,South America,Indo-European
67,imba1240,1,embers,The physical world,Imbabura Highland Quichua,South America,Quechuan
67,gali1262,1,embers,The physical world,Galibi Carib,South America,Cariban
67,hupd1244,1,embers,The physical world,Hup,South America,Naduhup
67,wich1264,1,embers,The physical world,Güisnay,South America,Mataguayan
67,mapu1245,1,embers,The physical world,Mapudungun,South America,Araucanian
67,kett1243,1,embers,The physical world,Ket,Eurasia,Yeniseian
67,chew1245,1,embers,The physical world,Chewong,Eurasia,Austroasiatic
67,guri1247,1,embers,The physical world,Gurindji,Australia,Pama-Nyungan
141,swah1253,1,burn,The physical world,Swahili,Africa,Atlantic-Congo
141,iraq1241,1,burn,The physical world,Iraqw,Africa,Afro-Asiatic
141,gaww1239,1,burn,The physical world,Ale-Gawwada,Africa,Afro-Asiatic
141,haus1257,1,burn,The physical world,Hausa,Africa,Afro-Asiatic
141,cent2050,1,burn,The physical world,Central Kanuri,Africa,Saharan
141,tari1263,1,burn,The physical world,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
141,sese1246,1,burn,The physical world,Seselwa Creole French,Africa,Indo-European
141,roma1327,1,burn,The physical world,Romanian,Eurasia,Indo-European
141,west2376,1,burn,The physical world,West Slovakian Romani,Eurasia,Indo-European
141,lowe1385,1,burn,The physical world,Lower Sorbian,Eurasia,Indo-European
141,oldh1241,1,burn,The physical world,Old High German (ca. 750-1050),Eurasia,Indo-European
141,dutc1256,1,burn,The physical world,Dutch,Eurasia,Indo-European
141,stan1293,1,burn,The physical world,English,Eurasia,Indo-European
141,kild1236,1,burn,The physical world,Kildin Saami,Eurasia,Uralic
141,bezh1248,1,burn,The physical world,Bezhta,Eurasia,Nakh-Daghestanian
141,arch1244,1,burn,The physical world,Archi,Eurasia,Nakh-Daghestanian
141,mana1288,1,burn,The physical world,Manange,Eurasia,Sino-Tibetan
141,yaku1245,1,burn,The physical world,Sakha,Eurasia,Turkic
141,oroq1238,1,burn,The physical world,Oroqen,Eurasia,Tungusic
141,nucl1643,1,burn,The physical world,Japanese,Eurasia,Japonic
141,mand1415,1,burn,The physical world,Mandarin Chinese,Eurasia,Sino-Tibetan
141,thai1261,1,burn,The physical world,Thai,Eurasia,Tai-Kadai
141,viet1252,1,burn,The physical world,Vietnamese,Eurasia,Austroasiatic
141,hmon1333,1,burn,The physical world,Hmong Daw,Eurasia,Hmong-Mien
141,indo1316,1,burn,The physical world,Standard Indonesian,Papunesia,Austronesian
141,plat1254,1,burn,The physical world,Plateau Malagasy,Africa,Austronesian
141,taki1248,1,burn,The physical world,Takia,Papunesia,Austronesian
141,hawa1245,1,burn,The physical world,Hawaiian,Papunesia,Austronesian
141,yaqu1251,1,burn,The physical world,Yaqui,North America,Uto-Aztecan
141,tzot1259,1,burn,The physical world,Tzotzil,North America,Mayan
141,kekc1242,1,burn,The physical world,Q'eqchi',North America,Mayan
141,mezq1235,1,burn,The physical world,Mezquital Otomi,North America,Otomanguean
141,sara1340,1,burn,The physical world,Saramaccan,South America,Indo-European
141,imba1240,1,burn,The physical world,Imbabura Highland Quichua,South America,Quechuan
141,gali1262,1,burn,The physical world,Galibi Carib,South America,Cariban
141,hupd1244,1,burn,The physical world,Hup,South America,Naduhup
141,wich1264,1,burn,The physical world,Güisnay,South America,Mataguayan
141,mapu1245,1,burn,The physical world,Mapudungun,South America,Araucanian
141,kett1243,1,burn,The physical world,Ket,Eurasia,Yeniseian
141,chew1245,1,burn,The physical world,Chewong,Eurasia,Austroasiatic
141,guri1247,1,burn,The physical world,Gurindji,Australia,Pama-Nyungan
1428,swah1253,1,burning,The physical world,Swahili,Africa,Atlantic-Congo
1428,iraq1241,1,burning,The physical world,Iraqw,Africa,Afro-Asiatic
1428,gaww1239,1,burning,The physical world,Ale-Gawwada,Africa,Afro-Asiatic
1428,haus1257,1,burning,The physical world,Hausa,Africa,Afro-Asiatic
1428,cent2050,1,burning,The physical world,Central Kanuri,Africa,Saharan
1428,tari1263,1,burning,The physical world,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
1428,sese1246,1,burning,The physical world,Seselwa Creole French,Africa,Indo-European
1428,roma1327,1,burning,The physical world,Romanian,Eurasia,Indo-European
1428,west2376,1,burning,The physical world,West Slovakian Romani,Eurasia,Indo-European
1428,lowe1385,1,burning,The physical world,Lower Sorbian,Eurasia,Indo-European
1428,oldh1241,1,burning,The physical world,Old High German (ca. 750-1050),Eurasia,Indo-European
1428,dutc1256,1,burning,The physical world,Dutch,Eurasia,Indo-European
1428,stan1293,1,burning,The physical world,English,Eurasia,Indo-European
1428,kild1236,1,burning,The physical world,Kildin Saami,Eurasia,Uralic
1428,bezh1248,1,burning,The physical world,Bezhta,Eurasia,Nakh-Daghestanian
1428,arch1244,1,burning,The physical world,Archi,Eurasia,Nakh-Daghestanian
1428,mana1288,1,burning,The physical world,Manange,Eurasia,Sino-Tibetan
1428,yaku1245,1,burning,The physical world,Sakha,Eurasia,Turkic
1428,oroq1238,1,burning,The physical world,Oroqen,Eurasia,Tungusic
1428,nucl1643,1,burning,The physical world,Japanese,Eurasia,Japonic
1428,mand1415,1,burning,The physical world,Mandarin Chinese,Eurasia,Sino-Tibetan
1428,thai1261,1,burning,The physical world,Thai,Eurasia,Tai-Kadai
1428,viet1252,1,burning,The physical world,Vietnamese,Eurasia,Austroasiatic
1428,hmon1333,1,burning,The physical world,Hmong Daw,Eurasia,Hmong-Mien
1428,indo1316,1,burning,The physical world,Standard Indonesian,Papunesia,Austronesian
1428,plat1254,1,burning,The physical world,Plateau Malagasy,Africa,Austronesian
1428,taki1248,1,burning,The physical world,Takia,Papunesia,Austronesian
1428,hawa1245,1,burning,The physical world,Hawaiian,Papunesia,Austronesian
1428,yaqu1251,1,burning,The physical world,Yaqui,North America,Uto-Aztecan
1428,tzot1259,1,burning,The physical world,Tzotzil,North America,Mayan
1428,kekc1242,1,burning,The physical world,Q'eqchi',North America,Mayan
1428,mezq1235,1,burning,The physical world,Mezquital Otomi,North America,Otomanguean
1428,sara1340,1,burning,The physical world,Saramaccan,South America,Indo-European
1428,imba1240,1,burning,The physical world,Imbabura Highland Quichua,South America,Quechuan
1428,gali1262,1,burning,The physical world,Galibi Carib,South America,Cariban
1428,hupd1244,1,burning,The physical world,Hup,South America,Naduhup
1428,wich1264,1,burning,The physical world,Güisnay,South America,Mataguayan
1428,mapu1245,1,burning,The physical world,Mapudungun,South America,Araucanian
1428,kett1243,1,burning,The physical world,Ket,Eurasia,Yeniseian
1428,chew1245,1,burning,The physical world,Chewong,Eurasia,Austroasiatic
1428,guri1247,1,burning,The physical world,Gurindji,Australia,Pama-Nyungan
737,swah1253,1,light,The physical world,Swahili,Africa,Atlantic-Congo
737,iraq1241,1,light,The physical world,Iraqw,Africa,Afro-Asiatic
737,gaww1239,1,light,The physical world,Ale-Gawwada,Africa,Afro-Asiatic
737,haus1257,1,light,The physical world,Hausa,Africa,Afro-Asiatic
737,cent2050,1,light,The physical world,Central Kanuri,Africa,Saharan
737,tari1263,1,light,The physical world,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,Afro-Asiatic
737,sese1246,1,light,The physical world,Seselwa Creole French,Africa,Indo-European
737,roma1327,1,light,The physical world,Romanian,Eurasia,Indo-European
737,west2376,1,light,The physical world,West Slovakian Romani,Eurasia,Indo-European
737,lowe1385,1,light,The physical world,Lower Sorbian,Eurasia,Indo-European
737,oldh1241,1,light,The physical world,Old High German (ca. 750-1050),Eurasia,Indo-European
737,dutc1256,1,light,The physical world,Dutch,Eurasia,Indo-European
737,stan1293,1,light,The physical world,English,Eurasia,Indo-European
737,kild1236,1,light,The physical world,Kildin Saami,Eurasia,Uralic
737,bezh1248,1,light,The physical world,Bezhta,Eurasia,Nakh-Daghestanian
737,arch1244,1,light,The physical world,Archi,Eurasia,Nakh-Daghestanian
737,mana1288,1,light,The physical world,Manange,Eurasia,Sino-Tibetan
737,yaku1245,1,light,The physical world,Sakha,Eurasia,Turkic
737,oroq1238,1,light,The physical world,Oroqen,Eurasia,Tungusic
737,nucl1643,1,light,The physical world,Japanese,Eurasia,Japonic
737,mand1415,1,light,The physical world,Mandarin Chinese,Eurasia,Sino-Tibetan
737,thai1261,1,light,The physical world,Thai,Eurasia,Tai-Kadai
737,viet1252,1,light,The physical world,Vietnamese,Eurasia,Austroasiatic
737,hmon1333,1,light,The physical world,Hmong Daw,Eurasia,Hmong-Mien
737,indo1316,1,light,The physical world,Standard Indonesian,Papunesia,Austronesian
737,plat1254,1,light,The physical world,Plateau Malagasy,Africa,Austronesian
737,taki1248,1,light,The physical world,Takia,Papunesia,Austronesian
737,hawa1245,1,light,The physical world,Hawaiian,Papunesia,Austronesian
737,yaqu1251,1,light,The physical world,Yaqui,North America,Uto-Aztecan
737,tzot1259,1,light,The physical world,Tzotzil,North America,Mayan
737,kekc1242,1,light,The physical world,Q'eqchi',North America,Mayan
737,mezq1235,1,light,The physical world,Mezquital Otomi,North America,Otomanguean
737,sara1340,1,light,The physical world,Saramaccan,South America,Indo-European
737,imba1240,1,light,The physical world,Imbabura Highland Quichua,South America,Quechuan
737,gali1262,1,light,The physical world,Galibi Carib,South America,Cariban
737,hupd1244,1,light,The physical world,Hup,South America,Naduhup
737,wich1264,1,light,The physical world,Güisnay,South America,Mataguayan
737,mapu1245,1,light,The physical world,Mapudungun,South America,Araucanian
737,kett1243,1,light,The physical world,Ket,Eurasia,Yeniseian
737,chew1245,1,light,The physical world,Chewong,Eurasia,Austroasiatic
737,guri1247,1,light,The physical world,Gurindji,Australia,Pama-Nyungan
127,swah1253,1,extinguish,The physical world,Swahili,Africa,Atlantic-Congo
127,iraq1241,1,extinguish,The physical world,Iraqw,Africa,Afro-Asiatic
127,gaww1239,1,extinguish,The physical world,Ale-Gawwada,Africa,Afro-Asiatic
127,haus1257,1,extinguish,The physical world,Hausa,Africa,Afro-Asiatic
